agent_id,identity,morality,opinion,self_activation,social_influence,total_activation
0,1,0,-0.4894,-0.1958,-0.3396,-0.5353
1,-1,1,-0.5113,-0.2045,-0.3600,-0.5645
2,1,0,0.2699,0.1080,0.1688,0.2767
3,-1,0,-0.4921,-0.1968,-0.3420,-0.5388
4,-1,0,0.4734,0.1893,0.3255,0.5148
5,1,0,-0.5360,-0.2144,-0.3841,-0.5985
6,-1,0,0.6515,0.2606,0.5172,0.7778
7,1,0,0.4858,0.1943,0.3363,0.5306
8,1,0,0.6927,0.2771,0.5760,0.8531
9,-1,0,-0.2081,-0.0832,-0.1282,-0.2115
10,-1,0,-0.1906,-0.0762,-0.1169,-0.1931
11,1,1,1.0000,0.4000,0.4320,0.8320
12,1,1,-0.4301,-0.1720,-0.2880,-0.4600
13,1,1,0.5113,0.2045,0.3600,0.5645
14,1,1,0.5113,0.2045,0.3600,0.5645
15,1,0,0.2692,0.1077,0.1683,0.2760
16,1,0,0.0615,0.0246,0.0370,0.0616
17,-1,0,0.2711,0.1084,0.1696,0.2781
18,1,0,0.7569,0.3028,0.6862,0.9890
19,1,1,0.3371,0.1349,0.2160,0.3509
20,1,0,0.3166,0.1266,0.2012,0.3278
21,-1,1,0.3371,0.1349,0.2160,0.3509
22,-1,0,0.5233,0.2093,0.3716,0.5810
23,1,1,1.0000,0.4000,0.4320,0.8320
24,1,0,0.1611,0.0644,0.0981,0.1625
25,1,0,0.0386,0.0154,0.0232,0.0386
26,1,0,0.6643,0.2657,0.5348,0.8005
27,1,0,0.4465,0.1786,0.3017,0.4803
28,1,0,0.5037,0.2015,0.3528,0.5543
29,-1,0,-0.6179,-0.2472,-0.4744,-0.7216
30,-1,0,-0.5726,-0.2290,-0.4223,-0.6513
31,-1,0,0.6766,0.2706,0.5521,0.8228
32,-1,0,0.0494,0.0198,0.0298,0.0496
33,-1,0,0.2070,0.0828,0.1275,0.2103
34,-1,0,0.3448,0.1379,0.2216,0.3596
35,-1,0,-0.1730,-0.0692,-0.1056,-0.1748
36,1,1,0.3371,0.1349,0.2160,0.3509
37,-1,0,0.8096,0.3238,0.8019,1.1258
38,1,1,0.5113,0.2045,0.3600,0.5645
39,-1,0,0.1980,0.0792,0.1215,0.2007
40,-1,1,-0.4722,-0.1889,-0.3240,-0.5129
41,1,1,0.2328,0.0931,0.1440,0.2371
42,-1,0,0.3628,0.1451,0.2350,0.3802
43,-1,0,0.5206,0.2082,0.3689,0.5772
44,-1,0,-0.5108,-0.2043,-0.3595,-0.5638
45,1,0,0.0484,0.0194,0.0291,0.0485
46,-1,0,0.3760,0.1504,0.2450,0.3954
47,-1,0,-0.1373,-0.0549,-0.0833,-0.1382
48,1,0,0.2520,0.1008,0.1568,0.2575
49,1,1,0.4301,0.1720,0.2880,0.4600
50,1,0,0.4144,0.1658,0.2752,0.4410
51,-1,0,0.3752,0.1501,0.2444,0.3944
52,-1,1,-0.3371,-0.1349,-0.2160,-0.3509
53,-1,0,0.0572,0.0229,0.0345,0.0574
54,1,1,0.2328,0.0931,0.1440,0.2371
55,1,0,0.1604,0.0642,0.0977,0.1619
56,-1,0,0.2384,0.0954,0.1477,0.2431
57,-1,0,-0.3601,-0.1440,-0.2330,-0.3770
58,1,0,0.1294,0.0518,0.0784,0.1301
59,1,1,1.0000,0.4000,0.5040,0.9040
60,-1,0,-0.5880,-0.2352,-0.4396,-0.6748
61,1,1,-0.0000,-0.0000,0.0000,-0.0000
62,1,0,0.4005,0.1602,0.2641,0.4243
63,1,0,0.0963,0.0385,0.0581,0.0966
64,1,0,-0.0890,-0.0356,-0.0536,-0.0892
65,-1,0,-0.0875,-0.0350,-0.0527,-0.0878
66,-1,0,0.4301,0.1720,0.2880,0.4600
67,1,1,0.3371,0.1349,0.2160,0.3509
68,1,1,0.1191,0.0476,0.0720,0.1196
69,1,1,1.0000,0.4000,0.6360,1.0360
70,1,1,-0.2144,-0.0857,-0.1320,-0.2177
71,1,0,-0.2526,-0.1011,-0.1572,-0.2582
72,-1,1,0.5704,0.2282,0.4200,0.6482
73,-1,1,0.4986,0.1994,0.3480,0.5474
74,-1,0,0.3489,0.1395,0.2246,0.3642
75,1,0,-0.0000,-0.0000,0.0000,-0.0000
76,1,1,1.0000,0.4000,0.7200,1.1200
77,1,1,0.3371,0.1349,0.2160,0.3509
78,-1,0,-0.0093,-0.0037,-0.0056,-0.0093
79,-1,1,-0.5359,-0.2143,-0.3840,-0.5983
80,-1,0,0.1873,0.0749,0.1146,0.1895
81,1,0,0.4904,0.1962,0.3405,0.5366
82,-1,0,0.3448,0.1379,0.2216,0.3596
83,-1,1,-0.3371,-0.1349,-0.2160,-0.3509
84,1,1,0.3371,0.1349,0.2160,0.3509
85,-1,0,0.5508,0.2203,0.3992,0.6195
86,1,0,0.7320,0.2928,0.6403,0.9331
87,1,1,1.0000,0.4000,0.4920,0.8920
88,1,0,0.5133,0.2053,0.3619,0.5673
89,1,0,0.4866,0.1946,0.3369,0.5316
90,-1,0,0.3227,0.1291,0.2060,0.3351
91,1,0,0.3646,0.1458,0.2364,0.3822
92,1,1,0.3371,0.1349,0.2160,0.3509
93,1,0,0.1304,0.0522,0.0790,0.1312
94,1,0,0.5720,0.2288,0.4216,0.6504
95,-1,0,-0.0856,-0.0342,-0.0517,-0.0860
96,1,0,-0.2685,-0.1074,-0.1679,-0.2753
97,1,0,0.3359,0.1343,0.2151,0.3494
98,1,0,0.4301,0.1720,0.2880,0.4600
99,1,0,-0.0000,-0.0000,0.0000,-0.0000
100,1,0,0.2690,0.1076,0.1682,0.2758
101,1,1,0.3371,0.1349,0.2160,0.3509
102,1,0,0.4859,0.1944,0.3364,0.5307
103,1,0,0.5328,0.2131,0.3809,0.5940
104,-1,0,0.6494,0.2598,0.5145,0.7743
105,1,1,0.4301,0.1720,0.2880,0.4600
106,1,0,-0.3498,-0.1399,-0.2252,-0.3652
107,-1,0,-0.0617,-0.0247,-0.0371,-0.0618
108,1,0,0.6793,0.2717,0.5561,0.8279
109,-1,0,0.3904,0.1561,0.2568,0.4129
110,1,0,0.4301,0.1720,0.2880,0.4600
111,1,0,0.5068,0.2027,0.3557,0.5585
112,1,1,0.2328,0.0931,0.1440,0.2371
113,1,1,0.3371,0.1349,0.2160,0.3509
114,-1,0,-0.0203,-0.0081,-0.0122,-0.0203
115,1,0,0.5221,0.2088,0.3704,0.5792
116,1,0,0.0656,0.0262,0.0395,0.0657
117,-1,0,-0.4301,-0.1720,-0.2880,-0.4600
118,-1,0,0.0981,0.0392,0.0594,0.0987
119,-1,0,-0.4356,-0.1742,-0.2925,-0.4667
120,-1,1,0.1191,0.0476,0.0720,0.1196
121,-1,0,0.5990,0.2396,0.4520,0.6916
122,1,0,-0.2640,-0.1056,-0.1648,-0.2705
123,1,1,-0.1191,-0.0476,-0.0720,-0.1196
124,1,0,-0.1394,-0.0557,-0.0846,-0.1403
125,1,0,-0.1683,-0.0673,-0.1026,-0.1699
