step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0413,0.0909,0.0037,0.0035,241,-0.0514,239,0.0546,0.0000,0.0002,0.0026,-0.0024
1,0.0470,0.0886,0.0034,0.0031,225,-0.0462,255,0.0545,0.0000,0.0114,0.0032,0.0082
2,0.0525,0.0883,0.0034,0.0028,208,-0.0431,272,0.0559,0.0000,0.0223,0.0039,0.0184
3,0.0578,0.0899,0.0036,0.0026,190,-0.0422,290,0.0583,0.0000,0.0328,0.0045,0.0282
4,0.0629,0.0924,0.0040,0.0025,183,-0.0402,297,0.0634,0.0000,0.0429,0.0052,0.0377
5,0.0679,0.0952,0.0045,0.0024,175,-0.0390,305,0.0681,0.0000,0.0527,0.0059,0.0468
6,0.0727,0.0984,0.0052,0.0024,173,-0.0370,307,0.0742,0.0000,0.0621,0.0065,0.0556
7,0.0774,0.1015,0.0059,0.0024,172,-0.0350,308,0.0803,0.0000,0.0713,0.0072,0.0641
8,0.0820,0.1047,0.0067,0.0024,169,-0.0336,311,0.0858,0.0000,0.0801,0.0079,0.0722
9,0.0864,0.1078,0.0077,0.0025,167,-0.0321,313,0.0912,0.0000,0.0886,0.0087,0.0800
10,0.0907,0.1109,0.0086,0.0026,166,-0.0304,314,0.0967,0.0000,0.0969,0.0094,0.0875
11,0.0948,0.1139,0.0096,0.0027,163,-0.0292,317,0.1015,0.0000,0.1048,0.0101,0.0947
12,0.0988,0.1168,0.0107,0.0028,162,-0.0277,318,0.1066,0.0000,0.1125,0.0109,0.1017
13,0.1027,0.1197,0.0118,0.0030,160,-0.0265,320,0.1112,0.0000,0.1200,0.0116,0.1083
14,0.1065,0.1225,0.0129,0.0031,159,-0.0251,321,0.1160,0.0000,0.1271,0.0124,0.1147
15,0.1102,0.1252,0.0140,0.0032,156,-0.0241,324,0.1199,0.0000,0.1340,0.0132,0.1209
16,0.1137,0.1279,0.0151,0.0034,153,-0.0231,327,0.1236,0.0000,0.1407,0.0140,0.1267
17,0.1172,0.1305,0.0162,0.0035,144,-0.0231,336,0.1248,0.0000,0.1472,0.0148,0.1324
18,0.1206,0.1332,0.0173,0.0037,141,-0.0223,339,0.1281,0.0000,0.1534,0.0156,0.1378
