step,community_0,community_1,community_2,community_3,community_4,community_5,community_6,community_7,community_8,community_9,community_12,community_14,community_16,community_17,community_22,community_23,community_24,community_26,community_33,community_34,community_37,community_41,community_42,community_43,community_45,community_54,community_68
235,0.0043,0.0156,0.0415,0.0075,0.0177,0.0000,0.0064,0.0000,0.0000,0.0243,0.0062,0.0275,0.0000,0.0000,0.0007,0.0319,0.0025,0.0029,0.0067,0.0024,0.0010,0.0031,0.0185,0.0041,0.0249,0.0312,0.0035
236,0.0043,0.0156,0.0415,0.0076,0.0177,0.0000,0.0064,0.0000,0.0000,0.0243,0.0062,0.0277,0.0000,0.0000,0.0007,0.0319,0.0026,0.0029,0.0068,0.0024,0.0011,0.0032,0.0186,0.0041,0.0249,0.0312,0.0035
237,0.0043,0.0157,0.0415,0.0076,0.0178,0.0000,0.0065,0.0000,0.0000,0.0243,0.0062,0.0279,0.0000,0.0000,0.0007,0.0319,0.0026,0.0029,0.0068,0.0025,0.0011,0.0032,0.0186,0.0041,0.0249,0.0312,0.0035
238,0.0043,0.0157,0.0415,0.0076,0.0178,0.0000,0.0065,0.0000,0.0000,0.0243,0.0062,0.0281,0.0000,0.0000,0.0007,0.0319,0.0027,0.0029,0.0068,0.0025,0.0011,0.0032,0.0186,0.0041,0.0249,0.0312,0.0035
239,0.0044,0.0157,0.0415,0.0076,0.0179,0.0000,0.0066,0.0000,0.0000,0.0243,0.0062,0.0283,0.0000,0.0000,0.0008,0.0319,0.0027,0.0029,0.0068,0.0025,0.0011,0.0032,0.0186,0.0041,0.0249,0.0312,0.0035
240,0.0044,0.0158,0.0415,0.0076,0.0179,0.0000,0.0066,0.0000,0.0000,0.0243,0.0062,0.0284,0.0000,0.0000,0.0008,0.0319,0.0027,0.0030,0.0068,0.0025,0.0011,0.0032,0.0186,0.0042,0.0249,0.0312,0.0035
241,0.0044,0.0158,0.0415,0.0076,0.0179,0.0000,0.0067,0.0000,0.0000,0.0243,0.0063,0.0286,0.0000,0.0000,0.0008,0.0319,0.0028,0.0030,0.0069,0.0025,0.0011,0.0032,0.0186,0.0042,0.0249,0.0312,0.0035
242,0.0044,0.0158,0.0415,0.0076,0.0180,0.0000,0.0067,0.0000,0.0000,0.0243,0.0063,0.0287,0.0000,0.0000,0.0008,0.0319,0.0028,0.0030,0.0069,0.0025,0.0011,0.0032,0.0186,0.0042,0.0249,0.0312,0.0035
243,0.0044,0.0158,0.0415,0.0076,0.0180,0.0000,0.0067,0.0000,0.0000,0.0243,0.0063,0.0289,0.0000,0.0000,0.0008,0.0319,0.0029,0.0030,0.0069,0.0025,0.0011,0.0032,0.0186,0.0042,0.0249,0.0312,0.0035
244,0.0044,0.0158,0.0415,0.0077,0.0181,0.0000,0.0068,0.0000,0.0000,0.0243,0.0063,0.0290,0.0000,0.0000,0.0008,0.0318,0.0029,0.0030,0.0069,0.0025,0.0011,0.0032,0.0186,0.0042,0.0249,0.0312,0.0035
245,0.0044,0.0159,0.0415,0.0077,0.0181,0.0000,0.0068,0.0000,0.0000,0.0243,0.0063,0.0292,0.0000,0.0000,0.0009,0.0318,0.0030,0.0030,0.0069,0.0025,0.0011,0.0032,0.0186,0.0042,0.0249,0.0312,0.0035
246,0.0044,0.0159,0.0415,0.0077,0.0181,0.0000,0.0069,0.0000,0.0000,0.0243,0.0063,0.0293,0.0001,0.0000,0.0009,0.0318,0.0030,0.0030,0.0070,0.0025,0.0011,0.0032,0.0186,0.0042,0.0249,0.0312,0.0035
247,0.0044,0.0159,0.0415,0.0077,0.0182,0.0000,0.0069,0.0000,0.0000,0.0243,0.0063,0.0295,0.0001,0.0000,0.0009,0.0318,0.0031,0.0030,0.0070,0.0025,0.0011,0.0032,0.0186,0.0042,0.0249,0.0312,0.0035
248,0.0044,0.0159,0.0415,0.0077,0.0182,0.0000,0.0069,0.0000,0.0000,0.0243,0.0063,0.0296,0.0001,0.0000,0.0009,0.0318,0.0031,0.0030,0.0070,0.0025,0.0011,0.0032,0.0186,0.0042,0.0249,0.0312,0.0036
249,0.0044,0.0160,0.0415,0.0077,0.0182,0.0000,0.0070,0.0000,0.0000,0.0243,0.0064,0.0297,0.0001,0.0000,0.0009,0.0318,0.0031,0.0030,0.0070,0.0025,0.0012,0.0032,0.0186,0.0042,0.0249,0.0312,0.0036
250,0.0044,0.0160,0.0415,0.0077,0.0183,0.0000,0.0070,0.0000,0.0000,0.0243,0.0064,0.0298,0.0001,0.0000,0.0010,0.0318,0.0032,0.0030,0.0070,0.0025,0.0012,0.0032,0.0186,0.0042,0.0249,0.0311,0.0036
251,0.0044,0.0160,0.0415,0.0077,0.0183,0.0000,0.0071,0.0000,0.0000,0.0243,0.0064,0.0299,0.0001,0.0000,0.0010,0.0318,0.0032,0.0030,0.0070,0.0025,0.0012,0.0032,0.0186,0.0042,0.0249,0.0311,0.0036
252,0.0044,0.0160,0.0415,0.0078,0.0183,0.0000,0.0071,0.0000,0.0000,0.0243,0.0064,0.0300,0.0001,0.0000,0.0010,0.0318,0.0033,0.0030,0.0071,0.0025,0.0012,0.0032,0.0186,0.0042,0.0249,0.0311,0.0036
253,0.0044,0.0160,0.0415,0.0078,0.0184,0.0000,0.0071,0.0000,0.0000,0.0243,0.0064,0.0302,0.0001,0.0000,0.0010,0.0318,0.0033,0.0030,0.0071,0.0025,0.0012,0.0032,0.0186,0.0042,0.0249,0.0311,0.0036
254,0.0044,0.0161,0.0415,0.0078,0.0184,0.0000,0.0072,0.0000,0.0000,0.0243,0.0064,0.0303,0.0001,0.0000,0.0010,0.0318,0.0034,0.0030,0.0071,0.0025,0.0012,0.0032,0.0186,0.0042,0.0249,0.0311,0.0036
255,0.0044,0.0161,0.0415,0.0078,0.0184,0.0000,0.0072,0.0000,0.0000,0.0243,0.0064,0.0304,0.0001,0.0000,0.0010,0.0318,0.0034,0.0030,0.0071,0.0025,0.0012,0.0032,0.0186,0.0042,0.0249,0.0311,0.0036
256,0.0044,0.0161,0.0415,0.0078,0.0185,0.0000,0.0072,0.0000,0.0000,0.0243,0.0064,0.0304,0.0001,0.0000,0.0011,0.0318,0.0035,0.0030,0.0071,0.0026,0.0012,0.0032,0.0186,0.0043,0.0249,0.0311,0.0036
257,0.0044,0.0161,0.0415,0.0078,0.0185,0.0000,0.0073,0.0000,0.0000,0.0243,0.0064,0.0305,0.0001,0.0000,0.0011,0.0318,0.0035,0.0030,0.0071,0.0026,0.0012,0.0032,0.0186,0.0043,0.0249,0.0311,0.0036
258,0.0044,0.0161,0.0415,0.0078,0.0185,0.0000,0.0073,0.0000,0.0000,0.0243,0.0065,0.0306,0.0001,0.0000,0.0011,0.0318,0.0036,0.0030,0.0071,0.0026,0.0012,0.0032,0.0186,0.0043,0.0249,0.0311,0.0036
259,0.0044,0.0161,0.0415,0.0079,0.0185,0.0000,0.0073,0.0000,0.0000,0.0243,0.0065,0.0307,0.0001,0.0000,0.0011,0.0318,0.0036,0.0031,0.0072,0.0026,0.0012,0.0032,0.0187,0.0043,0.0249,0.0311,0.0036
260,0.0044,0.0162,0.0415,0.0079,0.0186,0.0000,0.0074,0.0000,0.0000,0.0243,0.0065,0.0308,0.0001,0.0000,0.0011,0.0317,0.0037,0.0031,0.0072,0.0026,0.0012,0.0033,0.0187,0.0043,0.0248,0.0311,0.0036
261,0.0044,0.0162,0.0414,0.0079,0.0186,0.0001,0.0074,0.0000,0.0000,0.0243,0.0065,0.0309,0.0001,0.0000,0.0011,0.0317,0.0037,0.0031,0.0072,0.0026,0.0012,0.0033,0.0187,0.0043,0.0248,0.0311,0.0036
262,0.0044,0.0162,0.0414,0.0079,0.0186,0.0001,0.0074,0.0000,0.0000,0.0243,0.0065,0.0309,0.0001,0.0000,0.0012,0.0317,0.0038,0.0031,0.0072,0.0026,0.0012,0.0033,0.0187,0.0043,0.0248,0.0311,0.0036
263,0.0044,0.0162,0.0414,0.0079,0.0186,0.0001,0.0075,0.0000,0.0000,0.0243,0.0065,0.0310,0.0001,0.0000,0.0012,0.0317,0.0038,0.0031,0.0072,0.0026,0.0012,0.0033,0.0187,0.0043,0.0248,0.0311,0.0036
264,0.0044,0.0162,0.0414,0.0079,0.0187,0.0001,0.0075,0.0000,0.0000,0.0243,0.0065,0.0311,0.0001,0.0000,0.0012,0.0317,0.0039,0.0031,0.0072,0.0026,0.0012,0.0033,0.0187,0.0043,0.0248,0.0311,0.0036
265,0.0044,0.0162,0.0414,0.0079,0.0187,0.0001,0.0075,0.0000,0.0000,0.0243,0.0065,0.0311,0.0001,0.0000,0.0012,0.0317,0.0039,0.0031,0.0072,0.0026,0.0012,0.0033,0.0187,0.0043,0.0248,0.0311,0.0036
266,0.0044,0.0163,0.0414,0.0079,0.0187,0.0001,0.0075,0.0000,0.0000,0.0243,0.0065,0.0312,0.0001,0.0000,0.0012,0.0317,0.0040,0.0031,0.0072,0.0026,0.0012,0.0033,0.0187,0.0043,0.0248,0.0311,0.0036
267,0.0044,0.0163,0.0414,0.0080,0.0187,0.0001,0.0076,0.0000,0.0000,0.0243,0.0065,0.0312,0.0001,0.0000,0.0013,0.0317,0.0040,0.0031,0.0073,0.0026,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0036
268,0.0044,0.0163,0.0414,0.0080,0.0187,0.0001,0.0076,0.0000,0.0000,0.0243,0.0065,0.0313,0.0001,0.0000,0.0013,0.0317,0.0041,0.0031,0.0073,0.0026,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0036
269,0.0044,0.0163,0.0414,0.0080,0.0188,0.0001,0.0076,0.0000,0.0000,0.0243,0.0065,0.0314,0.0001,0.0000,0.0013,0.0317,0.0041,0.0031,0.0073,0.0026,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0036
270,0.0044,0.0163,0.0414,0.0080,0.0188,0.0001,0.0076,0.0000,0.0000,0.0243,0.0065,0.0314,0.0001,0.0000,0.0013,0.0317,0.0042,0.0031,0.0073,0.0026,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0036
271,0.0044,0.0163,0.0414,0.0080,0.0188,0.0001,0.0077,0.0000,0.0000,0.0243,0.0066,0.0315,0.0001,0.0000,0.0013,0.0317,0.0042,0.0031,0.0073,0.0026,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
272,0.0044,0.0163,0.0414,0.0080,0.0188,0.0001,0.0077,0.0000,0.0000,0.0243,0.0066,0.0315,0.0001,0.0000,0.0013,0.0317,0.0043,0.0031,0.0073,0.0026,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
273,0.0044,0.0164,0.0414,0.0081,0.0189,0.0001,0.0077,0.0000,0.0000,0.0243,0.0066,0.0315,0.0001,0.0000,0.0014,0.0317,0.0043,0.0031,0.0073,0.0027,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
274,0.0044,0.0164,0.0414,0.0081,0.0189,0.0001,0.0077,0.0000,0.0000,0.0243,0.0066,0.0316,0.0001,0.0000,0.0014,0.0317,0.0044,0.0031,0.0073,0.0027,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
275,0.0044,0.0164,0.0414,0.0081,0.0189,0.0001,0.0078,0.0000,0.0000,0.0243,0.0066,0.0316,0.0001,0.0000,0.0014,0.0317,0.0044,0.0031,0.0073,0.0027,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
276,0.0044,0.0164,0.0413,0.0081,0.0189,0.0001,0.0078,0.0000,0.0000,0.0243,0.0066,0.0317,0.0001,0.0000,0.0014,0.0317,0.0045,0.0031,0.0074,0.0027,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
277,0.0044,0.0164,0.0413,0.0081,0.0189,0.0001,0.0078,0.0000,0.0000,0.0243,0.0066,0.0317,0.0001,0.0000,0.0014,0.0317,0.0045,0.0031,0.0074,0.0027,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
278,0.0044,0.0164,0.0413,0.0081,0.0189,0.0001,0.0078,0.0000,0.0000,0.0243,0.0066,0.0317,0.0001,0.0000,0.0014,0.0317,0.0046,0.0031,0.0074,0.0027,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
279,0.0044,0.0164,0.0413,0.0082,0.0190,0.0001,0.0079,0.0000,0.0000,0.0242,0.0066,0.0318,0.0001,0.0000,0.0015,0.0317,0.0047,0.0031,0.0074,0.0027,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
280,0.0044,0.0164,0.0413,0.0082,0.0190,0.0001,0.0079,0.0000,0.0000,0.0242,0.0066,0.0318,0.0001,0.0000,0.0015,0.0317,0.0047,0.0031,0.0074,0.0027,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
281,0.0044,0.0164,0.0413,0.0082,0.0190,0.0001,0.0079,0.0000,0.0000,0.0242,0.0066,0.0318,0.0001,0.0000,0.0015,0.0317,0.0048,0.0031,0.0074,0.0027,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
282,0.0044,0.0165,0.0413,0.0082,0.0190,0.0001,0.0079,0.0000,0.0000,0.0242,0.0066,0.0319,0.0001,0.0000,0.0015,0.0317,0.0048,0.0031,0.0074,0.0027,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
283,0.0044,0.0165,0.0413,0.0082,0.0190,0.0001,0.0079,0.0000,0.0000,0.0242,0.0066,0.0319,0.0001,0.0000,0.0015,0.0317,0.0049,0.0031,0.0074,0.0027,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
284,0.0044,0.0165,0.0413,0.0082,0.0190,0.0001,0.0080,0.0000,0.0000,0.0242,0.0066,0.0319,0.0001,0.0000,0.0015,0.0317,0.0049,0.0031,0.0074,0.0027,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
285,0.0044,0.0165,0.0413,0.0083,0.0191,0.0001,0.0080,0.0000,0.0000,0.0242,0.0066,0.0319,0.0001,0.0000,0.0016,0.0317,0.0050,0.0031,0.0074,0.0027,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
286,0.0044,0.0165,0.0413,0.0083,0.0191,0.0001,0.0080,0.0000,0.0000,0.0242,0.0066,0.0320,0.0001,0.0000,0.0016,0.0317,0.0050,0.0032,0.0074,0.0027,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
287,0.0044,0.0165,0.0413,0.0083,0.0191,0.0001,0.0080,0.0000,0.0000,0.0242,0.0066,0.0320,0.0001,0.0000,0.0016,0.0317,0.0051,0.0032,0.0074,0.0027,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
288,0.0044,0.0165,0.0413,0.0083,0.0191,0.0001,0.0080,0.0000,0.0000,0.0242,0.0066,0.0320,0.0001,0.0000,0.0016,0.0317,0.0051,0.0032,0.0075,0.0028,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
289,0.0044,0.0165,0.0413,0.0083,0.0191,0.0001,0.0080,0.0000,0.0000,0.0242,0.0066,0.0320,0.0001,0.0000,0.0016,0.0317,0.0052,0.0032,0.0075,0.0028,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
290,0.0044,0.0165,0.0413,0.0084,0.0191,0.0001,0.0081,0.0000,0.0001,0.0242,0.0066,0.0320,0.0001,0.0000,0.0016,0.0317,0.0053,0.0032,0.0075,0.0028,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
291,0.0044,0.0165,0.0413,0.0084,0.0191,0.0001,0.0081,0.0000,0.0001,0.0242,0.0066,0.0321,0.0001,0.0000,0.0017,0.0317,0.0053,0.0032,0.0075,0.0028,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
292,0.0044,0.0166,0.0413,0.0084,0.0191,0.0001,0.0081,0.0000,0.0001,0.0242,0.0066,0.0321,0.0001,0.0000,0.0017,0.0317,0.0054,0.0032,0.0075,0.0028,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
293,0.0044,0.0166,0.0412,0.0084,0.0192,0.0001,0.0081,0.0000,0.0001,0.0242,0.0067,0.0321,0.0001,0.0000,0.0017,0.0317,0.0054,0.0032,0.0075,0.0028,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
294,0.0044,0.0166,0.0412,0.0084,0.0192,0.0001,0.0081,0.0000,0.0001,0.0242,0.0067,0.0321,0.0001,0.0000,0.0017,0.0317,0.0055,0.0032,0.0075,0.0028,0.0013,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
295,0.0044,0.0166,0.0412,0.0084,0.0192,0.0001,0.0081,0.0000,0.0001,0.0242,0.0067,0.0321,0.0001,0.0000,0.0017,0.0317,0.0055,0.0032,0.0075,0.0028,0.0014,0.0033,0.0187,0.0043,0.0248,0.0311,0.0037
296,0.0044,0.0166,0.0412,0.0085,0.0192,0.0001,0.0081,0.0000,0.0001,0.0242,0.0067,0.0321,0.0001,0.0000,0.0017,0.0317,0.0056,0.0032,0.0075,0.0028,0.0014,0.0034,0.0187,0.0043,0.0248,0.0311,0.0037
297,0.0044,0.0166,0.0412,0.0085,0.0192,0.0001,0.0082,0.0000,0.0001,0.0242,0.0067,0.0321,0.0001,0.0000,0.0017,0.0316,0.0056,0.0032,0.0075,0.0028,0.0014,0.0034,0.0187,0.0043,0.0248,0.0311,0.0037
298,0.0044,0.0166,0.0412,0.0085,0.0192,0.0001,0.0082,0.0000,0.0001,0.0242,0.0067,0.0322,0.0001,0.0000,0.0018,0.0316,0.0057,0.0032,0.0075,0.0028,0.0014,0.0034,0.0187,0.0043,0.0248,0.0311,0.0037
299,0.0044,0.0166,0.0412,0.0085,0.0192,0.0001,0.0082,0.0000,0.0001,0.0242,0.0067,0.0322,0.0001,0.0000,0.0018,0.0316,0.0058,0.0032,0.0075,0.0028,0.0014,0.0034,0.0187,0.0043,0.0248,0.0311,0.0037
