step,community_0,community_1,community_2,community_3,community_4,community_5,community_6,community_7,community_8,community_9,community_12,community_14,community_16,community_17,community_22,community_23,community_24,community_26,community_33,community_34,community_37,community_41,community_42,community_43,community_45,community_54,community_68
0,0.0039,0.0025,0.0028,0.0040,0.0036,0.0055,0.0042,0.0046,0.0032,0.0029,0.0037,0.0045,0.0058,0.0029,0.0032,0.0040,0.0024,0.0034,0.0032,0.0042,0.0023,0.0050,0.0037,0.0034,0.0043,0.0024,0.0032
1,0.0034,0.0022,0.0024,0.0035,0.0032,0.0048,0.0037,0.0039,0.0028,0.0026,0.0033,0.0040,0.0052,0.0025,0.0028,0.0036,0.0021,0.0030,0.0028,0.0035,0.0020,0.0045,0.0033,0.0031,0.0038,0.0022,0.0029
2,0.0030,0.0020,0.0020,0.0031,0.0028,0.0042,0.0033,0.0034,0.0024,0.0023,0.0030,0.0035,0.0046,0.0022,0.0025,0.0032,0.0019,0.0026,0.0025,0.0029,0.0018,0.0040,0.0029,0.0028,0.0034,0.0021,0.0025
3,0.0027,0.0017,0.0017,0.0027,0.0025,0.0037,0.0029,0.0029,0.0021,0.0020,0.0027,0.0031,0.0042,0.0020,0.0023,0.0029,0.0017,0.0023,0.0022,0.0024,0.0015,0.0036,0.0025,0.0026,0.0030,0.0019,0.0022
4,0.0024,0.0016,0.0015,0.0024,0.0022,0.0032,0.0026,0.0025,0.0018,0.0017,0.0024,0.0027,0.0037,0.0017,0.0020,0.0026,0.0016,0.0020,0.0019,0.0020,0.0013,0.0033,0.0022,0.0023,0.0027,0.0018,0.0020
5,0.0021,0.0014,0.0013,0.0021,0.0020,0.0028,0.0023,0.0022,0.0016,0.0015,0.0022,0.0024,0.0034,0.0015,0.0018,0.0024,0.0014,0.0018,0.0017,0.0017,0.0012,0.0030,0.0020,0.0022,0.0024,0.0016,0.0018
6,0.0019,0.0012,0.0011,0.0018,0.0018,0.0025,0.0021,0.0019,0.0014,0.0014,0.0020,0.0021,0.0030,0.0014,0.0016,0.0021,0.0013,0.0016,0.0015,0.0015,0.0010,0.0027,0.0018,0.0020,0.0022,0.0015,0.0016
7,0.0017,0.0011,0.0010,0.0016,0.0016,0.0022,0.0019,0.0017,0.0012,0.0012,0.0018,0.0019,0.0027,0.0012,0.0015,0.0019,0.0012,0.0014,0.0013,0.0013,0.0009,0.0024,0.0016,0.0018,0.0020,0.0014,0.0014
8,0.0015,0.0010,0.0009,0.0014,0.0014,0.0020,0.0017,0.0015,0.0010,0.0011,0.0016,0.0017,0.0025,0.0011,0.0013,0.0018,0.0011,0.0012,0.0012,0.0011,0.0008,0.0022,0.0014,0.0017,0.0018,0.0014,0.0013
9,0.0014,0.0009,0.0008,0.0013,0.0013,0.0017,0.0015,0.0013,0.0009,0.0009,0.0015,0.0015,0.0023,0.0010,0.0012,0.0016,0.0010,0.0011,0.0011,0.0009,0.0007,0.0020,0.0013,0.0016,0.0016,0.0013,0.0011
10,0.0012,0.0008,0.0007,0.0011,0.0012,0.0016,0.0014,0.0011,0.0008,0.0008,0.0013,0.0013,0.0020,0.0009,0.0011,0.0015,0.0009,0.0010,0.0009,0.0008,0.0006,0.0019,0.0012,0.0014,0.0014,0.0012,0.0010
11,0.0011,0.0007,0.0006,0.0010,0.0010,0.0014,0.0012,0.0010,0.0007,0.0007,0.0012,0.0012,0.0019,0.0008,0.0010,0.0014,0.0008,0.0009,0.0008,0.0007,0.0005,0.0017,0.0010,0.0013,0.0013,0.0012,0.0009
12,0.0010,0.0006,0.0005,0.0009,0.0009,0.0012,0.0011,0.0009,0.0006,0.0007,0.0011,0.0011,0.0017,0.0007,0.0009,0.0013,0.0008,0.0008,0.0007,0.0006,0.0004,0.0016,0.0009,0.0012,0.0012,0.0011,0.0008
13,0.0009,0.0006,0.0005,0.0008,0.0009,0.0011,0.0010,0.0008,0.0005,0.0006,0.0010,0.0009,0.0015,0.0006,0.0008,0.0012,0.0007,0.0007,0.0007,0.0006,0.0004,0.0014,0.0009,0.0012,0.0011,0.0011,0.0007
14,0.0008,0.0005,0.0004,0.0007,0.0008,0.0010,0.0009,0.0007,0.0005,0.0005,0.0009,0.0008,0.0014,0.0006,0.0007,0.0011,0.0006,0.0006,0.0006,0.0005,0.0003,0.0013,0.0008,0.0011,0.0010,0.0010,0.0007
15,0.0007,0.0005,0.0004,0.0006,0.0007,0.0009,0.0008,0.0006,0.0004,0.0005,0.0009,0.0008,0.0013,0.0005,0.0007,0.0010,0.0006,0.0005,0.0005,0.0004,0.0003,0.0012,0.0007,0.0010,0.0009,0.0010,0.0006
16,0.0006,0.0004,0.0004,0.0006,0.0006,0.0008,0.0008,0.0006,0.0004,0.0004,0.0008,0.0007,0.0012,0.0005,0.0006,0.0009,0.0006,0.0005,0.0005,0.0004,0.0003,0.0011,0.0007,0.0009,0.0008,0.0010,0.0005
17,0.0006,0.0004,0.0003,0.0005,0.0006,0.0008,0.0007,0.0005,0.0003,0.0004,0.0007,0.0006,0.0011,0.0004,0.0006,0.0009,0.0005,0.0004,0.0004,0.0004,0.0002,0.0010,0.0006,0.0009,0.0007,0.0010,0.0005
18,0.0005,0.0004,0.0003,0.0005,0.0005,0.0007,0.0006,0.0005,0.0003,0.0003,0.0007,0.0006,0.0010,0.0004,0.0005,0.0008,0.0005,0.0004,0.0004,0.0003,0.0002,0.0010,0.0006,0.0008,0.0007,0.0009,0.0005
19,0.0005,0.0003,0.0003,0.0004,0.0005,0.0006,0.0006,0.0004,0.0003,0.0003,0.0006,0.0005,0.0009,0.0003,0.0005,0.0008,0.0005,0.0004,0.0003,0.0003,0.0002,0.0009,0.0005,0.0008,0.0006,0.0009,0.0004
20,0.0004,0.0003,0.0003,0.0004,0.0004,0.0006,0.0005,0.0004,0.0002,0.0003,0.0006,0.0005,0.0008,0.0003,0.0004,0.0007,0.0004,0.0003,0.0003,0.0003,0.0002,0.0008,0.0005,0.0007,0.0006,0.0009,0.0004
21,0.0004,0.0003,0.0003,0.0003,0.0004,0.0005,0.0005,0.0003,0.0002,0.0003,0.0005,0.0004,0.0007,0.0003,0.0004,0.0007,0.0004,0.0003,0.0003,0.0003,0.0001,0.0008,0.0004,0.0007,0.0005,0.0009,0.0003
22,0.0004,0.0003,0.0002,0.0003,0.0004,0.0005,0.0005,0.0003,0.0002,0.0002,0.0005,0.0004,0.0007,0.0003,0.0004,0.0006,0.0004,0.0003,0.0002,0.0002,0.0001,0.0007,0.0004,0.0006,0.0005,0.0009,0.0003
23,0.0003,0.0002,0.0002,0.0003,0.0003,0.0004,0.0004,0.0003,0.0002,0.0002,0.0005,0.0004,0.0006,0.0002,0.0003,0.0006,0.0004,0.0002,0.0002,0.0002,0.0001,0.0007,0.0004,0.0006,0.0004,0.0009,0.0003
24,0.0003,0.0002,0.0002,0.0002,0.0003,0.0004,0.0004,0.0003,0.0001,0.0002,0.0004,0.0003,0.0006,0.0002,0.0003,0.0006,0.0003,0.0002,0.0002,0.0002,0.0001,0.0006,0.0004,0.0006,0.0004,0.0009,0.0003
25,0.0003,0.0002,0.0002,0.0002,0.0003,0.0004,0.0004,0.0002,0.0001,0.0002,0.0004,0.0003,0.0005,0.0002,0.0003,0.0005,0.0003,0.0002,0.0002,0.0002,0.0001,0.0006,0.0003,0.0005,0.0004,0.0009,0.0002
26,0.0002,0.0002,0.0002,0.0002,0.0003,0.0004,0.0003,0.0002,0.0001,0.0002,0.0004,0.0003,0.0005,0.0002,0.0003,0.0005,0.0003,0.0002,0.0002,0.0002,0.0001,0.0005,0.0003,0.0005,0.0004,0.0009,0.0002
27,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0002,0.0001,0.0002,0.0003,0.0003,0.0005,0.0002,0.0002,0.0005,0.0003,0.0002,0.0001,0.0002,0.0001,0.0005,0.0003,0.0005,0.0003,0.0010,0.0002
28,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0002,0.0001,0.0002,0.0003,0.0002,0.0004,0.0002,0.0002,0.0005,0.0003,0.0002,0.0001,0.0002,0.0001,0.0005,0.0003,0.0004,0.0003,0.0010,0.0002
29,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0002,0.0001,0.0002,0.0003,0.0002,0.0004,0.0001,0.0002,0.0004,0.0003,0.0001,0.0001,0.0002,0.0001,0.0004,0.0003,0.0004,0.0003,0.0010,0.0002
30,0.0002,0.0001,0.0002,0.0001,0.0002,0.0003,0.0002,0.0002,0.0001,0.0002,0.0003,0.0002,0.0004,0.0001,0.0002,0.0004,0.0003,0.0001,0.0001,0.0002,0.0001,0.0004,0.0003,0.0004,0.0003,0.0010,0.0002
31,0.0002,0.0001,0.0002,0.0001,0.0002,0.0003,0.0002,0.0001,0.0001,0.0002,0.0003,0.0002,0.0003,0.0001,0.0002,0.0004,0.0003,0.0001,0.0001,0.0002,0.0001,0.0004,0.0002,0.0004,0.0002,0.0011,0.0001
32,0.0001,0.0001,0.0002,0.0001,0.0002,0.0002,0.0002,0.0001,0.0001,0.0002,0.0002,0.0002,0.0003,0.0001,0.0002,0.0004,0.0002,0.0001,0.0001,0.0001,0.0000,0.0003,0.0002,0.0004,0.0002,0.0011,0.0001
33,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0002,0.0002,0.0003,0.0001,0.0001,0.0004,0.0002,0.0001,0.0001,0.0001,0.0000,0.0003,0.0002,0.0003,0.0002,0.0011,0.0001
34,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0002,0.0002,0.0003,0.0001,0.0001,0.0004,0.0002,0.0001,0.0001,0.0001,0.0000,0.0003,0.0002,0.0003,0.0002,0.0012,0.0001
35,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0001,0.0000,0.0002,0.0002,0.0001,0.0002,0.0001,0.0001,0.0004,0.0002,0.0001,0.0001,0.0001,0.0000,0.0003,0.0002,0.0003,0.0002,0.0012,0.0001
36,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0001,0.0000,0.0002,0.0002,0.0001,0.0002,0.0001,0.0001,0.0003,0.0002,0.0001,0.0001,0.0001,0.0000,0.0003,0.0002,0.0003,0.0002,0.0013,0.0001
37,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0001,0.0000,0.0002,0.0002,0.0001,0.0002,0.0001,0.0001,0.0003,0.0002,0.0001,0.0001,0.0001,0.0000,0.0003,0.0002,0.0003,0.0002,0.0013,0.0001
38,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0000,0.0002,0.0002,0.0001,0.0002,0.0001,0.0001,0.0003,0.0002,0.0001,0.0001,0.0001,0.0000,0.0002,0.0002,0.0003,0.0001,0.0014,0.0001
39,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0000,0.0002,0.0002,0.0001,0.0002,0.0001,0.0001,0.0003,0.0002,0.0001,0.0000,0.0001,0.0000,0.0002,0.0002,0.0003,0.0001,0.0014,0.0001
40,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0000,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0003,0.0002,0.0001,0.0000,0.0001,0.0000,0.0002,0.0002,0.0003,0.0001,0.0015,0.0001
41,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0000,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0003,0.0002,0.0001,0.0000,0.0001,0.0000,0.0002,0.0002,0.0002,0.0001,0.0016,0.0001
42,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0000,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0003,0.0002,0.0001,0.0000,0.0001,0.0000,0.0002,0.0002,0.0002,0.0001,0.0016,0.0001
43,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0000,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0003,0.0002,0.0001,0.0000,0.0001,0.0000,0.0002,0.0002,0.0002,0.0001,0.0017,0.0001
44,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0000,0.0003,0.0001,0.0001,0.0001,0.0000,0.0001,0.0003,0.0002,0.0001,0.0000,0.0001,0.0000,0.0002,0.0002,0.0002,0.0001,0.0018,0.0001
45,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0000,0.0003,0.0001,0.0001,0.0001,0.0000,0.0001,0.0003,0.0002,0.0001,0.0000,0.0001,0.0000,0.0002,0.0002,0.0002,0.0001,0.0019,0.0000
46,0.0001,0.0001,0.0003,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0003,0.0001,0.0001,0.0001,0.0000,0.0001,0.0003,0.0002,0.0000,0.0000,0.0001,0.0000,0.0001,0.0002,0.0002,0.0001,0.0020,0.0000
47,0.0001,0.0001,0.0003,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0003,0.0001,0.0001,0.0001,0.0000,0.0001,0.0003,0.0002,0.0000,0.0000,0.0001,0.0000,0.0001,0.0002,0.0002,0.0001,0.0021,0.0000
48,0.0001,0.0001,0.0003,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0004,0.0001,0.0001,0.0001,0.0000,0.0001,0.0003,0.0002,0.0000,0.0000,0.0001,0.0000,0.0001,0.0002,0.0002,0.0001,0.0022,0.0000
49,0.0001,0.0001,0.0003,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0004,0.0001,0.0001,0.0001,0.0000,0.0000,0.0003,0.0002,0.0000,0.0000,0.0001,0.0000,0.0001,0.0002,0.0002,0.0001,0.0023,0.0000
50,0.0001,0.0001,0.0003,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0004,0.0001,0.0001,0.0001,0.0000,0.0000,0.0003,0.0002,0.0000,0.0000,0.0001,0.0000,0.0001,0.0002,0.0002,0.0001,0.0024,0.0000
51,0.0000,0.0002,0.0003,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0005,0.0001,0.0001,0.0001,0.0000,0.0000,0.0004,0.0002,0.0000,0.0000,0.0001,0.0000,0.0001,0.0002,0.0002,0.0001,0.0025,0.0000
52,0.0000,0.0002,0.0003,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0005,0.0001,0.0001,0.0001,0.0000,0.0000,0.0004,0.0002,0.0000,0.0000,0.0001,0.0000,0.0001,0.0002,0.0002,0.0001,0.0026,0.0000
53,0.0000,0.0002,0.0003,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0005,0.0001,0.0001,0.0001,0.0000,0.0000,0.0004,0.0002,0.0000,0.0000,0.0001,0.0000,0.0001,0.0002,0.0002,0.0001,0.0028,0.0000
54,0.0000,0.0002,0.0004,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0006,0.0001,0.0001,0.0001,0.0000,0.0000,0.0004,0.0002,0.0000,0.0000,0.0001,0.0000,0.0001,0.0002,0.0002,0.0001,0.0029,0.0000
55,0.0000,0.0002,0.0004,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0006,0.0001,0.0001,0.0001,0.0000,0.0000,0.0004,0.0002,0.0000,0.0000,0.0001,0.0000,0.0001,0.0002,0.0002,0.0001,0.0030,0.0000
56,0.0000,0.0002,0.0004,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0007,0.0001,0.0001,0.0001,0.0000,0.0000,0.0004,0.0002,0.0000,0.0000,0.0001,0.0000,0.0001,0.0002,0.0002,0.0001,0.0032,0.0000
57,0.0000,0.0002,0.0004,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0007,0.0001,0.0001,0.0001,0.0000,0.0000,0.0004,0.0002,0.0000,0.0000,0.0001,0.0000,0.0001,0.0002,0.0002,0.0001,0.0034,0.0000
58,0.0001,0.0002,0.0005,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0008,0.0001,0.0001,0.0001,0.0000,0.0000,0.0005,0.0002,0.0000,0.0000,0.0001,0.0000,0.0001,0.0002,0.0002,0.0001,0.0035,0.0000
59,0.0001,0.0002,0.0005,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0009,0.0001,0.0001,0.0001,0.0000,0.0000,0.0005,0.0002,0.0000,0.0000,0.0001,0.0000,0.0001,0.0002,0.0002,0.0001,0.0037,0.0000
60,0.0001,0.0002,0.0005,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0009,0.0001,0.0001,0.0000,0.0000,0.0000,0.0005,0.0002,0.0000,0.0000,0.0001,0.0000,0.0001,0.0002,0.0002,0.0001,0.0039,0.0000
61,0.0001,0.0003,0.0005,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0010,0.0001,0.0001,0.0000,0.0000,0.0000,0.0005,0.0002,0.0000,0.0000,0.0001,0.0000,0.0001,0.0003,0.0002,0.0001,0.0041,0.0000
62,0.0001,0.0003,0.0006,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0011,0.0001,0.0001,0.0000,0.0000,0.0000,0.0006,0.0002,0.0000,0.0000,0.0001,0.0000,0.0001,0.0003,0.0002,0.0001,0.0043,0.0000
63,0.0001,0.0003,0.0006,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0012,0.0001,0.0001,0.0000,0.0000,0.0000,0.0006,0.0002,0.0000,0.0000,0.0001,0.0000,0.0001,0.0003,0.0002,0.0001,0.0045,0.0000
64,0.0001,0.0003,0.0006,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0013,0.0001,0.0001,0.0000,0.0000,0.0000,0.0006,0.0002,0.0000,0.0000,0.0001,0.0000,0.0000,0.0003,0.0002,0.0001,0.0047,0.0000
65,0.0001,0.0003,0.0007,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0014,0.0001,0.0001,0.0000,0.0000,0.0000,0.0007,0.0002,0.0000,0.0000,0.0001,0.0000,0.0000,0.0003,0.0002,0.0001,0.0049,0.0000
66,0.0001,0.0003,0.0007,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0015,0.0001,0.0001,0.0000,0.0000,0.0000,0.0007,0.0002,0.0000,0.0001,0.0001,0.0000,0.0000,0.0003,0.0002,0.0001,0.0052,0.0000
67,0.0001,0.0004,0.0008,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0016,0.0001,0.0001,0.0000,0.0000,0.0000,0.0008,0.0002,0.0000,0.0001,0.0001,0.0000,0.0000,0.0003,0.0002,0.0001,0.0054,0.0000
68,0.0001,0.0004,0.0008,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0017,0.0001,0.0001,0.0000,0.0000,0.0000,0.0008,0.0002,0.0000,0.0001,0.0001,0.0000,0.0000,0.0003,0.0002,0.0001,0.0057,0.0000
69,0.0001,0.0004,0.0009,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0019,0.0001,0.0001,0.0000,0.0000,0.0000,0.0009,0.0002,0.0000,0.0001,0.0001,0.0000,0.0000,0.0004,0.0002,0.0001,0.0060,0.0000
70,0.0001,0.0004,0.0009,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0020,0.0000,0.0001,0.0000,0.0000,0.0000,0.0010,0.0002,0.0000,0.0001,0.0001,0.0000,0.0000,0.0004,0.0002,0.0001,0.0062,0.0000
71,0.0001,0.0004,0.0010,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0022,0.0001,0.0001,0.0000,0.0000,0.0000,0.0010,0.0002,0.0000,0.0001,0.0001,0.0000,0.0000,0.0004,0.0002,0.0001,0.0065,0.0000
72,0.0001,0.0005,0.0010,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0024,0.0001,0.0001,0.0000,0.0000,0.0000,0.0011,0.0002,0.0000,0.0001,0.0001,0.0000,0.0000,0.0004,0.0002,0.0001,0.0068,0.0000
73,0.0001,0.0005,0.0011,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0025,0.0001,0.0001,0.0000,0.0000,0.0000,0.0012,0.0002,0.0000,0.0001,0.0001,0.0000,0.0000,0.0004,0.0002,0.0001,0.0071,0.0000
74,0.0001,0.0005,0.0011,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0027,0.0001,0.0001,0.0000,0.0000,0.0000,0.0013,0.0002,0.0000,0.0001,0.0002,0.0000,0.0000,0.0004,0.0002,0.0001,0.0075,0.0000
75,0.0001,0.0006,0.0012,0.0001,0.0001,0.0000,0.0001,0.0000,0.0000,0.0029,0.0001,0.0001,0.0000,0.0000,0.0000,0.0013,0.0002,0.0000,0.0001,0.0002,0.0000,0.0000,0.0005,0.0002,0.0002,0.0078,0.0000
76,0.0001,0.0006,0.0013,0.0002,0.0001,0.0000,0.0001,0.0000,0.0000,0.0032,0.0001,0.0001,0.0000,0.0000,0.0000,0.0014,0.0002,0.0000,0.0001,0.0002,0.0000,0.0000,0.0005,0.0003,0.0002,0.0081,0.0000
77,0.0001,0.0006,0.0014,0.0002,0.0002,0.0000,0.0001,0.0000,0.0000,0.0034,0.0001,0.0001,0.0000,0.0000,0.0000,0.0016,0.0002,0.0000,0.0001,0.0002,0.0000,0.0000,0.0005,0.0003,0.0002,0.0085,0.0000
78,0.0001,0.0007,0.0014,0.0002,0.0002,0.0000,0.0001,0.0000,0.0000,0.0036,0.0001,0.0001,0.0000,0.0000,0.0000,0.0017,0.0002,0.0000,0.0001,0.0002,0.0000,0.0000,0.0005,0.0003,0.0002,0.0088,0.0000
79,0.0001,0.0007,0.0015,0.0002,0.0002,0.0000,0.0001,0.0000,0.0000,0.0039,0.0001,0.0001,0.0000,0.0000,0.0000,0.0018,0.0002,0.0000,0.0001,0.0002,0.0000,0.0000,0.0006,0.0003,0.0002,0.0092,0.0000
80,0.0002,0.0007,0.0016,0.0002,0.0002,0.0000,0.0001,0.0000,0.0000,0.0042,0.0001,0.0001,0.0000,0.0000,0.0000,0.0019,0.0002,0.0000,0.0001,0.0002,0.0000,0.0000,0.0006,0.0003,0.0002,0.0096,0.0000
81,0.0002,0.0008,0.0017,0.0002,0.0002,0.0000,0.0001,0.0000,0.0000,0.0045,0.0001,0.0001,0.0000,0.0000,0.0000,0.0021,0.0002,0.0000,0.0001,0.0002,0.0000,0.0000,0.0006,0.0003,0.0003,0.0100,0.0000
82,0.0002,0.0008,0.0018,0.0002,0.0002,0.0000,0.0001,0.0000,0.0000,0.0048,0.0001,0.0001,0.0000,0.0000,0.0000,0.0022,0.0002,0.0001,0.0002,0.0002,0.0000,0.0000,0.0006,0.0003,0.0003,0.0104,0.0000
83,0.0002,0.0009,0.0019,0.0002,0.0002,0.0000,0.0001,0.0000,0.0000,0.0051,0.0001,0.0001,0.0000,0.0000,0.0000,0.0024,0.0002,0.0001,0.0002,0.0002,0.0000,0.0000,0.0007,0.0003,0.0003,0.0108,0.0000
84,0.0002,0.0009,0.0020,0.0002,0.0002,0.0000,0.0001,0.0000,0.0000,0.0054,0.0001,0.0001,0.0000,0.0000,0.0000,0.0026,0.0002,0.0001,0.0002,0.0002,0.0000,0.0000,0.0007,0.0003,0.0004,0.0112,0.0000
85,0.0002,0.0010,0.0022,0.0003,0.0003,0.0000,0.0001,0.0000,0.0000,0.0058,0.0001,0.0001,0.0000,0.0000,0.0000,0.0027,0.0002,0.0001,0.0002,0.0002,0.0000,0.0000,0.0008,0.0003,0.0004,0.0116,0.0000
86,0.0002,0.0010,0.0023,0.0003,0.0003,0.0000,0.0001,0.0000,0.0000,0.0062,0.0001,0.0001,0.0000,0.0000,0.0000,0.0030,0.0002,0.0001,0.0002,0.0002,0.0000,0.0000,0.0008,0.0003,0.0004,0.0120,0.0000
87,0.0002,0.0011,0.0024,0.0003,0.0003,0.0000,0.0001,0.0000,0.0000,0.0066,0.0001,0.0001,0.0000,0.0000,0.0000,0.0032,0.0002,0.0001,0.0002,0.0003,0.0000,0.0000,0.0008,0.0004,0.0005,0.0124,0.0000
88,0.0003,0.0012,0.0026,0.0003,0.0003,0.0000,0.0001,0.0000,0.0000,0.0070,0.0001,0.0002,0.0000,0.0000,0.0000,0.0034,0.0002,0.0001,0.0002,0.0003,0.0000,0.0000,0.0009,0.0004,0.0005,0.0129,0.0000
89,0.0003,0.0012,0.0027,0.0003,0.0003,0.0000,0.0001,0.0000,0.0000,0.0074,0.0001,0.0002,0.0000,0.0000,0.0000,0.0036,0.0002,0.0001,0.0002,0.0003,0.0000,0.0000,0.0009,0.0004,0.0006,0.0133,0.0000
90,0.0003,0.0013,0.0029,0.0003,0.0004,0.0000,0.0001,0.0000,0.0000,0.0078,0.0001,0.0002,0.0000,0.0000,0.0000,0.0039,0.0002,0.0001,0.0003,0.0003,0.0000,0.0000,0.0010,0.0004,0.0006,0.0138,0.0001
91,0.0003,0.0013,0.0030,0.0004,0.0004,0.0000,0.0001,0.0000,0.0000,0.0083,0.0001,0.0002,0.0000,0.0000,0.0000,0.0042,0.0002,0.0001,0.0003,0.0003,0.0000,0.0000,0.0010,0.0004,0.0007,0.0142,0.0001
92,0.0003,0.0014,0.0032,0.0004,0.0004,0.0000,0.0002,0.0000,0.0000,0.0088,0.0001,0.0002,0.0000,0.0000,0.0000,0.0045,0.0002,0.0001,0.0003,0.0003,0.0000,0.0000,0.0011,0.0004,0.0008,0.0147,0.0001
93,0.0004,0.0015,0.0034,0.0004,0.0004,0.0000,0.0002,0.0000,0.0000,0.0092,0.0001,0.0002,0.0000,0.0000,0.0000,0.0048,0.0002,0.0001,0.0003,0.0003,0.0000,0.0000,0.0011,0.0004,0.0008,0.0151,0.0001
94,0.0004,0.0016,0.0035,0.0004,0.0005,0.0000,0.0002,0.0000,0.0000,0.0097,0.0001,0.0002,0.0000,0.0000,0.0000,0.0051,0.0002,0.0001,0.0003,0.0003,0.0000,0.0000,0.0012,0.0005,0.0009,0.0156,0.0001
95,0.0004,0.0017,0.0037,0.0004,0.0005,0.0000,0.0002,0.0000,0.0000,0.0102,0.0001,0.0002,0.0000,0.0000,0.0000,0.0055,0.0003,0.0001,0.0004,0.0004,0.0000,0.0000,0.0012,0.0005,0.0010,0.0160,0.0001
96,0.0004,0.0017,0.0039,0.0005,0.0005,0.0000,0.0002,0.0000,0.0000,0.0107,0.0001,0.0003,0.0000,0.0000,0.0000,0.0058,0.0003,0.0001,0.0004,0.0004,0.0000,0.0000,0.0013,0.0005,0.0011,0.0165,0.0001
97,0.0005,0.0018,0.0041,0.0005,0.0006,0.0000,0.0002,0.0000,0.0000,0.0113,0.0002,0.0003,0.0000,0.0000,0.0000,0.0062,0.0003,0.0001,0.0004,0.0004,0.0000,0.0000,0.0014,0.0005,0.0012,0.0169,0.0001
98,0.0005,0.0019,0.0044,0.0005,0.0006,0.0000,0.0002,0.0000,0.0000,0.0118,0.0002,0.0003,0.0000,0.0000,0.0000,0.0066,0.0003,0.0001,0.0004,0.0004,0.0000,0.0000,0.0014,0.0005,0.0013,0.0174,0.0001
99,0.0005,0.0020,0.0046,0.0006,0.0006,0.0000,0.0002,0.0000,0.0000,0.0123,0.0002,0.0003,0.0000,0.0000,0.0000,0.0070,0.0003,0.0001,0.0005,0.0004,0.0000,0.0000,0.0015,0.0005,0.0015,0.0179,0.0001
100,0.0005,0.0021,0.0048,0.0006,0.0007,0.0000,0.0002,0.0000,0.0000,0.0129,0.0002,0.0003,0.0000,0.0000,0.0000,0.0075,0.0003,0.0001,0.0005,0.0004,0.0000,0.0000,0.0016,0.0006,0.0016,0.0183,0.0001
