step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0428,0.0900,0.0036,0.0034,224,-0.0527,256,0.0515,0.0000,0.0021,0.0034,-0.0013
1,0.0456,0.0898,0.0036,0.0032,216,-0.0512,264,0.0524,0.0000,0.0061,0.0056,0.0006
2,0.0499,0.0927,0.0042,0.0035,205,-0.0522,275,0.0569,0.0000,0.0134,0.0081,0.0052
3,0.0552,0.0984,0.0052,0.0041,196,-0.0551,284,0.0648,0.0287,0.0225,0.0111,0.0113
4,0.0614,0.1058,0.0067,0.0050,190,-0.0585,290,0.0752,0.0966,0.0322,0.0151,0.0171
5,0.0674,0.1143,0.0085,0.0061,188,-0.0623,292,0.0871,0.3283,0.0417,0.0192,0.0226
6,0.0737,0.1234,0.0107,0.0075,182,-0.0682,298,0.0982,0.5388,0.0517,0.0232,0.0285
7,0.0800,0.1327,0.0131,0.0089,176,-0.0749,304,0.1091,0.8117,0.0613,0.0276,0.0337
8,0.0865,0.1420,0.0158,0.0105,177,-0.0784,303,0.1224,1.1184,0.0709,0.0323,0.0386
9,0.0927,0.1509,0.0186,0.0121,175,-0.0832,305,0.1341,1.7333,0.0802,0.0368,0.0434
10,0.0988,0.1597,0.0215,0.0138,172,-0.0885,308,0.1449,2.2519,0.0892,0.0413,0.0479
11,0.1052,0.1686,0.0245,0.0154,167,-0.0948,313,0.1548,2.7503,0.0979,0.0465,0.0514
12,0.1119,0.1775,0.0277,0.0171,164,-0.1000,316,0.1656,3.0313,0.1072,0.0518,0.0554
13,0.1184,0.1862,0.0308,0.0188,160,-0.1060,320,0.1754,3.4728,0.1162,0.0569,0.0593
14,0.1246,0.1945,0.0341,0.0204,156,-0.1120,324,0.1845,4.1316,0.1248,0.0620,0.0629
15,0.1308,0.2025,0.0373,0.0220,154,-0.1165,326,0.1943,4.2697,0.1335,0.0668,0.0667
16,0.1367,0.2103,0.0404,0.0236,150,-0.1227,330,0.2023,4.9473,0.1417,0.0714,0.0703
17,0.1424,0.2178,0.0435,0.0251,145,-0.1300,335,0.2092,5.4021,0.1501,0.0757,0.0743
18,0.1480,0.2252,0.0466,0.0265,143,-0.1350,337,0.2175,6.0080,0.1581,0.0799,0.0782
19,0.1534,0.2322,0.0495,0.0279,141,-0.1397,339,0.2254,6.1858,0.1658,0.0841,0.0816
20,0.1586,0.2389,0.0524,0.0291,138,-0.1454,342,0.2321,6.9082,0.1731,0.0882,0.0850
21,0.1637,0.2454,0.0552,0.0304,134,-0.1525,346,0.2377,7.6580,0.1804,0.0920,0.0884
22,0.1688,0.2520,0.0579,0.0314,131,-0.1587,349,0.2441,8.0363,0.1875,0.0961,0.0914
23,0.1738,0.2583,0.0605,0.0324,129,-0.1639,351,0.2508,8.6785,0.1943,0.1001,0.0942
24,0.1785,0.2644,0.0631,0.0334,128,-0.1677,352,0.2577,9.7166,0.2008,0.1039,0.0968
25,0.1830,0.2701,0.0656,0.0343,127,-0.1714,353,0.2643,10.3166,0.2069,0.1076,0.0993
26,0.1874,0.2756,0.0680,0.0352,124,-0.1779,356,0.2689,10.9341,0.2128,0.1111,0.1017
27,0.1915,0.2808,0.0703,0.0360,123,-0.1814,357,0.2747,11.5067,0.2185,0.1145,0.1040
28,0.1956,0.2857,0.0725,0.0368,123,-0.1832,357,0.2810,11.7458,0.2241,0.1177,0.1065
29,0.1994,0.2904,0.0746,0.0375,121,-0.1880,359,0.2853,12.0041,0.2295,0.1207,0.1088
30,0.2030,0.2948,0.0767,0.0382,121,-0.1896,359,0.2910,12.2193,0.2346,0.1236,0.1109
31,0.2065,0.2991,0.0786,0.0389,118,-0.1960,362,0.2939,13.0701,0.2394,0.1264,0.1130
32,0.2098,0.3031,0.0805,0.0395,116,-0.2011,364,0.2974,14.0787,0.2440,0.1290,0.1150
33,0.2130,0.3070,0.0823,0.0401,116,-0.2025,364,0.3022,14.7458,0.2485,0.1315,0.1170
34,0.2160,0.3107,0.0840,0.0407,115,-0.2057,365,0.3060,14.7282,0.2527,0.1339,0.1188
35,0.2191,0.3142,0.0856,0.0411,116,-0.2049,364,0.3113,15.1505,0.2571,0.1361,0.1210
36,0.2220,0.3175,0.0871,0.0416,116,-0.2058,364,0.3156,15.4908,0.2614,0.1383,0.1231
37,0.2247,0.3207,0.0885,0.0420,114,-0.2104,366,0.3179,15.8053,0.2654,0.1403,0.1250
38,0.2274,0.3237,0.0899,0.0424,111,-0.2170,369,0.3192,15.8195,0.2692,0.1423,0.1269
39,0.2300,0.3266,0.0912,0.0427,111,-0.2176,369,0.3229,16.1886,0.2731,0.1442,0.1289
40,0.2324,0.3293,0.0924,0.0430,110,-0.2202,370,0.3255,16.2030,0.2768,0.1459,0.1308
41,0.2349,0.3320,0.0936,0.0433,110,-0.2208,370,0.3290,16.0547,0.2805,0.1476,0.1328
42,0.2372,0.3346,0.0947,0.0436,109,-0.2234,371,0.3314,16.1490,0.2840,0.1492,0.1347
43,0.2394,0.3371,0.0957,0.0438,109,-0.2239,371,0.3346,16.1774,0.2875,0.1508,0.1367
44,0.2416,0.3395,0.0967,0.0440,110,-0.2225,370,0.3385,16.2808,0.2908,0.1522,0.1386
45,0.2436,0.3417,0.0977,0.0442,109,-0.2250,371,0.3405,16.6193,0.2940,0.1536,0.1403
46,0.2456,0.3440,0.0987,0.0444,107,-0.2300,373,0.3415,16.8295,0.2970,0.1549,0.1420
47,0.2479,0.3466,0.0995,0.0445,107,-0.2307,373,0.3448,16.8295,0.3009,0.1562,0.1447
48,0.2500,0.3491,0.1004,0.0446,106,-0.2337,374,0.3470,16.9491,0.3047,0.1574,0.1473
49,0.2521,0.3516,0.1012,0.0447,106,-0.2346,374,0.3501,17.2271,0.3083,0.1586,0.1498
50,0.2541,0.3539,0.1021,0.0448,106,-0.2355,374,0.3529,17.8074,0.3117,0.1596,0.1521
51,0.2559,0.3561,0.1029,0.0450,105,-0.2386,375,0.3547,17.9716,0.3149,0.1607,0.1542
52,0.2577,0.3583,0.1038,0.0451,104,-0.2418,376,0.3563,18.0025,0.3179,0.1617,0.1562
