step,community_0,community_1,community_2,community_4,community_7,community_9,community_10,community_11,community_12,community_13,community_14,community_16,community_18,community_20,community_22,community_25,community_26,community_28,community_29,community_31,community_34,community_37,community_38,community_79
20,0.0466,0.0181,0.0289,0.0294,0.0352,0.0280,0.0350,0.0425,0.0212,0.0213,0.0431,0.0233,0.0376,0.0187,0.0143,0.0181,0.0224,0.0139,0.0075,0.0229,0.0285,0.0314,0.0247,0.0294
21,0.0485,0.0189,0.0304,0.0309,0.0370,0.0285,0.0366,0.0439,0.0221,0.0221,0.0451,0.0241,0.0395,0.0194,0.0150,0.0189,0.0235,0.0142,0.0079,0.0240,0.0295,0.0333,0.0247,0.0309
22,0.0504,0.0176,0.0318,0.0323,0.0388,0.0289,0.0382,0.0451,0.0230,0.0230,0.0471,0.0249,0.0408,0.0201,0.0157,0.0197,0.0246,0.0145,0.0082,0.0251,0.0304,0.0350,0.0248,0.0325
23,0.0521,0.0166,0.0332,0.0336,0.0406,0.0293,0.0397,0.0454,0.0239,0.0237,0.0490,0.0256,0.0418,0.0208,0.0163,0.0204,0.0255,0.0148,0.0086,0.0261,0.0312,0.0368,0.0249,0.0340
24,0.0538,0.0158,0.0344,0.0349,0.0423,0.0297,0.0412,0.0451,0.0247,0.0245,0.0508,0.0262,0.0432,0.0214,0.0168,0.0211,0.0265,0.0151,0.0090,0.0271,0.0320,0.0385,0.0250,0.0355
25,0.0553,0.0152,0.0357,0.0362,0.0440,0.0301,0.0426,0.0448,0.0255,0.0252,0.0525,0.0268,0.0449,0.0220,0.0174,0.0218,0.0274,0.0153,0.0093,0.0281,0.0328,0.0401,0.0252,0.0369
26,0.0568,0.0148,0.0368,0.0375,0.0456,0.0305,0.0439,0.0444,0.0262,0.0258,0.0542,0.0274,0.0469,0.0226,0.0179,0.0224,0.0282,0.0155,0.0096,0.0290,0.0335,0.0416,0.0253,0.0383
27,0.0583,0.0145,0.0379,0.0387,0.0472,0.0308,0.0451,0.0441,0.0269,0.0264,0.0557,0.0280,0.0490,0.0231,0.0184,0.0230,0.0290,0.0157,0.0100,0.0299,0.0342,0.0431,0.0255,0.0397
28,0.0596,0.0145,0.0390,0.0399,0.0488,0.0311,0.0463,0.0438,0.0276,0.0270,0.0572,0.0285,0.0513,0.0236,0.0189,0.0236,0.0297,0.0158,0.0103,0.0307,0.0349,0.0446,0.0257,0.0410
29,0.0609,0.0142,0.0399,0.0410,0.0503,0.0314,0.0475,0.0435,0.0282,0.0276,0.0587,0.0289,0.0536,0.0241,0.0193,0.0241,0.0304,0.0160,0.0107,0.0316,0.0355,0.0459,0.0258,0.0423
30,0.0621,0.0141,0.0409,0.0421,0.0518,0.0316,0.0485,0.0432,0.0288,0.0281,0.0600,0.0294,0.0560,0.0246,0.0197,0.0247,0.0311,0.0161,0.0110,0.0323,0.0361,0.0472,0.0260,0.0436
31,0.0633,0.0141,0.0417,0.0432,0.0532,0.0319,0.0496,0.0430,0.0293,0.0285,0.0613,0.0298,0.0584,0.0251,0.0200,0.0251,0.0317,0.0162,0.0113,0.0331,0.0366,0.0485,0.0261,0.0448
32,0.0643,0.0142,0.0425,0.0443,0.0545,0.0321,0.0506,0.0429,0.0299,0.0290,0.0625,0.0302,0.0601,0.0255,0.0204,0.0256,0.0322,0.0163,0.0116,0.0338,0.0371,0.0497,0.0263,0.0460
33,0.0654,0.0144,0.0433,0.0453,0.0559,0.0323,0.0515,0.0427,0.0304,0.0294,0.0637,0.0306,0.0619,0.0259,0.0207,0.0260,0.0328,0.0164,0.0119,0.0345,0.0376,0.0508,0.0264,0.0471
34,0.0664,0.0146,0.0440,0.0463,0.0571,0.0325,0.0524,0.0425,0.0309,0.0297,0.0648,0.0309,0.0636,0.0263,0.0209,0.0264,0.0333,0.0165,0.0122,0.0351,0.0381,0.0519,0.0266,0.0483
35,0.0673,0.0149,0.0447,0.0473,0.0583,0.0326,0.0532,0.0424,0.0313,0.0301,0.0659,0.0312,0.0654,0.0267,0.0212,0.0268,0.0337,0.0166,0.0125,0.0357,0.0385,0.0530,0.0267,0.0493
36,0.0682,0.0152,0.0453,0.0482,0.0595,0.0328,0.0540,0.0406,0.0317,0.0304,0.0669,0.0315,0.0671,0.0270,0.0214,0.0272,0.0342,0.0166,0.0128,0.0363,0.0389,0.0539,0.0268,0.0504
37,0.0690,0.0153,0.0459,0.0491,0.0606,0.0329,0.0547,0.0390,0.0321,0.0307,0.0667,0.0318,0.0688,0.0274,0.0216,0.0275,0.0346,0.0167,0.0131,0.0368,0.0393,0.0549,0.0270,0.0514
38,0.0698,0.0154,0.0464,0.0500,0.0617,0.0331,0.0554,0.0373,0.0325,0.0310,0.0667,0.0321,0.0705,0.0277,0.0218,0.0279,0.0350,0.0167,0.0134,0.0373,0.0379,0.0558,0.0271,0.0524
39,0.0705,0.0157,0.0469,0.0509,0.0627,0.0332,0.0561,0.0358,0.0329,0.0313,0.0668,0.0323,0.0721,0.0280,0.0220,0.0282,0.0353,0.0168,0.0136,0.0378,0.0367,0.0567,0.0272,0.0534
40,0.0712,0.0161,0.0473,0.0517,0.0637,0.0333,0.0567,0.0345,0.0332,0.0315,0.0669,0.0325,0.0736,0.0283,0.0221,0.0284,0.0357,0.0168,0.0139,0.0382,0.0358,0.0575,0.0273,0.0543
41,0.0719,0.0165,0.0478,0.0526,0.0646,0.0334,0.0573,0.0334,0.0336,0.0318,0.0671,0.0327,0.0751,0.0286,0.0222,0.0287,0.0360,0.0168,0.0142,0.0386,0.0350,0.0583,0.0273,0.0552
42,0.0725,0.0170,0.0482,0.0534,0.0655,0.0335,0.0579,0.0324,0.0339,0.0320,0.0674,0.0329,0.0766,0.0289,0.0223,0.0289,0.0363,0.0169,0.0145,0.0390,0.0344,0.0591,0.0274,0.0560
43,0.0731,0.0175,0.0485,0.0541,0.0664,0.0335,0.0584,0.0315,0.0341,0.0322,0.0677,0.0331,0.0779,0.0291,0.0224,0.0292,0.0365,0.0169,0.0147,0.0394,0.0340,0.0599,0.0275,0.0569
44,0.0737,0.0180,0.0478,0.0549,0.0672,0.0336,0.0589,0.0307,0.0344,0.0324,0.0680,0.0333,0.0793,0.0294,0.0225,0.0294,0.0368,0.0169,0.0150,0.0397,0.0336,0.0607,0.0276,0.0577
45,0.0742,0.0185,0.0471,0.0556,0.0679,0.0337,0.0594,0.0300,0.0347,0.0325,0.0683,0.0334,0.0805,0.0296,0.0226,0.0296,0.0370,0.0170,0.0152,0.0401,0.0331,0.0614,0.0276,0.0585
46,0.0748,0.0191,0.0465,0.0564,0.0687,0.0337,0.0598,0.0294,0.0349,0.0327,0.0687,0.0336,0.0812,0.0298,0.0226,0.0298,0.0372,0.0170,0.0155,0.0404,0.0323,0.0621,0.0277,0.0592
47,0.0752,0.0196,0.0459,0.0571,0.0694,0.0338,0.0602,0.0289,0.0352,0.0329,0.0691,0.0337,0.0819,0.0300,0.0227,0.0299,0.0374,0.0170,0.0157,0.0407,0.0318,0.0628,0.0277,0.0599
48,0.0757,0.0201,0.0454,0.0578,0.0700,0.0338,0.0606,0.0284,0.0354,0.0330,0.0695,0.0338,0.0826,0.0302,0.0227,0.0301,0.0376,0.0170,0.0160,0.0409,0.0313,0.0635,0.0278,0.0606
49,0.0761,0.0207,0.0449,0.0584,0.0707,0.0339,0.0610,0.0280,0.0356,0.0331,0.0698,0.0340,0.0832,0.0304,0.0227,0.0303,0.0378,0.0170,0.0162,0.0412,0.0310,0.0641,0.0278,0.0613
50,0.0756,0.0212,0.0445,0.0591,0.0713,0.0339,0.0614,0.0277,0.0358,0.0333,0.0702,0.0341,0.0839,0.0306,0.0227,0.0304,0.0379,0.0170,0.0165,0.0414,0.0307,0.0647,0.0279,0.0620
51,0.0750,0.0214,0.0440,0.0597,0.0718,0.0340,0.0617,0.0273,0.0360,0.0334,0.0692,0.0342,0.0837,0.0307,0.0227,0.0305,0.0381,0.0171,0.0167,0.0417,0.0306,0.0653,0.0279,0.0626
52,0.0746,0.0216,0.0436,0.0603,0.0724,0.0340,0.0620,0.0271,0.0361,0.0335,0.0683,0.0343,0.0837,0.0309,0.0227,0.0307,0.0382,0.0171,0.0169,0.0419,0.0304,0.0659,0.0279,0.0632
53,0.0742,0.0218,0.0433,0.0609,0.0729,0.0340,0.0623,0.0268,0.0363,0.0336,0.0675,0.0344,0.0838,0.0311,0.0227,0.0308,0.0384,0.0171,0.0172,0.0421,0.0303,0.0665,0.0279,0.0638
54,0.0738,0.0220,0.0429,0.0615,0.0734,0.0341,0.0626,0.0266,0.0365,0.0337,0.0668,0.0345,0.0840,0.0312,0.0227,0.0309,0.0385,0.0171,0.0174,0.0422,0.0303,0.0671,0.0280,0.0643
55,0.0735,0.0223,0.0426,0.0620,0.0738,0.0341,0.0629,0.0264,0.0366,0.0338,0.0662,0.0345,0.0843,0.0313,0.0227,0.0310,0.0386,0.0171,0.0176,0.0424,0.0303,0.0676,0.0280,0.0649
56,0.0732,0.0225,0.0422,0.0626,0.0743,0.0341,0.0631,0.0262,0.0367,0.0339,0.0657,0.0346,0.0846,0.0314,0.0226,0.0311,0.0387,0.0171,0.0179,0.0426,0.0303,0.0681,0.0280,0.0654
57,0.0729,0.0227,0.0419,0.0631,0.0747,0.0341,0.0634,0.0260,0.0369,0.0339,0.0652,0.0347,0.0850,0.0316,0.0226,0.0311,0.0388,0.0171,0.0181,0.0427,0.0303,0.0686,0.0280,0.0659
58,0.0727,0.0229,0.0417,0.0636,0.0751,0.0341,0.0636,0.0258,0.0370,0.0340,0.0648,0.0347,0.0855,0.0317,0.0226,0.0312,0.0389,0.0171,0.0183,0.0429,0.0303,0.0691,0.0280,0.0664
59,0.0725,0.0232,0.0414,0.0641,0.0755,0.0342,0.0638,0.0257,0.0371,0.0341,0.0644,0.0348,0.0859,0.0318,0.0225,0.0313,0.0390,0.0171,0.0185,0.0430,0.0304,0.0696,0.0280,0.0668
60,0.0723,0.0234,0.0411,0.0646,0.0758,0.0342,0.0640,0.0256,0.0372,0.0341,0.0641,0.0349,0.0864,0.0319,0.0225,0.0314,0.0390,0.0172,0.0187,0.0431,0.0304,0.0701,0.0280,0.0673
61,0.0721,0.0236,0.0408,0.0650,0.0762,0.0342,0.0642,0.0255,0.0373,0.0342,0.0638,0.0349,0.0869,0.0319,0.0224,0.0314,0.0391,0.0172,0.0189,0.0432,0.0305,0.0705,0.0281,0.0677
62,0.0720,0.0237,0.0406,0.0655,0.0765,0.0342,0.0644,0.0254,0.0374,0.0343,0.0636,0.0350,0.0874,0.0320,0.0223,0.0315,0.0392,0.0172,0.0191,0.0434,0.0305,0.0709,0.0281,0.0681
63,0.0719,0.0239,0.0403,0.0659,0.0768,0.0342,0.0645,0.0253,0.0375,0.0343,0.0633,0.0350,0.0879,0.0321,0.0223,0.0315,0.0392,0.0172,0.0194,0.0435,0.0306,0.0713,0.0281,0.0685
64,0.0717,0.0241,0.0401,0.0664,0.0771,0.0342,0.0647,0.0252,0.0376,0.0344,0.0631,0.0350,0.0884,0.0322,0.0222,0.0316,0.0393,0.0172,0.0196,0.0436,0.0306,0.0718,0.0281,0.0689
65,0.0716,0.0243,0.0399,0.0668,0.0773,0.0342,0.0648,0.0251,0.0377,0.0344,0.0629,0.0351,0.0888,0.0322,0.0222,0.0316,0.0393,0.0172,0.0198,0.0436,0.0306,0.0721,0.0281,0.0693
66,0.0715,0.0244,0.0397,0.0672,0.0776,0.0342,0.0650,0.0250,0.0378,0.0344,0.0628,0.0351,0.0893,0.0323,0.0221,0.0317,0.0394,0.0172,0.0200,0.0437,0.0307,0.0725,0.0281,0.0697
67,0.0714,0.0245,0.0395,0.0676,0.0778,0.0342,0.0651,0.0250,0.0379,0.0345,0.0626,0.0352,0.0897,0.0323,0.0220,0.0317,0.0394,0.0172,0.0201,0.0438,0.0307,0.0729,0.0281,0.0700
68,0.0714,0.0247,0.0392,0.0679,0.0781,0.0342,0.0652,0.0249,0.0380,0.0345,0.0625,0.0352,0.0902,0.0324,0.0220,0.0317,0.0395,0.0172,0.0203,0.0439,0.0308,0.0732,0.0281,0.0703
69,0.0713,0.0248,0.0390,0.0683,0.0783,0.0342,0.0654,0.0248,0.0380,0.0346,0.0624,0.0352,0.0906,0.0324,0.0219,0.0318,0.0395,0.0172,0.0205,0.0439,0.0308,0.0736,0.0281,0.0706
70,0.0712,0.0249,0.0388,0.0687,0.0785,0.0342,0.0655,0.0248,0.0381,0.0346,0.0623,0.0352,0.0910,0.0325,0.0218,0.0318,0.0396,0.0172,0.0207,0.0440,0.0308,0.0739,0.0281,0.0709
71,0.0712,0.0250,0.0386,0.0690,0.0787,0.0343,0.0656,0.0247,0.0382,0.0346,0.0622,0.0353,0.0914,0.0325,0.0218,0.0318,0.0396,0.0173,0.0209,0.0441,0.0309,0.0742,0.0281,0.0712
72,0.0711,0.0251,0.0385,0.0693,0.0788,0.0343,0.0657,0.0247,0.0382,0.0346,0.0621,0.0353,0.0917,0.0325,0.0217,0.0318,0.0396,0.0173,0.0211,0.0441,0.0309,0.0745,0.0281,0.0715
73,0.0711,0.0252,0.0383,0.0696,0.0790,0.0343,0.0658,0.0246,0.0383,0.0347,0.0620,0.0353,0.0921,0.0326,0.0216,0.0318,0.0396,0.0173,0.0213,0.0442,0.0309,0.0748,0.0281,0.0718
74,0.0711,0.0253,0.0381,0.0700,0.0792,0.0343,0.0659,0.0246,0.0383,0.0347,0.0619,0.0353,0.0924,0.0326,0.0216,0.0319,0.0397,0.0173,0.0214,0.0442,0.0309,0.0751,0.0281,0.0720
75,0.0710,0.0254,0.0379,0.0703,0.0793,0.0343,0.0660,0.0246,0.0384,0.0347,0.0618,0.0354,0.0927,0.0326,0.0215,0.0319,0.0397,0.0173,0.0216,0.0443,0.0309,0.0754,0.0281,0.0723
76,0.0710,0.0254,0.0378,0.0705,0.0795,0.0343,0.0660,0.0245,0.0384,0.0347,0.0617,0.0354,0.0930,0.0326,0.0214,0.0319,0.0397,0.0173,0.0218,0.0443,0.0309,0.0756,0.0281,0.0725
77,0.0710,0.0255,0.0376,0.0708,0.0796,0.0343,0.0661,0.0245,0.0385,0.0348,0.0617,0.0354,0.0933,0.0327,0.0214,0.0319,0.0397,0.0173,0.0220,0.0444,0.0309,0.0759,0.0280,0.0728
78,0.0710,0.0255,0.0374,0.0711,0.0798,0.0343,0.0662,0.0245,0.0385,0.0348,0.0616,0.0354,0.0936,0.0327,0.0213,0.0319,0.0397,0.0173,0.0221,0.0444,0.0309,0.0761,0.0280,0.0730
79,0.0710,0.0256,0.0354,0.0714,0.0799,0.0343,0.0663,0.0244,0.0386,0.0348,0.0616,0.0354,0.0938,0.0327,0.0212,0.0319,0.0398,0.0173,0.0223,0.0444,0.0309,0.0764,0.0280,0.0732
80,0.0709,0.0256,0.0337,0.0716,0.0800,0.0343,0.0663,0.0244,0.0386,0.0348,0.0615,0.0354,0.0940,0.0327,0.0211,0.0319,0.0398,0.0173,0.0224,0.0445,0.0309,0.0766,0.0280,0.0734
81,0.0709,0.0257,0.0323,0.0719,0.0801,0.0343,0.0664,0.0244,0.0386,0.0348,0.0614,0.0354,0.0925,0.0327,0.0211,0.0319,0.0398,0.0173,0.0226,0.0445,0.0309,0.0768,0.0280,0.0736
82,0.0709,0.0257,0.0311,0.0721,0.0802,0.0343,0.0664,0.0243,0.0387,0.0348,0.0614,0.0355,0.0912,0.0327,0.0210,0.0319,0.0398,0.0173,0.0228,0.0445,0.0309,0.0770,0.0280,0.0738
83,0.0709,0.0258,0.0295,0.0723,0.0803,0.0343,0.0665,0.0243,0.0387,0.0348,0.0613,0.0355,0.0900,0.0327,0.0209,0.0319,0.0398,0.0173,0.0230,0.0446,0.0309,0.0772,0.0280,0.0740
84,0.0709,0.0258,0.0282,0.0725,0.0804,0.0343,0.0665,0.0243,0.0388,0.0349,0.0613,0.0355,0.0889,0.0327,0.0209,0.0319,0.0398,0.0174,0.0232,0.0446,0.0309,0.0774,0.0280,0.0741
85,0.0709,0.0258,0.0271,0.0727,0.0805,0.0343,0.0666,0.0243,0.0388,0.0349,0.0613,0.0355,0.0879,0.0327,0.0208,0.0319,0.0398,0.0174,0.0234,0.0446,0.0309,0.0776,0.0280,0.0743
86,0.0709,0.0258,0.0261,0.0730,0.0806,0.0343,0.0666,0.0242,0.0388,0.0349,0.0604,0.0355,0.0870,0.0327,0.0208,0.0319,0.0398,0.0174,0.0236,0.0446,0.0310,0.0778,0.0280,0.0745
87,0.0709,0.0259,0.0253,0.0732,0.0806,0.0343,0.0667,0.0242,0.0388,0.0349,0.0597,0.0355,0.0862,0.0327,0.0207,0.0319,0.0399,0.0174,0.0238,0.0447,0.0310,0.0780,0.0280,0.0746
88,0.0709,0.0259,0.0245,0.0733,0.0807,0.0343,0.0667,0.0242,0.0389,0.0349,0.0591,0.0355,0.0855,0.0327,0.0206,0.0319,0.0399,0.0174,0.0240,0.0447,0.0310,0.0781,0.0280,0.0748
89,0.0709,0.0259,0.0239,0.0735,0.0808,0.0343,0.0668,0.0242,0.0389,0.0349,0.0579,0.0355,0.0849,0.0327,0.0206,0.0319,0.0399,0.0174,0.0242,0.0447,0.0310,0.0783,0.0280,0.0749
90,0.0709,0.0259,0.0234,0.0737,0.0808,0.0343,0.0668,0.0242,0.0389,0.0349,0.0569,0.0355,0.0843,0.0327,0.0205,0.0319,0.0399,0.0174,0.0244,0.0447,0.0310,0.0785,0.0280,0.0750
91,0.0709,0.0259,0.0229,0.0739,0.0809,0.0343,0.0668,0.0242,0.0389,0.0349,0.0561,0.0355,0.0838,0.0328,0.0204,0.0319,0.0399,0.0174,0.0246,0.0447,0.0309,0.0786,0.0280,0.0752
92,0.0709,0.0259,0.0225,0.0740,0.0810,0.0343,0.0669,0.0241,0.0390,0.0349,0.0554,0.0355,0.0833,0.0328,0.0204,0.0319,0.0399,0.0174,0.0248,0.0448,0.0309,0.0788,0.0280,0.0753
93,0.0709,0.0260,0.0222,0.0742,0.0810,0.0343,0.0669,0.0241,0.0390,0.0349,0.0549,0.0355,0.0828,0.0328,0.0203,0.0319,0.0399,0.0174,0.0249,0.0448,0.0309,0.0789,0.0280,0.0754
94,0.0709,0.0260,0.0219,0.0744,0.0811,0.0343,0.0669,0.0241,0.0390,0.0349,0.0544,0.0355,0.0824,0.0328,0.0203,0.0319,0.0399,0.0174,0.0251,0.0448,0.0309,0.0790,0.0279,0.0755
95,0.0709,0.0260,0.0216,0.0745,0.0811,0.0342,0.0670,0.0241,0.0390,0.0349,0.0541,0.0355,0.0821,0.0328,0.0202,0.0319,0.0399,0.0174,0.0253,0.0448,0.0309,0.0792,0.0279,0.0756
96,0.0709,0.0260,0.0214,0.0747,0.0812,0.0342,0.0670,0.0241,0.0390,0.0349,0.0538,0.0356,0.0817,0.0328,0.0202,0.0319,0.0399,0.0174,0.0255,0.0448,0.0309,0.0793,0.0279,0.0757
97,0.0709,0.0260,0.0212,0.0748,0.0812,0.0342,0.0670,0.0241,0.0391,0.0349,0.0536,0.0356,0.0814,0.0328,0.0201,0.0319,0.0399,0.0174,0.0257,0.0448,0.0308,0.0794,0.0279,0.0758
98,0.0709,0.0260,0.0210,0.0749,0.0812,0.0342,0.0670,0.0241,0.0391,0.0349,0.0534,0.0356,0.0811,0.0329,0.0201,0.0319,0.0399,0.0174,0.0259,0.0448,0.0308,0.0795,0.0279,0.0759
99,0.0710,0.0260,0.0208,0.0751,0.0813,0.0342,0.0671,0.0241,0.0391,0.0349,0.0520,0.0356,0.0809,0.0329,0.0200,0.0319,0.0399,0.0174,0.0261,0.0448,0.0308,0.0796,0.0279,0.0760
100,0.0710,0.0260,0.0207,0.0752,0.0813,0.0342,0.0671,0.0240,0.0391,0.0349,0.0509,0.0356,0.0806,0.0329,0.0200,0.0319,0.0399,0.0175,0.0262,0.0448,0.0308,0.0798,0.0279,0.0761
101,0.0710,0.0260,0.0206,0.0753,0.0813,0.0342,0.0671,0.0240,0.0391,0.0350,0.0500,0.0356,0.0804,0.0329,0.0199,0.0319,0.0399,0.0175,0.0264,0.0449,0.0307,0.0799,0.0279,0.0762
102,0.0710,0.0260,0.0205,0.0754,0.0814,0.0342,0.0671,0.0240,0.0391,0.0350,0.0493,0.0356,0.0802,0.0329,0.0199,0.0319,0.0399,0.0175,0.0266,0.0449,0.0307,0.0800,0.0279,0.0763
103,0.0710,0.0260,0.0204,0.0755,0.0814,0.0342,0.0672,0.0240,0.0390,0.0350,0.0488,0.0356,0.0800,0.0330,0.0198,0.0319,0.0399,0.0175,0.0268,0.0449,0.0307,0.0801,0.0279,0.0764
104,0.0710,0.0260,0.0203,0.0757,0.0814,0.0342,0.0672,0.0240,0.0390,0.0350,0.0483,0.0356,0.0798,0.0330,0.0198,0.0319,0.0399,0.0175,0.0269,0.0449,0.0306,0.0801,0.0279,0.0764
105,0.0710,0.0260,0.0202,0.0758,0.0815,0.0342,0.0672,0.0240,0.0389,0.0350,0.0480,0.0356,0.0796,0.0330,0.0197,0.0319,0.0399,0.0175,0.0271,0.0449,0.0306,0.0802,0.0279,0.0765
106,0.0710,0.0260,0.0201,0.0759,0.0815,0.0342,0.0672,0.0240,0.0389,0.0350,0.0478,0.0356,0.0795,0.0330,0.0197,0.0319,0.0399,0.0175,0.0272,0.0449,0.0305,0.0803,0.0279,0.0766
107,0.0710,0.0260,0.0201,0.0760,0.0815,0.0342,0.0672,0.0240,0.0388,0.0350,0.0476,0.0356,0.0793,0.0331,0.0196,0.0319,0.0399,0.0175,0.0274,0.0449,0.0305,0.0804,0.0279,0.0767
108,0.0710,0.0260,0.0200,0.0761,0.0815,0.0342,0.0672,0.0240,0.0388,0.0350,0.0475,0.0356,0.0792,0.0331,0.0196,0.0318,0.0399,0.0175,0.0276,0.0449,0.0305,0.0805,0.0279,0.0767
109,0.0710,0.0260,0.0199,0.0761,0.0815,0.0342,0.0673,0.0240,0.0387,0.0350,0.0471,0.0356,0.0791,0.0331,0.0196,0.0318,0.0399,0.0175,0.0277,0.0449,0.0304,0.0806,0.0279,0.0768
110,0.0710,0.0260,0.0199,0.0762,0.0816,0.0342,0.0673,0.0240,0.0386,0.0350,0.0467,0.0356,0.0789,0.0331,0.0195,0.0318,0.0399,0.0175,0.0278,0.0449,0.0304,0.0806,0.0279,0.0768
111,0.0710,0.0260,0.0198,0.0763,0.0816,0.0342,0.0673,0.0240,0.0386,0.0350,0.0464,0.0356,0.0788,0.0332,0.0195,0.0318,0.0399,0.0175,0.0280,0.0449,0.0303,0.0807,0.0279,0.0769
112,0.0711,0.0259,0.0198,0.0764,0.0816,0.0342,0.0673,0.0240,0.0385,0.0350,0.0462,0.0356,0.0787,0.0332,0.0194,0.0318,0.0399,0.0175,0.0281,0.0449,0.0303,0.0808,0.0279,0.0769
