agent_id,identity,morality,opinion,self_activation,social_influence,total_activation
0,1,1,1.0000,0.4000,0.8520,1.2520
1,1,1,0.2328,0.0931,0.1440,0.2371
2,-1,0,0.3476,0.1390,0.2245,0.3635
3,1,0,0.0077,0.0032,0.0029,0.0060
4,1,0,0.7034,0.2814,0.5927,0.8740
5,-1,0,0.1820,0.0727,0.1129,0.1856
6,-1,0,0.4065,0.1626,0.2690,0.4316
7,-1,0,-0.5668,-0.2267,-0.4161,-0.6428
8,-1,0,-0.0386,-0.0154,-0.0231,-0.0386
9,-1,0,0.7342,0.2937,0.6442,0.9379
10,-1,1,-0.3371,-0.1349,-0.2160,-0.3509
11,-1,1,-0.4301,-0.1720,-0.2880,-0.4600
12,1,0,0.1567,0.0627,0.0953,0.1580
13,-1,1,0.0000,0.0000,0.0000,0.0000
14,1,1,0.4722,0.1889,0.3240,0.5129
15,-1,0,0.1405,0.0562,0.0863,0.1425
16,1,1,-0.2144,-0.0857,-0.1320,-0.2177
17,-1,0,0.0823,0.0329,0.0496,0.0825
18,-1,0,0.6453,0.2581,0.5095,0.7676
19,1,0,0.4235,0.1694,0.2826,0.4520
20,-1,0,-0.8912,-0.3565,-1.0714,-1.4279
21,1,1,1.0000,0.4000,3.7200,4.1200
22,-1,0,0.7420,0.2968,0.6584,0.9552
23,1,0,0.7332,0.2933,0.6423,0.9356
24,-1,0,0.4234,0.1693,0.2824,0.4518
25,1,0,0.2151,0.0860,0.1325,0.2185
26,-1,0,-0.3205,-0.1282,-0.2040,-0.3322
27,1,0,0.6183,0.2473,0.4750,0.7223
28,1,1,0.5113,0.2045,0.3600,0.5645
29,-1,0,-0.5267,-0.2107,-0.3748,-0.5855
30,-1,0,0.6003,0.2401,0.4537,0.6938
31,1,0,0.4048,0.1619,0.2675,0.4294
32,-1,1,-0.3371,-0.1349,-0.2160,-0.3509
33,1,0,0.0438,0.0175,0.0259,0.0434
34,-1,0,-0.3476,-0.1390,-0.2238,-0.3628
35,-1,0,-0.6071,-0.2428,-0.4615,-0.7044
36,1,0,0.4693,0.1877,0.3214,0.5091
37,1,0,-0.0542,-0.0217,-0.0329,-0.0546
38,-1,0,-0.8640,-0.3456,-0.9633,-1.3089
39,1,0,0.3273,0.1309,0.2089,0.3398
40,-1,0,-0.3837,-0.1535,-0.2509,-0.4044
