step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0023,0.0541,0.0038,0.0037,247,-0.0524,253,0.0558,0.0000,0.0032,-0.0001,0.0033
1,0.0022,0.0527,0.0037,0.0034,243,-0.0519,257,0.0534,0.0000,0.0040,-0.0028,0.0068
2,0.0020,0.0542,0.0042,0.0036,249,-0.0524,251,0.0560,0.0000,0.0052,-0.0072,0.0124
3,0.0011,0.0587,0.0051,0.0041,244,-0.0590,256,0.0584,0.0035,0.0059,-0.0129,0.0188
4,0.0007,0.0661,0.0065,0.0048,245,-0.0667,255,0.0655,0.0173,0.0075,-0.0188,0.0263
5,0.0005,0.0752,0.0083,0.0057,250,-0.0747,250,0.0757,0.0778,0.0091,-0.0244,0.0335
6,0.0000,0.0850,0.0106,0.0068,251,-0.0846,249,0.0853,0.2360,0.0103,-0.0299,0.0402
7,-0.0004,0.0947,0.0131,0.0081,254,-0.0936,246,0.0958,0.5084,0.0115,-0.0350,0.0465
8,-0.0011,0.1042,0.0159,0.0094,252,-0.1044,248,0.1039,0.9113,0.0123,-0.0401,0.0524
9,-0.0016,0.1133,0.0189,0.0108,254,-0.1131,246,0.1136,1.5987,0.0133,-0.0448,0.0581
10,-0.0020,0.1224,0.0221,0.0122,251,-0.1239,249,0.1210,2.2455,0.0143,-0.0493,0.0636
11,-0.0023,0.1313,0.0255,0.0137,253,-0.1319,247,0.1306,3.2597,0.0154,-0.0535,0.0689
12,-0.0026,0.1399,0.0289,0.0151,256,-0.1392,244,0.1406,4.0396,0.0163,-0.0577,0.0739
13,-0.0032,0.1483,0.0325,0.0165,254,-0.1491,246,0.1475,4.7476,0.0169,-0.0616,0.0785
14,-0.0035,0.1566,0.0362,0.0179,255,-0.1570,245,0.1562,5.3572,0.0178,-0.0653,0.0831
15,-0.0038,0.1646,0.0399,0.0192,254,-0.1657,246,0.1635,6.4247,0.0186,-0.0689,0.0875
16,-0.0040,0.1725,0.0437,0.0206,253,-0.1744,247,0.1705,7.4335,0.0194,-0.0723,0.0917
17,-0.0041,0.1799,0.0475,0.0219,252,-0.1826,248,0.1772,8.8128,0.0204,-0.0756,0.0961
18,-0.0041,0.1873,0.0513,0.0231,251,-0.1906,249,0.1839,10.0876,0.0216,-0.0788,0.1004
19,-0.0040,0.1944,0.0551,0.0243,250,-0.1984,250,0.1904,10.9973,0.0228,-0.0818,0.1046
20,-0.0039,0.2012,0.0588,0.0254,250,-0.2051,250,0.1973,12.8690,0.0239,-0.0847,0.1086
21,-0.0038,0.2078,0.0626,0.0264,250,-0.2116,250,0.2040,13.4482,0.0249,-0.0875,0.1124
22,-0.0036,0.2143,0.0663,0.0275,251,-0.2170,249,0.2115,14.2634,0.0262,-0.0901,0.1163
23,-0.0033,0.2206,0.0700,0.0284,251,-0.2230,249,0.2182,15.4335,0.0274,-0.0926,0.1200
24,-0.0031,0.2269,0.0737,0.0294,251,-0.2291,249,0.2247,16.1618,0.0285,-0.0950,0.1234
25,-0.0029,0.2329,0.0774,0.0303,250,-0.2358,250,0.2300,18.3947,0.0295,-0.0972,0.1267
26,-0.0027,0.2387,0.0809,0.0311,250,-0.2414,250,0.2359,19.0121,0.0305,-0.0994,0.1299
27,-0.0025,0.2442,0.0845,0.0320,248,-0.2487,252,0.2397,20.5807,0.0315,-0.1014,0.1329
28,-0.0024,0.2495,0.0879,0.0328,248,-0.2539,252,0.2452,21.5258,0.0324,-0.1034,0.1358
29,-0.0022,0.2545,0.0913,0.0336,248,-0.2588,252,0.2504,22.4655,0.0333,-0.1053,0.1386
30,-0.0020,0.2594,0.0946,0.0343,248,-0.2634,252,0.2554,23.3488,0.0342,-0.1071,0.1413
31,-0.0018,0.2640,0.0978,0.0350,247,-0.2690,253,0.2591,24.2087,0.0351,-0.1088,0.1439
32,-0.0014,0.2685,0.1009,0.0356,246,-0.2743,254,0.2629,25.3124,0.0361,-0.1105,0.1466
33,-0.0010,0.2728,0.1040,0.0362,246,-0.2782,254,0.2675,25.6090,0.0372,-0.1120,0.1492
34,-0.0007,0.2769,0.1069,0.0368,246,-0.2820,254,0.2719,26.0975,0.0382,-0.1135,0.1517
35,-0.0003,0.2808,0.1098,0.0373,247,-0.2845,253,0.2771,27.3598,0.0391,-0.1150,0.1541
36,-0.0000,0.2845,0.1126,0.0378,247,-0.2880,253,0.2811,27.7113,0.0401,-0.1166,0.1566
37,0.0003,0.2880,0.1153,0.0383,248,-0.2901,252,0.2860,28.3760,0.0410,-0.1181,0.1591
38,0.0005,0.2914,0.1178,0.0388,248,-0.2933,252,0.2896,28.6221,0.0418,-0.1195,0.1613
39,0.0007,0.2947,0.1204,0.0392,248,-0.2963,252,0.2931,28.8233,0.0426,-0.1209,0.1635
40,0.0010,0.2978,0.1228,0.0396,249,-0.2980,251,0.2976,29.4547,0.0434,-0.1223,0.1656
41,0.0008,0.3007,0.1251,0.0399,249,-0.3012,251,0.3003,29.9779,0.0441,-0.1251,0.1691
42,0.0006,0.3036,0.1274,0.0402,248,-0.3054,252,0.3017,30.8356,0.0447,-0.1277,0.1725
43,0.0004,0.3063,0.1296,0.0405,248,-0.3083,252,0.3043,30.9906,0.0454,-0.1303,0.1757
44,0.0003,0.3089,0.1317,0.0407,248,-0.3111,252,0.3067,31.2049,0.0460,-0.1327,0.1788
45,0.0001,0.3115,0.1338,0.0410,249,-0.3127,251,0.3104,31.7236,0.0467,-0.1352,0.1819
46,-0.0000,0.3142,0.1359,0.0412,249,-0.3155,251,0.3130,31.6033,0.0473,-0.1376,0.1849
47,-0.0003,0.3170,0.1378,0.0414,250,-0.3173,250,0.3167,32.0218,0.0480,-0.1404,0.1884
48,-0.0005,0.3196,0.1397,0.0417,251,-0.3187,249,0.3204,32.6231,0.0485,-0.1429,0.1914
49,-0.0008,0.3222,0.1416,0.0419,251,-0.3217,249,0.3227,32.9595,0.0491,-0.1459,0.1950
50,-0.0011,0.3247,0.1434,0.0421,251,-0.3245,249,0.3249,33.1813,0.0497,-0.1487,0.1984
51,-0.0014,0.3271,0.1452,0.0423,251,-0.3272,249,0.3270,33.1867,0.0502,-0.1515,0.2017
52,-0.0017,0.3293,0.1469,0.0425,251,-0.3297,249,0.3290,33.5504,0.0508,-0.1540,0.2048
53,-0.0019,0.3315,0.1485,0.0427,251,-0.3321,249,0.3309,33.7737,0.0513,-0.1565,0.2078
54,-0.0021,0.3335,0.1501,0.0428,251,-0.3343,249,0.3327,34.1700,0.0518,-0.1588,0.2106
55,-0.0024,0.3355,0.1517,0.0430,251,-0.3365,249,0.3345,34.5159,0.0522,-0.1610,0.2133
56,-0.0025,0.3373,0.1531,0.0432,251,-0.3385,249,0.3361,34.9637,0.0527,-0.1631,0.2159
57,-0.0027,0.3391,0.1545,0.0434,251,-0.3405,249,0.3377,35.0144,0.0532,-0.1652,0.2183
58,-0.0029,0.3408,0.1559,0.0436,251,-0.3423,249,0.3392,35.2383,0.0536,-0.1671,0.2207
59,-0.0030,0.3424,0.1572,0.0438,251,-0.3440,249,0.3407,35.5166,0.0540,-0.1689,0.2229
60,-0.0032,0.3439,0.1585,0.0439,251,-0.3457,249,0.3421,35.6206,0.0544,-0.1706,0.2250
61,-0.0033,0.3453,0.1597,0.0441,251,-0.3472,249,0.3434,35.9527,0.0548,-0.1722,0.2271
62,-0.0034,0.3467,0.1608,0.0442,251,-0.3487,249,0.3447,36.1120,0.0552,-0.1738,0.2290
63,-0.0035,0.3480,0.1619,0.0444,250,-0.3515,250,0.3445,36.5208,0.0556,-0.1753,0.2309
64,-0.0036,0.3493,0.1630,0.0445,250,-0.3529,250,0.3456,36.7520,0.0559,-0.1767,0.2326
65,-0.0037,0.3504,0.1640,0.0447,250,-0.3542,250,0.3467,36.7520,0.0563,-0.1781,0.2343
66,-0.0038,0.3516,0.1650,0.0448,250,-0.3554,250,0.3478,36.7520,0.0566,-0.1793,0.2360
67,-0.0039,0.3527,0.1659,0.0449,250,-0.3565,250,0.3488,36.7520,0.0569,-0.1806,0.2375
68,-0.0039,0.3537,0.1668,0.0450,249,-0.3590,251,0.3484,36.7520,0.0573,-0.1817,0.2390
69,-0.0039,0.3547,0.1677,0.0451,249,-0.3600,251,0.3493,36.7520,0.0576,-0.1828,0.2405
70,-0.0039,0.3556,0.1685,0.0452,249,-0.3610,251,0.3503,36.5742,0.0580,-0.1839,0.2419
71,-0.0039,0.3565,0.1692,0.0453,248,-0.3633,252,0.3498,36.5742,0.0584,-0.1849,0.2433
72,-0.0039,0.3573,0.1700,0.0454,248,-0.3641,252,0.3506,36.5742,0.0587,-0.1859,0.2446
73,-0.0038,0.3581,0.1707,0.0454,248,-0.3648,252,0.3515,36.9296,0.0591,-0.1868,0.2459
74,-0.0038,0.3588,0.1713,0.0455,248,-0.3656,252,0.3522,37.1072,0.0595,-0.1876,0.2471
75,-0.0037,0.3596,0.1720,0.0456,249,-0.3648,251,0.3544,37.1615,0.0598,-0.1885,0.2483
76,-0.0037,0.3603,0.1726,0.0456,249,-0.3654,251,0.3551,37.3939,0.0601,-0.1893,0.2494
77,-0.0037,0.3609,0.1732,0.0457,249,-0.3660,251,0.3558,37.3939,0.0605,-0.1900,0.2505
78,-0.0036,0.3616,0.1737,0.0457,248,-0.3681,252,0.3551,37.3939,0.0608,-0.1907,0.2515
79,-0.0033,0.3624,0.1744,0.0457,247,-0.3701,253,0.3548,37.2159,0.0614,-0.1914,0.2528
80,-0.0030,0.3631,0.1750,0.0456,247,-0.3706,253,0.3558,37.2159,0.0620,-0.1921,0.2541
81,-0.0027,0.3639,0.1756,0.0456,247,-0.3711,253,0.3569,37.2159,0.0627,-0.1927,0.2554
82,-0.0024,0.3646,0.1761,0.0456,247,-0.3715,253,0.3579,37.2165,0.0632,-0.1933,0.2566
83,-0.0022,0.3653,0.1767,0.0455,247,-0.3719,253,0.3588,37.6289,0.0638,-0.1939,0.2577
