step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0366,0.0911,0.0036,0.0034,253,-0.0539,227,0.0525,0.0000,-0.0037,-0.0034,-0.0003
1,0.0383,0.0887,0.0034,0.0031,242,-0.0520,238,0.0494,0.0000,0.0020,-0.0051,0.0071
2,0.0404,0.0900,0.0038,0.0032,241,-0.0515,239,0.0527,0.0000,0.0071,-0.0056,0.0127
3,0.0419,0.0950,0.0047,0.0037,230,-0.0577,250,0.0569,0.0471,0.0120,-0.0070,0.0191
4,0.0437,0.1018,0.0060,0.0045,220,-0.0661,260,0.0629,0.0942,0.0176,-0.0085,0.0261
5,0.0456,0.1095,0.0077,0.0055,220,-0.0726,260,0.0722,0.1890,0.0235,-0.0101,0.0336
6,0.0473,0.1179,0.0096,0.0066,216,-0.0817,264,0.0807,0.4071,0.0296,-0.0121,0.0417
7,0.0490,0.1266,0.0119,0.0079,210,-0.0925,270,0.0885,0.5996,0.0358,-0.0144,0.0502
8,0.0508,0.1352,0.0144,0.0092,211,-0.1000,269,0.0986,1.1669,0.0419,-0.0162,0.0582
9,0.0527,0.1437,0.0170,0.0106,209,-0.1088,271,0.1073,1.7219,0.0482,-0.0182,0.0663
10,0.0547,0.1518,0.0198,0.0120,212,-0.1145,268,0.1180,2.6020,0.0543,-0.0197,0.0740
11,0.0565,0.1596,0.0227,0.0134,215,-0.1198,265,0.1284,3.0829,0.0601,-0.0213,0.0814
12,0.0583,0.1672,0.0256,0.0148,217,-0.1254,263,0.1383,3.9790,0.0659,-0.0229,0.0888
13,0.0600,0.1745,0.0287,0.0163,217,-0.1319,263,0.1468,4.9531,0.0713,-0.0245,0.0958
14,0.0616,0.1816,0.0317,0.0177,220,-0.1364,260,0.1569,5.6697,0.0767,-0.0261,0.1028
15,0.0630,0.1885,0.0348,0.0191,219,-0.1433,261,0.1643,6.3076,0.0818,-0.0279,0.1096
16,0.0644,0.1952,0.0379,0.0204,218,-0.1500,262,0.1713,6.7326,0.0867,-0.0296,0.1163
17,0.0656,0.2016,0.0410,0.0217,216,-0.1573,264,0.1773,7.4551,0.0914,-0.0313,0.1227
18,0.0668,0.2077,0.0441,0.0229,216,-0.1631,264,0.1842,8.1755,0.0961,-0.0332,0.1293
19,0.0679,0.2136,0.0472,0.0241,215,-0.1695,265,0.1901,9.2585,0.1006,-0.0351,0.1357
20,0.0688,0.2194,0.0502,0.0252,217,-0.1734,263,0.1979,9.8576,0.1048,-0.0371,0.1419
21,0.0697,0.2250,0.0533,0.0264,217,-0.1789,263,0.2040,10.7141,0.1089,-0.0390,0.1479
22,0.0704,0.2305,0.0563,0.0274,216,-0.1852,264,0.2092,11.1250,0.1130,-0.0413,0.1543
23,0.0712,0.2358,0.0593,0.0283,214,-0.1923,266,0.2133,11.7349,0.1172,-0.0435,0.1607
24,0.0719,0.2408,0.0622,0.0292,214,-0.1973,266,0.2187,12.5294,0.1213,-0.0458,0.1670
25,0.0728,0.2459,0.0652,0.0299,214,-0.2022,266,0.2243,13.7473,0.1257,-0.0480,0.1736
26,0.0735,0.2508,0.0681,0.0307,212,-0.2090,268,0.2279,14.8733,0.1298,-0.0502,0.1800
27,0.0744,0.2556,0.0709,0.0314,209,-0.2168,271,0.2307,16.8417,0.1341,-0.0523,0.1864
28,0.0753,0.2604,0.0738,0.0321,206,-0.2247,274,0.2333,17.6439,0.1383,-0.0544,0.1927
29,0.0766,0.2653,0.0767,0.0326,202,-0.2335,278,0.2356,18.3016,0.1423,-0.0553,0.1975
30,0.0779,0.2700,0.0795,0.0331,201,-0.2389,279,0.2401,19.1314,0.1461,-0.0562,0.2023
31,0.0791,0.2745,0.0824,0.0336,201,-0.2431,279,0.2452,20.0688,0.1498,-0.0571,0.2069
32,0.0802,0.2790,0.0852,0.0341,199,-0.2497,281,0.2484,22.2164,0.1533,-0.0581,0.2114
33,0.0813,0.2832,0.0880,0.0345,198,-0.2549,282,0.2523,23.5958,0.1569,-0.0590,0.2159
34,0.0824,0.2875,0.0907,0.0349,196,-0.2615,284,0.2552,24.5801,0.1603,-0.0600,0.2202
35,0.0834,0.2916,0.0934,0.0353,195,-0.2669,285,0.2588,25.7774,0.1635,-0.0609,0.2244
36,0.0843,0.2955,0.0961,0.0357,195,-0.2708,285,0.2630,26.4879,0.1665,-0.0618,0.2283
37,0.0851,0.2993,0.0988,0.0361,194,-0.2760,286,0.2661,26.9700,0.1694,-0.0628,0.2322
38,0.0860,0.3029,0.1013,0.0364,194,-0.2795,286,0.2701,27.0274,0.1724,-0.0637,0.2362
39,0.0869,0.3064,0.1039,0.0368,194,-0.2829,286,0.2738,27.3341,0.1753,-0.0647,0.2400
40,0.0876,0.3097,0.1063,0.0371,194,-0.2862,286,0.2774,27.9093,0.1780,-0.0657,0.2437
41,0.0883,0.3129,0.1087,0.0374,193,-0.2909,287,0.2798,28.3517,0.1806,-0.0666,0.2473
42,0.0889,0.3159,0.1111,0.0377,193,-0.2940,287,0.2830,28.7743,0.1831,-0.0676,0.2507
43,0.0895,0.3188,0.1134,0.0380,193,-0.2970,287,0.2860,29.2329,0.1854,-0.0685,0.2540
44,0.0901,0.3216,0.1156,0.0383,192,-0.3015,288,0.2879,29.3565,0.1877,-0.0695,0.2571
45,0.0905,0.3242,0.1178,0.0385,192,-0.3043,288,0.2906,29.5977,0.1898,-0.0704,0.2602
46,0.0910,0.3267,0.1199,0.0388,191,-0.3086,289,0.2922,29.9277,0.1918,-0.0713,0.2631
47,0.0914,0.3292,0.1219,0.0390,191,-0.3112,289,0.2946,29.7222,0.1937,-0.0722,0.2659
48,0.0918,0.3315,0.1238,0.0393,190,-0.3154,290,0.2960,29.8835,0.1956,-0.0731,0.2688
49,0.0922,0.3338,0.1257,0.0394,190,-0.3179,290,0.2983,30.0018,0.1975,-0.0741,0.2716
50,0.0924,0.3361,0.1276,0.0396,190,-0.3206,290,0.3004,30.3959,0.1993,-0.0752,0.2745
51,0.0926,0.3382,0.1294,0.0397,190,-0.3232,290,0.3025,30.4334,0.2010,-0.0764,0.2774
52,0.0928,0.3403,0.1311,0.0398,190,-0.3256,290,0.3044,30.5974,0.2026,-0.0774,0.2801
53,0.0930,0.3422,0.1328,0.0399,190,-0.3280,290,0.3062,30.8879,0.2042,-0.0785,0.2826
54,0.0931,0.3441,0.1344,0.0400,190,-0.3303,290,0.3080,31.0979,0.2056,-0.0795,0.2851
55,0.0932,0.3459,0.1360,0.0401,189,-0.3342,291,0.3086,31.4545,0.2070,-0.0805,0.2875
56,0.0934,0.3476,0.1375,0.0402,189,-0.3363,291,0.3101,31.8594,0.2083,-0.0814,0.2897
57,0.0934,0.3493,0.1390,0.0403,189,-0.3385,291,0.3116,31.9882,0.2097,-0.0825,0.2922
58,0.0935,0.3510,0.1404,0.0403,190,-0.3388,290,0.3142,32.1565,0.2111,-0.0837,0.2947
59,0.0935,0.3525,0.1418,0.0403,191,-0.3390,289,0.3167,31.7505,0.2124,-0.0848,0.2972
60,0.0935,0.3540,0.1431,0.0403,191,-0.3410,289,0.3179,31.8790,0.2137,-0.0860,0.2996
61,0.0935,0.3554,0.1444,0.0403,191,-0.3428,289,0.3191,32.3260,0.2149,-0.0871,0.3020
62,0.0935,0.3568,0.1456,0.0403,191,-0.3446,289,0.3203,32.3913,0.2160,-0.0881,0.3041
63,0.0935,0.3580,0.1468,0.0403,191,-0.3463,289,0.3214,32.6267,0.2171,-0.0891,0.3062
64,0.0935,0.3593,0.1480,0.0403,192,-0.3461,288,0.3235,32.7112,0.2181,-0.0901,0.3082
65,0.0931,0.3606,0.1492,0.0403,192,-0.3482,288,0.3244,33.0388,0.2191,-0.0916,0.3106
66,0.0928,0.3618,0.1503,0.0402,193,-0.3484,287,0.3264,32.8227,0.2200,-0.0930,0.3130
67,0.0925,0.3632,0.1515,0.0402,193,-0.3506,287,0.3272,33.2361,0.2209,-0.0944,0.3152
68,0.0922,0.3644,0.1526,0.0402,193,-0.3526,287,0.3281,33.6701,0.2217,-0.0957,0.3174
