step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0396,0.0907,0.0036,0.0034,227,-0.0563,253,0.0496,0.0000,0.0027,-0.0025,0.0052
1,0.0413,0.0880,0.0032,0.0031,221,-0.0529,259,0.0475,0.0000,0.0069,-0.0024,0.0092
2,0.0430,0.0858,0.0030,0.0028,219,-0.0490,261,0.0467,0.0000,0.0111,-0.0022,0.0133
3,0.0447,0.0841,0.0028,0.0026,215,-0.0459,265,0.0460,0.0000,0.0152,-0.0021,0.0173
4,0.0464,0.0828,0.0028,0.0024,215,-0.0424,265,0.0464,0.0000,0.0194,-0.0019,0.0213
5,0.0481,0.0818,0.0027,0.0024,208,-0.0405,272,0.0458,0.0000,0.0236,-0.0017,0.0253
6,0.0498,0.0813,0.0028,0.0023,206,-0.0382,274,0.0466,0.0000,0.0278,-0.0015,0.0293
7,0.0515,0.0809,0.0029,0.0023,203,-0.0363,277,0.0473,0.0000,0.0319,-0.0013,0.0332
8,0.0532,0.0807,0.0031,0.0023,200,-0.0344,280,0.0481,0.0000,0.0360,-0.0011,0.0371
9,0.0549,0.0806,0.0033,0.0024,199,-0.0322,281,0.0493,0.0000,0.0401,-0.0009,0.0409
10,0.0566,0.0805,0.0035,0.0024,198,-0.0302,282,0.0507,0.0000,0.0441,-0.0006,0.0447
11,0.0583,0.0806,0.0038,0.0025,196,-0.0285,284,0.0519,0.0000,0.0482,-0.0003,0.0485
12,0.0600,0.0809,0.0041,0.0026,190,-0.0275,290,0.0525,0.0000,0.0521,-0.0000,0.0521
13,0.0617,0.0813,0.0044,0.0027,184,-0.0267,296,0.0533,0.0000,0.0561,0.0003,0.0558
14,0.0634,0.0819,0.0048,0.0028,179,-0.0258,301,0.0542,0.0000,0.0600,0.0007,0.0593
15,0.0651,0.0825,0.0051,0.0029,176,-0.0247,304,0.0556,0.0000,0.0638,0.0011,0.0628
16,0.0668,0.0832,0.0055,0.0030,170,-0.0241,310,0.0565,0.0000,0.0676,0.0015,0.0662
17,0.0685,0.0840,0.0059,0.0031,165,-0.0234,315,0.0575,0.0000,0.0714,0.0019,0.0695
18,0.0702,0.0848,0.0064,0.0032,160,-0.0229,320,0.0586,0.0000,0.0751,0.0023,0.0728
19,0.0719,0.0858,0.0068,0.0033,158,-0.0220,322,0.0603,0.0000,0.0787,0.0028,0.0759
20,0.0735,0.0868,0.0072,0.0034,153,-0.0216,327,0.0614,0.0000,0.0823,0.0033,0.0790
21,0.0752,0.0879,0.0077,0.0035,151,-0.0209,329,0.0631,0.0000,0.0859,0.0039,0.0820
22,0.0769,0.0890,0.0081,0.0036,146,-0.0207,334,0.0643,0.0000,0.0893,0.0045,0.0849
23,0.0785,0.0901,0.0086,0.0037,144,-0.0201,336,0.0660,0.0000,0.0927,0.0051,0.0877
24,0.0802,0.0913,0.0091,0.0038,146,-0.0191,334,0.0685,0.0000,0.0961,0.0057,0.0904
25,0.0818,0.0925,0.0096,0.0039,145,-0.0185,335,0.0704,0.0000,0.0993,0.0064,0.0930
26,0.0835,0.0938,0.0100,0.0040,142,-0.0182,338,0.0719,0.0000,0.1026,0.0071,0.0955
27,0.0851,0.0950,0.0105,0.0041,139,-0.0179,341,0.0734,0.0000,0.1057,0.0079,0.0979
28,0.0868,0.0963,0.0110,0.0042,139,-0.0172,341,0.0756,0.0000,0.1088,0.0086,0.1001
29,0.0884,0.0976,0.0115,0.0043,139,-0.0166,341,0.0777,0.0000,0.1118,0.0095,0.1023
30,0.0900,0.0990,0.0120,0.0044,134,-0.0167,346,0.0787,0.0000,0.1148,0.0103,0.1044
31,0.0917,0.1003,0.0125,0.0045,133,-0.0163,347,0.0807,0.0000,0.1176,0.0113,0.1064
32,0.0933,0.1017,0.0130,0.0046,128,-0.0164,352,0.0817,0.0000,0.1205,0.0122,0.1083
33,0.0949,0.1031,0.0135,0.0046,127,-0.0160,353,0.0836,0.0000,0.1232,0.0132,0.1100
34,0.0966,0.1044,0.0140,0.0047,126,-0.0156,354,0.0855,0.0000,0.1259,0.0143,0.1117
35,0.0982,0.1058,0.0145,0.0048,127,-0.0150,353,0.0879,0.0000,0.1286,0.0153,0.1132
36,0.0998,0.1072,0.0150,0.0049,127,-0.0146,353,0.0900,0.0000,0.1311,0.0165,0.1146
37,0.1015,0.1087,0.0155,0.0049,127,-0.0141,353,0.0922,0.0000,0.1336,0.0177,0.1160
38,0.1031,0.1101,0.0160,0.0050,127,-0.0137,353,0.0943,0.0000,0.1361,0.0189,0.1172
39,0.1048,0.1115,0.0165,0.0051,125,-0.0134,355,0.0960,0.0000,0.1385,0.0202,0.1183
40,0.1064,0.1129,0.0170,0.0052,122,-0.0133,358,0.0973,0.0000,0.1408,0.0215,0.1194
41,0.1081,0.1144,0.0175,0.0052,122,-0.0129,358,0.0995,0.0000,0.1431,0.0228,0.1203
42,0.1098,0.1158,0.0181,0.0053,119,-0.0128,361,0.1008,0.0000,0.1453,0.0242,0.1211
43,0.1114,0.1173,0.0186,0.0054,121,-0.0122,359,0.1036,0.0000,0.1475,0.0256,0.1219
44,0.1131,0.1188,0.0191,0.0055,114,-0.0125,366,0.1037,0.0000,0.1496,0.0271,0.1225
45,0.1147,0.1203,0.0197,0.0055,112,-0.0123,368,0.1053,0.0000,0.1517,0.0286,0.1231
46,0.1164,0.1218,0.0202,0.0056,108,-0.0124,372,0.1063,0.0000,0.1537,0.0302,0.1236
47,0.1181,0.1233,0.0208,0.0057,103,-0.0126,377,0.1070,0.0000,0.1557,0.0317,0.1240
48,0.1197,0.1248,0.0213,0.0057,103,-0.0123,377,0.1091,0.0000,0.1576,0.0333,0.1243
49,0.1214,0.1263,0.0219,0.0058,103,-0.0119,377,0.1112,0.0000,0.1595,0.0349,0.1246
50,0.1230,0.1277,0.0224,0.0059,102,-0.0116,378,0.1129,0.0000,0.1613,0.0365,0.1248
51,0.1246,0.1292,0.0230,0.0060,98,-0.0117,382,0.1138,0.0000,0.1631,0.0382,0.1249
52,0.1263,0.1307,0.0235,0.0060,94,-0.0118,386,0.1146,0.0000,0.1649,0.0399,0.1250
53,0.1279,0.1322,0.0241,0.0061,95,-0.0113,385,0.1169,0.0000,0.1666,0.0415,0.1251
54,0.1295,0.1337,0.0247,0.0061,91,-0.0115,389,0.1177,0.0000,0.1682,0.0432,0.1251
55,0.1311,0.1351,0.0252,0.0062,90,-0.0112,390,0.1194,0.0000,0.1699,0.0449,0.1250
56,0.1327,0.1366,0.0258,0.0063,90,-0.0109,390,0.1213,0.0000,0.1715,0.0466,0.1249
57,0.1342,0.1380,0.0264,0.0063,84,-0.0113,396,0.1214,0.0000,0.1730,0.0482,0.1248
58,0.1358,0.1394,0.0269,0.0064,77,-0.0119,403,0.1211,0.0000,0.1745,0.0499,0.1246
59,0.1373,0.1409,0.0275,0.0064,74,-0.0120,406,0.1220,0.0000,0.1760,0.0516,0.1245
60,0.1388,0.1423,0.0280,0.0065,71,-0.0122,409,0.1229,0.0000,0.1775,0.0532,0.1243
61,0.1403,0.1437,0.0286,0.0065,69,-0.0122,411,0.1241,0.0000,0.1789,0.0549,0.1240
62,0.1418,0.1450,0.0291,0.0066,68,-0.0120,412,0.1255,0.0000,0.1803,0.0565,0.1238
63,0.1432,0.1464,0.0296,0.0066,64,-0.0124,416,0.1260,0.0000,0.1816,0.0581,0.1235
64,0.1446,0.1477,0.0301,0.0066,62,-0.0125,418,0.1270,0.0000,0.1829,0.0597,0.1232
65,0.1461,0.1491,0.0306,0.0067,61,-0.0124,419,0.1284,0.0000,0.1842,0.0613,0.1230
