step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0400,0.0884,0.0034,0.0033,235,-0.0514,245,0.0494,0.0000,-0.0009,0.0007,-0.0016
1,0.0419,0.0856,0.0030,0.0030,235,-0.0465,245,0.0484,0.0000,0.0032,0.0010,0.0022
2,0.0437,0.0834,0.0028,0.0027,226,-0.0440,254,0.0464,0.0000,0.0072,0.0013,0.0059
3,0.0455,0.0818,0.0026,0.0025,227,-0.0400,253,0.0468,0.0000,0.0113,0.0016,0.0096
4,0.0474,0.0806,0.0025,0.0023,219,-0.0379,261,0.0460,0.0000,0.0153,0.0020,0.0133
5,0.0493,0.0799,0.0025,0.0022,214,-0.0358,266,0.0462,0.0000,0.0193,0.0024,0.0169
6,0.0511,0.0796,0.0025,0.0022,205,-0.0347,275,0.0461,0.0000,0.0232,0.0028,0.0205
7,0.0530,0.0795,0.0026,0.0022,204,-0.0324,276,0.0476,0.0000,0.0272,0.0032,0.0240
8,0.0549,0.0794,0.0027,0.0022,201,-0.0305,279,0.0487,0.0000,0.0312,0.0037,0.0274
9,0.0569,0.0795,0.0028,0.0022,200,-0.0283,280,0.0503,0.0000,0.0351,0.0043,0.0308
10,0.0588,0.0797,0.0030,0.0023,198,-0.0263,282,0.0518,0.0000,0.0390,0.0048,0.0342
11,0.0607,0.0799,0.0032,0.0024,195,-0.0245,285,0.0532,0.0000,0.0429,0.0055,0.0374
12,0.0627,0.0802,0.0034,0.0025,188,-0.0233,292,0.0539,0.0000,0.0468,0.0061,0.0407
13,0.0647,0.0807,0.0037,0.0026,179,-0.0223,301,0.0543,0.0000,0.0507,0.0068,0.0438
14,0.0667,0.0814,0.0040,0.0027,170,-0.0216,310,0.0549,0.0000,0.0545,0.0076,0.0469
15,0.0688,0.0822,0.0042,0.0028,163,-0.0205,317,0.0559,0.0000,0.0583,0.0084,0.0499
16,0.0708,0.0831,0.0045,0.0030,153,-0.0201,327,0.0565,0.0000,0.0622,0.0093,0.0528
17,0.0729,0.0842,0.0049,0.0031,152,-0.0185,328,0.0588,0.0000,0.0660,0.0103,0.0557
18,0.0751,0.0854,0.0052,0.0032,146,-0.0177,334,0.0602,0.0000,0.0698,0.0113,0.0584
19,0.0772,0.0867,0.0055,0.0034,140,-0.0169,340,0.0617,0.0000,0.0735,0.0124,0.0611
20,0.0794,0.0882,0.0059,0.0035,134,-0.0162,346,0.0633,0.0000,0.0773,0.0136,0.0637
21,0.0817,0.0897,0.0062,0.0037,130,-0.0154,350,0.0653,0.0000,0.0811,0.0149,0.0662
22,0.0840,0.0914,0.0066,0.0038,125,-0.0148,355,0.0671,0.0000,0.0848,0.0163,0.0685
23,0.0863,0.0931,0.0070,0.0040,121,-0.0141,359,0.0693,0.0000,0.0885,0.0177,0.0708
24,0.0887,0.0950,0.0074,0.0041,117,-0.0136,363,0.0714,0.0000,0.0922,0.0193,0.0729
25,0.0911,0.0970,0.0078,0.0043,110,-0.0135,370,0.0731,0.0000,0.0959,0.0209,0.0750
26,0.0936,0.0992,0.0082,0.0044,105,-0.0132,375,0.0752,0.0000,0.0996,0.0227,0.0769
27,0.0961,0.1013,0.0086,0.0046,101,-0.0129,379,0.0775,0.0000,0.1032,0.0246,0.0787
28,0.0987,0.1036,0.0090,0.0047,101,-0.0121,379,0.0807,0.0000,0.1069,0.0266,0.0803
29,0.1014,0.1060,0.0095,0.0048,99,-0.0115,381,0.0836,0.0000,0.1105,0.0287,0.0818
30,0.1041,0.1084,0.0099,0.0050,98,-0.0108,382,0.0867,0.0000,0.1141,0.0309,0.0832
31,0.1069,0.1109,0.0104,0.0051,94,-0.0105,386,0.0892,0.0000,0.1177,0.0333,0.0844
32,0.1098,0.1135,0.0109,0.0053,91,-0.0102,389,0.0920,0.0000,0.1213,0.0358,0.0855
33,0.1127,0.1161,0.0114,0.0054,92,-0.0094,388,0.0959,0.0000,0.1249,0.0384,0.0865
34,0.1156,0.1188,0.0119,0.0056,89,-0.0091,391,0.0988,0.0000,0.1284,0.0411,0.0873
35,0.1187,0.1217,0.0124,0.0057,87,-0.0086,393,0.1020,0.0000,0.1320,0.0440,0.0880
36,0.1217,0.1245,0.0130,0.0059,84,-0.0083,396,0.1050,0.0000,0.1355,0.0470,0.0885
37,0.1249,0.1275,0.0135,0.0060,81,-0.0080,399,0.1080,0.0000,0.1390,0.0501,0.0889
