step,community_0,community_1,community_2,community_3,community_4,community_5,community_6,community_7,community_8,community_9,community_12,community_14,community_16,community_17,community_22,community_23,community_24,community_26,community_33,community_34,community_37,community_41,community_42,community_43,community_45,community_54,community_68
199,0.0120,0.0063,0.0158,0.0182,0.0157,0.0200,0.0073,0.0152,0.0002,0.0235,0.0047,0.0260,0.0003,0.0000,0.0179,0.0367,0.0027,0.0132,0.0138,0.0094,0.0099,0.0050,0.0324,0.0055,0.0322,0.0296,0.0044
200,0.0120,0.0064,0.0159,0.0181,0.0156,0.0200,0.0073,0.0152,0.0002,0.0235,0.0047,0.0261,0.0003,0.0000,0.0179,0.0367,0.0027,0.0132,0.0138,0.0094,0.0099,0.0050,0.0325,0.0055,0.0322,0.0299,0.0044
201,0.0120,0.0065,0.0160,0.0181,0.0156,0.0200,0.0074,0.0152,0.0002,0.0235,0.0048,0.0263,0.0003,0.0000,0.0179,0.0368,0.0028,0.0132,0.0138,0.0094,0.0099,0.0050,0.0325,0.0055,0.0322,0.0301,0.0045
202,0.0120,0.0065,0.0160,0.0181,0.0156,0.0200,0.0075,0.0152,0.0002,0.0235,0.0048,0.0264,0.0003,0.0000,0.0179,0.0369,0.0028,0.0132,0.0138,0.0094,0.0099,0.0050,0.0326,0.0055,0.0323,0.0304,0.0045
203,0.0120,0.0066,0.0161,0.0181,0.0156,0.0200,0.0076,0.0152,0.0002,0.0235,0.0049,0.0266,0.0003,0.0000,0.0179,0.0369,0.0028,0.0132,0.0138,0.0094,0.0099,0.0050,0.0327,0.0055,0.0323,0.0306,0.0046
204,0.0120,0.0067,0.0162,0.0181,0.0155,0.0200,0.0076,0.0152,0.0002,0.0234,0.0049,0.0267,0.0003,0.0000,0.0179,0.0369,0.0028,0.0132,0.0138,0.0094,0.0099,0.0050,0.0327,0.0055,0.0323,0.0308,0.0046
205,0.0121,0.0067,0.0163,0.0181,0.0155,0.0200,0.0077,0.0152,0.0002,0.0234,0.0049,0.0268,0.0003,0.0000,0.0179,0.0370,0.0029,0.0132,0.0138,0.0094,0.0099,0.0051,0.0328,0.0055,0.0323,0.0311,0.0046
206,0.0121,0.0068,0.0163,0.0181,0.0155,0.0200,0.0078,0.0152,0.0002,0.0234,0.0050,0.0270,0.0003,0.0000,0.0179,0.0370,0.0029,0.0132,0.0139,0.0094,0.0099,0.0051,0.0328,0.0055,0.0323,0.0313,0.0047
207,0.0121,0.0069,0.0164,0.0181,0.0155,0.0200,0.0079,0.0152,0.0002,0.0234,0.0050,0.0271,0.0003,0.0000,0.0179,0.0370,0.0029,0.0132,0.0139,0.0094,0.0099,0.0051,0.0329,0.0055,0.0323,0.0315,0.0047
208,0.0121,0.0069,0.0165,0.0181,0.0154,0.0200,0.0079,0.0151,0.0002,0.0234,0.0051,0.0272,0.0003,0.0000,0.0179,0.0371,0.0029,0.0132,0.0139,0.0094,0.0099,0.0051,0.0329,0.0055,0.0323,0.0317,0.0048
209,0.0121,0.0070,0.0166,0.0181,0.0154,0.0200,0.0080,0.0151,0.0002,0.0234,0.0051,0.0273,0.0003,0.0000,0.0179,0.0371,0.0030,0.0132,0.0139,0.0094,0.0099,0.0051,0.0330,0.0055,0.0324,0.0319,0.0048
210,0.0121,0.0071,0.0166,0.0181,0.0154,0.0200,0.0081,0.0151,0.0002,0.0234,0.0051,0.0274,0.0003,0.0000,0.0179,0.0371,0.0030,0.0132,0.0139,0.0093,0.0099,0.0051,0.0331,0.0056,0.0324,0.0321,0.0049
211,0.0121,0.0071,0.0167,0.0181,0.0154,0.0200,0.0081,0.0151,0.0002,0.0234,0.0052,0.0275,0.0003,0.0000,0.0179,0.0371,0.0030,0.0132,0.0139,0.0093,0.0099,0.0051,0.0331,0.0056,0.0324,0.0322,0.0049
212,0.0121,0.0072,0.0168,0.0180,0.0153,0.0200,0.0082,0.0151,0.0002,0.0234,0.0052,0.0276,0.0003,0.0000,0.0179,0.0371,0.0031,0.0132,0.0139,0.0093,0.0099,0.0051,0.0332,0.0056,0.0324,0.0324,0.0049
213,0.0121,0.0073,0.0168,0.0180,0.0153,0.0200,0.0083,0.0151,0.0002,0.0234,0.0052,0.0277,0.0003,0.0000,0.0179,0.0371,0.0031,0.0132,0.0139,0.0093,0.0099,0.0051,0.0332,0.0056,0.0324,0.0326,0.0050
214,0.0121,0.0073,0.0169,0.0180,0.0153,0.0200,0.0083,0.0151,0.0002,0.0233,0.0053,0.0278,0.0003,0.0000,0.0179,0.0371,0.0031,0.0132,0.0139,0.0093,0.0099,0.0051,0.0333,0.0056,0.0324,0.0328,0.0050
215,0.0121,0.0074,0.0169,0.0180,0.0153,0.0200,0.0084,0.0151,0.0002,0.0233,0.0053,0.0279,0.0003,0.0000,0.0179,0.0371,0.0031,0.0132,0.0139,0.0093,0.0099,0.0052,0.0333,0.0056,0.0324,0.0329,0.0050
216,0.0121,0.0074,0.0170,0.0180,0.0153,0.0200,0.0085,0.0151,0.0002,0.0233,0.0053,0.0280,0.0003,0.0000,0.0179,0.0371,0.0032,0.0132,0.0140,0.0093,0.0099,0.0052,0.0334,0.0056,0.0324,0.0331,0.0051
217,0.0121,0.0075,0.0171,0.0180,0.0152,0.0200,0.0085,0.0151,0.0002,0.0233,0.0054,0.0281,0.0003,0.0000,0.0179,0.0371,0.0032,0.0132,0.0140,0.0093,0.0099,0.0052,0.0334,0.0056,0.0324,0.0332,0.0051
218,0.0121,0.0076,0.0171,0.0180,0.0152,0.0200,0.0086,0.0151,0.0002,0.0233,0.0054,0.0282,0.0003,0.0000,0.0179,0.0371,0.0032,0.0132,0.0140,0.0093,0.0099,0.0052,0.0335,0.0056,0.0324,0.0334,0.0051
219,0.0121,0.0076,0.0172,0.0180,0.0152,0.0200,0.0086,0.0151,0.0002,0.0233,0.0054,0.0283,0.0003,0.0000,0.0179,0.0371,0.0033,0.0132,0.0140,0.0093,0.0099,0.0052,0.0335,0.0056,0.0324,0.0335,0.0052
220,0.0121,0.0077,0.0172,0.0180,0.0152,0.0200,0.0087,0.0151,0.0002,0.0233,0.0055,0.0283,0.0003,0.0000,0.0179,0.0371,0.0033,0.0131,0.0140,0.0093,0.0099,0.0052,0.0335,0.0056,0.0324,0.0336,0.0052
221,0.0121,0.0077,0.0173,0.0180,0.0152,0.0200,0.0088,0.0151,0.0002,0.0233,0.0055,0.0284,0.0003,0.0000,0.0179,0.0371,0.0033,0.0131,0.0140,0.0093,0.0099,0.0052,0.0336,0.0057,0.0324,0.0338,0.0052
222,0.0121,0.0078,0.0173,0.0180,0.0151,0.0200,0.0088,0.0151,0.0002,0.0233,0.0055,0.0285,0.0003,0.0000,0.0179,0.0371,0.0034,0.0131,0.0140,0.0092,0.0099,0.0052,0.0336,0.0057,0.0325,0.0339,0.0053
223,0.0121,0.0078,0.0174,0.0180,0.0151,0.0200,0.0089,0.0151,0.0002,0.0233,0.0055,0.0286,0.0003,0.0000,0.0179,0.0370,0.0034,0.0131,0.0140,0.0092,0.0099,0.0052,0.0337,0.0057,0.0325,0.0340,0.0053
224,0.0121,0.0079,0.0174,0.0180,0.0151,0.0200,0.0089,0.0151,0.0002,0.0233,0.0056,0.0286,0.0003,0.0000,0.0179,0.0370,0.0034,0.0131,0.0140,0.0092,0.0099,0.0052,0.0337,0.0057,0.0325,0.0341,0.0053
225,0.0121,0.0079,0.0175,0.0180,0.0151,0.0200,0.0090,0.0151,0.0002,0.0233,0.0056,0.0287,0.0003,0.0000,0.0179,0.0370,0.0034,0.0131,0.0140,0.0092,0.0099,0.0052,0.0338,0.0057,0.0325,0.0342,0.0053
226,0.0121,0.0080,0.0175,0.0180,0.0151,0.0200,0.0090,0.0151,0.0002,0.0233,0.0056,0.0287,0.0003,0.0000,0.0179,0.0370,0.0035,0.0131,0.0140,0.0092,0.0099,0.0052,0.0338,0.0057,0.0325,0.0343,0.0054
227,0.0121,0.0081,0.0175,0.0180,0.0151,0.0200,0.0091,0.0150,0.0002,0.0233,0.0056,0.0288,0.0003,0.0000,0.0179,0.0370,0.0035,0.0131,0.0140,0.0092,0.0099,0.0053,0.0338,0.0057,0.0325,0.0344,0.0054
228,0.0121,0.0081,0.0176,0.0179,0.0150,0.0200,0.0091,0.0150,0.0002,0.0232,0.0057,0.0289,0.0003,0.0000,0.0179,0.0370,0.0035,0.0131,0.0140,0.0092,0.0099,0.0053,0.0339,0.0057,0.0325,0.0345,0.0054
229,0.0122,0.0082,0.0176,0.0179,0.0150,0.0200,0.0092,0.0150,0.0002,0.0232,0.0057,0.0289,0.0003,0.0000,0.0179,0.0369,0.0036,0.0131,0.0140,0.0092,0.0099,0.0053,0.0339,0.0057,0.0325,0.0346,0.0055
230,0.0122,0.0082,0.0177,0.0179,0.0150,0.0200,0.0092,0.0150,0.0002,0.0232,0.0057,0.0290,0.0003,0.0000,0.0179,0.0369,0.0036,0.0131,0.0140,0.0092,0.0099,0.0053,0.0339,0.0057,0.0325,0.0347,0.0055
231,0.0122,0.0083,0.0177,0.0179,0.0150,0.0200,0.0093,0.0150,0.0002,0.0232,0.0057,0.0290,0.0003,0.0000,0.0179,0.0369,0.0036,0.0131,0.0141,0.0092,0.0099,0.0053,0.0340,0.0057,0.0325,0.0348,0.0055
232,0.0122,0.0083,0.0177,0.0179,0.0150,0.0200,0.0093,0.0150,0.0002,0.0232,0.0058,0.0291,0.0003,0.0000,0.0179,0.0369,0.0037,0.0131,0.0141,0.0092,0.0099,0.0053,0.0340,0.0058,0.0325,0.0349,0.0055
233,0.0122,0.0084,0.0178,0.0179,0.0150,0.0200,0.0094,0.0150,0.0002,0.0232,0.0058,0.0291,0.0003,0.0000,0.0179,0.0369,0.0037,0.0131,0.0141,0.0091,0.0099,0.0053,0.0340,0.0058,0.0325,0.0350,0.0055
234,0.0122,0.0084,0.0178,0.0179,0.0150,0.0200,0.0094,0.0150,0.0002,0.0232,0.0058,0.0292,0.0003,0.0000,0.0179,0.0368,0.0037,0.0131,0.0141,0.0091,0.0099,0.0053,0.0341,0.0058,0.0325,0.0351,0.0056
235,0.0122,0.0084,0.0178,0.0179,0.0149,0.0200,0.0095,0.0150,0.0002,0.0232,0.0058,0.0292,0.0003,0.0000,0.0179,0.0368,0.0037,0.0131,0.0141,0.0091,0.0099,0.0053,0.0341,0.0058,0.0325,0.0352,0.0056
236,0.0122,0.0085,0.0179,0.0179,0.0149,0.0200,0.0095,0.0150,0.0002,0.0232,0.0058,0.0292,0.0003,0.0000,0.0179,0.0368,0.0038,0.0131,0.0141,0.0091,0.0099,0.0053,0.0341,0.0058,0.0325,0.0352,0.0056
237,0.0122,0.0085,0.0179,0.0179,0.0149,0.0200,0.0095,0.0150,0.0002,0.0232,0.0059,0.0293,0.0003,0.0000,0.0179,0.0368,0.0038,0.0131,0.0141,0.0091,0.0099,0.0053,0.0342,0.0058,0.0325,0.0353,0.0056
238,0.0122,0.0086,0.0179,0.0179,0.0149,0.0200,0.0096,0.0150,0.0002,0.0232,0.0059,0.0293,0.0003,0.0000,0.0179,0.0367,0.0038,0.0131,0.0141,0.0091,0.0099,0.0053,0.0342,0.0058,0.0325,0.0354,0.0056
239,0.0122,0.0086,0.0180,0.0179,0.0149,0.0200,0.0096,0.0150,0.0002,0.0232,0.0059,0.0294,0.0003,0.0000,0.0179,0.0367,0.0039,0.0131,0.0141,0.0091,0.0099,0.0053,0.0342,0.0058,0.0325,0.0355,0.0057
240,0.0122,0.0087,0.0180,0.0179,0.0149,0.0200,0.0097,0.0150,0.0002,0.0232,0.0059,0.0294,0.0003,0.0000,0.0179,0.0367,0.0039,0.0131,0.0141,0.0091,0.0099,0.0053,0.0343,0.0058,0.0325,0.0355,0.0057
241,0.0122,0.0087,0.0180,0.0179,0.0149,0.0200,0.0097,0.0150,0.0003,0.0232,0.0059,0.0294,0.0003,0.0000,0.0179,0.0367,0.0039,0.0131,0.0141,0.0091,0.0099,0.0053,0.0343,0.0058,0.0325,0.0356,0.0057
242,0.0122,0.0088,0.0180,0.0179,0.0149,0.0200,0.0097,0.0150,0.0003,0.0232,0.0060,0.0295,0.0003,0.0000,0.0179,0.0367,0.0040,0.0131,0.0141,0.0091,0.0099,0.0053,0.0343,0.0058,0.0325,0.0357,0.0057
243,0.0122,0.0088,0.0181,0.0179,0.0149,0.0200,0.0098,0.0150,0.0003,0.0232,0.0060,0.0295,0.0003,0.0000,0.0179,0.0366,0.0040,0.0131,0.0141,0.0091,0.0099,0.0053,0.0343,0.0058,0.0325,0.0357,0.0057
244,0.0122,0.0088,0.0181,0.0179,0.0148,0.0200,0.0098,0.0150,0.0003,0.0232,0.0060,0.0295,0.0003,0.0000,0.0179,0.0366,0.0040,0.0131,0.0141,0.0090,0.0099,0.0054,0.0344,0.0058,0.0325,0.0358,0.0058
245,0.0122,0.0089,0.0181,0.0179,0.0148,0.0199,0.0098,0.0150,0.0003,0.0232,0.0060,0.0296,0.0003,0.0000,0.0179,0.0366,0.0040,0.0131,0.0141,0.0090,0.0099,0.0054,0.0344,0.0058,0.0325,0.0358,0.0058
246,0.0122,0.0089,0.0181,0.0179,0.0148,0.0199,0.0099,0.0150,0.0003,0.0232,0.0060,0.0296,0.0003,0.0000,0.0179,0.0366,0.0041,0.0131,0.0141,0.0090,0.0099,0.0054,0.0344,0.0058,0.0325,0.0359,0.0058
247,0.0122,0.0090,0.0182,0.0179,0.0148,0.0199,0.0099,0.0150,0.0003,0.0232,0.0060,0.0296,0.0003,0.0000,0.0179,0.0366,0.0041,0.0131,0.0141,0.0090,0.0099,0.0054,0.0344,0.0059,0.0325,0.0359,0.0058
248,0.0122,0.0090,0.0182,0.0179,0.0148,0.0199,0.0099,0.0150,0.0003,0.0232,0.0061,0.0296,0.0003,0.0000,0.0179,0.0365,0.0041,0.0131,0.0141,0.0090,0.0099,0.0054,0.0345,0.0059,0.0325,0.0360,0.0058
249,0.0122,0.0090,0.0182,0.0179,0.0148,0.0199,0.0100,0.0150,0.0003,0.0232,0.0061,0.0297,0.0003,0.0000,0.0179,0.0365,0.0042,0.0131,0.0141,0.0090,0.0099,0.0054,0.0345,0.0059,0.0325,0.0360,0.0058
250,0.0122,0.0091,0.0182,0.0179,0.0148,0.0199,0.0100,0.0150,0.0003,0.0232,0.0061,0.0297,0.0003,0.0000,0.0179,0.0365,0.0042,0.0131,0.0141,0.0090,0.0099,0.0054,0.0345,0.0059,0.0325,0.0361,0.0058
251,0.0122,0.0091,0.0182,0.0179,0.0148,0.0199,0.0100,0.0150,0.0003,0.0232,0.0061,0.0297,0.0003,0.0000,0.0179,0.0365,0.0042,0.0131,0.0141,0.0090,0.0099,0.0054,0.0345,0.0059,0.0325,0.0361,0.0059
252,0.0122,0.0091,0.0183,0.0178,0.0148,0.0199,0.0101,0.0149,0.0003,0.0232,0.0061,0.0297,0.0003,0.0000,0.0179,0.0365,0.0043,0.0131,0.0141,0.0090,0.0099,0.0054,0.0345,0.0059,0.0325,0.0362,0.0059
253,0.0122,0.0092,0.0183,0.0178,0.0148,0.0199,0.0101,0.0149,0.0003,0.0232,0.0061,0.0297,0.0003,0.0000,0.0179,0.0364,0.0043,0.0131,0.0141,0.0090,0.0099,0.0054,0.0346,0.0059,0.0325,0.0362,0.0059
254,0.0122,0.0092,0.0183,0.0178,0.0148,0.0199,0.0101,0.0149,0.0003,0.0232,0.0061,0.0298,0.0003,0.0000,0.0179,0.0364,0.0043,0.0131,0.0142,0.0089,0.0099,0.0054,0.0346,0.0059,0.0325,0.0363,0.0059
255,0.0122,0.0092,0.0183,0.0178,0.0147,0.0199,0.0102,0.0149,0.0003,0.0232,0.0061,0.0298,0.0003,0.0000,0.0179,0.0364,0.0044,0.0131,0.0142,0.0089,0.0099,0.0054,0.0346,0.0059,0.0325,0.0363,0.0059
256,0.0122,0.0093,0.0183,0.0178,0.0147,0.0199,0.0102,0.0149,0.0003,0.0232,0.0062,0.0298,0.0003,0.0000,0.0179,0.0364,0.0044,0.0131,0.0142,0.0089,0.0099,0.0054,0.0346,0.0059,0.0325,0.0364,0.0059
257,0.0122,0.0093,0.0183,0.0178,0.0147,0.0199,0.0102,0.0149,0.0003,0.0232,0.0062,0.0298,0.0003,0.0000,0.0179,0.0364,0.0044,0.0131,0.0142,0.0089,0.0099,0.0054,0.0346,0.0059,0.0325,0.0364,0.0059
258,0.0122,0.0093,0.0184,0.0178,0.0147,0.0199,0.0102,0.0149,0.0003,0.0232,0.0062,0.0298,0.0003,0.0000,0.0179,0.0364,0.0044,0.0131,0.0142,0.0089,0.0099,0.0054,0.0346,0.0059,0.0325,0.0364,0.0059
259,0.0122,0.0094,0.0184,0.0178,0.0147,0.0199,0.0103,0.0149,0.0003,0.0232,0.0062,0.0298,0.0003,0.0000,0.0179,0.0363,0.0045,0.0131,0.0142,0.0089,0.0099,0.0054,0.0347,0.0059,0.0325,0.0365,0.0060
260,0.0122,0.0094,0.0184,0.0178,0.0147,0.0199,0.0103,0.0149,0.0003,0.0232,0.0062,0.0299,0.0003,0.0000,0.0179,0.0363,0.0045,0.0131,0.0142,0.0089,0.0099,0.0054,0.0347,0.0059,0.0325,0.0365,0.0060
261,0.0122,0.0094,0.0184,0.0178,0.0147,0.0199,0.0103,0.0149,0.0003,0.0232,0.0062,0.0299,0.0003,0.0000,0.0179,0.0363,0.0045,0.0131,0.0142,0.0089,0.0099,0.0054,0.0347,0.0059,0.0325,0.0365,0.0060
262,0.0122,0.0095,0.0184,0.0178,0.0147,0.0199,0.0103,0.0149,0.0003,0.0231,0.0062,0.0299,0.0003,0.0000,0.0179,0.0363,0.0046,0.0131,0.0142,0.0089,0.0099,0.0054,0.0347,0.0059,0.0325,0.0366,0.0060
263,0.0122,0.0095,0.0184,0.0178,0.0147,0.0199,0.0104,0.0149,0.0003,0.0231,0.0062,0.0299,0.0003,0.0000,0.0179,0.0363,0.0046,0.0131,0.0142,0.0089,0.0099,0.0054,0.0347,0.0059,0.0325,0.0366,0.0060
264,0.0122,0.0095,0.0184,0.0178,0.0147,0.0199,0.0104,0.0149,0.0003,0.0231,0.0062,0.0299,0.0003,0.0000,0.0179,0.0363,0.0046,0.0131,0.0142,0.0088,0.0099,0.0054,0.0347,0.0059,0.0325,0.0366,0.0060
265,0.0122,0.0095,0.0185,0.0178,0.0147,0.0199,0.0104,0.0149,0.0003,0.0231,0.0062,0.0299,0.0003,0.0000,0.0179,0.0362,0.0047,0.0131,0.0142,0.0088,0.0099,0.0054,0.0348,0.0059,0.0325,0.0367,0.0060
266,0.0123,0.0096,0.0185,0.0178,0.0147,0.0199,0.0104,0.0149,0.0003,0.0231,0.0063,0.0299,0.0003,0.0000,0.0179,0.0362,0.0047,0.0131,0.0142,0.0088,0.0099,0.0054,0.0348,0.0059,0.0325,0.0367,0.0060
267,0.0123,0.0096,0.0185,0.0178,0.0147,0.0199,0.0105,0.0149,0.0003,0.0231,0.0063,0.0299,0.0003,0.0000,0.0179,0.0362,0.0047,0.0131,0.0142,0.0088,0.0099,0.0055,0.0348,0.0059,0.0325,0.0367,0.0060
268,0.0123,0.0096,0.0185,0.0178,0.0147,0.0199,0.0105,0.0149,0.0003,0.0231,0.0063,0.0299,0.0003,0.0000,0.0179,0.0362,0.0048,0.0131,0.0142,0.0088,0.0099,0.0055,0.0348,0.0059,0.0325,0.0368,0.0060
269,0.0123,0.0096,0.0185,0.0178,0.0147,0.0199,0.0105,0.0149,0.0003,0.0231,0.0063,0.0299,0.0003,0.0000,0.0179,0.0362,0.0048,0.0131,0.0142,0.0088,0.0099,0.0055,0.0348,0.0060,0.0325,0.0368,0.0060
270,0.0123,0.0097,0.0185,0.0178,0.0146,0.0199,0.0105,0.0149,0.0003,0.0231,0.0063,0.0300,0.0003,0.0000,0.0179,0.0362,0.0048,0.0131,0.0142,0.0088,0.0099,0.0055,0.0348,0.0060,0.0325,0.0368,0.0060
271,0.0123,0.0097,0.0185,0.0178,0.0146,0.0199,0.0105,0.0149,0.0003,0.0231,0.0063,0.0300,0.0003,0.0000,0.0179,0.0362,0.0049,0.0131,0.0142,0.0088,0.0099,0.0055,0.0348,0.0060,0.0325,0.0368,0.0061
272,0.0123,0.0097,0.0185,0.0178,0.0146,0.0199,0.0106,0.0149,0.0003,0.0231,0.0063,0.0300,0.0003,0.0000,0.0180,0.0362,0.0049,0.0131,0.0142,0.0088,0.0099,0.0055,0.0349,0.0060,0.0325,0.0369,0.0061
273,0.0123,0.0098,0.0185,0.0178,0.0146,0.0199,0.0106,0.0149,0.0003,0.0231,0.0063,0.0300,0.0003,0.0000,0.0180,0.0361,0.0049,0.0131,0.0142,0.0088,0.0099,0.0055,0.0349,0.0060,0.0325,0.0369,0.0061
274,0.0123,0.0098,0.0185,0.0178,0.0146,0.0199,0.0106,0.0149,0.0003,0.0231,0.0063,0.0300,0.0003,0.0000,0.0180,0.0361,0.0049,0.0131,0.0142,0.0087,0.0099,0.0055,0.0349,0.0060,0.0325,0.0369,0.0061
275,0.0123,0.0098,0.0186,0.0178,0.0146,0.0199,0.0106,0.0149,0.0003,0.0231,0.0063,0.0300,0.0003,0.0000,0.0180,0.0361,0.0050,0.0131,0.0142,0.0087,0.0099,0.0055,0.0349,0.0060,0.0325,0.0369,0.0061
276,0.0123,0.0098,0.0186,0.0178,0.0146,0.0199,0.0106,0.0149,0.0003,0.0231,0.0063,0.0300,0.0003,0.0000,0.0180,0.0361,0.0050,0.0131,0.0142,0.0087,0.0099,0.0055,0.0349,0.0060,0.0325,0.0369,0.0061
277,0.0123,0.0098,0.0186,0.0178,0.0146,0.0199,0.0107,0.0149,0.0003,0.0231,0.0063,0.0300,0.0003,0.0000,0.0180,0.0361,0.0050,0.0131,0.0142,0.0087,0.0099,0.0055,0.0349,0.0060,0.0325,0.0370,0.0061
278,0.0123,0.0099,0.0186,0.0178,0.0146,0.0199,0.0107,0.0149,0.0003,0.0231,0.0063,0.0300,0.0003,0.0000,0.0180,0.0361,0.0051,0.0131,0.0142,0.0087,0.0099,0.0055,0.0349,0.0060,0.0325,0.0370,0.0061
279,0.0123,0.0099,0.0186,0.0178,0.0146,0.0199,0.0107,0.0149,0.0003,0.0231,0.0063,0.0300,0.0003,0.0000,0.0180,0.0361,0.0051,0.0131,0.0142,0.0087,0.0099,0.0055,0.0349,0.0060,0.0325,0.0370,0.0061
280,0.0123,0.0099,0.0186,0.0178,0.0146,0.0199,0.0107,0.0149,0.0003,0.0231,0.0064,0.0300,0.0003,0.0000,0.0180,0.0361,0.0051,0.0131,0.0142,0.0087,0.0099,0.0055,0.0349,0.0060,0.0325,0.0370,0.0061
281,0.0123,0.0099,0.0186,0.0178,0.0146,0.0199,0.0107,0.0149,0.0003,0.0231,0.0064,0.0300,0.0003,0.0000,0.0180,0.0361,0.0052,0.0131,0.0142,0.0087,0.0099,0.0055,0.0349,0.0060,0.0325,0.0370,0.0061
282,0.0123,0.0100,0.0186,0.0178,0.0146,0.0199,0.0107,0.0149,0.0003,0.0231,0.0064,0.0300,0.0003,0.0000,0.0180,0.0360,0.0052,0.0131,0.0142,0.0087,0.0099,0.0055,0.0350,0.0060,0.0325,0.0371,0.0061
283,0.0123,0.0100,0.0186,0.0178,0.0146,0.0199,0.0108,0.0149,0.0003,0.0231,0.0064,0.0300,0.0003,0.0000,0.0180,0.0360,0.0052,0.0131,0.0142,0.0087,0.0099,0.0055,0.0350,0.0060,0.0325,0.0371,0.0061
284,0.0123,0.0100,0.0186,0.0178,0.0146,0.0199,0.0108,0.0149,0.0004,0.0231,0.0064,0.0300,0.0003,0.0000,0.0180,0.0360,0.0053,0.0131,0.0142,0.0087,0.0099,0.0055,0.0350,0.0060,0.0325,0.0371,0.0061
285,0.0123,0.0100,0.0186,0.0178,0.0146,0.0199,0.0108,0.0149,0.0004,0.0231,0.0064,0.0300,0.0003,0.0000,0.0180,0.0360,0.0053,0.0131,0.0142,0.0086,0.0099,0.0055,0.0350,0.0060,0.0325,0.0371,0.0061
286,0.0123,0.0100,0.0186,0.0178,0.0146,0.0199,0.0108,0.0149,0.0004,0.0231,0.0064,0.0300,0.0003,0.0000,0.0180,0.0360,0.0053,0.0131,0.0142,0.0086,0.0099,0.0055,0.0350,0.0060,0.0325,0.0371,0.0061
287,0.0123,0.0101,0.0186,0.0178,0.0146,0.0199,0.0108,0.0149,0.0004,0.0231,0.0064,0.0300,0.0003,0.0000,0.0180,0.0360,0.0054,0.0131,0.0142,0.0086,0.0099,0.0055,0.0350,0.0060,0.0325,0.0372,0.0061
288,0.0123,0.0101,0.0186,0.0178,0.0146,0.0199,0.0108,0.0149,0.0004,0.0231,0.0064,0.0300,0.0003,0.0000,0.0180,0.0360,0.0054,0.0131,0.0142,0.0086,0.0099,0.0055,0.0350,0.0060,0.0325,0.0372,0.0061
289,0.0123,0.0101,0.0186,0.0178,0.0146,0.0199,0.0108,0.0149,0.0004,0.0231,0.0064,0.0300,0.0003,0.0000,0.0180,0.0360,0.0054,0.0131,0.0142,0.0086,0.0099,0.0055,0.0350,0.0060,0.0325,0.0372,0.0062
290,0.0123,0.0101,0.0186,0.0178,0.0146,0.0199,0.0109,0.0148,0.0004,0.0231,0.0064,0.0300,0.0003,0.0000,0.0180,0.0360,0.0054,0.0131,0.0142,0.0086,0.0099,0.0055,0.0350,0.0060,0.0325,0.0372,0.0062
291,0.0123,0.0101,0.0187,0.0178,0.0146,0.0199,0.0109,0.0148,0.0004,0.0231,0.0064,0.0301,0.0003,0.0000,0.0180,0.0360,0.0055,0.0131,0.0142,0.0086,0.0099,0.0055,0.0350,0.0060,0.0325,0.0372,0.0062
292,0.0123,0.0101,0.0187,0.0178,0.0146,0.0199,0.0109,0.0148,0.0004,0.0231,0.0064,0.0301,0.0003,0.0000,0.0180,0.0360,0.0055,0.0131,0.0142,0.0086,0.0099,0.0055,0.0350,0.0060,0.0325,0.0372,0.0062
293,0.0123,0.0102,0.0187,0.0178,0.0146,0.0199,0.0109,0.0148,0.0004,0.0231,0.0064,0.0301,0.0003,0.0000,0.0180,0.0360,0.0055,0.0131,0.0142,0.0086,0.0099,0.0055,0.0350,0.0060,0.0325,0.0372,0.0062
294,0.0123,0.0102,0.0187,0.0178,0.0146,0.0199,0.0109,0.0148,0.0004,0.0231,0.0064,0.0301,0.0003,0.0000,0.0180,0.0359,0.0056,0.0131,0.0142,0.0086,0.0099,0.0055,0.0350,0.0060,0.0325,0.0373,0.0062
295,0.0123,0.0102,0.0187,0.0178,0.0145,0.0199,0.0109,0.0148,0.0004,0.0231,0.0064,0.0301,0.0003,0.0000,0.0180,0.0359,0.0056,0.0131,0.0142,0.0086,0.0099,0.0055,0.0351,0.0060,0.0325,0.0373,0.0062
296,0.0123,0.0102,0.0187,0.0178,0.0145,0.0199,0.0109,0.0148,0.0004,0.0231,0.0064,0.0301,0.0003,0.0000,0.0180,0.0359,0.0056,0.0131,0.0142,0.0085,0.0099,0.0055,0.0351,0.0060,0.0325,0.0373,0.0062
297,0.0123,0.0102,0.0187,0.0178,0.0145,0.0199,0.0109,0.0148,0.0004,0.0231,0.0064,0.0301,0.0003,0.0000,0.0180,0.0359,0.0057,0.0131,0.0142,0.0085,0.0099,0.0055,0.0351,0.0060,0.0325,0.0373,0.0062
298,0.0123,0.0102,0.0187,0.0178,0.0145,0.0199,0.0110,0.0148,0.0004,0.0231,0.0064,0.0301,0.0003,0.0000,0.0180,0.0359,0.0057,0.0131,0.0142,0.0085,0.0099,0.0055,0.0351,0.0060,0.0325,0.0373,0.0062
299,0.0123,0.0103,0.0187,0.0178,0.0145,0.0199,0.0110,0.0148,0.0004,0.0231,0.0064,0.0301,0.0003,0.0000,0.0180,0.0359,0.0057,0.0131,0.0142,0.0085,0.0099,0.0055,0.0351,0.0060,0.0326,0.0373,0.0062
