step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0413,0.0893,0.0035,0.0031,246,-0.0488,234,0.0541,0.0000,-0.0012,0.0038,-0.0051
1,0.0453,0.0885,0.0034,0.0029,230,-0.0469,250,0.0538,0.0000,0.0069,0.0043,0.0026
2,0.0499,0.0915,0.0040,0.0031,213,-0.0489,267,0.0575,0.0000,0.0159,0.0049,0.0110
3,0.0546,0.0985,0.0051,0.0037,196,-0.0561,284,0.0644,0.0000,0.0255,0.0052,0.0203
4,0.0598,0.1077,0.0067,0.0044,188,-0.0637,292,0.0750,0.0279,0.0355,0.0063,0.0293
5,0.0655,0.1177,0.0086,0.0054,179,-0.0729,301,0.0857,0.0765,0.0451,0.0087,0.0364
6,0.0712,0.1280,0.0108,0.0065,180,-0.0788,300,0.0993,0.3280,0.0543,0.0115,0.0428
7,0.0765,0.1380,0.0133,0.0078,173,-0.0889,307,0.1096,0.8012,0.0629,0.0140,0.0489
8,0.0817,0.1478,0.0160,0.0092,170,-0.0972,310,0.1206,1.2352,0.0712,0.0167,0.0545
9,0.0869,0.1572,0.0189,0.0106,169,-0.1040,311,0.1319,2.0016,0.0793,0.0194,0.0599
10,0.0918,0.1663,0.0218,0.0120,165,-0.1128,315,0.1413,2.6805,0.0870,0.0220,0.0650
11,0.0969,0.1753,0.0249,0.0134,162,-0.1209,318,0.1511,3.0803,0.0952,0.0246,0.0706
12,0.1019,0.1840,0.0280,0.0149,163,-0.1259,317,0.1624,3.9728,0.1032,0.0270,0.0762
13,0.1067,0.1923,0.0311,0.0163,161,-0.1329,319,0.1716,4.4557,0.1109,0.0294,0.0815
14,0.1113,0.2002,0.0343,0.0177,158,-0.1407,322,0.1797,5.1423,0.1183,0.0317,0.0866
15,0.1160,0.2078,0.0374,0.0190,159,-0.1444,321,0.1899,6.0826,0.1259,0.0340,0.0919
16,0.1204,0.2151,0.0405,0.0202,161,-0.1470,319,0.2002,6.6766,0.1331,0.0361,0.0970
17,0.1246,0.2220,0.0436,0.0215,162,-0.1502,318,0.2096,7.9123,0.1399,0.0381,0.1018
18,0.1286,0.2286,0.0467,0.0227,160,-0.1562,320,0.2165,8.2470,0.1465,0.0398,0.1066
19,0.1327,0.2351,0.0497,0.0238,161,-0.1589,319,0.2255,8.9032,0.1531,0.0419,0.1112
20,0.1366,0.2413,0.0526,0.0250,161,-0.1627,319,0.2335,9.8913,0.1593,0.0438,0.1156
21,0.1405,0.2477,0.0555,0.0260,158,-0.1696,322,0.2392,10.6386,0.1658,0.0456,0.1202
22,0.1443,0.2538,0.0583,0.0270,158,-0.1731,322,0.2470,11.6092,0.1720,0.0475,0.1245
23,0.1480,0.2596,0.0611,0.0280,157,-0.1776,323,0.2536,13.1252,0.1779,0.0493,0.1285
24,0.1516,0.2651,0.0638,0.0290,157,-0.1808,323,0.2606,13.7361,0.1835,0.0512,0.1323
25,0.1548,0.2706,0.0665,0.0298,157,-0.1843,323,0.2674,14.5015,0.1888,0.0527,0.1361
26,0.1580,0.2760,0.0691,0.0306,158,-0.1868,322,0.2749,15.4625,0.1941,0.0540,0.1401
27,0.1610,0.2812,0.0716,0.0314,154,-0.1952,326,0.2778,16.8308,0.1991,0.0553,0.1438
28,0.1641,0.2863,0.0741,0.0321,153,-0.1996,327,0.2831,17.2512,0.2039,0.0571,0.1468
