step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0438,0.0903,0.0036,0.0034,222,-0.0523,258,0.0525,0.0000,0.0048,0.0034,0.0014
1,0.0461,0.0903,0.0037,0.0033,217,-0.0510,263,0.0536,0.0000,0.0075,0.0055,0.0021
2,0.0493,0.0930,0.0042,0.0035,214,-0.0510,266,0.0585,0.0000,0.0120,0.0080,0.0040
3,0.0525,0.0987,0.0053,0.0040,206,-0.0561,274,0.0650,0.0287,0.0160,0.0109,0.0051
4,0.0563,0.1065,0.0070,0.0048,202,-0.0622,278,0.0745,0.0992,0.0197,0.0150,0.0047
5,0.0599,0.1151,0.0090,0.0058,204,-0.0676,276,0.0861,0.4143,0.0234,0.0189,0.0045
6,0.0634,0.1242,0.0115,0.0071,202,-0.0753,278,0.0967,0.7942,0.0267,0.0227,0.0040
7,0.0668,0.1336,0.0142,0.0084,199,-0.0838,281,0.1071,1.2980,0.0296,0.0268,0.0028
8,0.0706,0.1428,0.0172,0.0098,203,-0.0890,277,0.1204,1.8262,0.0325,0.0314,0.0011
9,0.0739,0.1521,0.0205,0.0113,202,-0.0968,278,0.1313,2.6527,0.0346,0.0358,-0.0011
10,0.0770,0.1612,0.0240,0.0130,200,-0.1053,280,0.1412,3.4576,0.0366,0.0398,-0.0032
11,0.0804,0.1703,0.0276,0.0145,198,-0.1134,282,0.1513,4.4981,0.0386,0.0446,-0.0061
12,0.0840,0.1791,0.0314,0.0161,196,-0.1213,284,0.1612,5.0284,0.0410,0.0493,-0.0083
13,0.0876,0.1879,0.0352,0.0177,193,-0.1300,287,0.1703,5.6758,0.0435,0.0538,-0.0103
14,0.0910,0.1963,0.0391,0.0193,191,-0.1379,289,0.1793,6.6088,0.0459,0.0583,-0.0123
15,0.0944,0.2043,0.0430,0.0208,190,-0.1447,290,0.1885,7.1718,0.0484,0.0625,-0.0140
16,0.0975,0.2119,0.0469,0.0223,188,-0.1521,292,0.1965,8.6556,0.0508,0.0665,-0.0157
17,0.1005,0.2193,0.0508,0.0238,184,-0.1614,296,0.2026,9.4163,0.0530,0.0702,-0.0172
18,0.1034,0.2264,0.0547,0.0252,184,-0.1671,296,0.2110,10.5316,0.0552,0.0738,-0.0186
19,0.1063,0.2332,0.0584,0.0266,183,-0.1733,297,0.2184,10.9234,0.0573,0.0774,-0.0201
20,0.1090,0.2397,0.0621,0.0279,182,-0.1795,298,0.2254,11.7279,0.0593,0.0809,-0.0216
21,0.1116,0.2460,0.0657,0.0291,178,-0.1887,302,0.2298,12.6252,0.0612,0.0841,-0.0229
22,0.1144,0.2524,0.0692,0.0302,176,-0.1960,304,0.2359,12.9325,0.0633,0.0877,-0.0244
23,0.1172,0.2586,0.0727,0.0313,175,-0.2021,305,0.2425,14.0652,0.0653,0.0911,-0.0258
24,0.1197,0.2646,0.0761,0.0323,175,-0.2071,305,0.2494,15.1658,0.0670,0.0944,-0.0275
25,0.1221,0.2703,0.0795,0.0333,173,-0.2142,307,0.2544,15.5222,0.0686,0.0976,-0.0290
26,0.1244,0.2757,0.0828,0.0342,171,-0.2212,309,0.2590,16.2662,0.0703,0.1005,-0.0302
