step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0413,0.0893,0.0035,0.0031,246,-0.0488,234,0.0541,0.0000,-0.0012,0.0038,-0.0051
1,0.0464,0.0868,0.0031,0.0028,229,-0.0441,251,0.0529,0.0000,0.0092,0.0042,0.0050
2,0.0513,0.0859,0.0031,0.0025,210,-0.0413,270,0.0530,0.0000,0.0192,0.0045,0.0147
3,0.0560,0.0870,0.0032,0.0024,196,-0.0394,284,0.0555,0.0000,0.0290,0.0049,0.0241
4,0.0607,0.0889,0.0034,0.0023,186,-0.0380,294,0.0592,0.0000,0.0384,0.0052,0.0331
5,0.0651,0.0910,0.0039,0.0023,182,-0.0356,298,0.0639,0.0000,0.0474,0.0056,0.0418
6,0.0695,0.0935,0.0044,0.0023,172,-0.0350,308,0.0674,0.0000,0.0562,0.0060,0.0502
7,0.0737,0.0961,0.0050,0.0024,172,-0.0326,308,0.0729,0.0000,0.0647,0.0064,0.0582
8,0.0777,0.0986,0.0057,0.0025,172,-0.0304,308,0.0782,0.0000,0.0729,0.0069,0.0660
9,0.0817,0.1012,0.0065,0.0027,170,-0.0286,310,0.0829,0.0000,0.0808,0.0073,0.0735
10,0.0855,0.1036,0.0073,0.0028,166,-0.0273,314,0.0869,0.0000,0.0884,0.0077,0.0807
11,0.0892,0.1061,0.0082,0.0030,165,-0.0255,315,0.0915,0.0000,0.0958,0.0082,0.0876
12,0.0928,0.1085,0.0091,0.0031,160,-0.0245,320,0.0948,0.0000,0.1029,0.0087,0.0942
13,0.0963,0.1109,0.0100,0.0033,158,-0.0231,322,0.0988,0.0000,0.1098,0.0092,0.1007
14,0.0997,0.1133,0.0110,0.0035,153,-0.0222,327,0.1017,0.0000,0.1165,0.0097,0.1068
15,0.1030,0.1157,0.0119,0.0037,152,-0.0209,328,0.1057,0.0000,0.1229,0.0102,0.1127
16,0.1062,0.1181,0.0128,0.0039,148,-0.0201,332,0.1087,0.0000,0.1292,0.0107,0.1184
17,0.1093,0.1205,0.0138,0.0040,145,-0.0193,335,0.1118,0.0000,0.1352,0.0112,0.1239
18,0.1123,0.1228,0.0147,0.0042,142,-0.0185,338,0.1147,0.0000,0.1410,0.0118,0.1292
19,0.1152,0.1252,0.0157,0.0044,137,-0.0181,343,0.1169,0.0000,0.1466,0.0124,0.1342
20,0.1181,0.1275,0.0166,0.0045,132,-0.0178,348,0.1189,0.0000,0.1520,0.0129,0.1391
21,0.1208,0.1298,0.0175,0.0047,129,-0.0173,351,0.1215,0.0000,0.1573,0.0135,0.1438
22,0.1235,0.1320,0.0184,0.0048,124,-0.0172,356,0.1233,0.0000,0.1623,0.0141,0.1483
23,0.1261,0.1342,0.0192,0.0050,121,-0.0168,359,0.1256,0.0000,0.1672,0.0147,0.1526
24,0.1286,0.1364,0.0201,0.0051,121,-0.0161,359,0.1289,0.0000,0.1720,0.0153,0.1567
25,0.1311,0.1385,0.0209,0.0052,120,-0.0155,360,0.1317,0.0000,0.1766,0.0159,0.1606
