step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0396,0.0916,0.0037,0.0035,243,-0.0535,237,0.0540,0.0000,0.0026,-0.0023,0.0049
1,0.0435,0.0890,0.0034,0.0031,231,-0.0492,249,0.0527,0.0000,0.0121,-0.0017,0.0139
2,0.0473,0.0876,0.0033,0.0028,221,-0.0456,259,0.0530,0.0000,0.0213,-0.0011,0.0224
3,0.0510,0.0874,0.0033,0.0026,209,-0.0436,271,0.0539,0.0000,0.0302,-0.0004,0.0306
4,0.0545,0.0880,0.0035,0.0025,205,-0.0408,275,0.0568,0.0000,0.0387,0.0002,0.0385
5,0.0580,0.0890,0.0038,0.0024,190,-0.0409,290,0.0578,0.0000,0.0469,0.0009,0.0460
6,0.0613,0.0904,0.0041,0.0023,189,-0.0386,291,0.0616,0.0000,0.0548,0.0016,0.0532
7,0.0645,0.0919,0.0046,0.0024,189,-0.0362,291,0.0656,0.0000,0.0623,0.0023,0.0601
8,0.0676,0.0933,0.0052,0.0024,185,-0.0347,295,0.0686,0.0000,0.0696,0.0030,0.0667
9,0.0706,0.0947,0.0057,0.0025,183,-0.0329,297,0.0719,0.0000,0.0766,0.0037,0.0729
10,0.0736,0.0962,0.0064,0.0025,180,-0.0314,300,0.0748,0.0000,0.0833,0.0044,0.0789
11,0.0764,0.0976,0.0070,0.0026,177,-0.0299,303,0.0776,0.0000,0.0898,0.0051,0.0847
12,0.0792,0.0990,0.0077,0.0027,177,-0.0281,303,0.0810,0.0000,0.0960,0.0059,0.0902
13,0.0818,0.1005,0.0084,0.0028,175,-0.0266,305,0.0838,0.0000,0.1020,0.0066,0.0954
14,0.0844,0.1019,0.0091,0.0030,171,-0.0256,309,0.0860,0.0000,0.1077,0.0074,0.1004
15,0.0869,0.1034,0.0098,0.0031,169,-0.0243,311,0.0887,0.0000,0.1133,0.0082,0.1051
16,0.0894,0.1048,0.0105,0.0032,167,-0.0231,313,0.0912,0.0000,0.1186,0.0089,0.1096
17,0.0917,0.1062,0.0113,0.0033,162,-0.0224,318,0.0928,0.0000,0.1237,0.0097,0.1140
18,0.0941,0.1077,0.0120,0.0035,155,-0.0221,325,0.0937,0.0000,0.1286,0.0106,0.1181
19,0.0963,0.1093,0.0126,0.0036,149,-0.0217,331,0.0948,0.0000,0.1334,0.0114,0.1220
20,0.0985,0.1108,0.0133,0.0037,147,-0.0209,333,0.0971,0.0000,0.1379,0.0122,0.1257
21,0.1006,0.1123,0.0140,0.0038,144,-0.0202,336,0.0989,0.0000,0.1423,0.0131,0.1292
22,0.1027,0.1138,0.0146,0.0039,139,-0.0199,341,0.1001,0.0000,0.1465,0.0140,0.1326
23,0.1047,0.1153,0.0153,0.0041,137,-0.0193,343,0.1021,0.0000,0.1506,0.0148,0.1357
24,0.1067,0.1168,0.0159,0.0042,132,-0.0191,348,0.1031,0.0000,0.1545,0.0157,0.1388
25,0.1087,0.1184,0.0165,0.0043,129,-0.0188,351,0.1047,0.0000,0.1583,0.0166,0.1416
26,0.1105,0.1199,0.0171,0.0044,130,-0.0179,350,0.1074,0.0000,0.1619,0.0176,0.1443
27,0.1124,0.1214,0.0177,0.0045,124,-0.0181,356,0.1080,0.0000,0.1654,0.0185,0.1469
28,0.1142,0.1229,0.0182,0.0046,120,-0.0181,360,0.1091,0.0000,0.1687,0.0195,0.1493
29,0.1160,0.1244,0.0187,0.0047,118,-0.0179,362,0.1108,0.0000,0.1720,0.0204,0.1515
30,0.1177,0.1259,0.0192,0.0047,116,-0.0177,364,0.1124,0.0000,0.1751,0.0214,0.1537
31,0.1194,0.1274,0.0197,0.0048,114,-0.0175,366,0.1140,0.0000,0.1781,0.0224,0.1557
32,0.1211,0.1289,0.0202,0.0049,111,-0.0175,369,0.1152,0.0000,0.1810,0.0234,0.1576
33,0.1228,0.1303,0.0207,0.0050,110,-0.0172,370,0.1170,0.0000,0.1838,0.0245,0.1593
34,0.1244,0.1318,0.0211,0.0051,108,-0.0171,372,0.1184,0.0000,0.1865,0.0255,0.1610
35,0.1260,0.1332,0.0215,0.0051,108,-0.0166,372,0.1204,0.0000,0.1891,0.0266,0.1625
36,0.1276,0.1346,0.0219,0.0052,106,-0.0165,374,0.1218,0.0000,0.1916,0.0277,0.1639
