step,community_0,community_1,community_2,community_4,community_5,community_6,community_7,community_10,community_12,community_13,community_14,community_16,community_17,community_22,community_30,community_31,community_32,community_36,community_42,community_45,community_46,community_53,community_55,community_60,community_86,community_156
104,0.0677,0.0044,0.0190,0.0288,0.0601,0.0320,0.0268,0.0275,0.0513,0.0277,0.0522,0.0174,0.0509,0.1236,0.0974,0.0162,0.0225,0.0182,0.0318,0.0280,0.0359,0.0812,0.0211,0.0372,0.0430,0.0302
105,0.0677,0.0044,0.0190,0.0288,0.0602,0.0319,0.0268,0.0275,0.0513,0.0277,0.0523,0.0174,0.0510,0.1236,0.0974,0.0162,0.0224,0.0183,0.0318,0.0280,0.0359,0.0813,0.0211,0.0372,0.0431,0.0302
106,0.0677,0.0044,0.0190,0.0288,0.0603,0.0319,0.0268,0.0275,0.0514,0.0277,0.0523,0.0174,0.0510,0.1236,0.0974,0.0162,0.0223,0.0183,0.0319,0.0280,0.0359,0.0814,0.0212,0.0372,0.0431,0.0302
107,0.0677,0.0044,0.0191,0.0289,0.0603,0.0319,0.0269,0.0274,0.0514,0.0277,0.0524,0.0174,0.0510,0.1236,0.0975,0.0162,0.0222,0.0183,0.0320,0.0280,0.0359,0.0815,0.0212,0.0372,0.0432,0.0302
108,0.0677,0.0044,0.0191,0.0289,0.0604,0.0318,0.0269,0.0274,0.0515,0.0277,0.0524,0.0174,0.0510,0.1236,0.0975,0.0162,0.0221,0.0183,0.0321,0.0280,0.0359,0.0816,0.0212,0.0372,0.0432,0.0302
109,0.0677,0.0044,0.0191,0.0289,0.0605,0.0318,0.0269,0.0274,0.0515,0.0278,0.0525,0.0174,0.0510,0.1236,0.0975,0.0162,0.0221,0.0183,0.0322,0.0280,0.0359,0.0817,0.0213,0.0372,0.0432,0.0302
110,0.0677,0.0044,0.0191,0.0290,0.0605,0.0318,0.0270,0.0274,0.0515,0.0278,0.0525,0.0174,0.0510,0.1236,0.0975,0.0162,0.0220,0.0184,0.0323,0.0280,0.0359,0.0818,0.0213,0.0372,0.0433,0.0302
111,0.0677,0.0044,0.0191,0.0290,0.0606,0.0317,0.0270,0.0274,0.0516,0.0278,0.0526,0.0174,0.0510,0.1236,0.0975,0.0162,0.0219,0.0184,0.0323,0.0280,0.0359,0.0819,0.0213,0.0372,0.0433,0.0302
112,0.0677,0.0045,0.0191,0.0290,0.0606,0.0317,0.0270,0.0274,0.0516,0.0278,0.0526,0.0174,0.0510,0.1236,0.0975,0.0162,0.0218,0.0184,0.0324,0.0280,0.0359,0.0820,0.0214,0.0372,0.0434,0.0303
113,0.0677,0.0045,0.0191,0.0291,0.0607,0.0317,0.0270,0.0274,0.0516,0.0278,0.0527,0.0174,0.0510,0.1235,0.0975,0.0162,0.0218,0.0184,0.0325,0.0280,0.0359,0.0820,0.0214,0.0372,0.0434,0.0303
114,0.0677,0.0045,0.0191,0.0291,0.0607,0.0317,0.0270,0.0274,0.0517,0.0278,0.0527,0.0174,0.0511,0.1235,0.0976,0.0162,0.0217,0.0184,0.0325,0.0280,0.0359,0.0821,0.0214,0.0372,0.0434,0.0303
115,0.0676,0.0045,0.0191,0.0291,0.0608,0.0316,0.0271,0.0273,0.0517,0.0278,0.0527,0.0174,0.0511,0.1235,0.0976,0.0162,0.0216,0.0185,0.0326,0.0280,0.0359,0.0822,0.0215,0.0372,0.0435,0.0303
116,0.0676,0.0045,0.0191,0.0292,0.0608,0.0316,0.0271,0.0273,0.0517,0.0278,0.0528,0.0174,0.0511,0.1235,0.0976,0.0162,0.0215,0.0185,0.0327,0.0280,0.0359,0.0823,0.0215,0.0372,0.0435,0.0303
117,0.0676,0.0045,0.0191,0.0292,0.0609,0.0316,0.0271,0.0273,0.0517,0.0279,0.0528,0.0174,0.0511,0.1235,0.0976,0.0162,0.0215,0.0185,0.0327,0.0280,0.0359,0.0824,0.0215,0.0372,0.0435,0.0303
118,0.0676,0.0045,0.0191,0.0292,0.0609,0.0316,0.0271,0.0273,0.0518,0.0279,0.0528,0.0174,0.0511,0.1235,0.0976,0.0162,0.0214,0.0185,0.0328,0.0280,0.0359,0.0824,0.0216,0.0372,0.0435,0.0303
119,0.0676,0.0046,0.0191,0.0293,0.0610,0.0315,0.0271,0.0273,0.0518,0.0279,0.0529,0.0174,0.0511,0.1235,0.0976,0.0162,0.0213,0.0185,0.0329,0.0280,0.0359,0.0825,0.0216,0.0372,0.0436,0.0303
120,0.0676,0.0046,0.0191,0.0293,0.0610,0.0315,0.0272,0.0273,0.0518,0.0279,0.0529,0.0174,0.0511,0.1235,0.0976,0.0162,0.0212,0.0186,0.0329,0.0280,0.0359,0.0826,0.0216,0.0372,0.0436,0.0303
121,0.0676,0.0046,0.0191,0.0293,0.0610,0.0315,0.0272,0.0273,0.0518,0.0279,0.0529,0.0174,0.0511,0.1235,0.0976,0.0162,0.0212,0.0186,0.0330,0.0280,0.0359,0.0827,0.0216,0.0372,0.0436,0.0303
122,0.0676,0.0046,0.0191,0.0293,0.0611,0.0315,0.0272,0.0273,0.0519,0.0279,0.0530,0.0174,0.0511,0.1235,0.0976,0.0162,0.0211,0.0186,0.0330,0.0280,0.0359,0.0827,0.0217,0.0372,0.0436,0.0303
123,0.0676,0.0046,0.0191,0.0294,0.0611,0.0315,0.0272,0.0273,0.0519,0.0279,0.0530,0.0174,0.0511,0.1235,0.0976,0.0162,0.0210,0.0186,0.0331,0.0280,0.0359,0.0828,0.0217,0.0372,0.0437,0.0303
124,0.0676,0.0046,0.0191,0.0294,0.0611,0.0314,0.0272,0.0273,0.0519,0.0279,0.0530,0.0174,0.0511,0.1235,0.0976,0.0162,0.0210,0.0186,0.0331,0.0280,0.0359,0.0828,0.0217,0.0372,0.0437,0.0303
125,0.0676,0.0047,0.0191,0.0294,0.0612,0.0314,0.0272,0.0273,0.0519,0.0279,0.0530,0.0174,0.0511,0.1235,0.0977,0.0162,0.0209,0.0187,0.0332,0.0280,0.0359,0.0829,0.0217,0.0372,0.0437,0.0303
126,0.0676,0.0047,0.0191,0.0294,0.0612,0.0314,0.0272,0.0273,0.0519,0.0279,0.0531,0.0174,0.0511,0.1235,0.0977,0.0162,0.0209,0.0187,0.0332,0.0280,0.0359,0.0830,0.0217,0.0372,0.0437,0.0303
127,0.0676,0.0047,0.0191,0.0295,0.0612,0.0314,0.0273,0.0272,0.0520,0.0279,0.0531,0.0174,0.0511,0.1235,0.0977,0.0162,0.0208,0.0187,0.0333,0.0280,0.0359,0.0830,0.0218,0.0373,0.0437,0.0303
128,0.0676,0.0047,0.0191,0.0295,0.0613,0.0314,0.0273,0.0272,0.0520,0.0280,0.0531,0.0174,0.0511,0.1235,0.0977,0.0162,0.0207,0.0187,0.0333,0.0280,0.0359,0.0831,0.0218,0.0373,0.0437,0.0303
129,0.0676,0.0047,0.0191,0.0295,0.0613,0.0313,0.0273,0.0272,0.0520,0.0280,0.0531,0.0174,0.0511,0.1235,0.0977,0.0162,0.0207,0.0187,0.0334,0.0280,0.0359,0.0831,0.0218,0.0373,0.0438,0.0303
130,0.0676,0.0048,0.0191,0.0295,0.0613,0.0313,0.0273,0.0272,0.0520,0.0280,0.0532,0.0174,0.0511,0.1235,0.0977,0.0162,0.0206,0.0187,0.0334,0.0280,0.0359,0.0832,0.0218,0.0373,0.0438,0.0303
131,0.0675,0.0048,0.0191,0.0296,0.0614,0.0313,0.0273,0.0272,0.0520,0.0280,0.0532,0.0174,0.0511,0.1235,0.0977,0.0162,0.0206,0.0188,0.0335,0.0280,0.0359,0.0832,0.0218,0.0373,0.0438,0.0303
132,0.0675,0.0048,0.0191,0.0296,0.0614,0.0313,0.0273,0.0272,0.0520,0.0280,0.0532,0.0174,0.0511,0.1235,0.0977,0.0162,0.0205,0.0188,0.0335,0.0280,0.0359,0.0833,0.0219,0.0373,0.0438,0.0303
133,0.0675,0.0048,0.0191,0.0296,0.0614,0.0313,0.0273,0.0272,0.0521,0.0280,0.0532,0.0174,0.0511,0.1235,0.0977,0.0162,0.0205,0.0188,0.0336,0.0280,0.0359,0.0833,0.0219,0.0373,0.0438,0.0303
134,0.0675,0.0048,0.0191,0.0296,0.0614,0.0313,0.0273,0.0272,0.0521,0.0280,0.0532,0.0174,0.0511,0.1235,0.0977,0.0162,0.0204,0.0188,0.0336,0.0280,0.0359,0.0834,0.0219,0.0373,0.0438,0.0303
135,0.0675,0.0049,0.0191,0.0297,0.0615,0.0312,0.0273,0.0272,0.0521,0.0280,0.0533,0.0174,0.0511,0.1235,0.0977,0.0162,0.0204,0.0188,0.0336,0.0280,0.0359,0.0834,0.0219,0.0373,0.0438,0.0303
136,0.0675,0.0049,0.0191,0.0297,0.0615,0.0312,0.0273,0.0272,0.0521,0.0280,0.0533,0.0174,0.0511,0.1235,0.0977,0.0162,0.0203,0.0188,0.0337,0.0280,0.0359,0.0835,0.0219,0.0373,0.0439,0.0303
137,0.0675,0.0049,0.0191,0.0297,0.0615,0.0312,0.0274,0.0272,0.0521,0.0280,0.0533,0.0174,0.0511,0.1235,0.0977,0.0162,0.0203,0.0188,0.0337,0.0280,0.0359,0.0835,0.0219,0.0373,0.0439,0.0303
138,0.0675,0.0049,0.0191,0.0297,0.0615,0.0312,0.0274,0.0272,0.0521,0.0280,0.0533,0.0174,0.0511,0.1235,0.0977,0.0162,0.0202,0.0189,0.0337,0.0280,0.0359,0.0836,0.0219,0.0373,0.0439,0.0303
139,0.0675,0.0050,0.0191,0.0297,0.0615,0.0312,0.0274,0.0272,0.0521,0.0280,0.0533,0.0174,0.0512,0.1235,0.0977,0.0162,0.0202,0.0189,0.0338,0.0280,0.0359,0.0836,0.0220,0.0373,0.0439,0.0303
140,0.0675,0.0050,0.0191,0.0298,0.0616,0.0312,0.0274,0.0272,0.0522,0.0280,0.0533,0.0174,0.0512,0.1235,0.0977,0.0162,0.0201,0.0189,0.0338,0.0280,0.0359,0.0836,0.0220,0.0373,0.0439,0.0303
141,0.0675,0.0050,0.0191,0.0298,0.0616,0.0312,0.0274,0.0272,0.0522,0.0280,0.0534,0.0174,0.0512,0.1234,0.0977,0.0162,0.0201,0.0189,0.0338,0.0280,0.0359,0.0837,0.0220,0.0373,0.0439,0.0303
142,0.0675,0.0051,0.0191,0.0298,0.0616,0.0311,0.0274,0.0272,0.0522,0.0280,0.0534,0.0174,0.0512,0.1234,0.0977,0.0162,0.0200,0.0189,0.0339,0.0280,0.0359,0.0837,0.0220,0.0373,0.0439,0.0303
143,0.0675,0.0051,0.0191,0.0298,0.0616,0.0311,0.0274,0.0272,0.0522,0.0280,0.0534,0.0174,0.0512,0.1234,0.0977,0.0162,0.0200,0.0189,0.0339,0.0280,0.0359,0.0838,0.0220,0.0373,0.0439,0.0303
144,0.0675,0.0051,0.0191,0.0298,0.0616,0.0311,0.0274,0.0272,0.0522,0.0280,0.0534,0.0174,0.0512,0.1234,0.0977,0.0162,0.0200,0.0190,0.0339,0.0280,0.0359,0.0838,0.0220,0.0373,0.0439,0.0303
145,0.0675,0.0051,0.0191,0.0299,0.0616,0.0311,0.0274,0.0272,0.0522,0.0281,0.0534,0.0174,0.0512,0.1234,0.0977,0.0162,0.0199,0.0190,0.0340,0.0280,0.0359,0.0838,0.0220,0.0373,0.0439,0.0303
146,0.0675,0.0052,0.0191,0.0299,0.0617,0.0311,0.0274,0.0272,0.0522,0.0281,0.0534,0.0174,0.0512,0.1234,0.0977,0.0162,0.0199,0.0190,0.0340,0.0280,0.0359,0.0839,0.0220,0.0373,0.0439,0.0304
147,0.0675,0.0052,0.0191,0.0299,0.0617,0.0311,0.0274,0.0272,0.0522,0.0281,0.0534,0.0174,0.0512,0.1234,0.0977,0.0162,0.0198,0.0190,0.0340,0.0280,0.0359,0.0839,0.0220,0.0373,0.0440,0.0304
148,0.0675,0.0052,0.0191,0.0299,0.0617,0.0311,0.0274,0.0272,0.0522,0.0281,0.0534,0.0174,0.0512,0.1234,0.0977,0.0162,0.0198,0.0190,0.0341,0.0280,0.0359,0.0839,0.0221,0.0373,0.0440,0.0304
149,0.0675,0.0053,0.0191,0.0299,0.0617,0.0311,0.0274,0.0272,0.0523,0.0281,0.0535,0.0175,0.0512,0.1234,0.0977,0.0162,0.0198,0.0190,0.0341,0.0280,0.0359,0.0840,0.0221,0.0373,0.0440,0.0304
150,0.0675,0.0053,0.0191,0.0300,0.0617,0.0310,0.0274,0.0272,0.0523,0.0281,0.0535,0.0175,0.0512,0.1234,0.0977,0.0162,0.0197,0.0190,0.0341,0.0280,0.0359,0.0840,0.0221,0.0373,0.0440,0.0304
151,0.0675,0.0053,0.0191,0.0300,0.0617,0.0310,0.0274,0.0272,0.0523,0.0281,0.0535,0.0175,0.0512,0.1234,0.0977,0.0162,0.0197,0.0191,0.0341,0.0280,0.0359,0.0840,0.0221,0.0373,0.0440,0.0304
152,0.0675,0.0054,0.0191,0.0300,0.0617,0.0310,0.0274,0.0272,0.0523,0.0281,0.0535,0.0175,0.0512,0.1234,0.0977,0.0162,0.0197,0.0191,0.0342,0.0280,0.0359,0.0841,0.0221,0.0373,0.0440,0.0304
153,0.0675,0.0054,0.0191,0.0300,0.0617,0.0310,0.0274,0.0272,0.0523,0.0281,0.0535,0.0175,0.0512,0.1234,0.0977,0.0162,0.0196,0.0191,0.0342,0.0280,0.0359,0.0841,0.0221,0.0373,0.0440,0.0304
154,0.0675,0.0054,0.0191,0.0300,0.0618,0.0310,0.0275,0.0272,0.0523,0.0281,0.0535,0.0175,0.0512,0.1234,0.0977,0.0162,0.0196,0.0191,0.0342,0.0280,0.0359,0.0841,0.0221,0.0373,0.0440,0.0304
155,0.0675,0.0055,0.0191,0.0300,0.0618,0.0310,0.0275,0.0272,0.0523,0.0281,0.0535,0.0175,0.0512,0.1234,0.0977,0.0162,0.0196,0.0191,0.0342,0.0280,0.0359,0.0841,0.0221,0.0373,0.0440,0.0304
156,0.0675,0.0055,0.0191,0.0301,0.0618,0.0310,0.0275,0.0272,0.0523,0.0281,0.0535,0.0175,0.0512,0.1234,0.0977,0.0162,0.0195,0.0191,0.0343,0.0280,0.0359,0.0842,0.0221,0.0373,0.0440,0.0304
157,0.0674,0.0055,0.0191,0.0301,0.0618,0.0310,0.0275,0.0272,0.0523,0.0281,0.0535,0.0175,0.0512,0.1234,0.0977,0.0162,0.0195,0.0191,0.0343,0.0280,0.0359,0.0842,0.0221,0.0373,0.0440,0.0304
158,0.0674,0.0056,0.0191,0.0301,0.0618,0.0310,0.0275,0.0272,0.0523,0.0281,0.0535,0.0175,0.0512,0.1234,0.0977,0.0162,0.0195,0.0191,0.0343,0.0280,0.0359,0.0842,0.0221,0.0373,0.0440,0.0304
159,0.0674,0.0056,0.0191,0.0301,0.0618,0.0310,0.0275,0.0272,0.0523,0.0281,0.0535,0.0175,0.0512,0.1234,0.0977,0.0162,0.0194,0.0192,0.0343,0.0280,0.0359,0.0842,0.0221,0.0373,0.0440,0.0304
160,0.0674,0.0057,0.0191,0.0301,0.0618,0.0310,0.0275,0.0272,0.0523,0.0281,0.0535,0.0175,0.0512,0.1234,0.0977,0.0162,0.0194,0.0192,0.0343,0.0280,0.0359,0.0843,0.0221,0.0373,0.0440,0.0304
161,0.0674,0.0057,0.0191,0.0301,0.0618,0.0309,0.0275,0.0272,0.0523,0.0281,0.0536,0.0175,0.0512,0.1234,0.0977,0.0162,0.0194,0.0192,0.0344,0.0280,0.0359,0.0843,0.0222,0.0373,0.0440,0.0304
162,0.0674,0.0057,0.0191,0.0301,0.0618,0.0309,0.0275,0.0271,0.0523,0.0281,0.0536,0.0175,0.0512,0.1234,0.0977,0.0162,0.0194,0.0192,0.0344,0.0280,0.0359,0.0843,0.0222,0.0373,0.0440,0.0304
163,0.0674,0.0058,0.0191,0.0301,0.0618,0.0309,0.0275,0.0271,0.0524,0.0281,0.0536,0.0175,0.0512,0.1234,0.0977,0.0162,0.0193,0.0192,0.0344,0.0280,0.0359,0.0843,0.0222,0.0373,0.0440,0.0304
164,0.0674,0.0058,0.0191,0.0302,0.0618,0.0309,0.0275,0.0271,0.0524,0.0281,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0193,0.0192,0.0344,0.0280,0.0359,0.0844,0.0222,0.0373,0.0440,0.0304
165,0.0674,0.0059,0.0191,0.0302,0.0618,0.0309,0.0275,0.0271,0.0524,0.0281,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0193,0.0192,0.0344,0.0280,0.0359,0.0844,0.0222,0.0373,0.0440,0.0304
166,0.0674,0.0059,0.0191,0.0302,0.0619,0.0309,0.0275,0.0271,0.0524,0.0281,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0193,0.0192,0.0345,0.0280,0.0359,0.0844,0.0222,0.0373,0.0440,0.0304
167,0.0674,0.0060,0.0191,0.0302,0.0619,0.0309,0.0275,0.0271,0.0524,0.0281,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0192,0.0193,0.0345,0.0280,0.0359,0.0844,0.0222,0.0373,0.0440,0.0304
168,0.0674,0.0060,0.0191,0.0302,0.0619,0.0309,0.0275,0.0271,0.0524,0.0281,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0192,0.0193,0.0345,0.0280,0.0359,0.0844,0.0222,0.0373,0.0440,0.0304
169,0.0674,0.0060,0.0191,0.0302,0.0619,0.0309,0.0275,0.0271,0.0524,0.0281,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0192,0.0193,0.0345,0.0280,0.0359,0.0845,0.0222,0.0373,0.0440,0.0304
170,0.0674,0.0061,0.0191,0.0302,0.0619,0.0309,0.0275,0.0271,0.0524,0.0281,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0192,0.0193,0.0345,0.0280,0.0359,0.0845,0.0222,0.0373,0.0440,0.0304
171,0.0674,0.0061,0.0191,0.0302,0.0619,0.0309,0.0275,0.0271,0.0524,0.0281,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0192,0.0193,0.0345,0.0280,0.0359,0.0845,0.0222,0.0373,0.0441,0.0304
172,0.0674,0.0062,0.0191,0.0303,0.0619,0.0309,0.0275,0.0271,0.0524,0.0281,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0191,0.0193,0.0345,0.0280,0.0359,0.0845,0.0222,0.0373,0.0441,0.0304
173,0.0674,0.0062,0.0191,0.0303,0.0619,0.0309,0.0275,0.0271,0.0524,0.0281,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0191,0.0193,0.0346,0.0280,0.0359,0.0845,0.0222,0.0373,0.0441,0.0304
174,0.0674,0.0063,0.0191,0.0303,0.0619,0.0309,0.0275,0.0271,0.0524,0.0281,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0191,0.0193,0.0346,0.0280,0.0359,0.0845,0.0222,0.0373,0.0441,0.0304
175,0.0674,0.0063,0.0191,0.0303,0.0619,0.0309,0.0275,0.0271,0.0524,0.0281,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0191,0.0194,0.0346,0.0280,0.0359,0.0846,0.0222,0.0373,0.0441,0.0304
176,0.0674,0.0064,0.0191,0.0303,0.0619,0.0309,0.0275,0.0271,0.0524,0.0281,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0191,0.0194,0.0346,0.0280,0.0359,0.0846,0.0222,0.0373,0.0441,0.0304
177,0.0674,0.0064,0.0191,0.0303,0.0619,0.0309,0.0275,0.0271,0.0524,0.0281,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0191,0.0194,0.0346,0.0280,0.0359,0.0846,0.0222,0.0373,0.0441,0.0304
178,0.0674,0.0065,0.0191,0.0303,0.0619,0.0309,0.0275,0.0271,0.0524,0.0281,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0190,0.0194,0.0346,0.0280,0.0359,0.0846,0.0222,0.0373,0.0441,0.0304
179,0.0674,0.0065,0.0191,0.0303,0.0619,0.0308,0.0275,0.0271,0.0524,0.0281,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0190,0.0194,0.0346,0.0280,0.0359,0.0846,0.0222,0.0373,0.0441,0.0304
180,0.0674,0.0066,0.0191,0.0303,0.0619,0.0308,0.0275,0.0271,0.0524,0.0281,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0190,0.0194,0.0347,0.0280,0.0359,0.0846,0.0222,0.0373,0.0441,0.0304
181,0.0674,0.0066,0.0191,0.0304,0.0619,0.0308,0.0275,0.0271,0.0524,0.0281,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0190,0.0194,0.0347,0.0280,0.0359,0.0846,0.0222,0.0373,0.0441,0.0304
182,0.0674,0.0067,0.0191,0.0304,0.0619,0.0308,0.0275,0.0271,0.0524,0.0281,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0190,0.0194,0.0347,0.0280,0.0359,0.0847,0.0222,0.0373,0.0441,0.0304
183,0.0674,0.0067,0.0191,0.0304,0.0619,0.0308,0.0275,0.0271,0.0524,0.0281,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0190,0.0194,0.0347,0.0280,0.0359,0.0847,0.0222,0.0373,0.0441,0.0304
184,0.0674,0.0068,0.0191,0.0304,0.0619,0.0308,0.0275,0.0271,0.0524,0.0281,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0189,0.0195,0.0347,0.0280,0.0359,0.0847,0.0222,0.0373,0.0441,0.0304
185,0.0674,0.0068,0.0191,0.0304,0.0619,0.0308,0.0275,0.0271,0.0524,0.0281,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0189,0.0195,0.0347,0.0280,0.0359,0.0847,0.0222,0.0373,0.0441,0.0304
186,0.0674,0.0069,0.0191,0.0304,0.0619,0.0308,0.0275,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0189,0.0195,0.0347,0.0280,0.0359,0.0847,0.0222,0.0373,0.0441,0.0304
187,0.0674,0.0069,0.0191,0.0304,0.0619,0.0308,0.0275,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0189,0.0195,0.0347,0.0280,0.0359,0.0847,0.0222,0.0373,0.0441,0.0304
188,0.0674,0.0070,0.0191,0.0304,0.0619,0.0308,0.0275,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0189,0.0195,0.0347,0.0280,0.0359,0.0847,0.0223,0.0373,0.0441,0.0304
189,0.0674,0.0070,0.0191,0.0304,0.0619,0.0308,0.0275,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0189,0.0195,0.0348,0.0280,0.0359,0.0847,0.0223,0.0373,0.0441,0.0304
190,0.0674,0.0071,0.0191,0.0304,0.0619,0.0308,0.0275,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0189,0.0195,0.0348,0.0280,0.0359,0.0848,0.0223,0.0373,0.0441,0.0304
191,0.0674,0.0071,0.0191,0.0304,0.0619,0.0308,0.0275,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0189,0.0195,0.0348,0.0280,0.0359,0.0848,0.0223,0.0373,0.0441,0.0304
192,0.0674,0.0072,0.0191,0.0304,0.0619,0.0308,0.0275,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0188,0.0195,0.0348,0.0280,0.0359,0.0848,0.0223,0.0373,0.0441,0.0304
193,0.0674,0.0072,0.0191,0.0304,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0188,0.0196,0.0348,0.0280,0.0359,0.0848,0.0223,0.0373,0.0441,0.0304
194,0.0674,0.0073,0.0191,0.0305,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0188,0.0196,0.0348,0.0280,0.0359,0.0848,0.0223,0.0373,0.0441,0.0304
195,0.0674,0.0073,0.0191,0.0305,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0188,0.0196,0.0348,0.0280,0.0359,0.0848,0.0223,0.0373,0.0441,0.0304
196,0.0674,0.0074,0.0191,0.0305,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0188,0.0196,0.0348,0.0281,0.0359,0.0848,0.0223,0.0373,0.0441,0.0304
197,0.0674,0.0074,0.0191,0.0305,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0188,0.0196,0.0348,0.0281,0.0359,0.0848,0.0223,0.0373,0.0441,0.0304
198,0.0674,0.0075,0.0191,0.0305,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0188,0.0196,0.0348,0.0281,0.0359,0.0848,0.0223,0.0373,0.0441,0.0304
199,0.0674,0.0076,0.0191,0.0305,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0188,0.0196,0.0348,0.0281,0.0359,0.0848,0.0223,0.0373,0.0441,0.0304
200,0.0674,0.0076,0.0191,0.0305,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0188,0.0196,0.0348,0.0281,0.0359,0.0849,0.0223,0.0373,0.0441,0.0304
201,0.0674,0.0077,0.0191,0.0305,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0188,0.0196,0.0348,0.0281,0.0359,0.0849,0.0223,0.0373,0.0441,0.0304
202,0.0674,0.0077,0.0191,0.0305,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0187,0.0197,0.0349,0.0281,0.0359,0.0849,0.0223,0.0373,0.0441,0.0304
203,0.0674,0.0078,0.0191,0.0305,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0187,0.0197,0.0349,0.0281,0.0359,0.0849,0.0223,0.0373,0.0441,0.0304
204,0.0674,0.0078,0.0191,0.0305,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0187,0.0197,0.0349,0.0281,0.0359,0.0849,0.0223,0.0373,0.0441,0.0304
205,0.0674,0.0079,0.0191,0.0305,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0187,0.0197,0.0349,0.0281,0.0359,0.0849,0.0223,0.0373,0.0441,0.0304
206,0.0674,0.0079,0.0191,0.0305,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0187,0.0197,0.0349,0.0281,0.0359,0.0849,0.0223,0.0373,0.0441,0.0304
207,0.0674,0.0080,0.0191,0.0305,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0187,0.0197,0.0349,0.0281,0.0359,0.0849,0.0223,0.0373,0.0441,0.0304
208,0.0674,0.0080,0.0191,0.0305,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0187,0.0197,0.0349,0.0281,0.0359,0.0849,0.0223,0.0373,0.0441,0.0304
