step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0042,0.0519,0.0035,0.0032,240,-0.0497,260,0.0540,0.0000,0.0052,0.0032,0.0020
1,0.0061,0.0500,0.0033,0.0028,228,-0.0481,272,0.0516,0.0000,0.0084,0.0037,0.0046
2,0.0083,0.0518,0.0037,0.0030,233,-0.0468,267,0.0563,0.0000,0.0123,0.0040,0.0084
3,0.0101,0.0570,0.0047,0.0034,222,-0.0528,278,0.0603,0.0000,0.0163,0.0037,0.0126
4,0.0120,0.0638,0.0060,0.0041,218,-0.0595,282,0.0672,0.0121,0.0198,0.0038,0.0160
5,0.0142,0.0718,0.0077,0.0050,221,-0.0652,279,0.0771,0.0623,0.0237,0.0042,0.0195
6,0.0162,0.0803,0.0097,0.0061,222,-0.0722,278,0.0867,0.2162,0.0272,0.0047,0.0225
7,0.0183,0.0886,0.0119,0.0072,221,-0.0796,279,0.0958,0.3485,0.0307,0.0052,0.0255
8,0.0203,0.0969,0.0144,0.0083,220,-0.0870,280,0.1046,0.5293,0.0346,0.0054,0.0292
9,0.0222,0.1051,0.0171,0.0095,220,-0.0942,280,0.1136,0.7481,0.0382,0.0054,0.0328
10,0.0239,0.1131,0.0199,0.0108,219,-0.1018,281,0.1219,1.3135,0.0421,0.0049,0.0372
11,0.0255,0.1209,0.0228,0.0120,216,-0.1104,284,0.1289,1.9774,0.0457,0.0045,0.0412
12,0.0276,0.1285,0.0258,0.0133,216,-0.1168,284,0.1374,2.5386,0.0499,0.0043,0.0456
13,0.0295,0.1357,0.0289,0.0145,212,-0.1253,288,0.1434,3.3564,0.0537,0.0043,0.0494
14,0.0314,0.1427,0.0320,0.0158,212,-0.1312,288,0.1512,3.8776,0.0576,0.0042,0.0534
15,0.0334,0.1494,0.0350,0.0170,212,-0.1368,288,0.1587,4.6001,0.0613,0.0043,0.0570
16,0.0354,0.1560,0.0382,0.0181,212,-0.1422,288,0.1661,5.6322,0.0651,0.0045,0.0605
17,0.0373,0.1624,0.0413,0.0192,215,-0.1454,285,0.1752,6.7227,0.0686,0.0047,0.0638
18,0.0391,0.1686,0.0444,0.0203,215,-0.1506,285,0.1822,7.4186,0.0720,0.0049,0.0671
19,0.0411,0.1750,0.0476,0.0214,214,-0.1564,286,0.1889,8.0679,0.0754,0.0054,0.0699
20,0.0430,0.1810,0.0507,0.0224,211,-0.1635,289,0.1938,8.9488,0.0786,0.0059,0.0727
21,0.0448,0.1869,0.0538,0.0234,208,-0.1707,292,0.1984,9.9042,0.0817,0.0064,0.0753
22,0.0466,0.1924,0.0568,0.0243,208,-0.1753,292,0.2046,11.0302,0.0847,0.0069,0.0778
