step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0402,0.0902,0.0035,0.0034,238,-0.0526,242,0.0521,0.0000,0.0014,-0.0013,0.0027
1,0.0416,0.0889,0.0035,0.0031,231,-0.0512,249,0.0508,0.0000,0.0052,-0.0026,0.0078
2,0.0441,0.0909,0.0040,0.0033,228,-0.0513,252,0.0545,0.0000,0.0105,-0.0034,0.0139
3,0.0469,0.0958,0.0049,0.0039,229,-0.0533,251,0.0625,0.0270,0.0165,-0.0041,0.0206
4,0.0495,0.1020,0.0063,0.0047,223,-0.0588,257,0.0696,0.0661,0.0220,-0.0049,0.0269
5,0.0527,0.1093,0.0081,0.0057,217,-0.0652,263,0.0780,0.1530,0.0285,-0.0054,0.0339
6,0.0560,0.1179,0.0101,0.0070,211,-0.0734,269,0.0872,0.3544,0.0352,-0.0060,0.0411
7,0.0594,0.1265,0.0124,0.0084,207,-0.0811,273,0.0970,0.5824,0.0419,-0.0064,0.0483
8,0.0627,0.1349,0.0149,0.0099,206,-0.0876,274,0.1073,0.7557,0.0484,-0.0066,0.0550
9,0.0657,0.1431,0.0176,0.0115,203,-0.0953,277,0.1163,1.2332,0.0546,-0.0071,0.0617
10,0.0688,0.1510,0.0203,0.0131,197,-0.1043,283,0.1235,1.8135,0.0606,-0.0074,0.0680
11,0.0719,0.1588,0.0232,0.0147,195,-0.1113,285,0.1322,2.4178,0.0667,-0.0076,0.0742
12,0.0751,0.1662,0.0261,0.0164,194,-0.1174,286,0.1410,3.1158,0.0728,-0.0076,0.0804
13,0.0780,0.1734,0.0290,0.0180,195,-0.1222,285,0.1503,3.9960,0.0786,-0.0080,0.0866
14,0.0807,0.1802,0.0320,0.0196,194,-0.1282,286,0.1581,4.8170,0.0841,-0.0085,0.0927
15,0.0833,0.1867,0.0349,0.0211,194,-0.1332,286,0.1661,5.2963,0.0894,-0.0090,0.0984
16,0.0859,0.1930,0.0379,0.0226,188,-0.1423,292,0.1703,6.0743,0.0948,-0.0096,0.1044
17,0.0886,0.1993,0.0408,0.0241,184,-0.1504,296,0.1757,6.6053,0.1001,-0.0098,0.1099
18,0.0914,0.2054,0.0437,0.0255,181,-0.1575,299,0.1813,6.9884,0.1054,-0.0099,0.1153
19,0.0941,0.2113,0.0465,0.0269,180,-0.1628,300,0.1878,8.2275,0.1105,-0.0099,0.1204
20,0.0966,0.2170,0.0493,0.0282,180,-0.1672,300,0.1946,8.8273,0.1153,-0.0100,0.1253
21,0.0990,0.2224,0.0520,0.0295,180,-0.1713,300,0.2012,10.0156,0.1199,-0.0099,0.1298
22,0.1014,0.2275,0.0547,0.0308,180,-0.1752,300,0.2075,10.3460,0.1243,-0.0097,0.1340
23,0.1037,0.2324,0.0572,0.0320,179,-0.1798,301,0.2127,10.7767,0.1285,-0.0096,0.1381
24,0.1059,0.2372,0.0598,0.0331,178,-0.1843,302,0.2178,11.9362,0.1325,-0.0093,0.1418
25,0.1081,0.2418,0.0622,0.0342,177,-0.1888,303,0.2227,12.9712,0.1364,-0.0090,0.1455
26,0.1102,0.2463,0.0646,0.0352,178,-0.1911,302,0.2289,13.6863,0.1402,-0.0088,0.1490
27,0.1122,0.2505,0.0670,0.0362,177,-0.1953,303,0.2333,14.6302,0.1438,-0.0085,0.1523
28,0.1142,0.2545,0.0693,0.0371,176,-0.1994,304,0.2374,15.4336,0.1472,-0.0083,0.1555
29,0.1160,0.2584,0.0715,0.0380,176,-0.2022,304,0.2421,15.7188,0.1505,-0.0080,0.1585
30,0.1178,0.2621,0.0736,0.0389,174,-0.2073,306,0.2450,17.0580,0.1537,-0.0077,0.1614
31,0.1195,0.2657,0.0756,0.0397,172,-0.2125,308,0.2477,17.4304,0.1565,-0.0073,0.1637
32,0.1211,0.2691,0.0776,0.0404,172,-0.2151,308,0.2517,18.1333,0.1591,-0.0068,0.1659
33,0.1226,0.2723,0.0795,0.0412,172,-0.2175,308,0.2556,18.6813,0.1617,-0.0063,0.1679
34,0.1241,0.2754,0.0813,0.0419,172,-0.2199,308,0.2594,19.1510,0.1641,-0.0058,0.1699
35,0.1255,0.2784,0.0831,0.0425,171,-0.2235,309,0.2621,19.4313,0.1664,-0.0054,0.1718
36,0.1269,0.2812,0.0849,0.0431,170,-0.2269,310,0.2646,19.7133,0.1686,-0.0049,0.1736
37,0.1282,0.2840,0.0866,0.0437,170,-0.2290,310,0.2679,19.8871,0.1708,-0.0045,0.1753
38,0.1295,0.2866,0.0882,0.0443,170,-0.2310,310,0.2710,19.9972,0.1728,-0.0041,0.1769
39,0.1307,0.2890,0.0897,0.0448,170,-0.2329,310,0.2740,20.3449,0.1748,-0.0037,0.1785
40,0.1318,0.2914,0.0913,0.0453,170,-0.2347,310,0.2768,20.8853,0.1767,-0.0034,0.1800
41,0.1329,0.2937,0.0927,0.0458,170,-0.2364,310,0.2795,21.0889,0.1785,-0.0030,0.1815
42,0.1340,0.2959,0.0941,0.0462,170,-0.2381,310,0.2822,21.1366,0.1802,-0.0027,0.1829
43,0.1350,0.2980,0.0955,0.0467,169,-0.2410,311,0.2837,21.1366,0.1819,-0.0023,0.1842
44,0.1360,0.2999,0.0968,0.0471,169,-0.2425,311,0.2861,21.2261,0.1835,-0.0020,0.1854
45,0.1370,0.3018,0.0980,0.0474,169,-0.2439,311,0.2885,21.2500,0.1850,-0.0016,0.1866
46,0.1379,0.3037,0.0992,0.0478,168,-0.2467,312,0.2897,21.2500,0.1864,-0.0012,0.1877
47,0.1390,0.3055,0.1003,0.0479,168,-0.2477,312,0.2920,21.3872,0.1879,-0.0005,0.1885
48,0.1401,0.3072,0.1014,0.0481,168,-0.2487,312,0.2942,21.5245,0.1894,0.0002,0.1892
49,0.1411,0.3088,0.1024,0.0483,168,-0.2496,312,0.2964,21.6379,0.1907,0.0008,0.1899
50,0.1420,0.3104,0.1034,0.0485,168,-0.2505,312,0.2984,21.6379,0.1921,0.0015,0.1906
51,0.1430,0.3119,0.1044,0.0487,167,-0.2529,313,0.2994,21.7512,0.1934,0.0021,0.1913
52,0.1441,0.3135,0.1053,0.0488,167,-0.2536,313,0.3016,21.9303,0.1946,0.0032,0.1914
53,0.1452,0.3151,0.1062,0.0489,167,-0.2543,313,0.3037,22.1419,0.1958,0.0043,0.1915
54,0.1463,0.3166,0.1071,0.0490,167,-0.2550,313,0.3058,22.5946,0.1969,0.0053,0.1916
55,0.1473,0.3182,0.1080,0.0491,166,-0.2574,314,0.3069,22.5703,0.1980,0.0063,0.1917
56,0.1483,0.3197,0.1088,0.0492,166,-0.2581,314,0.3089,22.3564,0.1991,0.0074,0.1917
57,0.1493,0.3212,0.1096,0.0492,166,-0.2588,314,0.3109,22.3811,0.2001,0.0084,0.1917
58,0.1502,0.3226,0.1103,0.0493,166,-0.2595,314,0.3127,22.3811,0.2011,0.0094,0.1917
59,0.1511,0.3239,0.1111,0.0494,166,-0.2602,314,0.3145,22.1671,0.2020,0.0103,0.1917
60,0.1520,0.3252,0.1119,0.0495,167,-0.2593,313,0.3173,22.3977,0.2029,0.0112,0.1917
61,0.1528,0.3264,0.1126,0.0495,167,-0.2599,313,0.3189,22.6811,0.2038,0.0120,0.1919
62,0.1536,0.3276,0.1133,0.0496,168,-0.2590,312,0.3215,22.8846,0.2047,0.0127,0.1920
63,0.1543,0.3287,0.1139,0.0497,168,-0.2596,312,0.3229,23.0904,0.2055,0.0133,0.1922
64,0.1549,0.3298,0.1146,0.0497,168,-0.2602,312,0.3243,23.0904,0.2063,0.0139,0.1924
65,0.1556,0.3308,0.1152,0.0498,167,-0.2624,313,0.3246,23.1808,0.2071,0.0145,0.1926
66,0.1562,0.3318,0.1158,0.0498,167,-0.2628,313,0.3259,23.0494,0.2078,0.0151,0.1927
