step,community_0,community_1,community_2,community_3,community_4,community_5,community_6,community_7,community_8,community_9,community_12,community_14,community_16,community_17,community_22,community_23,community_24,community_26,community_33,community_34,community_37,community_41,community_42,community_43,community_45,community_54,community_68
100,0.0046,0.0011,0.0022,0.0002,0.0149,0.0000,0.0027,0.0000,0.0000,0.0222,0.0018,0.0166,0.0004,0.0000,0.0001,0.0321,0.0013,0.0000,0.0036,0.0000,0.0064,0.0024,0.0172,0.0007,0.0250,0.0028,0.0016
101,0.0046,0.0011,0.0023,0.0002,0.0150,0.0000,0.0028,0.0000,0.0000,0.0225,0.0019,0.0170,0.0004,0.0000,0.0001,0.0324,0.0013,0.0000,0.0037,0.0000,0.0064,0.0024,0.0172,0.0007,0.0250,0.0029,0.0017
102,0.0046,0.0012,0.0024,0.0002,0.0151,0.0000,0.0029,0.0000,0.0000,0.0229,0.0019,0.0174,0.0004,0.0000,0.0001,0.0327,0.0013,0.0000,0.0038,0.0000,0.0064,0.0025,0.0172,0.0007,0.0251,0.0030,0.0017
103,0.0046,0.0012,0.0026,0.0003,0.0153,0.0000,0.0029,0.0000,0.0000,0.0232,0.0020,0.0178,0.0004,0.0000,0.0001,0.0329,0.0013,0.0000,0.0038,0.0000,0.0064,0.0025,0.0172,0.0007,0.0252,0.0031,0.0018
104,0.0046,0.0013,0.0027,0.0003,0.0154,0.0000,0.0030,0.0000,0.0000,0.0235,0.0021,0.0182,0.0004,0.0000,0.0001,0.0332,0.0013,0.0000,0.0039,0.0000,0.0064,0.0025,0.0172,0.0007,0.0252,0.0032,0.0019
105,0.0047,0.0013,0.0029,0.0003,0.0155,0.0000,0.0031,0.0000,0.0000,0.0237,0.0021,0.0186,0.0004,0.0000,0.0001,0.0334,0.0013,0.0000,0.0040,0.0000,0.0064,0.0025,0.0171,0.0008,0.0253,0.0033,0.0019
106,0.0047,0.0014,0.0030,0.0003,0.0157,0.0000,0.0032,0.0000,0.0000,0.0240,0.0022,0.0190,0.0004,0.0000,0.0001,0.0336,0.0013,0.0000,0.0041,0.0000,0.0064,0.0025,0.0171,0.0008,0.0253,0.0034,0.0020
107,0.0047,0.0014,0.0032,0.0003,0.0158,0.0000,0.0033,0.0000,0.0000,0.0242,0.0023,0.0193,0.0004,0.0000,0.0001,0.0338,0.0013,0.0000,0.0042,0.0000,0.0064,0.0026,0.0171,0.0008,0.0253,0.0035,0.0021
108,0.0047,0.0015,0.0034,0.0003,0.0159,0.0000,0.0034,0.0000,0.0000,0.0244,0.0024,0.0197,0.0004,0.0000,0.0001,0.0339,0.0013,0.0000,0.0043,0.0000,0.0063,0.0026,0.0171,0.0008,0.0254,0.0036,0.0021
109,0.0047,0.0015,0.0036,0.0003,0.0160,0.0000,0.0035,0.0000,0.0000,0.0246,0.0024,0.0201,0.0004,0.0000,0.0001,0.0341,0.0013,0.0000,0.0044,0.0000,0.0063,0.0026,0.0171,0.0008,0.0254,0.0037,0.0022
110,0.0047,0.0016,0.0038,0.0003,0.0162,0.0000,0.0036,0.0000,0.0000,0.0248,0.0025,0.0205,0.0004,0.0000,0.0001,0.0342,0.0013,0.0000,0.0045,0.0000,0.0063,0.0026,0.0171,0.0008,0.0254,0.0039,0.0023
111,0.0048,0.0016,0.0040,0.0004,0.0163,0.0000,0.0037,0.0000,0.0000,0.0249,0.0026,0.0208,0.0004,0.0000,0.0001,0.0343,0.0014,0.0000,0.0046,0.0000,0.0063,0.0026,0.0171,0.0008,0.0255,0.0040,0.0023
112,0.0048,0.0017,0.0042,0.0004,0.0164,0.0000,0.0038,0.0000,0.0000,0.0251,0.0027,0.0212,0.0004,0.0000,0.0001,0.0344,0.0014,0.0000,0.0047,0.0000,0.0063,0.0027,0.0170,0.0009,0.0255,0.0041,0.0024
113,0.0048,0.0017,0.0044,0.0004,0.0165,0.0000,0.0038,0.0000,0.0000,0.0252,0.0027,0.0215,0.0004,0.0000,0.0002,0.0345,0.0014,0.0000,0.0048,0.0000,0.0063,0.0027,0.0170,0.0009,0.0255,0.0043,0.0024
114,0.0048,0.0018,0.0046,0.0004,0.0166,0.0000,0.0039,0.0000,0.0000,0.0253,0.0028,0.0219,0.0004,0.0000,0.0002,0.0346,0.0014,0.0000,0.0049,0.0000,0.0063,0.0027,0.0170,0.0009,0.0255,0.0044,0.0025
115,0.0048,0.0018,0.0048,0.0004,0.0167,0.0000,0.0040,0.0000,0.0000,0.0254,0.0029,0.0222,0.0004,0.0000,0.0002,0.0347,0.0014,0.0000,0.0050,0.0000,0.0063,0.0027,0.0170,0.0009,0.0256,0.0046,0.0026
116,0.0048,0.0019,0.0051,0.0004,0.0168,0.0000,0.0041,0.0000,0.0000,0.0255,0.0030,0.0226,0.0004,0.0000,0.0002,0.0347,0.0014,0.0000,0.0050,0.0000,0.0063,0.0027,0.0170,0.0009,0.0256,0.0047,0.0026
117,0.0048,0.0020,0.0053,0.0004,0.0169,0.0000,0.0042,0.0000,0.0000,0.0256,0.0030,0.0229,0.0004,0.0000,0.0002,0.0348,0.0014,0.0000,0.0051,0.0001,0.0063,0.0027,0.0170,0.0009,0.0256,0.0049,0.0027
118,0.0048,0.0020,0.0056,0.0005,0.0170,0.0000,0.0043,0.0000,0.0000,0.0257,0.0031,0.0232,0.0004,0.0000,0.0002,0.0348,0.0014,0.0000,0.0052,0.0001,0.0063,0.0028,0.0170,0.0009,0.0256,0.0051,0.0027
119,0.0049,0.0021,0.0058,0.0005,0.0171,0.0000,0.0044,0.0000,0.0000,0.0257,0.0032,0.0235,0.0004,0.0000,0.0002,0.0348,0.0014,0.0000,0.0053,0.0001,0.0063,0.0028,0.0170,0.0010,0.0256,0.0053,0.0028
120,0.0049,0.0021,0.0061,0.0005,0.0172,0.0000,0.0045,0.0000,0.0000,0.0258,0.0033,0.0239,0.0004,0.0000,0.0002,0.0349,0.0014,0.0000,0.0054,0.0001,0.0063,0.0028,0.0169,0.0010,0.0256,0.0054,0.0029
121,0.0049,0.0022,0.0064,0.0005,0.0173,0.0000,0.0045,0.0000,0.0000,0.0258,0.0033,0.0242,0.0004,0.0000,0.0002,0.0349,0.0014,0.0000,0.0055,0.0001,0.0063,0.0028,0.0169,0.0010,0.0256,0.0056,0.0029
122,0.0049,0.0022,0.0067,0.0005,0.0174,0.0000,0.0046,0.0000,0.0000,0.0259,0.0034,0.0245,0.0005,0.0000,0.0002,0.0349,0.0015,0.0000,0.0056,0.0001,0.0063,0.0028,0.0169,0.0010,0.0256,0.0059,0.0030
123,0.0049,0.0023,0.0070,0.0005,0.0175,0.0000,0.0047,0.0000,0.0000,0.0259,0.0035,0.0248,0.0005,0.0000,0.0002,0.0349,0.0015,0.0000,0.0056,0.0001,0.0063,0.0028,0.0169,0.0010,0.0256,0.0061,0.0030
124,0.0049,0.0024,0.0073,0.0006,0.0176,0.0000,0.0048,0.0000,0.0000,0.0259,0.0036,0.0251,0.0005,0.0000,0.0002,0.0349,0.0015,0.0000,0.0057,0.0001,0.0063,0.0028,0.0169,0.0010,0.0256,0.0063,0.0031
125,0.0049,0.0024,0.0076,0.0006,0.0177,0.0000,0.0049,0.0000,0.0000,0.0259,0.0036,0.0253,0.0005,0.0000,0.0002,0.0349,0.0015,0.0000,0.0058,0.0001,0.0063,0.0028,0.0169,0.0010,0.0256,0.0065,0.0031
126,0.0049,0.0025,0.0079,0.0006,0.0178,0.0000,0.0049,0.0000,0.0000,0.0259,0.0037,0.0256,0.0005,0.0000,0.0003,0.0349,0.0015,0.0000,0.0059,0.0001,0.0063,0.0029,0.0169,0.0010,0.0256,0.0068,0.0032
127,0.0050,0.0025,0.0083,0.0006,0.0179,0.0000,0.0050,0.0000,0.0000,0.0259,0.0038,0.0259,0.0005,0.0000,0.0003,0.0349,0.0015,0.0000,0.0059,0.0001,0.0063,0.0029,0.0169,0.0011,0.0256,0.0070,0.0032
128,0.0050,0.0026,0.0086,0.0006,0.0179,0.0000,0.0051,0.0000,0.0000,0.0259,0.0038,0.0261,0.0005,0.0000,0.0003,0.0348,0.0015,0.0000,0.0060,0.0001,0.0063,0.0029,0.0169,0.0011,0.0256,0.0073,0.0033
129,0.0050,0.0027,0.0090,0.0006,0.0180,0.0000,0.0052,0.0000,0.0000,0.0259,0.0039,0.0264,0.0005,0.0000,0.0003,0.0348,0.0015,0.0000,0.0061,0.0001,0.0063,0.0029,0.0169,0.0011,0.0256,0.0076,0.0033
130,0.0050,0.0027,0.0093,0.0007,0.0181,0.0000,0.0053,0.0000,0.0000,0.0259,0.0040,0.0266,0.0005,0.0000,0.0003,0.0348,0.0015,0.0000,0.0062,0.0001,0.0063,0.0029,0.0169,0.0011,0.0256,0.0079,0.0034
131,0.0050,0.0028,0.0097,0.0007,0.0182,0.0000,0.0053,0.0000,0.0000,0.0259,0.0040,0.0269,0.0005,0.0000,0.0003,0.0347,0.0016,0.0000,0.0062,0.0001,0.0063,0.0029,0.0169,0.0011,0.0256,0.0081,0.0034
132,0.0050,0.0028,0.0101,0.0007,0.0182,0.0000,0.0054,0.0000,0.0000,0.0259,0.0041,0.0271,0.0005,0.0000,0.0003,0.0347,0.0016,0.0000,0.0063,0.0001,0.0063,0.0029,0.0168,0.0011,0.0256,0.0085,0.0035
133,0.0050,0.0029,0.0105,0.0007,0.0183,0.0000,0.0055,0.0000,0.0000,0.0259,0.0042,0.0273,0.0005,0.0000,0.0003,0.0347,0.0016,0.0000,0.0064,0.0001,0.0063,0.0029,0.0168,0.0011,0.0256,0.0088,0.0035
134,0.0050,0.0030,0.0108,0.0007,0.0184,0.0000,0.0056,0.0000,0.0000,0.0259,0.0042,0.0276,0.0005,0.0000,0.0003,0.0346,0.0016,0.0000,0.0064,0.0001,0.0063,0.0029,0.0168,0.0011,0.0256,0.0091,0.0036
135,0.0050,0.0030,0.0112,0.0008,0.0185,0.0000,0.0056,0.0000,0.0000,0.0258,0.0043,0.0278,0.0005,0.0000,0.0003,0.0346,0.0016,0.0000,0.0065,0.0001,0.0063,0.0029,0.0168,0.0012,0.0256,0.0094,0.0036
136,0.0050,0.0031,0.0117,0.0008,0.0185,0.0000,0.0057,0.0000,0.0000,0.0258,0.0044,0.0280,0.0005,0.0000,0.0003,0.0346,0.0016,0.0000,0.0065,0.0001,0.0063,0.0029,0.0168,0.0012,0.0256,0.0098,0.0037
137,0.0051,0.0032,0.0121,0.0008,0.0186,0.0000,0.0058,0.0000,0.0000,0.0258,0.0044,0.0282,0.0005,0.0000,0.0004,0.0345,0.0016,0.0000,0.0066,0.0002,0.0063,0.0030,0.0168,0.0012,0.0256,0.0101,0.0037
138,0.0051,0.0032,0.0125,0.0008,0.0186,0.0000,0.0058,0.0000,0.0000,0.0257,0.0045,0.0284,0.0005,0.0000,0.0004,0.0345,0.0016,0.0000,0.0067,0.0002,0.0063,0.0030,0.0168,0.0012,0.0256,0.0105,0.0037
139,0.0051,0.0033,0.0129,0.0008,0.0187,0.0000,0.0059,0.0000,0.0000,0.0257,0.0045,0.0286,0.0005,0.0000,0.0004,0.0344,0.0017,0.0000,0.0067,0.0002,0.0063,0.0030,0.0168,0.0012,0.0256,0.0108,0.0038
140,0.0051,0.0033,0.0134,0.0008,0.0188,0.0000,0.0060,0.0000,0.0000,0.0257,0.0046,0.0287,0.0005,0.0000,0.0004,0.0344,0.0017,0.0000,0.0068,0.0002,0.0063,0.0030,0.0168,0.0012,0.0256,0.0112,0.0038
141,0.0051,0.0034,0.0138,0.0009,0.0188,0.0000,0.0060,0.0000,0.0000,0.0256,0.0047,0.0289,0.0005,0.0000,0.0004,0.0344,0.0017,0.0000,0.0068,0.0002,0.0063,0.0030,0.0168,0.0012,0.0256,0.0116,0.0038
142,0.0051,0.0035,0.0142,0.0009,0.0189,0.0000,0.0061,0.0000,0.0000,0.0256,0.0047,0.0291,0.0005,0.0000,0.0004,0.0343,0.0017,0.0000,0.0069,0.0002,0.0063,0.0030,0.0168,0.0013,0.0255,0.0119,0.0039
143,0.0051,0.0035,0.0147,0.0009,0.0189,0.0000,0.0062,0.0000,0.0000,0.0256,0.0048,0.0292,0.0005,0.0000,0.0004,0.0343,0.0017,0.0000,0.0069,0.0002,0.0063,0.0030,0.0168,0.0013,0.0255,0.0123,0.0039
144,0.0051,0.0036,0.0152,0.0009,0.0190,0.0000,0.0062,0.0000,0.0000,0.0255,0.0048,0.0294,0.0005,0.0000,0.0004,0.0342,0.0017,0.0000,0.0070,0.0002,0.0063,0.0030,0.0168,0.0013,0.0255,0.0127,0.0040
145,0.0051,0.0037,0.0156,0.0009,0.0190,0.0000,0.0063,0.0000,0.0000,0.0255,0.0049,0.0295,0.0006,0.0000,0.0004,0.0342,0.0017,0.0000,0.0070,0.0002,0.0063,0.0030,0.0168,0.0013,0.0255,0.0131,0.0040
146,0.0051,0.0037,0.0161,0.0010,0.0191,0.0000,0.0063,0.0000,0.0000,0.0255,0.0049,0.0297,0.0006,0.0000,0.0005,0.0341,0.0018,0.0000,0.0071,0.0002,0.0063,0.0030,0.0168,0.0013,0.0255,0.0135,0.0040
147,0.0051,0.0038,0.0165,0.0010,0.0191,0.0000,0.0064,0.0000,0.0000,0.0254,0.0050,0.0298,0.0006,0.0000,0.0005,0.0341,0.0018,0.0000,0.0071,0.0003,0.0063,0.0030,0.0168,0.0013,0.0255,0.0140,0.0041
148,0.0051,0.0039,0.0170,0.0010,0.0192,0.0000,0.0065,0.0000,0.0000,0.0254,0.0050,0.0300,0.0006,0.0000,0.0005,0.0340,0.0018,0.0000,0.0072,0.0003,0.0063,0.0030,0.0168,0.0013,0.0255,0.0144,0.0041
149,0.0051,0.0040,0.0175,0.0010,0.0192,0.0000,0.0065,0.0000,0.0000,0.0254,0.0051,0.0301,0.0006,0.0000,0.0005,0.0340,0.0018,0.0000,0.0072,0.0003,0.0063,0.0030,0.0168,0.0014,0.0255,0.0148,0.0041
150,0.0051,0.0040,0.0180,0.0010,0.0193,0.0000,0.0066,0.0000,0.0000,0.0253,0.0051,0.0302,0.0006,0.0000,0.0005,0.0340,0.0018,0.0000,0.0073,0.0003,0.0063,0.0030,0.0168,0.0014,0.0255,0.0152,0.0042
151,0.0051,0.0041,0.0185,0.0011,0.0193,0.0000,0.0066,0.0000,0.0000,0.0253,0.0052,0.0303,0.0006,0.0000,0.0005,0.0339,0.0018,0.0000,0.0073,0.0003,0.0063,0.0030,0.0167,0.0014,0.0255,0.0156,0.0042
152,0.0051,0.0042,0.0189,0.0011,0.0194,0.0000,0.0067,0.0000,0.0000,0.0253,0.0052,0.0305,0.0006,0.0000,0.0005,0.0339,0.0018,0.0000,0.0074,0.0003,0.0063,0.0030,0.0167,0.0014,0.0255,0.0160,0.0042
153,0.0051,0.0042,0.0194,0.0011,0.0194,0.0000,0.0067,0.0000,0.0000,0.0252,0.0053,0.0306,0.0006,0.0000,0.0005,0.0338,0.0019,0.0000,0.0074,0.0003,0.0063,0.0030,0.0167,0.0014,0.0255,0.0164,0.0042
154,0.0051,0.0043,0.0199,0.0011,0.0195,0.0000,0.0068,0.0000,0.0000,0.0252,0.0053,0.0307,0.0006,0.0000,0.0005,0.0338,0.0019,0.0001,0.0075,0.0004,0.0063,0.0030,0.0167,0.0014,0.0255,0.0169,0.0043
155,0.0051,0.0044,0.0204,0.0012,0.0195,0.0000,0.0068,0.0000,0.0000,0.0252,0.0053,0.0308,0.0006,0.0000,0.0006,0.0337,0.0019,0.0001,0.0075,0.0004,0.0063,0.0030,0.0167,0.0014,0.0255,0.0173,0.0043
156,0.0052,0.0044,0.0209,0.0012,0.0195,0.0000,0.0069,0.0000,0.0000,0.0251,0.0054,0.0309,0.0006,0.0000,0.0006,0.0337,0.0019,0.0001,0.0075,0.0004,0.0063,0.0031,0.0167,0.0015,0.0254,0.0177,0.0043
157,0.0052,0.0045,0.0213,0.0012,0.0196,0.0000,0.0069,0.0000,0.0000,0.0251,0.0054,0.0310,0.0006,0.0000,0.0006,0.0337,0.0019,0.0001,0.0076,0.0004,0.0063,0.0031,0.0167,0.0015,0.0254,0.0181,0.0043
158,0.0052,0.0046,0.0218,0.0012,0.0196,0.0000,0.0070,0.0000,0.0000,0.0251,0.0055,0.0310,0.0006,0.0000,0.0006,0.0336,0.0019,0.0001,0.0076,0.0004,0.0063,0.0031,0.0167,0.0015,0.0254,0.0185,0.0044
159,0.0052,0.0047,0.0223,0.0012,0.0196,0.0000,0.0070,0.0000,0.0000,0.0250,0.0055,0.0311,0.0006,0.0000,0.0006,0.0336,0.0020,0.0001,0.0076,0.0004,0.0063,0.0031,0.0167,0.0015,0.0254,0.0189,0.0044
160,0.0052,0.0047,0.0228,0.0013,0.0197,0.0000,0.0071,0.0000,0.0000,0.0250,0.0055,0.0312,0.0006,0.0000,0.0006,0.0336,0.0020,0.0001,0.0077,0.0005,0.0063,0.0031,0.0167,0.0015,0.0254,0.0193,0.0044
161,0.0052,0.0048,0.0232,0.0013,0.0197,0.0000,0.0071,0.0000,0.0000,0.0250,0.0056,0.0313,0.0006,0.0000,0.0006,0.0335,0.0020,0.0001,0.0077,0.0005,0.0063,0.0031,0.0167,0.0015,0.0254,0.0196,0.0044
162,0.0052,0.0049,0.0237,0.0013,0.0197,0.0000,0.0072,0.0000,0.0000,0.0250,0.0056,0.0314,0.0006,0.0000,0.0006,0.0335,0.0020,0.0001,0.0077,0.0005,0.0063,0.0031,0.0167,0.0016,0.0254,0.0200,0.0045
163,0.0052,0.0050,0.0242,0.0013,0.0198,0.0000,0.0072,0.0000,0.0000,0.0249,0.0056,0.0314,0.0006,0.0000,0.0006,0.0335,0.0020,0.0001,0.0078,0.0005,0.0063,0.0031,0.0167,0.0016,0.0254,0.0204,0.0045
164,0.0052,0.0050,0.0246,0.0014,0.0198,0.0000,0.0073,0.0000,0.0000,0.0249,0.0057,0.0315,0.0006,0.0000,0.0007,0.0334,0.0020,0.0001,0.0078,0.0005,0.0063,0.0031,0.0167,0.0016,0.0254,0.0208,0.0045
165,0.0052,0.0051,0.0251,0.0014,0.0198,0.0000,0.0073,0.0000,0.0000,0.0249,0.0057,0.0316,0.0006,0.0000,0.0007,0.0334,0.0021,0.0001,0.0078,0.0006,0.0063,0.0031,0.0167,0.0016,0.0254,0.0211,0.0045
166,0.0052,0.0052,0.0255,0.0014,0.0199,0.0000,0.0074,0.0000,0.0000,0.0249,0.0057,0.0316,0.0006,0.0000,0.0007,0.0334,0.0021,0.0001,0.0079,0.0006,0.0063,0.0031,0.0167,0.0016,0.0254,0.0215,0.0045
167,0.0052,0.0053,0.0260,0.0014,0.0199,0.0000,0.0074,0.0000,0.0000,0.0248,0.0058,0.0317,0.0007,0.0000,0.0007,0.0333,0.0021,0.0001,0.0079,0.0006,0.0063,0.0031,0.0167,0.0017,0.0254,0.0218,0.0046
168,0.0052,0.0053,0.0264,0.0014,0.0199,0.0000,0.0074,0.0000,0.0000,0.0248,0.0058,0.0317,0.0007,0.0000,0.0007,0.0333,0.0021,0.0001,0.0079,0.0006,0.0063,0.0031,0.0167,0.0017,0.0254,0.0221,0.0046
169,0.0052,0.0054,0.0269,0.0015,0.0200,0.0000,0.0075,0.0000,0.0000,0.0248,0.0058,0.0318,0.0007,0.0000,0.0007,0.0333,0.0021,0.0001,0.0080,0.0006,0.0063,0.0031,0.0167,0.0017,0.0254,0.0225,0.0046
170,0.0052,0.0055,0.0273,0.0015,0.0200,0.0000,0.0075,0.0000,0.0000,0.0248,0.0059,0.0318,0.0007,0.0000,0.0007,0.0332,0.0021,0.0001,0.0080,0.0007,0.0063,0.0031,0.0167,0.0017,0.0254,0.0228,0.0046
171,0.0052,0.0056,0.0277,0.0015,0.0200,0.0000,0.0076,0.0000,0.0000,0.0247,0.0059,0.0319,0.0007,0.0000,0.0007,0.0332,0.0022,0.0001,0.0080,0.0007,0.0063,0.0031,0.0167,0.0017,0.0254,0.0231,0.0046
172,0.0052,0.0056,0.0281,0.0015,0.0200,0.0000,0.0076,0.0000,0.0000,0.0247,0.0059,0.0319,0.0007,0.0000,0.0007,0.0332,0.0022,0.0001,0.0080,0.0007,0.0063,0.0031,0.0167,0.0017,0.0254,0.0234,0.0046
173,0.0052,0.0057,0.0285,0.0016,0.0201,0.0000,0.0076,0.0000,0.0000,0.0247,0.0059,0.0320,0.0007,0.0000,0.0008,0.0332,0.0022,0.0001,0.0081,0.0007,0.0063,0.0031,0.0167,0.0018,0.0254,0.0236,0.0047
174,0.0052,0.0058,0.0289,0.0016,0.0201,0.0000,0.0077,0.0000,0.0000,0.0247,0.0060,0.0320,0.0007,0.0000,0.0008,0.0331,0.0022,0.0001,0.0081,0.0008,0.0063,0.0031,0.0167,0.0018,0.0254,0.0239,0.0047
175,0.0052,0.0059,0.0293,0.0016,0.0201,0.0000,0.0077,0.0000,0.0000,0.0247,0.0060,0.0321,0.0007,0.0000,0.0008,0.0331,0.0022,0.0001,0.0081,0.0008,0.0063,0.0031,0.0167,0.0018,0.0254,0.0242,0.0047
176,0.0052,0.0059,0.0297,0.0016,0.0201,0.0000,0.0077,0.0000,0.0000,0.0246,0.0060,0.0321,0.0007,0.0000,0.0008,0.0331,0.0023,0.0001,0.0081,0.0008,0.0063,0.0031,0.0167,0.0018,0.0253,0.0244,0.0047
177,0.0052,0.0060,0.0301,0.0017,0.0202,0.0000,0.0078,0.0000,0.0000,0.0246,0.0060,0.0321,0.0007,0.0000,0.0008,0.0331,0.0023,0.0001,0.0082,0.0008,0.0063,0.0031,0.0167,0.0018,0.0253,0.0247,0.0047
178,0.0052,0.0061,0.0304,0.0017,0.0202,0.0000,0.0078,0.0000,0.0000,0.0246,0.0061,0.0322,0.0007,0.0000,0.0008,0.0331,0.0023,0.0001,0.0082,0.0009,0.0063,0.0031,0.0167,0.0019,0.0253,0.0249,0.0047
179,0.0052,0.0062,0.0308,0.0017,0.0202,0.0000,0.0078,0.0000,0.0000,0.0246,0.0061,0.0322,0.0007,0.0000,0.0008,0.0330,0.0023,0.0001,0.0082,0.0009,0.0063,0.0031,0.0167,0.0019,0.0253,0.0251,0.0048
180,0.0052,0.0062,0.0311,0.0017,0.0202,0.0000,0.0079,0.0000,0.0000,0.0246,0.0061,0.0322,0.0007,0.0000,0.0008,0.0330,0.0023,0.0001,0.0082,0.0009,0.0063,0.0031,0.0167,0.0019,0.0253,0.0253,0.0048
181,0.0052,0.0063,0.0315,0.0018,0.0202,0.0000,0.0079,0.0000,0.0000,0.0246,0.0061,0.0322,0.0007,0.0000,0.0008,0.0330,0.0024,0.0001,0.0082,0.0009,0.0063,0.0031,0.0167,0.0019,0.0253,0.0255,0.0048
182,0.0052,0.0064,0.0318,0.0018,0.0203,0.0000,0.0079,0.0000,0.0000,0.0245,0.0061,0.0323,0.0007,0.0000,0.0009,0.0330,0.0024,0.0001,0.0083,0.0009,0.0063,0.0031,0.0167,0.0019,0.0253,0.0257,0.0048
183,0.0052,0.0065,0.0321,0.0018,0.0203,0.0000,0.0080,0.0000,0.0000,0.0245,0.0062,0.0323,0.0007,0.0000,0.0009,0.0330,0.0024,0.0001,0.0083,0.0010,0.0063,0.0031,0.0167,0.0020,0.0253,0.0259,0.0048
184,0.0052,0.0065,0.0325,0.0019,0.0203,0.0000,0.0080,0.0000,0.0000,0.0245,0.0062,0.0323,0.0007,0.0000,0.0009,0.0329,0.0024,0.0001,0.0083,0.0010,0.0063,0.0031,0.0167,0.0020,0.0253,0.0261,0.0048
185,0.0052,0.0066,0.0328,0.0019,0.0203,0.0000,0.0080,0.0000,0.0000,0.0245,0.0062,0.0323,0.0007,0.0000,0.0009,0.0329,0.0024,0.0001,0.0083,0.0010,0.0063,0.0031,0.0167,0.0020,0.0253,0.0263,0.0048
186,0.0052,0.0067,0.0331,0.0019,0.0203,0.0000,0.0081,0.0000,0.0000,0.0245,0.0062,0.0324,0.0007,0.0000,0.0009,0.0329,0.0025,0.0001,0.0083,0.0010,0.0063,0.0031,0.0167,0.0020,0.0253,0.0264,0.0048
187,0.0052,0.0067,0.0334,0.0019,0.0203,0.0000,0.0081,0.0000,0.0000,0.0245,0.0062,0.0324,0.0007,0.0000,0.0009,0.0329,0.0025,0.0001,0.0084,0.0011,0.0063,0.0031,0.0167,0.0020,0.0253,0.0266,0.0048
188,0.0052,0.0068,0.0336,0.0020,0.0204,0.0000,0.0081,0.0000,0.0000,0.0245,0.0062,0.0324,0.0007,0.0000,0.0009,0.0329,0.0025,0.0001,0.0084,0.0011,0.0063,0.0031,0.0167,0.0021,0.0253,0.0268,0.0049
189,0.0053,0.0069,0.0339,0.0020,0.0204,0.0000,0.0081,0.0000,0.0000,0.0245,0.0063,0.0324,0.0007,0.0000,0.0009,0.0329,0.0025,0.0001,0.0084,0.0011,0.0063,0.0031,0.0167,0.0021,0.0253,0.0269,0.0049
190,0.0053,0.0070,0.0342,0.0020,0.0204,0.0000,0.0082,0.0000,0.0000,0.0244,0.0063,0.0324,0.0008,0.0000,0.0009,0.0328,0.0025,0.0001,0.0084,0.0011,0.0063,0.0031,0.0167,0.0021,0.0253,0.0270,0.0049
191,0.0053,0.0070,0.0344,0.0020,0.0204,0.0000,0.0082,0.0000,0.0000,0.0244,0.0063,0.0325,0.0008,0.0000,0.0009,0.0328,0.0026,0.0001,0.0084,0.0012,0.0063,0.0031,0.0167,0.0021,0.0253,0.0271,0.0049
192,0.0053,0.0071,0.0347,0.0021,0.0204,0.0000,0.0082,0.0000,0.0000,0.0244,0.0063,0.0325,0.0008,0.0000,0.0010,0.0328,0.0026,0.0001,0.0084,0.0012,0.0063,0.0031,0.0167,0.0021,0.0253,0.0273,0.0049
193,0.0053,0.0072,0.0349,0.0021,0.0204,0.0000,0.0082,0.0000,0.0000,0.0244,0.0063,0.0325,0.0008,0.0000,0.0010,0.0328,0.0026,0.0001,0.0085,0.0012,0.0063,0.0031,0.0167,0.0022,0.0253,0.0274,0.0049
194,0.0053,0.0072,0.0352,0.0021,0.0205,0.0000,0.0083,0.0000,0.0000,0.0244,0.0063,0.0325,0.0008,0.0000,0.0010,0.0328,0.0026,0.0001,0.0085,0.0012,0.0063,0.0031,0.0167,0.0022,0.0253,0.0275,0.0049
195,0.0053,0.0073,0.0354,0.0022,0.0205,0.0000,0.0083,0.0000,0.0000,0.0244,0.0063,0.0325,0.0008,0.0000,0.0010,0.0328,0.0026,0.0001,0.0085,0.0012,0.0063,0.0031,0.0167,0.0022,0.0253,0.0276,0.0049
196,0.0053,0.0074,0.0356,0.0022,0.0205,0.0000,0.0083,0.0000,0.0000,0.0244,0.0064,0.0325,0.0008,0.0000,0.0010,0.0328,0.0027,0.0001,0.0085,0.0013,0.0063,0.0031,0.0167,0.0022,0.0253,0.0277,0.0049
197,0.0053,0.0074,0.0358,0.0022,0.0205,0.0000,0.0083,0.0000,0.0000,0.0244,0.0064,0.0325,0.0008,0.0000,0.0010,0.0327,0.0027,0.0001,0.0085,0.0013,0.0063,0.0031,0.0167,0.0022,0.0253,0.0278,0.0049
198,0.0053,0.0075,0.0360,0.0023,0.0205,0.0000,0.0083,0.0000,0.0000,0.0244,0.0064,0.0325,0.0008,0.0000,0.0010,0.0327,0.0027,0.0001,0.0085,0.0013,0.0063,0.0031,0.0167,0.0023,0.0253,0.0279,0.0049
199,0.0053,0.0075,0.0362,0.0023,0.0205,0.0000,0.0084,0.0000,0.0000,0.0244,0.0064,0.0325,0.0008,0.0000,0.0010,0.0327,0.0027,0.0001,0.0085,0.0013,0.0063,0.0031,0.0167,0.0023,0.0253,0.0279,0.0050
200,0.0053,0.0076,0.0364,0.0023,0.0205,0.0000,0.0084,0.0000,0.0000,0.0244,0.0064,0.0326,0.0008,0.0000,0.0010,0.0327,0.0028,0.0001,0.0086,0.0013,0.0063,0.0031,0.0167,0.0023,0.0253,0.0280,0.0050
