step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0384,0.0886,0.0034,0.0034,241,-0.0521,239,0.0491,0.0000,-0.0049,0.0007,-0.0056
1,0.0431,0.0862,0.0031,0.0030,240,-0.0449,240,0.0513,0.0000,0.0056,0.0014,0.0042
2,0.0476,0.0850,0.0030,0.0028,222,-0.0420,258,0.0510,0.0000,0.0157,0.0021,0.0137
3,0.0521,0.0848,0.0030,0.0027,214,-0.0382,266,0.0535,0.0000,0.0256,0.0028,0.0227
4,0.0565,0.0854,0.0031,0.0027,205,-0.0352,275,0.0562,0.0000,0.0351,0.0036,0.0314
5,0.0607,0.0867,0.0034,0.0027,184,-0.0353,296,0.0570,0.0000,0.0442,0.0045,0.0398
6,0.0649,0.0889,0.0037,0.0027,175,-0.0342,305,0.0605,0.0000,0.0531,0.0054,0.0478
7,0.0690,0.0911,0.0041,0.0028,175,-0.0316,305,0.0657,0.0000,0.0617,0.0063,0.0554
8,0.0730,0.0933,0.0046,0.0030,172,-0.0295,308,0.0701,0.0000,0.0701,0.0073,0.0627
9,0.0770,0.0955,0.0051,0.0031,166,-0.0279,314,0.0736,0.0000,0.0782,0.0084,0.0697
10,0.0808,0.0977,0.0056,0.0033,159,-0.0266,321,0.0767,0.0000,0.0860,0.0096,0.0764
11,0.0846,0.1000,0.0062,0.0035,150,-0.0256,330,0.0793,0.0000,0.0936,0.0108,0.0827
12,0.0884,0.1023,0.0068,0.0037,146,-0.0238,334,0.0829,0.0000,0.1009,0.0122,0.0887
13,0.0921,0.1047,0.0074,0.0040,134,-0.0235,346,0.0844,0.0000,0.1080,0.0136,0.0945
14,0.0958,0.1073,0.0081,0.0042,130,-0.0220,350,0.0879,0.0000,0.1149,0.0151,0.0999
15,0.0995,0.1099,0.0087,0.0044,125,-0.0208,355,0.0911,0.0000,0.1216,0.0167,0.1050
16,0.1031,0.1126,0.0094,0.0046,120,-0.0197,360,0.0942,0.0000,0.1281,0.0184,0.1098
17,0.1067,0.1154,0.0100,0.0048,115,-0.0189,365,0.0973,0.0000,0.1344,0.0202,0.1143
18,0.1103,0.1182,0.0107,0.0051,108,-0.0184,372,0.0998,0.0000,0.1406,0.0221,0.1185
19,0.1138,0.1211,0.0114,0.0053,105,-0.0174,375,0.1033,0.0000,0.1465,0.0241,0.1224
20,0.1174,0.1241,0.0120,0.0055,102,-0.0165,378,0.1068,0.0000,0.1523,0.0263,0.1261
21,0.1209,0.1271,0.0127,0.0057,96,-0.0161,384,0.1094,0.0000,0.1579,0.0285,0.1294
22,0.1245,0.1302,0.0133,0.0059,95,-0.0150,385,0.1134,0.0000,0.1634,0.0308,0.1325
23,0.1280,0.1332,0.0140,0.0061,94,-0.0139,386,0.1174,0.0000,0.1687,0.0333,0.1354
24,0.1316,0.1363,0.0146,0.0063,86,-0.0139,394,0.1192,0.0000,0.1739,0.0359,0.1380
25,0.1351,0.1395,0.0153,0.0065,80,-0.0137,400,0.1216,0.0000,0.1789,0.0385,0.1404
26,0.1386,0.1427,0.0160,0.0067,78,-0.0130,402,0.1252,0.0000,0.1838,0.0413,0.1425
27,0.1421,0.1459,0.0166,0.0069,74,-0.0126,406,0.1281,0.0000,0.1885,0.0441,0.1444
28,0.1457,0.1491,0.0173,0.0071,73,-0.0118,407,0.1319,0.0000,0.1931,0.0471,0.1461
29,0.1492,0.1523,0.0180,0.0072,71,-0.0111,409,0.1354,0.0000,0.1976,0.0501,0.1476
30,0.1527,0.1555,0.0186,0.0074,70,-0.0103,410,0.1392,0.0000,0.2020,0.0532,0.1488
31,0.1562,0.1588,0.0193,0.0076,66,-0.0099,414,0.1419,0.0000,0.2063,0.0564,0.1499
32,0.1597,0.1620,0.0200,0.0077,64,-0.0092,416,0.1452,0.0000,0.2104,0.0596,0.1509
33,0.1631,0.1652,0.0207,0.0079,61,-0.0086,419,0.1482,0.0000,0.2145,0.0629,0.1516
34,0.1666,0.1684,0.0214,0.0080,59,-0.0080,421,0.1514,0.0000,0.2184,0.0662,0.1523
35,0.1700,0.1717,0.0221,0.0082,52,-0.0080,428,0.1528,0.0000,0.2223,0.0695,0.1527
36,0.1734,0.1749,0.0228,0.0083,50,-0.0074,430,0.1560,0.0000,0.2260,0.0729,0.1531
37,0.1768,0.1781,0.0235,0.0085,45,-0.0074,435,0.1580,0.0000,0.2297,0.0764,0.1533
38,0.1801,0.1813,0.0243,0.0086,45,-0.0065,435,0.1617,0.0000,0.2332,0.0798,0.1534
39,0.1834,0.1845,0.0250,0.0087,42,-0.0061,438,0.1643,0.0000,0.2367,0.0832,0.1534
40,0.1867,0.1876,0.0257,0.0089,40,-0.0056,440,0.1672,0.0000,0.2400,0.0867,0.1534
41,0.1899,0.1907,0.0265,0.0090,37,-0.0053,443,0.1697,0.0000,0.2433,0.0901,0.1532
42,0.1932,0.1938,0.0272,0.0091,33,-0.0051,447,0.1717,0.0000,0.2465,0.0936,0.1530
43,0.1963,0.1969,0.0279,0.0092,29,-0.0049,451,0.1736,0.0000,0.2497,0.0970,0.1527
44,0.1994,0.1999,0.0287,0.0093,23,-0.0054,457,0.1747,0.0000,0.2527,0.1004,0.1523
45,0.2025,0.2029,0.0294,0.0094,22,-0.0048,458,0.1776,0.0000,0.2557,0.1038,0.1519
46,0.2055,0.2059,0.0301,0.0095,21,-0.0044,459,0.1805,0.0000,0.2586,0.1071,0.1514
47,0.2085,0.2089,0.0308,0.0096,17,-0.0046,463,0.1822,0.0000,0.2614,0.1105,0.1509
48,0.2115,0.2118,0.0315,0.0097,16,-0.0043,464,0.1849,0.0000,0.2641,0.1138,0.1504
49,0.2144,0.2146,0.0322,0.0098,15,-0.0039,465,0.1876,0.0000,0.2668,0.1171,0.1498
50,0.2172,0.2174,0.0328,0.0099,14,-0.0035,466,0.1903,0.0000,0.2694,0.1203,0.1491
51,0.2201,0.2202,0.0335,0.0100,12,-0.0035,468,0.1925,0.0000,0.2720,0.1235,0.1485
52,0.2228,0.2230,0.0341,0.0101,10,-0.0035,470,0.1946,0.0000,0.2745,0.1267,0.1478
53,0.2255,0.2257,0.0348,0.0102,9,-0.0032,471,0.1970,0.0000,0.2769,0.1298,0.1471
54,0.2282,0.2283,0.0354,0.0103,7,-0.0036,473,0.1990,0.0000,0.2793,0.1330,0.1463
55,0.2308,0.2309,0.0360,0.0103,7,-0.0031,473,0.2018,0.0000,0.2816,0.1360,0.1456
56,0.2334,0.2335,0.0365,0.0104,6,-0.0031,474,0.2041,0.0000,0.2838,0.1391,0.1448
57,0.2360,0.2361,0.0371,0.0105,5,-0.0033,475,0.2063,0.0000,0.2860,0.1421,0.1440
58,0.2385,0.2386,0.0376,0.0106,5,-0.0029,475,0.2090,0.0000,0.2882,0.1450,0.1431
59,0.2410,0.2410,0.0381,0.0107,5,-0.0026,475,0.2116,0.0000,0.2903,0.1480,0.1423
60,0.2434,0.2434,0.0386,0.0107,4,-0.0028,476,0.2137,0.0000,0.2923,0.1509,0.1414
61,0.2458,0.2458,0.0391,0.0108,3,-0.0034,477,0.2157,0.0000,0.2943,0.1537,0.1405
62,0.2481,0.2482,0.0396,0.0109,3,-0.0032,477,0.2182,0.0000,0.2962,0.1566,0.1396
63,0.2504,0.2505,0.0400,0.0109,3,-0.0029,477,0.2206,0.0000,0.2981,0.1594,0.1387
64,0.2527,0.2528,0.0405,0.0110,3,-0.0027,477,0.2230,0.0000,0.3000,0.1622,0.1378
65,0.2550,0.2550,0.0409,0.0111,3,-0.0025,477,0.2254,0.0000,0.3018,0.1649,0.1369
66,0.2572,0.2572,0.0413,0.0111,3,-0.0023,477,0.2277,0.0000,0.3035,0.1676,0.1359
67,0.2594,0.2594,0.0416,0.0112,3,-0.0021,477,0.2299,0.0000,0.3052,0.1703,0.1350
68,0.2615,0.2615,0.0420,0.0113,3,-0.0019,477,0.2322,0.0000,0.3069,0.1729,0.1340
69,0.2636,0.2636,0.0423,0.0113,3,-0.0018,477,0.2344,0.0000,0.3086,0.1756,0.1330
70,0.2657,0.2657,0.0427,0.0114,3,-0.0016,477,0.2366,0.0000,0.3101,0.1782,0.1320
71,0.2677,0.2677,0.0430,0.0115,3,-0.0014,477,0.2387,0.0000,0.3117,0.1807,0.1310
72,0.2697,0.2697,0.0433,0.0115,3,-0.0012,477,0.2408,0.0000,0.3132,0.1833,0.1300
73,0.2717,0.2717,0.0436,0.0116,2,-0.0016,478,0.2424,0.0000,0.3147,0.1858,0.1289
74,0.2737,0.2737,0.0439,0.0117,2,-0.0015,478,0.2444,0.0000,0.3161,0.1882,0.1279
75,0.2756,0.2756,0.0441,0.0117,2,-0.0013,478,0.2464,0.0000,0.3176,0.1907,0.1269
76,0.2775,0.2775,0.0444,0.0118,2,-0.0011,478,0.2484,0.0000,0.3189,0.1931,0.1258
77,0.2793,0.2793,0.0446,0.0118,1,-0.0021,479,0.2498,0.0000,0.3203,0.1955,0.1248
78,0.2812,0.2812,0.0449,0.0119,1,-0.0019,479,0.2517,0.0000,0.3216,0.1978,0.1238
79,0.2829,0.2830,0.0451,0.0119,1,-0.0018,479,0.2536,0.0000,0.3229,0.2002,0.1227
80,0.2847,0.2847,0.0453,0.0120,1,-0.0017,479,0.2554,0.0000,0.3241,0.2024,0.1217
81,0.2865,0.2865,0.0455,0.0121,1,-0.0016,479,0.2573,0.0000,0.3253,0.2047,0.1206
82,0.2882,0.2882,0.0458,0.0121,1,-0.0015,479,0.2590,0.0000,0.3265,0.2069,0.1196
83,0.2898,0.2898,0.0460,0.0122,1,-0.0014,479,0.2608,0.0000,0.3277,0.2091,0.1185
84,0.2915,0.2915,0.0461,0.0122,1,-0.0013,479,0.2625,0.0000,0.3288,0.2113,0.1175
85,0.2931,0.2931,0.0463,0.0123,1,-0.0012,479,0.2642,0.0000,0.3299,0.2134,0.1165
86,0.2947,0.2947,0.0465,0.0123,1,-0.0011,479,0.2659,0.0000,0.3310,0.2155,0.1155
87,0.2963,0.2963,0.0467,0.0124,1,-0.0010,479,0.2675,0.0000,0.3320,0.2176,0.1145
88,0.2978,0.2978,0.0469,0.0124,1,-0.0009,479,0.2691,0.0000,0.3330,0.2196,0.1134
89,0.2993,0.2993,0.0470,0.0125,1,-0.0008,479,0.2707,0.0000,0.3340,0.2216,0.1124
90,0.3008,0.3008,0.0472,0.0125,1,-0.0007,479,0.2722,0.0000,0.3350,0.2236,0.1115
91,0.3022,0.3022,0.0473,0.0126,1,-0.0006,479,0.2737,0.0000,0.3360,0.2255,0.1105
92,0.3036,0.3036,0.0475,0.0126,1,-0.0006,479,0.2752,0.0000,0.3369,0.2274,0.1095
93,0.3050,0.3050,0.0476,0.0126,1,-0.0005,479,0.2766,0.0000,0.3378,0.2292,0.1086
94,0.3064,0.3064,0.0478,0.0127,1,-0.0004,479,0.2780,0.0000,0.3387,0.2310,0.1076
95,0.3077,0.3077,0.0479,0.0127,1,-0.0004,479,0.2794,0.0000,0.3395,0.2328,0.1067
96,0.3090,0.3090,0.0480,0.0128,1,-0.0003,479,0.2808,0.0000,0.3404,0.2346,0.1058
97,0.3103,0.3103,0.0482,0.0128,1,-0.0002,479,0.2821,0.0000,0.3412,0.2363,0.1049
98,0.3115,0.3115,0.0483,0.0128,1,-0.0002,479,0.2834,0.0000,0.3420,0.2380,0.1040
99,0.3128,0.3128,0.0484,0.0129,1,-0.0001,479,0.2847,0.0000,0.3428,0.2396,0.1031
100,0.3139,0.3139,0.0485,0.0129,1,-0.0000,479,0.2860,0.0000,0.3435,0.2413,0.1023
