step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0405,0.0905,0.0036,0.0034,225,-0.0556,255,0.0499,0.0000,0.0050,-0.0025,0.0075
1,0.0416,0.0878,0.0032,0.0030,220,-0.0525,260,0.0475,0.0000,0.0075,-0.0022,0.0097
2,0.0427,0.0857,0.0030,0.0028,220,-0.0489,260,0.0466,0.0000,0.0099,-0.0019,0.0118
3,0.0437,0.0841,0.0029,0.0025,219,-0.0461,261,0.0458,0.0000,0.0121,-0.0016,0.0138
4,0.0447,0.0826,0.0029,0.0024,219,-0.0432,261,0.0453,0.0000,0.0143,-0.0013,0.0156
5,0.0456,0.0813,0.0030,0.0022,217,-0.0410,263,0.0446,0.0000,0.0163,-0.0011,0.0174
6,0.0465,0.0802,0.0031,0.0021,216,-0.0390,264,0.0443,0.0000,0.0183,-0.0008,0.0191
7,0.0474,0.0793,0.0033,0.0020,214,-0.0373,266,0.0439,0.0000,0.0201,-0.0005,0.0206
8,0.0482,0.0785,0.0035,0.0020,214,-0.0354,266,0.0439,0.0000,0.0218,-0.0003,0.0221
9,0.0490,0.0778,0.0037,0.0019,214,-0.0336,266,0.0440,0.0000,0.0235,-0.0000,0.0235
10,0.0498,0.0771,0.0040,0.0019,216,-0.0317,264,0.0444,0.0000,0.0250,0.0002,0.0248
11,0.0505,0.0765,0.0043,0.0019,214,-0.0304,266,0.0442,0.0000,0.0265,0.0005,0.0260
12,0.0512,0.0760,0.0046,0.0018,215,-0.0289,265,0.0445,0.0000,0.0279,0.0008,0.0271
13,0.0518,0.0755,0.0049,0.0018,213,-0.0278,267,0.0443,0.0000,0.0292,0.0010,0.0282
14,0.0525,0.0751,0.0052,0.0018,211,-0.0268,269,0.0442,0.0000,0.0305,0.0013,0.0292
15,0.0531,0.0747,0.0055,0.0018,209,-0.0259,271,0.0441,0.0000,0.0317,0.0016,0.0301
16,0.0537,0.0744,0.0058,0.0018,208,-0.0249,272,0.0442,0.0000,0.0328,0.0019,0.0309
17,0.0543,0.0741,0.0061,0.0018,206,-0.0241,274,0.0441,0.0000,0.0339,0.0022,0.0317
18,0.0548,0.0739,0.0064,0.0018,205,-0.0232,275,0.0442,0.0000,0.0349,0.0025,0.0324
19,0.0554,0.0736,0.0067,0.0018,204,-0.0224,276,0.0444,0.0000,0.0358,0.0028,0.0330
20,0.0559,0.0734,0.0070,0.0018,206,-0.0213,274,0.0450,0.0000,0.0367,0.0031,0.0336
21,0.0564,0.0732,0.0073,0.0018,203,-0.0208,277,0.0448,0.0000,0.0375,0.0034,0.0341
22,0.0569,0.0731,0.0076,0.0018,203,-0.0200,277,0.0451,0.0000,0.0383,0.0038,0.0346
23,0.0574,0.0730,0.0079,0.0018,201,-0.0194,279,0.0451,0.0000,0.0391,0.0041,0.0350
24,0.0578,0.0729,0.0081,0.0018,201,-0.0187,279,0.0455,0.0000,0.0398,0.0044,0.0354
25,0.0583,0.0728,0.0084,0.0018,199,-0.0182,281,0.0455,0.0000,0.0405,0.0048,0.0357
26,0.0588,0.0728,0.0086,0.0018,195,-0.0180,285,0.0452,0.0000,0.0411,0.0052,0.0360
27,0.0592,0.0728,0.0088,0.0018,194,-0.0174,286,0.0454,0.0000,0.0418,0.0055,0.0362
28,0.0597,0.0728,0.0091,0.0018,191,-0.0171,289,0.0454,0.0000,0.0423,0.0059,0.0364
29,0.0601,0.0728,0.0093,0.0018,187,-0.0170,293,0.0452,0.0000,0.0429,0.0063,0.0365
30,0.0606,0.0729,0.0095,0.0018,187,-0.0165,293,0.0456,0.0000,0.0434,0.0068,0.0366
31,0.0610,0.0730,0.0097,0.0018,182,-0.0165,298,0.0453,0.0000,0.0439,0.0072,0.0367
32,0.0614,0.0731,0.0098,0.0018,175,-0.0167,305,0.0447,0.0000,0.0444,0.0076,0.0367
33,0.0619,0.0733,0.0100,0.0019,172,-0.0166,308,0.0448,0.0000,0.0448,0.0081,0.0367
34,0.0623,0.0735,0.0102,0.0019,173,-0.0161,307,0.0454,0.0000,0.0452,0.0086,0.0366
35,0.0628,0.0737,0.0104,0.0019,174,-0.0157,306,0.0461,0.0000,0.0456,0.0091,0.0366
36,0.0632,0.0739,0.0105,0.0019,173,-0.0154,307,0.0465,0.0000,0.0460,0.0096,0.0364
37,0.0636,0.0741,0.0107,0.0019,171,-0.0153,309,0.0467,0.0000,0.0464,0.0101,0.0363
38,0.0641,0.0743,0.0108,0.0019,170,-0.0151,310,0.0471,0.0000,0.0467,0.0107,0.0361
39,0.0646,0.0746,0.0109,0.0019,169,-0.0149,311,0.0475,0.0000,0.0471,0.0112,0.0358
40,0.0650,0.0749,0.0111,0.0019,169,-0.0146,311,0.0481,0.0000,0.0474,0.0118,0.0355
41,0.0655,0.0752,0.0112,0.0019,171,-0.0141,309,0.0491,0.0000,0.0477,0.0125,0.0352
42,0.0660,0.0755,0.0113,0.0019,172,-0.0138,308,0.0499,0.0000,0.0480,0.0131,0.0349
43,0.0665,0.0758,0.0114,0.0019,170,-0.0137,310,0.0502,0.0000,0.0483,0.0138,0.0345
44,0.0670,0.0761,0.0116,0.0019,168,-0.0137,312,0.0506,0.0000,0.0486,0.0145,0.0341
45,0.0675,0.0765,0.0117,0.0019,168,-0.0134,312,0.0513,0.0000,0.0488,0.0152,0.0336
46,0.0680,0.0769,0.0118,0.0019,165,-0.0134,315,0.0515,0.0000,0.0491,0.0159,0.0331
