agent_id,identity,morality,opinion,self_activation,social_influence,total_activation
0,1,0,0.1241,0.0495,0.0786,0.1281
1,1,1,0.2328,0.0931,0.1440,0.2371
2,-1,0,0.3474,0.1389,0.2244,0.3633
3,1,0,0.0064,0.0026,0.0021,0.0048
4,1,0,-0.6287,-0.2515,-0.4878,-0.7393
5,-1,0,0.1821,0.0728,0.1129,0.1856
6,-1,0,0.4055,0.1622,0.2684,0.4306
7,-1,0,-0.5661,-0.2264,-0.4153,-0.6417
8,-1,0,-0.0414,-0.0166,-0.0248,-0.0414
9,-1,0,0.7342,0.2937,0.6442,0.9379
10,-1,1,-0.3371,-0.1349,-0.2160,-0.3509
11,-1,1,-0.4301,-0.1720,-0.2880,-0.4600
12,1,0,0.3042,0.1217,0.1925,0.3141
13,-1,1,0.0000,0.0000,0.0000,0.0000
14,1,1,0.4722,0.1889,0.3240,0.5129
15,-1,0,0.1404,0.0561,0.0862,0.1423
16,1,1,0.4154,0.1662,0.2760,0.4422
17,-1,0,0.0822,0.0329,0.0495,0.0824
18,-1,0,0.6453,0.2581,0.5095,0.7676
19,1,0,-0.1418,-0.0567,-0.0860,-0.1428
20,-1,0,-0.8875,-0.3550,-1.0548,-1.4098
21,1,0,1.0000,0.4000,6.4980,6.8980
22,-1,0,0.7420,0.2968,0.6584,0.9552
23,1,0,0.7179,0.2871,0.6161,0.9032
24,-1,0,0.4229,0.1691,0.2820,0.4512
25,1,0,-0.0119,-0.0048,-0.0063,-0.0111
26,-1,0,-0.3251,-0.1301,-0.2073,-0.3373
27,1,0,0.5937,0.2375,0.4459,0.6834
28,1,1,0.5113,0.2045,0.3600,0.5645
29,-1,0,-0.5262,-0.2105,-0.3744,-0.5849
30,-1,0,0.6003,0.2401,0.4537,0.6938
31,1,0,0.4383,0.1753,0.2948,0.4701
32,-1,1,-0.3371,-0.1349,-0.2160,-0.3509
33,1,1,1.0000,0.4000,0.2160,0.6160
34,-1,0,-0.3479,-0.1391,-0.2239,-0.3631
35,-1,0,-0.6178,-0.2471,-0.4742,-0.7213
36,1,0,-0.0158,-0.0064,-0.0077,-0.0141
37,1,0,0.0794,0.0318,0.0478,0.0796
38,-1,0,-0.8640,-0.3456,-0.9633,-1.3089
39,1,0,0.0209,0.0083,0.0138,0.0221
40,-1,0,-0.6453,-0.2581,-0.5091,-0.7672
41,-1,0,-0.7854,-0.3142,-0.7451,-1.0593
42,-1,0,-0.8757,-0.3503,-1.0069,-1.3572
43,-1,1,-0.3371,-0.1349,-0.2160,-0.3509
44,-1,1,-0.5516,-0.2206,-0.4000,-0.6206
45,-1,0,-0.6085,-0.2434,-0.4631,-0.7065
46,1,1,-0.2863,-0.1145,-0.1800,-0.2945
47,-1,0,-0.4820,-0.1928,-0.3328,-0.5256
48,-1,1,-0.4986,-0.1994,-0.3480,-0.5474
49,-1,0,0.6436,0.2574,0.5070,0.7644
50,-1,1,0.2328,0.0931,0.1440,0.2371
51,-1,1,0.3371,0.1349,0.2160,0.3509
52,-1,0,-0.0102,-0.0041,-0.0061,-0.0102
53,-1,1,0.2328,0.0931,0.1440,0.2371
54,-1,0,-0.5719,-0.2288,-0.4216,-0.6504
55,1,0,-0.1637,-0.0655,-0.1007,-0.1661
56,-1,1,0.2328,0.0931,0.1440,0.2371
57,1,0,0.2340,0.0936,0.1448,0.2384
58,1,0,0.5059,0.2024,0.3549,0.5572
59,-1,0,-0.3500,-0.1400,-0.2254,-0.3654
60,1,0,0.9483,0.3793,1.4357,1.8151
61,-1,0,-0.7252,-0.2901,-0.6284,-0.9185
62,1,0,-0.1957,-0.0783,-0.1200,-0.1983
63,1,0,0.7498,0.2999,0.6727,0.9726
64,-1,0,-0.4969,-0.1988,-0.3464,-0.5452
65,1,0,0.5446,0.2178,0.3928,0.6107
66,1,0,0.7359,0.2944,0.6471,0.9415
67,-1,0,-0.5687,-0.2275,-0.4182,-0.6456
68,1,0,0.8704,0.3482,0.9866,1.3348
69,1,1,-0.1026,-0.0411,-0.0600,-0.1011
70,-1,1,-0.2328,-0.0931,-0.1440,-0.2371
71,1,0,0.0927,0.0370,0.0571,0.0941
72,1,0,0.1198,0.0478,0.0743,0.1221
73,1,0,0.1015,0.0406,0.0612,0.1018
74,-1,0,-0.6586,-0.2634,-0.5269,-0.7903
75,-1,0,0.7449,0.2980,0.6636,0.9616
76,-1,0,0.6532,0.2613,0.5197,0.7810
77,-1,0,-0.6562,-0.2625,-0.5237,-0.7862
78,-1,0,0.4301,0.1720,0.2880,0.4600
79,1,0,0.1469,0.0587,0.0892,0.1479
80,1,0,0.0423,0.0169,0.0254,0.0423
81,-1,1,0.0000,0.0000,0.0000,0.0000
82,1,1,-0.1191,-0.0476,-0.0720,-0.1196
83,1,1,-0.0532,-0.0213,-0.0320,-0.0533
84,-1,0,0.3532,0.1413,0.2282,0.3694
85,-1,1,-0.0000,-0.0000,0.0000,-0.0000
86,-1,1,0.3773,0.1509,0.2460,0.3969
87,1,0,-0.4358,-0.1743,-0.2931,-0.4674
88,-1,0,0.2497,0.0999,0.1555,0.2554
89,1,1,-0.1191,-0.0476,-0.0720,-0.1196
90,1,0,-0.2570,-0.1028,-0.1601,-0.2629
91,1,0,0.4301,0.1720,0.2880,0.4600
92,-1,0,-0.5055,-0.2022,-0.3541,-0.5563
93,1,1,0.5113,0.2045,0.3600,0.5645
94,-1,0,-0.5452,-0.2181,-0.3934,-0.6115
95,1,1,-0.2328,-0.0931,-0.1440,-0.2371
96,-1,0,-0.5419,-0.2167,-0.3900,-0.6068
97,1,0,-0.2129,-0.0852,-0.1311,-0.2163
98,1,0,0.0888,0.0355,0.0543,0.0898
99,1,0,0.5584,0.2234,0.4072,0.6306
100,1,0,0.2705,0.1082,0.1692,0.2774
101,-1,0,-0.7373,-0.2949,-0.6491,-0.9440
102,-1,0,0.3349,0.1339,0.2151,0.3491
103,-1,0,-0.0146,-0.0059,-0.0078,-0.0137
104,1,0,0.0892,0.0356,0.0549,0.0905
105,1,1,0.2328,0.0931,0.1440,0.2371
106,-1,0,0.5979,0.2392,0.4510,0.6902
107,1,0,0.7437,0.2975,0.6613,0.9588
108,1,0,0.6450,0.2580,0.5087,0.7667
109,-1,0,-0.5044,-0.2018,-0.3528,-0.5546
110,1,0,0.4201,0.1680,0.2797,0.4478
111,-1,0,0.2051,0.0820,0.1267,0.2088
112,1,0,-0.2677,-0.1071,-0.1676,-0.2746
113,1,0,-0.0444,-0.0177,-0.0280,-0.0457
114,1,1,0.5113,0.2045,0.3600,0.5645
115,-1,1,-0.3371,-0.1349,-0.2160,-0.3509
116,-1,1,-0.2328,-0.0931,-0.1440,-0.2371
117,1,1,0.4301,0.1720,0.2880,0.4600
118,1,0,0.4836,0.1935,0.3343,0.5277
119,1,0,0.2911,0.1164,0.1833,0.2998
120,-1,1,-0.1191,-0.0476,-0.0720,-0.1196
121,-1,0,0.2484,0.0993,0.1543,0.2537
122,1,0,0.0190,0.0076,0.0114,0.0191
123,1,0,0.0445,0.0178,0.0268,0.0446
124,-1,0,-0.1351,-0.0540,-0.0819,-0.1359
125,1,1,0.4301,0.1720,0.2880,0.4600
126,-1,0,-0.5242,-0.2097,-0.3724,-0.5821
127,1,0,-0.2328,-0.0931,-0.1440,-0.2371
128,-1,0,0.1471,0.0588,0.0900,0.1488
129,1,0,0.7389,0.2955,0.6524,0.9480
130,-1,1,0.4301,0.1720,0.2880,0.4600
131,-1,0,-0.7108,-0.2843,-0.6045,-0.8888
132,1,0,0.8675,0.3470,0.9757,1.3227
133,1,0,0.6653,0.2661,0.5363,0.8024
134,1,1,0.4301,0.1720,0.2880,0.4600
135,-1,0,-0.4425,-0.1770,-0.2984,-0.4754
136,1,1,0.4301,0.1720,0.2880,0.4600
137,1,1,1.0000,0.4000,0.2880,0.6880
138,1,0,0.1252,0.0501,0.0758,0.1259
139,-1,1,0.5113,0.2045,0.3600,0.5645
140,-1,1,-0.5113,-0.2045,-0.3600,-0.5645
141,1,0,0.4253,0.1701,0.2841,0.4542
142,1,1,0.7737,0.3095,0.7200,1.0295
143,1,0,0.2094,0.0838,0.1288,0.2126
144,-1,0,-0.0620,-0.0248,-0.0365,-0.0613
145,1,0,0.3751,0.1500,0.2443,0.3944
146,1,1,1.0000,0.4000,0.0720,0.4720
147,1,1,0.7296,0.2918,0.6360,0.9278
148,-1,0,-0.4301,-0.1720,-0.2880,-0.4600
149,1,1,0.5113,0.2045,0.3600,0.5645
150,-1,0,-0.7127,-0.2851,-0.6075,-0.8926
151,-1,0,0.4495,0.1798,0.3045,0.4843
152,-1,1,0.4301,0.1720,0.2880,0.4600
153,1,0,0.4752,0.1901,0.3267,0.5168
154,-1,1,-0.4301,-0.1720,-0.2880,-0.4600
155,1,1,0.4301,0.1720,0.2880,0.4600
156,-1,0,-0.5942,-0.2377,-0.4458,-0.6835
157,-1,0,0.3070,0.1228,0.1947,0.3174
158,1,0,0.2645,0.1058,0.1656,0.2713
159,-1,1,-0.0797,-0.0319,-0.0480,-0.0799
160,1,0,0.4605,0.1842,0.3137,0.4979
161,1,1,-0.4301,-0.1720,-0.2880,-0.4600
162,-1,0,-0.3765,-0.1506,-0.2453,-0.3959
163,-1,0,0.5783,0.2313,0.4287,0.6600
164,1,0,0.5814,0.2325,0.4320,0.6645
165,-1,0,-0.6339,-0.2536,-0.4944,-0.7480
166,1,1,1.0000,0.4000,0.2880,0.6880
167,-1,1,-0.1203,-0.0482,-0.0720,-0.1202
168,-1,0,-0.9888,-0.3955,-2.1955,-2.5910
169,1,0,0.6640,0.2656,0.5343,0.7999
170,-1,0,0.1144,0.0458,0.0695,0.1153
171,-1,1,-0.4301,-0.1720,-0.2880,-0.4600
172,-1,0,0.3562,0.1425,0.2301,0.3726
173,1,0,-0.4490,-0.1796,-0.3038,-0.4834
174,-1,0,-0.2687,-0.1075,-0.1680,-0.2755
175,1,0,0.5209,0.2083,0.3692,0.5775
176,-1,0,-0.3765,-0.1506,-0.2453,-0.3959
177,-1,0,-0.6457,-0.2583,-0.5096,-0.7679
178,-1,0,0.5133,0.2053,0.3619,0.5673
179,1,0,0.1229,0.0491,0.0744,0.1235
180,1,1,0.3371,0.1349,0.2160,0.3509
181,-1,0,0.3565,0.1426,0.2306,0.3732
182,1,1,-0.1191,-0.0476,-0.0720,-0.1196
183,-1,0,-0.1877,-0.0751,-0.1149,-0.1900
184,-1,0,-0.3536,-0.1415,-0.2281,-0.3696
185,-1,1,0.2628,0.1051,0.1640,0.2691
186,1,1,0.6414,0.2566,0.5040,0.7606
187,1,0,0.5814,0.2326,0.4320,0.6646
188,1,0,-0.0766,-0.0305,-0.0484,-0.0790
189,-1,1,-0.4301,-0.1720,-0.2880,-0.4600
190,1,1,0.2328,0.0931,0.1440,0.2371
191,1,0,0.2456,0.0982,0.1525,0.2507
192,1,0,0.8218,0.3287,0.8336,1.1623
193,-1,1,-0.3371,-0.1349,-0.2160,-0.3509
194,1,1,1.0000,0.4000,0.2880,0.6880
195,1,0,0.5814,0.2325,0.4320,0.6645
196,-1,0,-0.3054,-0.1222,-0.1933,-0.3155
197,-1,0,-0.0758,-0.0303,-0.0455,-0.0758
198,-1,0,0.3523,0.1409,0.2276,0.3685
199,-1,0,-0.3153,-0.1261,-0.2003,-0.3264
200,-1,0,0.5380,0.2152,0.3867,0.6019
201,-1,1,-0.6414,-0.2566,-0.5040,-0.7606
202,1,1,1.0000,0.4000,0.5160,0.9160
203,1,1,1.0000,0.4000,0.2880,0.6880
204,1,0,0.7484,0.2993,0.6699,0.9692
205,-1,0,-0.6531,-0.2612,-0.5195,-0.7807
206,1,0,-0.3562,-0.1425,-0.2300,-0.3725
207,-1,1,0.2628,0.1051,0.1640,0.2691
208,1,1,0.3371,0.1349,0.2160,0.3509
209,-1,1,0.4301,0.1720,0.2880,0.4600
210,-1,1,-0.4301,-0.1720,-0.2880,-0.4600
211,-1,1,0.4301,0.1720,0.2880,0.4600
212,1,0,0.2711,0.1085,0.1689,0.2774
213,-1,0,-0.5652,-0.2261,-0.4144,-0.6404
214,-1,0,-0.5139,-0.2055,-0.3624,-0.5680
215,-1,0,-0.4730,-0.1892,-0.3245,-0.5137
216,-1,0,0.0000,0.0000,0.0000,0.0000
217,1,0,1.0000,0.4000,6.8607,7.2607
218,1,0,0.2169,0.0868,0.1330,0.2198
219,-1,0,-0.5016,-0.2006,-0.3508,-0.5514
220,-1,1,0.0995,0.0398,0.0600,0.0998
221,-1,0,-0.3366,-0.1346,-0.2156,-0.3503
222,-1,0,-0.4282,-0.1713,-0.2864,-0.4577
223,-1,0,0.1523,0.0609,0.0929,0.1539
224,-1,0,0.0612,0.0244,0.0377,0.0621
225,-1,0,0.3066,0.1226,0.1941,0.3168
226,-1,0,-0.3114,-0.1246,-0.1967,-0.3213
227,1,0,0.0275,0.0110,0.0165,0.0275
228,1,0,0.4919,0.1968,0.3418,0.5386
229,1,0,-0.1981,-0.0792,-0.1215,-0.2008
230,-1,0,-0.9488,-0.3795,-1.4399,-1.8195
