step,community_0,community_1,community_2,community_3,community_4,community_6,community_7,community_8,community_9,community_10,community_11,community_14,community_15,community_17,community_18,community_19,community_20,community_21,community_22,community_27,community_28,community_29,community_30,community_31,community_38,community_39,community_40,community_52,community_57
281,0.0135,0.0098,0.0248,0.0000,0.0282,0.0013,0.0347,0.0159,0.0003,0.0272,0.0035,0.0017,0.0197,0.0047,0.0000,0.0069,0.0210,0.0000,0.0051,0.0061,0.0069,0.0245,0.0021,0.0372,0.0024,0.0000,0.0140,0.0199,0.0090
282,0.0135,0.0099,0.0248,0.0000,0.0283,0.0013,0.0347,0.0159,0.0003,0.0272,0.0035,0.0017,0.0197,0.0047,0.0000,0.0070,0.0211,0.0000,0.0051,0.0061,0.0069,0.0245,0.0021,0.0372,0.0024,0.0000,0.0142,0.0199,0.0090
283,0.0135,0.0099,0.0248,0.0000,0.0283,0.0013,0.0347,0.0159,0.0003,0.0272,0.0035,0.0017,0.0198,0.0047,0.0000,0.0070,0.0211,0.0000,0.0051,0.0061,0.0069,0.0245,0.0021,0.0372,0.0024,0.0000,0.0143,0.0199,0.0090
284,0.0135,0.0099,0.0248,0.0000,0.0283,0.0013,0.0347,0.0159,0.0003,0.0272,0.0035,0.0017,0.0198,0.0047,0.0000,0.0070,0.0211,0.0000,0.0051,0.0061,0.0069,0.0245,0.0022,0.0372,0.0024,0.0000,0.0145,0.0199,0.0090
285,0.0135,0.0100,0.0248,0.0000,0.0283,0.0013,0.0347,0.0159,0.0003,0.0272,0.0035,0.0017,0.0198,0.0047,0.0000,0.0071,0.0211,0.0000,0.0051,0.0061,0.0069,0.0246,0.0022,0.0372,0.0024,0.0000,0.0146,0.0200,0.0090
286,0.0136,0.0100,0.0248,0.0000,0.0283,0.0013,0.0347,0.0159,0.0003,0.0272,0.0035,0.0017,0.0198,0.0048,0.0000,0.0071,0.0211,0.0000,0.0051,0.0061,0.0070,0.0246,0.0022,0.0372,0.0024,0.0000,0.0148,0.0200,0.0091
287,0.0136,0.0100,0.0248,0.0000,0.0284,0.0013,0.0347,0.0159,0.0003,0.0272,0.0035,0.0017,0.0198,0.0048,0.0000,0.0071,0.0211,0.0000,0.0051,0.0062,0.0070,0.0246,0.0022,0.0372,0.0024,0.0000,0.0149,0.0200,0.0091
288,0.0136,0.0101,0.0248,0.0000,0.0284,0.0013,0.0347,0.0159,0.0003,0.0272,0.0035,0.0018,0.0198,0.0048,0.0000,0.0071,0.0211,0.0000,0.0052,0.0062,0.0070,0.0246,0.0022,0.0372,0.0024,0.0000,0.0150,0.0200,0.0091
289,0.0136,0.0101,0.0248,0.0000,0.0284,0.0013,0.0347,0.0159,0.0003,0.0272,0.0035,0.0018,0.0199,0.0048,0.0000,0.0072,0.0211,0.0000,0.0052,0.0062,0.0070,0.0246,0.0022,0.0372,0.0024,0.0000,0.0152,0.0200,0.0091
290,0.0136,0.0101,0.0248,0.0000,0.0284,0.0013,0.0347,0.0159,0.0003,0.0272,0.0035,0.0018,0.0199,0.0048,0.0000,0.0072,0.0211,0.0000,0.0052,0.0062,0.0071,0.0247,0.0022,0.0372,0.0024,0.0000,0.0153,0.0200,0.0091
291,0.0136,0.0102,0.0248,0.0000,0.0284,0.0013,0.0347,0.0159,0.0003,0.0272,0.0035,0.0018,0.0199,0.0048,0.0000,0.0072,0.0211,0.0000,0.0052,0.0062,0.0071,0.0247,0.0022,0.0372,0.0024,0.0000,0.0154,0.0201,0.0091
292,0.0136,0.0102,0.0248,0.0000,0.0284,0.0013,0.0346,0.0159,0.0003,0.0272,0.0035,0.0018,0.0199,0.0048,0.0000,0.0073,0.0211,0.0000,0.0052,0.0062,0.0071,0.0247,0.0022,0.0372,0.0025,0.0000,0.0156,0.0201,0.0092
293,0.0136,0.0102,0.0248,0.0000,0.0285,0.0013,0.0346,0.0159,0.0003,0.0272,0.0035,0.0018,0.0199,0.0048,0.0000,0.0073,0.0211,0.0000,0.0052,0.0063,0.0071,0.0247,0.0022,0.0372,0.0025,0.0000,0.0157,0.0201,0.0092
294,0.0136,0.0103,0.0248,0.0000,0.0285,0.0013,0.0346,0.0159,0.0003,0.0272,0.0035,0.0018,0.0199,0.0048,0.0000,0.0073,0.0211,0.0000,0.0052,0.0063,0.0072,0.0247,0.0023,0.0372,0.0025,0.0000,0.0158,0.0201,0.0092
295,0.0136,0.0103,0.0248,0.0000,0.0285,0.0013,0.0346,0.0159,0.0003,0.0272,0.0035,0.0018,0.0200,0.0048,0.0000,0.0073,0.0211,0.0000,0.0052,0.0063,0.0072,0.0248,0.0023,0.0372,0.0025,0.0000,0.0160,0.0201,0.0092
296,0.0136,0.0103,0.0248,0.0000,0.0285,0.0013,0.0346,0.0159,0.0003,0.0272,0.0035,0.0018,0.0200,0.0048,0.0000,0.0074,0.0211,0.0000,0.0052,0.0063,0.0072,0.0248,0.0023,0.0372,0.0025,0.0000,0.0161,0.0201,0.0092
297,0.0136,0.0103,0.0248,0.0000,0.0285,0.0013,0.0346,0.0159,0.0003,0.0272,0.0035,0.0018,0.0200,0.0048,0.0000,0.0074,0.0211,0.0000,0.0052,0.0063,0.0072,0.0248,0.0023,0.0373,0.0025,0.0000,0.0162,0.0201,0.0093
298,0.0136,0.0104,0.0248,0.0000,0.0285,0.0013,0.0346,0.0159,0.0003,0.0272,0.0035,0.0018,0.0200,0.0049,0.0000,0.0074,0.0211,0.0000,0.0052,0.0063,0.0072,0.0248,0.0023,0.0373,0.0025,0.0000,0.0163,0.0202,0.0093
299,0.0136,0.0104,0.0248,0.0000,0.0285,0.0013,0.0346,0.0159,0.0003,0.0272,0.0035,0.0018,0.0200,0.0049,0.0000,0.0075,0.0211,0.0000,0.0052,0.0063,0.0073,0.0248,0.0023,0.0373,0.0025,0.0000,0.0165,0.0202,0.0093
