step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0386,0.0923,0.0038,0.0035,244,-0.0550,236,0.0539,0.0000,-0.0001,-0.0023,0.0023
1,0.0393,0.0888,0.0033,0.0031,242,-0.0512,238,0.0505,0.0000,0.0015,-0.0022,0.0036
2,0.0399,0.0862,0.0030,0.0028,242,-0.0479,238,0.0485,0.0000,0.0029,-0.0020,0.0049
3,0.0405,0.0840,0.0028,0.0025,241,-0.0452,239,0.0466,0.0000,0.0043,-0.0018,0.0061
4,0.0411,0.0821,0.0027,0.0024,241,-0.0426,239,0.0453,0.0000,0.0056,-0.0017,0.0073
5,0.0417,0.0804,0.0026,0.0022,239,-0.0405,241,0.0437,0.0000,0.0069,-0.0015,0.0084
6,0.0423,0.0788,0.0026,0.0021,238,-0.0384,242,0.0425,0.0000,0.0082,-0.0013,0.0094
7,0.0428,0.0774,0.0027,0.0020,238,-0.0363,242,0.0416,0.0000,0.0093,-0.0011,0.0104
8,0.0434,0.0762,0.0027,0.0020,237,-0.0346,243,0.0407,0.0000,0.0105,-0.0009,0.0114
9,0.0439,0.0750,0.0029,0.0020,237,-0.0328,243,0.0400,0.0000,0.0116,-0.0007,0.0122
10,0.0444,0.0740,0.0030,0.0019,234,-0.0316,246,0.0390,0.0000,0.0126,-0.0005,0.0131
11,0.0449,0.0730,0.0032,0.0019,233,-0.0301,247,0.0384,0.0000,0.0136,-0.0002,0.0139
12,0.0454,0.0722,0.0033,0.0019,234,-0.0286,246,0.0382,0.0000,0.0146,-0.0000,0.0146
13,0.0459,0.0715,0.0035,0.0019,234,-0.0273,246,0.0380,0.0000,0.0155,0.0002,0.0153
14,0.0464,0.0708,0.0037,0.0019,236,-0.0258,244,0.0381,0.0000,0.0164,0.0005,0.0160
15,0.0469,0.0702,0.0039,0.0019,232,-0.0252,248,0.0374,0.0000,0.0173,0.0007,0.0166
16,0.0473,0.0697,0.0041,0.0019,233,-0.0240,247,0.0374,0.0000,0.0182,0.0009,0.0172
17,0.0478,0.0692,0.0043,0.0019,233,-0.0230,247,0.0374,0.0000,0.0190,0.0012,0.0178
18,0.0482,0.0688,0.0045,0.0019,229,-0.0225,251,0.0369,0.0000,0.0197,0.0015,0.0183
19,0.0486,0.0685,0.0047,0.0020,227,-0.0219,253,0.0367,0.0000,0.0205,0.0017,0.0188
20,0.0491,0.0682,0.0049,0.0020,226,-0.0212,254,0.0367,0.0000,0.0212,0.0020,0.0192
21,0.0495,0.0680,0.0050,0.0020,226,-0.0205,254,0.0369,0.0000,0.0219,0.0023,0.0197
22,0.0499,0.0678,0.0052,0.0020,224,-0.0200,256,0.0368,0.0000,0.0226,0.0025,0.0201
23,0.0503,0.0676,0.0054,0.0020,221,-0.0196,259,0.0367,0.0000,0.0233,0.0028,0.0205
24,0.0507,0.0675,0.0056,0.0020,218,-0.0193,262,0.0365,0.0000,0.0240,0.0031,0.0208
25,0.0511,0.0675,0.0057,0.0020,218,-0.0187,262,0.0369,0.0000,0.0246,0.0034,0.0212
26,0.0516,0.0675,0.0059,0.0020,221,-0.0180,259,0.0377,0.0000,0.0252,0.0037,0.0215
27,0.0520,0.0675,0.0060,0.0020,221,-0.0175,259,0.0381,0.0000,0.0258,0.0040,0.0218
28,0.0524,0.0675,0.0062,0.0020,221,-0.0171,259,0.0385,0.0000,0.0264,0.0043,0.0221
29,0.0528,0.0675,0.0063,0.0020,219,-0.0168,261,0.0386,0.0000,0.0270,0.0046,0.0224
30,0.0532,0.0676,0.0065,0.0020,218,-0.0165,262,0.0389,0.0000,0.0276,0.0050,0.0226
31,0.0536,0.0677,0.0066,0.0020,217,-0.0163,263,0.0393,0.0000,0.0282,0.0053,0.0229
32,0.0540,0.0679,0.0068,0.0020,214,-0.0162,266,0.0393,0.0000,0.0287,0.0056,0.0231
33,0.0544,0.0680,0.0069,0.0020,210,-0.0162,270,0.0393,0.0000,0.0293,0.0060,0.0233
34,0.0548,0.0682,0.0070,0.0020,209,-0.0160,271,0.0397,0.0000,0.0298,0.0063,0.0235
35,0.0552,0.0684,0.0071,0.0020,208,-0.0159,272,0.0401,0.0000,0.0304,0.0067,0.0237
36,0.0557,0.0687,0.0073,0.0020,204,-0.0159,276,0.0402,0.0000,0.0309,0.0071,0.0239
37,0.0561,0.0689,0.0074,0.0020,201,-0.0160,279,0.0403,0.0000,0.0315,0.0074,0.0240
38,0.0565,0.0692,0.0075,0.0020,196,-0.0162,284,0.0403,0.0000,0.0320,0.0078,0.0242
39,0.0569,0.0695,0.0076,0.0020,193,-0.0163,287,0.0405,0.0000,0.0326,0.0082,0.0244
40,0.0574,0.0699,0.0077,0.0020,189,-0.0166,291,0.0406,0.0000,0.0331,0.0086,0.0245
41,0.0578,0.0702,0.0079,0.0020,188,-0.0165,292,0.0411,0.0000,0.0336,0.0090,0.0246
42,0.0583,0.0706,0.0080,0.0020,189,-0.0164,291,0.0420,0.0000,0.0342,0.0094,0.0248
43,0.0587,0.0710,0.0081,0.0021,190,-0.0162,290,0.0429,0.0000,0.0347,0.0098,0.0249
44,0.0592,0.0714,0.0082,0.0021,188,-0.0163,292,0.0433,0.0000,0.0353,0.0103,0.0250
45,0.0596,0.0718,0.0083,0.0021,187,-0.0163,293,0.0439,0.0000,0.0358,0.0107,0.0251
46,0.0601,0.0723,0.0084,0.0021,186,-0.0164,294,0.0445,0.0000,0.0364,0.0112,0.0252
47,0.0606,0.0727,0.0086,0.0021,185,-0.0164,295,0.0452,0.0000,0.0369,0.0116,0.0253
48,0.0610,0.0732,0.0087,0.0021,183,-0.0166,297,0.0457,0.0000,0.0375,0.0121,0.0254
49,0.0615,0.0737,0.0088,0.0021,180,-0.0169,300,0.0460,0.0000,0.0380,0.0126,0.0255
50,0.0620,0.0742,0.0089,0.0021,176,-0.0173,304,0.0462,0.0000,0.0386,0.0130,0.0256
51,0.0625,0.0747,0.0091,0.0022,175,-0.0175,305,0.0469,0.0000,0.0392,0.0135,0.0256
52,0.0630,0.0753,0.0092,0.0022,175,-0.0175,305,0.0478,0.0000,0.0397,0.0140,0.0257
53,0.0636,0.0759,0.0093,0.0022,175,-0.0176,305,0.0487,0.0000,0.0403,0.0146,0.0257
54,0.0641,0.0764,0.0094,0.0022,174,-0.0178,306,0.0494,0.0000,0.0409,0.0151,0.0258
55,0.0646,0.0770,0.0096,0.0022,173,-0.0179,307,0.0502,0.0000,0.0415,0.0156,0.0259
56,0.0652,0.0777,0.0097,0.0022,171,-0.0183,309,0.0508,0.0000,0.0421,0.0162,0.0259
57,0.0657,0.0783,0.0099,0.0023,170,-0.0185,310,0.0516,0.0000,0.0427,0.0167,0.0259
58,0.0663,0.0789,0.0100,0.0023,169,-0.0187,311,0.0524,0.0000,0.0433,0.0173,0.0260
59,0.0669,0.0796,0.0102,0.0023,167,-0.0191,313,0.0531,0.0000,0.0439,0.0179,0.0260
60,0.0674,0.0803,0.0103,0.0023,166,-0.0193,314,0.0539,0.0000,0.0445,0.0185,0.0260
61,0.0680,0.0810,0.0105,0.0024,167,-0.0194,313,0.0551,0.0000,0.0451,0.0191,0.0260
62,0.0686,0.0817,0.0107,0.0024,162,-0.0201,318,0.0553,0.0000,0.0458,0.0197,0.0260
63,0.0692,0.0824,0.0108,0.0024,161,-0.0205,319,0.0562,0.0000,0.0464,0.0204,0.0260
64,0.0699,0.0832,0.0110,0.0024,158,-0.0210,322,0.0567,0.0000,0.0470,0.0210,0.0260
65,0.0705,0.0839,0.0112,0.0025,158,-0.0213,322,0.0578,0.0000,0.0477,0.0217,0.0260
66,0.0711,0.0847,0.0114,0.0025,157,-0.0216,323,0.0587,0.0000,0.0483,0.0224,0.0259
67,0.0718,0.0855,0.0116,0.0025,158,-0.0217,322,0.0600,0.0000,0.0490,0.0231,0.0259
68,0.0724,0.0863,0.0118,0.0026,158,-0.0219,322,0.0611,0.0000,0.0496,0.0238,0.0258
69,0.0731,0.0871,0.0120,0.0026,157,-0.0223,323,0.0621,0.0000,0.0503,0.0245,0.0258
70,0.0738,0.0880,0.0122,0.0026,157,-0.0225,323,0.0633,0.0000,0.0510,0.0252,0.0257
71,0.0745,0.0888,0.0124,0.0027,157,-0.0228,323,0.0645,0.0000,0.0516,0.0260,0.0256
72,0.0752,0.0897,0.0127,0.0027,156,-0.0232,324,0.0655,0.0000,0.0523,0.0268,0.0255
73,0.0759,0.0906,0.0129,0.0027,156,-0.0235,324,0.0667,0.0000,0.0530,0.0276,0.0254
74,0.0766,0.0915,0.0131,0.0028,156,-0.0238,324,0.0680,0.0000,0.0537,0.0284,0.0253
75,0.0774,0.0924,0.0134,0.0028,155,-0.0242,325,0.0690,0.0000,0.0543,0.0292,0.0252
76,0.0781,0.0933,0.0137,0.0029,155,-0.0245,325,0.0703,0.0000,0.0550,0.0300,0.0250
77,0.0789,0.0942,0.0139,0.0029,155,-0.0248,325,0.0716,0.0000,0.0557,0.0309,0.0249
78,0.0796,0.0952,0.0142,0.0030,152,-0.0256,328,0.0723,0.0000,0.0564,0.0317,0.0247
79,0.0804,0.0962,0.0145,0.0030,152,-0.0259,328,0.0736,0.0000,0.0571,0.0326,0.0245
80,0.0812,0.0972,0.0148,0.0030,150,-0.0266,330,0.0745,0.0000,0.0578,0.0335,0.0243
81,0.0820,0.0982,0.0151,0.0031,147,-0.0275,333,0.0752,0.1021,0.0585,0.0344,0.0241
82,0.0828,0.0992,0.0154,0.0031,145,-0.0283,335,0.0761,0.1039,0.0592,0.0354,0.0239
83,0.0836,0.1002,0.0157,0.0032,145,-0.0286,335,0.0775,0.1558,0.0599,0.0363,0.0236
84,0.0845,0.1013,0.0160,0.0032,143,-0.0294,337,0.0784,0.1558,0.0606,0.0373,0.0234
