step,community_0,community_1,community_2,community_3,community_4,community_5,community_6,community_7,community_9,community_10,community_12,community_13,community_14,community_15,community_16,community_17,community_19,community_23,community_31,community_34,community_35,community_39,community_41,community_45,community_48,community_49,community_51,community_52,community_53,community_60,community_61,community_66,community_76,community_81,community_82
68,0.0063,0.0042,0.0007,0.0040,0.0066,0.0102,0.0002,0.0324,0.0024,0.0135,0.0112,0.0136,0.0153,0.0000,0.0007,0.0155,0.0030,0.0037,0.0027,0.0177,0.0286,0.0192,0.0120,0.0015,0.0036,0.0045,0.0000,0.0064,0.0036,0.0000,0.0051,0.0093,0.0035,0.0139,0.0059
69,0.0063,0.0043,0.0007,0.0040,0.0066,0.0102,0.0002,0.0327,0.0025,0.0135,0.0115,0.0135,0.0153,0.0000,0.0007,0.0155,0.0030,0.0037,0.0027,0.0177,0.0287,0.0193,0.0120,0.0015,0.0036,0.0045,0.0000,0.0064,0.0036,0.0000,0.0051,0.0094,0.0035,0.0138,0.0060
70,0.0063,0.0043,0.0007,0.0040,0.0066,0.0101,0.0002,0.0329,0.0025,0.0135,0.0119,0.0134,0.0154,0.0000,0.0007,0.0155,0.0030,0.0038,0.0027,0.0177,0.0288,0.0194,0.0121,0.0015,0.0036,0.0045,0.0000,0.0064,0.0036,0.0000,0.0052,0.0095,0.0036,0.0138,0.0060
71,0.0064,0.0043,0.0007,0.0040,0.0066,0.0101,0.0002,0.0332,0.0025,0.0134,0.0123,0.0133,0.0155,0.0000,0.0007,0.0156,0.0030,0.0038,0.0027,0.0177,0.0289,0.0195,0.0121,0.0016,0.0036,0.0045,0.0000,0.0064,0.0036,0.0000,0.0052,0.0096,0.0036,0.0138,0.0060
72,0.0064,0.0043,0.0008,0.0040,0.0066,0.0101,0.0002,0.0335,0.0025,0.0134,0.0127,0.0132,0.0156,0.0000,0.0007,0.0156,0.0030,0.0038,0.0027,0.0177,0.0289,0.0196,0.0121,0.0016,0.0036,0.0045,0.0000,0.0064,0.0036,0.0000,0.0053,0.0097,0.0036,0.0137,0.0061
73,0.0065,0.0043,0.0008,0.0041,0.0066,0.0101,0.0002,0.0337,0.0025,0.0134,0.0131,0.0131,0.0156,0.0000,0.0008,0.0156,0.0031,0.0039,0.0027,0.0177,0.0290,0.0197,0.0122,0.0016,0.0036,0.0045,0.0000,0.0064,0.0036,0.0000,0.0053,0.0098,0.0036,0.0137,0.0061
74,0.0065,0.0043,0.0009,0.0041,0.0066,0.0101,0.0002,0.0340,0.0025,0.0134,0.0135,0.0130,0.0157,0.0000,0.0008,0.0157,0.0031,0.0039,0.0027,0.0177,0.0291,0.0198,0.0122,0.0016,0.0036,0.0045,0.0000,0.0064,0.0036,0.0000,0.0053,0.0099,0.0036,0.0136,0.0061
75,0.0065,0.0043,0.0009,0.0041,0.0067,0.0101,0.0002,0.0342,0.0025,0.0134,0.0139,0.0129,0.0158,0.0000,0.0008,0.0157,0.0031,0.0039,0.0027,0.0177,0.0292,0.0199,0.0122,0.0017,0.0036,0.0045,0.0000,0.0064,0.0037,0.0000,0.0054,0.0100,0.0037,0.0136,0.0062
76,0.0066,0.0043,0.0009,0.0041,0.0067,0.0101,0.0003,0.0345,0.0026,0.0134,0.0143,0.0128,0.0158,0.0000,0.0008,0.0157,0.0031,0.0040,0.0028,0.0177,0.0292,0.0200,0.0123,0.0017,0.0036,0.0046,0.0000,0.0064,0.0037,0.0000,0.0054,0.0101,0.0037,0.0135,0.0062
77,0.0066,0.0043,0.0010,0.0041,0.0067,0.0101,0.0003,0.0347,0.0026,0.0134,0.0147,0.0127,0.0159,0.0000,0.0008,0.0157,0.0031,0.0040,0.0028,0.0177,0.0293,0.0201,0.0123,0.0017,0.0036,0.0046,0.0000,0.0064,0.0037,0.0000,0.0055,0.0102,0.0037,0.0135,0.0062
78,0.0066,0.0043,0.0010,0.0041,0.0067,0.0101,0.0003,0.0350,0.0026,0.0133,0.0151,0.0126,0.0159,0.0001,0.0008,0.0158,0.0031,0.0040,0.0028,0.0177,0.0294,0.0202,0.0123,0.0017,0.0036,0.0046,0.0000,0.0064,0.0037,0.0000,0.0055,0.0103,0.0037,0.0135,0.0063
79,0.0067,0.0043,0.0010,0.0041,0.0067,0.0101,0.0003,0.0352,0.0026,0.0133,0.0155,0.0125,0.0160,0.0001,0.0008,0.0158,0.0031,0.0041,0.0028,0.0177,0.0294,0.0203,0.0123,0.0018,0.0036,0.0046,0.0000,0.0064,0.0037,0.0000,0.0055,0.0104,0.0037,0.0134,0.0063
80,0.0067,0.0044,0.0011,0.0042,0.0067,0.0101,0.0003,0.0354,0.0026,0.0133,0.0160,0.0124,0.0161,0.0001,0.0009,0.0158,0.0031,0.0041,0.0028,0.0177,0.0295,0.0204,0.0123,0.0018,0.0036,0.0046,0.0000,0.0064,0.0037,0.0000,0.0056,0.0105,0.0038,0.0134,0.0063
81,0.0068,0.0044,0.0011,0.0042,0.0067,0.0100,0.0003,0.0357,0.0026,0.0133,0.0164,0.0124,0.0161,0.0001,0.0009,0.0158,0.0031,0.0041,0.0028,0.0177,0.0295,0.0205,0.0124,0.0018,0.0036,0.0046,0.0000,0.0064,0.0037,0.0000,0.0056,0.0106,0.0038,0.0134,0.0063
82,0.0068,0.0044,0.0012,0.0042,0.0067,0.0100,0.0003,0.0359,0.0026,0.0132,0.0168,0.0123,0.0162,0.0001,0.0009,0.0159,0.0032,0.0041,0.0028,0.0177,0.0296,0.0206,0.0124,0.0019,0.0036,0.0046,0.0000,0.0064,0.0037,0.0000,0.0057,0.0107,0.0038,0.0133,0.0064
83,0.0068,0.0044,0.0012,0.0042,0.0067,0.0100,0.0003,0.0361,0.0026,0.0132,0.0172,0.0122,0.0162,0.0001,0.0009,0.0159,0.0032,0.0042,0.0028,0.0177,0.0296,0.0207,0.0124,0.0019,0.0036,0.0046,0.0000,0.0064,0.0037,0.0000,0.0057,0.0108,0.0038,0.0133,0.0064
84,0.0069,0.0044,0.0012,0.0042,0.0067,0.0100,0.0003,0.0363,0.0026,0.0132,0.0176,0.0121,0.0163,0.0001,0.0009,0.0159,0.0032,0.0042,0.0028,0.0177,0.0297,0.0208,0.0124,0.0019,0.0036,0.0046,0.0000,0.0064,0.0037,0.0000,0.0057,0.0109,0.0038,0.0133,0.0064
85,0.0069,0.0044,0.0013,0.0042,0.0067,0.0100,0.0003,0.0365,0.0027,0.0132,0.0180,0.0120,0.0163,0.0001,0.0009,0.0159,0.0032,0.0042,0.0028,0.0177,0.0297,0.0208,0.0124,0.0019,0.0036,0.0046,0.0000,0.0064,0.0037,0.0000,0.0058,0.0110,0.0038,0.0133,0.0065
86,0.0069,0.0044,0.0013,0.0042,0.0068,0.0100,0.0003,0.0367,0.0027,0.0131,0.0184,0.0120,0.0163,0.0001,0.0009,0.0159,0.0032,0.0043,0.0028,0.0177,0.0298,0.0209,0.0124,0.0020,0.0036,0.0046,0.0000,0.0064,0.0038,0.0000,0.0058,0.0111,0.0038,0.0132,0.0065
87,0.0070,0.0044,0.0014,0.0042,0.0068,0.0100,0.0003,0.0369,0.0027,0.0131,0.0187,0.0119,0.0164,0.0001,0.0010,0.0159,0.0032,0.0043,0.0028,0.0177,0.0298,0.0210,0.0125,0.0020,0.0036,0.0046,0.0000,0.0064,0.0038,0.0000,0.0059,0.0112,0.0039,0.0132,0.0065
88,0.0070,0.0044,0.0014,0.0042,0.0068,0.0100,0.0003,0.0371,0.0027,0.0131,0.0191,0.0118,0.0164,0.0001,0.0010,0.0159,0.0032,0.0043,0.0029,0.0177,0.0298,0.0211,0.0125,0.0020,0.0036,0.0046,0.0000,0.0064,0.0038,0.0000,0.0059,0.0112,0.0039,0.0132,0.0065
89,0.0070,0.0044,0.0015,0.0043,0.0068,0.0100,0.0003,0.0373,0.0027,0.0130,0.0195,0.0118,0.0165,0.0001,0.0010,0.0160,0.0032,0.0043,0.0029,0.0177,0.0299,0.0212,0.0125,0.0020,0.0036,0.0046,0.0000,0.0064,0.0038,0.0000,0.0059,0.0113,0.0039,0.0132,0.0066
90,0.0071,0.0044,0.0015,0.0043,0.0068,0.0100,0.0003,0.0375,0.0027,0.0130,0.0199,0.0117,0.0165,0.0001,0.0010,0.0160,0.0033,0.0044,0.0029,0.0177,0.0299,0.0212,0.0125,0.0021,0.0036,0.0046,0.0000,0.0064,0.0038,0.0000,0.0060,0.0114,0.0039,0.0132,0.0066
91,0.0071,0.0044,0.0016,0.0043,0.0068,0.0100,0.0003,0.0377,0.0027,0.0130,0.0202,0.0116,0.0165,0.0001,0.0010,0.0160,0.0033,0.0044,0.0029,0.0177,0.0299,0.0213,0.0125,0.0021,0.0036,0.0046,0.0000,0.0064,0.0038,0.0000,0.0060,0.0115,0.0039,0.0131,0.0066
92,0.0071,0.0044,0.0016,0.0043,0.0068,0.0100,0.0003,0.0379,0.0027,0.0130,0.0206,0.0116,0.0166,0.0001,0.0010,0.0160,0.0033,0.0044,0.0029,0.0177,0.0300,0.0214,0.0125,0.0021,0.0036,0.0046,0.0000,0.0064,0.0038,0.0000,0.0061,0.0116,0.0039,0.0131,0.0066
93,0.0072,0.0044,0.0017,0.0043,0.0068,0.0100,0.0003,0.0380,0.0027,0.0129,0.0209,0.0115,0.0166,0.0001,0.0010,0.0160,0.0033,0.0045,0.0029,0.0177,0.0300,0.0214,0.0125,0.0022,0.0036,0.0046,0.0000,0.0064,0.0038,0.0000,0.0061,0.0117,0.0039,0.0131,0.0067
94,0.0072,0.0044,0.0017,0.0043,0.0068,0.0100,0.0003,0.0382,0.0028,0.0129,0.0213,0.0114,0.0166,0.0001,0.0010,0.0160,0.0033,0.0045,0.0029,0.0177,0.0300,0.0215,0.0125,0.0022,0.0035,0.0046,0.0000,0.0064,0.0038,0.0000,0.0061,0.0118,0.0039,0.0131,0.0067
95,0.0072,0.0044,0.0018,0.0043,0.0068,0.0100,0.0003,0.0384,0.0028,0.0129,0.0216,0.0114,0.0167,0.0001,0.0010,0.0160,0.0033,0.0045,0.0029,0.0177,0.0301,0.0216,0.0125,0.0022,0.0035,0.0046,0.0000,0.0064,0.0038,0.0000,0.0062,0.0119,0.0039,0.0131,0.0067
96,0.0073,0.0044,0.0018,0.0043,0.0068,0.0100,0.0003,0.0386,0.0028,0.0128,0.0219,0.0113,0.0167,0.0001,0.0011,0.0160,0.0033,0.0045,0.0029,0.0177,0.0301,0.0216,0.0125,0.0022,0.0035,0.0046,0.0000,0.0064,0.0038,0.0000,0.0062,0.0120,0.0040,0.0131,0.0067
97,0.0073,0.0044,0.0019,0.0043,0.0068,0.0100,0.0003,0.0387,0.0028,0.0128,0.0222,0.0113,0.0167,0.0001,0.0011,0.0160,0.0034,0.0046,0.0029,0.0176,0.0301,0.0217,0.0125,0.0023,0.0035,0.0046,0.0000,0.0064,0.0038,0.0000,0.0062,0.0121,0.0040,0.0131,0.0068
98,0.0073,0.0044,0.0019,0.0043,0.0068,0.0100,0.0003,0.0389,0.0028,0.0128,0.0225,0.0112,0.0167,0.0001,0.0011,0.0160,0.0034,0.0046,0.0029,0.0176,0.0301,0.0218,0.0125,0.0023,0.0035,0.0046,0.0000,0.0064,0.0038,0.0000,0.0063,0.0122,0.0040,0.0130,0.0068
99,0.0074,0.0044,0.0020,0.0043,0.0068,0.0100,0.0003,0.0391,0.0028,0.0127,0.0228,0.0112,0.0168,0.0001,0.0011,0.0161,0.0034,0.0046,0.0030,0.0176,0.0301,0.0218,0.0125,0.0023,0.0035,0.0046,0.0000,0.0064,0.0038,0.0000,0.0063,0.0123,0.0040,0.0130,0.0068
100,0.0074,0.0044,0.0020,0.0043,0.0068,0.0100,0.0003,0.0392,0.0028,0.0127,0.0231,0.0111,0.0168,0.0001,0.0011,0.0161,0.0034,0.0046,0.0030,0.0176,0.0302,0.0219,0.0125,0.0024,0.0035,0.0046,0.0000,0.0064,0.0038,0.0000,0.0063,0.0123,0.0040,0.0130,0.0068
101,0.0074,0.0044,0.0021,0.0043,0.0068,0.0100,0.0003,0.0394,0.0028,0.0127,0.0234,0.0111,0.0168,0.0001,0.0011,0.0161,0.0034,0.0047,0.0030,0.0176,0.0302,0.0219,0.0125,0.0024,0.0035,0.0046,0.0000,0.0064,0.0038,0.0000,0.0064,0.0124,0.0040,0.0130,0.0069
102,0.0075,0.0044,0.0021,0.0043,0.0068,0.0100,0.0004,0.0395,0.0028,0.0127,0.0236,0.0110,0.0168,0.0001,0.0011,0.0161,0.0034,0.0047,0.0030,0.0176,0.0302,0.0220,0.0125,0.0024,0.0035,0.0046,0.0000,0.0064,0.0038,0.0000,0.0064,0.0125,0.0040,0.0130,0.0069
103,0.0075,0.0044,0.0022,0.0043,0.0068,0.0100,0.0004,0.0397,0.0028,0.0126,0.0239,0.0110,0.0169,0.0001,0.0011,0.0161,0.0035,0.0047,0.0030,0.0176,0.0302,0.0220,0.0125,0.0025,0.0035,0.0046,0.0000,0.0064,0.0038,0.0000,0.0064,0.0126,0.0040,0.0130,0.0069
104,0.0075,0.0044,0.0022,0.0043,0.0068,0.0100,0.0004,0.0398,0.0028,0.0126,0.0242,0.0109,0.0169,0.0001,0.0011,0.0161,0.0035,0.0047,0.0030,0.0176,0.0302,0.0221,0.0125,0.0025,0.0035,0.0046,0.0000,0.0064,0.0038,0.0000,0.0065,0.0127,0.0040,0.0130,0.0069
105,0.0076,0.0044,0.0023,0.0043,0.0068,0.0100,0.0004,0.0399,0.0029,0.0126,0.0244,0.0109,0.0169,0.0001,0.0011,0.0161,0.0035,0.0048,0.0030,0.0176,0.0303,0.0221,0.0125,0.0025,0.0035,0.0046,0.0000,0.0064,0.0038,0.0000,0.0065,0.0128,0.0040,0.0130,0.0069
106,0.0076,0.0044,0.0023,0.0044,0.0068,0.0100,0.0004,0.0401,0.0029,0.0125,0.0246,0.0109,0.0169,0.0001,0.0011,0.0161,0.0035,0.0048,0.0030,0.0176,0.0303,0.0222,0.0126,0.0025,0.0035,0.0046,0.0000,0.0064,0.0038,0.0000,0.0065,0.0129,0.0040,0.0130,0.0070
107,0.0076,0.0044,0.0024,0.0044,0.0068,0.0100,0.0004,0.0402,0.0029,0.0125,0.0248,0.0108,0.0169,0.0001,0.0012,0.0161,0.0035,0.0048,0.0030,0.0176,0.0303,0.0222,0.0126,0.0026,0.0035,0.0046,0.0000,0.0064,0.0038,0.0000,0.0066,0.0129,0.0041,0.0130,0.0070
108,0.0077,0.0044,0.0024,0.0044,0.0068,0.0100,0.0004,0.0404,0.0029,0.0125,0.0251,0.0108,0.0170,0.0001,0.0012,0.0161,0.0036,0.0048,0.0031,0.0176,0.0303,0.0223,0.0126,0.0026,0.0035,0.0046,0.0000,0.0064,0.0038,0.0000,0.0066,0.0130,0.0041,0.0130,0.0070
109,0.0077,0.0044,0.0025,0.0044,0.0068,0.0100,0.0004,0.0405,0.0029,0.0124,0.0253,0.0107,0.0170,0.0001,0.0012,0.0161,0.0036,0.0049,0.0031,0.0176,0.0303,0.0223,0.0126,0.0026,0.0035,0.0046,0.0000,0.0064,0.0038,0.0000,0.0067,0.0131,0.0041,0.0130,0.0070
110,0.0077,0.0044,0.0025,0.0044,0.0068,0.0100,0.0004,0.0406,0.0029,0.0124,0.0254,0.0107,0.0170,0.0001,0.0012,0.0161,0.0036,0.0049,0.0031,0.0176,0.0303,0.0224,0.0126,0.0027,0.0035,0.0045,0.0000,0.0063,0.0038,0.0000,0.0067,0.0132,0.0041,0.0130,0.0071
111,0.0078,0.0044,0.0026,0.0044,0.0068,0.0100,0.0004,0.0407,0.0029,0.0124,0.0256,0.0107,0.0170,0.0001,0.0012,0.0161,0.0036,0.0049,0.0031,0.0176,0.0303,0.0224,0.0126,0.0027,0.0035,0.0045,0.0000,0.0063,0.0038,0.0000,0.0067,0.0133,0.0041,0.0130,0.0071
112,0.0078,0.0044,0.0026,0.0044,0.0068,0.0100,0.0004,0.0409,0.0029,0.0124,0.0258,0.0106,0.0170,0.0001,0.0012,0.0161,0.0036,0.0049,0.0031,0.0175,0.0304,0.0225,0.0126,0.0027,0.0035,0.0045,0.0000,0.0063,0.0038,0.0000,0.0067,0.0133,0.0041,0.0130,0.0071
113,0.0078,0.0044,0.0027,0.0044,0.0068,0.0100,0.0004,0.0410,0.0029,0.0123,0.0260,0.0106,0.0170,0.0001,0.0012,0.0161,0.0037,0.0050,0.0031,0.0175,0.0304,0.0225,0.0125,0.0028,0.0035,0.0045,0.0000,0.0063,0.0038,0.0000,0.0068,0.0134,0.0041,0.0130,0.0071
114,0.0079,0.0044,0.0027,0.0044,0.0068,0.0100,0.0004,0.0411,0.0029,0.0123,0.0261,0.0106,0.0171,0.0001,0.0012,0.0161,0.0037,0.0050,0.0031,0.0175,0.0304,0.0226,0.0125,0.0028,0.0035,0.0045,0.0000,0.0063,0.0038,0.0000,0.0068,0.0135,0.0041,0.0130,0.0071
115,0.0079,0.0044,0.0028,0.0044,0.0068,0.0100,0.0004,0.0412,0.0029,0.0123,0.0263,0.0106,0.0171,0.0001,0.0012,0.0161,0.0037,0.0050,0.0032,0.0175,0.0304,0.0226,0.0125,0.0028,0.0035,0.0045,0.0000,0.0063,0.0039,0.0000,0.0068,0.0136,0.0041,0.0130,0.0072
116,0.0079,0.0044,0.0028,0.0044,0.0068,0.0100,0.0004,0.0413,0.0029,0.0123,0.0264,0.0105,0.0171,0.0001,0.0012,0.0161,0.0037,0.0050,0.0032,0.0175,0.0304,0.0226,0.0125,0.0029,0.0035,0.0045,0.0000,0.0063,0.0039,0.0000,0.0069,0.0136,0.0041,0.0130,0.0072
117,0.0080,0.0044,0.0029,0.0044,0.0068,0.0100,0.0004,0.0414,0.0029,0.0122,0.0266,0.0105,0.0171,0.0001,0.0012,0.0161,0.0038,0.0050,0.0032,0.0175,0.0304,0.0227,0.0125,0.0029,0.0035,0.0045,0.0000,0.0063,0.0039,0.0000,0.0069,0.0137,0.0041,0.0130,0.0072
118,0.0080,0.0044,0.0029,0.0044,0.0068,0.0100,0.0004,0.0415,0.0030,0.0122,0.0267,0.0105,0.0171,0.0001,0.0012,0.0161,0.0038,0.0051,0.0032,0.0175,0.0304,0.0227,0.0125,0.0029,0.0035,0.0045,0.0000,0.0063,0.0039,0.0000,0.0069,0.0138,0.0041,0.0130,0.0072
119,0.0080,0.0044,0.0030,0.0044,0.0068,0.0100,0.0004,0.0416,0.0030,0.0122,0.0268,0.0104,0.0171,0.0002,0.0012,0.0161,0.0038,0.0051,0.0032,0.0175,0.0304,0.0228,0.0125,0.0030,0.0035,0.0045,0.0000,0.0063,0.0039,0.0000,0.0070,0.0138,0.0041,0.0130,0.0072
120,0.0081,0.0044,0.0030,0.0044,0.0068,0.0100,0.0004,0.0417,0.0030,0.0122,0.0270,0.0104,0.0171,0.0002,0.0012,0.0161,0.0038,0.0051,0.0033,0.0175,0.0304,0.0228,0.0125,0.0030,0.0035,0.0045,0.0000,0.0063,0.0039,0.0000,0.0070,0.0139,0.0041,0.0130,0.0073
121,0.0081,0.0044,0.0031,0.0044,0.0068,0.0100,0.0004,0.0418,0.0030,0.0121,0.0271,0.0104,0.0171,0.0002,0.0012,0.0161,0.0039,0.0051,0.0033,0.0175,0.0304,0.0228,0.0125,0.0030,0.0035,0.0045,0.0000,0.0063,0.0039,0.0000,0.0070,0.0140,0.0041,0.0130,0.0073
122,0.0081,0.0044,0.0031,0.0044,0.0068,0.0100,0.0004,0.0419,0.0030,0.0121,0.0272,0.0104,0.0171,0.0002,0.0013,0.0161,0.0039,0.0052,0.0033,0.0175,0.0304,0.0229,0.0125,0.0031,0.0035,0.0045,0.0000,0.0063,0.0039,0.0000,0.0071,0.0140,0.0041,0.0130,0.0073
123,0.0081,0.0044,0.0032,0.0044,0.0068,0.0100,0.0004,0.0420,0.0030,0.0121,0.0273,0.0103,0.0172,0.0002,0.0013,0.0161,0.0039,0.0052,0.0033,0.0175,0.0305,0.0229,0.0125,0.0031,0.0035,0.0045,0.0000,0.0063,0.0039,0.0000,0.0071,0.0141,0.0041,0.0130,0.0073
124,0.0082,0.0044,0.0032,0.0044,0.0068,0.0100,0.0004,0.0421,0.0030,0.0121,0.0274,0.0103,0.0172,0.0002,0.0013,0.0161,0.0039,0.0052,0.0034,0.0175,0.0305,0.0229,0.0125,0.0031,0.0035,0.0045,0.0000,0.0063,0.0039,0.0000,0.0071,0.0142,0.0042,0.0130,0.0073
125,0.0082,0.0044,0.0032,0.0044,0.0068,0.0100,0.0004,0.0422,0.0030,0.0121,0.0275,0.0103,0.0172,0.0002,0.0013,0.0161,0.0040,0.0052,0.0034,0.0175,0.0305,0.0230,0.0125,0.0032,0.0035,0.0045,0.0000,0.0063,0.0039,0.0000,0.0072,0.0142,0.0042,0.0130,0.0074
126,0.0082,0.0044,0.0033,0.0044,0.0068,0.0100,0.0004,0.0423,0.0030,0.0120,0.0276,0.0103,0.0172,0.0002,0.0013,0.0161,0.0040,0.0052,0.0034,0.0175,0.0305,0.0230,0.0125,0.0032,0.0035,0.0045,0.0000,0.0063,0.0039,0.0000,0.0072,0.0143,0.0042,0.0130,0.0074
127,0.0083,0.0044,0.0033,0.0044,0.0068,0.0100,0.0004,0.0424,0.0030,0.0120,0.0276,0.0102,0.0172,0.0002,0.0013,0.0161,0.0040,0.0053,0.0034,0.0175,0.0305,0.0230,0.0125,0.0032,0.0035,0.0045,0.0000,0.0063,0.0039,0.0000,0.0072,0.0144,0.0042,0.0130,0.0074
128,0.0083,0.0044,0.0034,0.0044,0.0068,0.0100,0.0004,0.0425,0.0030,0.0120,0.0277,0.0102,0.0172,0.0002,0.0013,0.0161,0.0041,0.0053,0.0035,0.0175,0.0305,0.0231,0.0125,0.0033,0.0035,0.0045,0.0000,0.0063,0.0039,0.0000,0.0072,0.0144,0.0042,0.0130,0.0074
129,0.0083,0.0043,0.0034,0.0044,0.0069,0.0100,0.0004,0.0426,0.0030,0.0120,0.0278,0.0102,0.0172,0.0002,0.0013,0.0161,0.0041,0.0053,0.0035,0.0175,0.0305,0.0231,0.0125,0.0033,0.0034,0.0045,0.0000,0.0063,0.0039,0.0000,0.0073,0.0145,0.0042,0.0130,0.0074
130,0.0084,0.0043,0.0035,0.0044,0.0069,0.0100,0.0004,0.0426,0.0030,0.0119,0.0279,0.0102,0.0172,0.0002,0.0013,0.0161,0.0041,0.0053,0.0035,0.0175,0.0305,0.0231,0.0125,0.0033,0.0034,0.0045,0.0000,0.0063,0.0039,0.0000,0.0073,0.0145,0.0042,0.0130,0.0075
131,0.0084,0.0043,0.0035,0.0044,0.0069,0.0100,0.0004,0.0427,0.0030,0.0119,0.0279,0.0102,0.0172,0.0002,0.0013,0.0161,0.0041,0.0054,0.0036,0.0175,0.0305,0.0231,0.0125,0.0034,0.0034,0.0045,0.0000,0.0063,0.0039,0.0000,0.0073,0.0146,0.0042,0.0130,0.0075
132,0.0084,0.0043,0.0035,0.0044,0.0069,0.0100,0.0004,0.0428,0.0030,0.0119,0.0280,0.0102,0.0172,0.0002,0.0013,0.0161,0.0042,0.0054,0.0036,0.0175,0.0305,0.0232,0.0125,0.0034,0.0034,0.0045,0.0000,0.0063,0.0039,0.0000,0.0073,0.0147,0.0042,0.0130,0.0075
133,0.0084,0.0043,0.0036,0.0044,0.0069,0.0100,0.0004,0.0429,0.0031,0.0119,0.0280,0.0101,0.0172,0.0002,0.0013,0.0161,0.0042,0.0054,0.0036,0.0175,0.0305,0.0232,0.0125,0.0034,0.0034,0.0045,0.0000,0.0063,0.0039,0.0000,0.0074,0.0147,0.0042,0.0130,0.0075
134,0.0085,0.0043,0.0036,0.0044,0.0069,0.0100,0.0004,0.0429,0.0031,0.0119,0.0281,0.0101,0.0172,0.0002,0.0013,0.0161,0.0042,0.0054,0.0037,0.0175,0.0305,0.0232,0.0125,0.0035,0.0034,0.0045,0.0000,0.0063,0.0039,0.0000,0.0074,0.0148,0.0042,0.0130,0.0075
135,0.0085,0.0043,0.0037,0.0044,0.0069,0.0100,0.0004,0.0430,0.0031,0.0119,0.0281,0.0101,0.0172,0.0003,0.0013,0.0161,0.0043,0.0054,0.0037,0.0175,0.0305,0.0232,0.0125,0.0035,0.0034,0.0045,0.0000,0.0063,0.0039,0.0000,0.0074,0.0148,0.0042,0.0130,0.0076
136,0.0085,0.0043,0.0037,0.0044,0.0069,0.0100,0.0004,0.0431,0.0031,0.0118,0.0282,0.0101,0.0172,0.0003,0.0013,0.0161,0.0043,0.0055,0.0037,0.0174,0.0305,0.0233,0.0125,0.0035,0.0034,0.0045,0.0000,0.0063,0.0039,0.0000,0.0075,0.0149,0.0042,0.0130,0.0076
137,0.0086,0.0043,0.0037,0.0044,0.0069,0.0100,0.0004,0.0432,0.0031,0.0118,0.0282,0.0101,0.0172,0.0003,0.0013,0.0161,0.0043,0.0055,0.0038,0.0174,0.0305,0.0233,0.0125,0.0036,0.0034,0.0045,0.0000,0.0063,0.0039,0.0000,0.0075,0.0149,0.0042,0.0130,0.0076
138,0.0086,0.0043,0.0038,0.0044,0.0069,0.0100,0.0004,0.0432,0.0031,0.0118,0.0283,0.0101,0.0172,0.0003,0.0013,0.0161,0.0044,0.0055,0.0038,0.0174,0.0305,0.0233,0.0125,0.0036,0.0034,0.0045,0.0000,0.0063,0.0039,0.0000,0.0075,0.0150,0.0042,0.0130,0.0076
139,0.0086,0.0043,0.0038,0.0044,0.0069,0.0100,0.0004,0.0433,0.0031,0.0118,0.0283,0.0100,0.0172,0.0003,0.0013,0.0161,0.0044,0.0055,0.0039,0.0174,0.0305,0.0233,0.0125,0.0036,0.0034,0.0045,0.0000,0.0063,0.0039,0.0000,0.0075,0.0150,0.0042,0.0130,0.0076
140,0.0087,0.0043,0.0038,0.0044,0.0069,0.0100,0.0004,0.0433,0.0031,0.0118,0.0283,0.0100,0.0173,0.0003,0.0013,0.0161,0.0044,0.0055,0.0039,0.0174,0.0305,0.0234,0.0125,0.0037,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0076,0.0151,0.0042,0.0130,0.0076
141,0.0087,0.0043,0.0039,0.0044,0.0069,0.0100,0.0004,0.0434,0.0031,0.0118,0.0284,0.0100,0.0173,0.0003,0.0013,0.0161,0.0045,0.0056,0.0040,0.0174,0.0305,0.0234,0.0125,0.0037,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0076,0.0151,0.0042,0.0130,0.0077
142,0.0087,0.0043,0.0039,0.0044,0.0069,0.0100,0.0004,0.0435,0.0031,0.0117,0.0284,0.0100,0.0173,0.0003,0.0013,0.0161,0.0045,0.0056,0.0040,0.0174,0.0305,0.0234,0.0125,0.0037,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0076,0.0152,0.0042,0.0130,0.0077
143,0.0087,0.0043,0.0039,0.0044,0.0069,0.0100,0.0004,0.0435,0.0031,0.0117,0.0284,0.0100,0.0173,0.0003,0.0013,0.0161,0.0045,0.0056,0.0041,0.0174,0.0305,0.0234,0.0125,0.0038,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0076,0.0152,0.0042,0.0130,0.0077
144,0.0088,0.0043,0.0040,0.0044,0.0069,0.0100,0.0004,0.0436,0.0031,0.0117,0.0285,0.0100,0.0173,0.0003,0.0013,0.0161,0.0046,0.0056,0.0041,0.0174,0.0305,0.0234,0.0125,0.0038,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0077,0.0153,0.0042,0.0130,0.0077
145,0.0088,0.0043,0.0040,0.0044,0.0069,0.0100,0.0004,0.0436,0.0031,0.0117,0.0285,0.0100,0.0173,0.0004,0.0014,0.0161,0.0046,0.0056,0.0042,0.0174,0.0305,0.0235,0.0125,0.0038,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0077,0.0153,0.0042,0.0130,0.0077
