step,community_0,community_1,community_2,community_3,community_4,community_5,community_6,community_7,community_9,community_10,community_12,community_13,community_14,community_15,community_16,community_17,community_19,community_23,community_31,community_34,community_35,community_39,community_41,community_45,community_48,community_49,community_51,community_52,community_53,community_60,community_61,community_66,community_76,community_81,community_82
146,0.0088,0.0043,0.0040,0.0044,0.0069,0.0100,0.0004,0.0437,0.0031,0.0117,0.0285,0.0099,0.0173,0.0004,0.0014,0.0161,0.0046,0.0056,0.0042,0.0174,0.0306,0.0235,0.0125,0.0039,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0077,0.0153,0.0042,0.0130,0.0078
147,0.0089,0.0043,0.0041,0.0044,0.0069,0.0100,0.0004,0.0437,0.0031,0.0117,0.0285,0.0099,0.0173,0.0004,0.0014,0.0161,0.0047,0.0057,0.0043,0.0174,0.0306,0.0235,0.0125,0.0039,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0077,0.0154,0.0042,0.0130,0.0078
148,0.0089,0.0043,0.0041,0.0044,0.0069,0.0100,0.0004,0.0438,0.0031,0.0117,0.0286,0.0099,0.0173,0.0004,0.0014,0.0161,0.0047,0.0057,0.0044,0.0174,0.0306,0.0235,0.0125,0.0039,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0078,0.0154,0.0042,0.0130,0.0078
149,0.0089,0.0043,0.0041,0.0044,0.0069,0.0100,0.0004,0.0438,0.0031,0.0116,0.0286,0.0099,0.0173,0.0004,0.0014,0.0161,0.0047,0.0057,0.0044,0.0174,0.0306,0.0235,0.0125,0.0040,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0078,0.0155,0.0042,0.0130,0.0078
150,0.0089,0.0043,0.0041,0.0044,0.0069,0.0100,0.0005,0.0439,0.0032,0.0116,0.0286,0.0099,0.0173,0.0004,0.0014,0.0161,0.0048,0.0057,0.0045,0.0174,0.0306,0.0236,0.0125,0.0040,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0078,0.0155,0.0042,0.0130,0.0078
151,0.0090,0.0043,0.0042,0.0044,0.0069,0.0100,0.0005,0.0439,0.0032,0.0116,0.0286,0.0099,0.0173,0.0004,0.0014,0.0161,0.0048,0.0057,0.0046,0.0174,0.0306,0.0236,0.0125,0.0040,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0078,0.0155,0.0042,0.0130,0.0078
152,0.0090,0.0043,0.0042,0.0044,0.0069,0.0100,0.0005,0.0440,0.0032,0.0116,0.0286,0.0099,0.0173,0.0004,0.0014,0.0161,0.0048,0.0058,0.0046,0.0174,0.0306,0.0236,0.0125,0.0041,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0079,0.0156,0.0042,0.0130,0.0079
153,0.0090,0.0043,0.0042,0.0044,0.0069,0.0100,0.0005,0.0440,0.0032,0.0116,0.0286,0.0099,0.0173,0.0005,0.0014,0.0161,0.0049,0.0058,0.0047,0.0174,0.0306,0.0236,0.0125,0.0041,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0079,0.0156,0.0042,0.0130,0.0079
154,0.0091,0.0043,0.0043,0.0044,0.0069,0.0100,0.0005,0.0441,0.0032,0.0116,0.0287,0.0099,0.0173,0.0005,0.0014,0.0161,0.0049,0.0058,0.0048,0.0174,0.0306,0.0236,0.0125,0.0041,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0079,0.0156,0.0042,0.0130,0.0079
155,0.0091,0.0043,0.0043,0.0044,0.0069,0.0100,0.0005,0.0441,0.0032,0.0116,0.0287,0.0098,0.0173,0.0005,0.0014,0.0161,0.0049,0.0058,0.0048,0.0174,0.0306,0.0236,0.0125,0.0042,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0079,0.0157,0.0042,0.0130,0.0079
156,0.0091,0.0043,0.0043,0.0044,0.0069,0.0100,0.0005,0.0441,0.0032,0.0116,0.0287,0.0098,0.0173,0.0005,0.0014,0.0161,0.0050,0.0058,0.0049,0.0174,0.0306,0.0236,0.0125,0.0042,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0079,0.0157,0.0042,0.0130,0.0079
157,0.0092,0.0043,0.0043,0.0044,0.0069,0.0100,0.0005,0.0442,0.0032,0.0116,0.0287,0.0098,0.0173,0.0005,0.0014,0.0161,0.0050,0.0058,0.0050,0.0174,0.0306,0.0237,0.0125,0.0043,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0080,0.0158,0.0042,0.0130,0.0079
158,0.0092,0.0043,0.0044,0.0044,0.0069,0.0100,0.0005,0.0442,0.0032,0.0115,0.0287,0.0098,0.0173,0.0005,0.0014,0.0161,0.0050,0.0059,0.0051,0.0174,0.0306,0.0237,0.0125,0.0043,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0080,0.0158,0.0042,0.0130,0.0080
159,0.0092,0.0043,0.0044,0.0044,0.0069,0.0100,0.0005,0.0442,0.0032,0.0115,0.0287,0.0098,0.0173,0.0005,0.0014,0.0160,0.0051,0.0059,0.0052,0.0174,0.0306,0.0237,0.0125,0.0043,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0080,0.0158,0.0042,0.0131,0.0080
160,0.0092,0.0043,0.0044,0.0044,0.0069,0.0100,0.0005,0.0443,0.0032,0.0115,0.0287,0.0098,0.0173,0.0006,0.0014,0.0160,0.0051,0.0059,0.0053,0.0174,0.0306,0.0237,0.0125,0.0044,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0080,0.0158,0.0042,0.0131,0.0080
161,0.0093,0.0043,0.0044,0.0044,0.0069,0.0100,0.0005,0.0443,0.0032,0.0115,0.0287,0.0098,0.0173,0.0006,0.0014,0.0160,0.0051,0.0059,0.0054,0.0174,0.0306,0.0237,0.0125,0.0044,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0080,0.0159,0.0042,0.0131,0.0080
162,0.0093,0.0043,0.0045,0.0044,0.0069,0.0100,0.0005,0.0444,0.0032,0.0115,0.0287,0.0098,0.0173,0.0006,0.0014,0.0160,0.0052,0.0059,0.0055,0.0174,0.0306,0.0237,0.0125,0.0044,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0081,0.0159,0.0042,0.0131,0.0080
163,0.0093,0.0043,0.0045,0.0044,0.0069,0.0100,0.0005,0.0444,0.0032,0.0115,0.0287,0.0098,0.0173,0.0006,0.0014,0.0160,0.0052,0.0059,0.0056,0.0174,0.0306,0.0237,0.0125,0.0045,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0081,0.0159,0.0042,0.0131,0.0080
164,0.0094,0.0043,0.0045,0.0044,0.0070,0.0100,0.0005,0.0444,0.0032,0.0115,0.0288,0.0098,0.0173,0.0006,0.0014,0.0160,0.0052,0.0060,0.0057,0.0174,0.0306,0.0237,0.0125,0.0045,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0081,0.0160,0.0042,0.0131,0.0080
165,0.0094,0.0043,0.0045,0.0044,0.0070,0.0100,0.0005,0.0444,0.0032,0.0115,0.0288,0.0098,0.0173,0.0006,0.0014,0.0160,0.0053,0.0060,0.0058,0.0174,0.0306,0.0238,0.0125,0.0045,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0081,0.0160,0.0042,0.0131,0.0081
166,0.0094,0.0043,0.0046,0.0044,0.0070,0.0100,0.0005,0.0445,0.0032,0.0115,0.0288,0.0098,0.0173,0.0007,0.0014,0.0160,0.0053,0.0060,0.0059,0.0174,0.0306,0.0238,0.0125,0.0046,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0082,0.0160,0.0042,0.0131,0.0081
167,0.0094,0.0043,0.0046,0.0044,0.0070,0.0100,0.0005,0.0445,0.0032,0.0115,0.0288,0.0098,0.0173,0.0007,0.0014,0.0160,0.0053,0.0060,0.0060,0.0174,0.0306,0.0238,0.0124,0.0046,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0082,0.0160,0.0042,0.0131,0.0081
168,0.0095,0.0043,0.0046,0.0044,0.0070,0.0100,0.0005,0.0445,0.0032,0.0115,0.0288,0.0097,0.0173,0.0007,0.0014,0.0160,0.0054,0.0060,0.0061,0.0174,0.0306,0.0238,0.0124,0.0046,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0082,0.0161,0.0042,0.0131,0.0081
169,0.0095,0.0043,0.0046,0.0044,0.0070,0.0100,0.0005,0.0446,0.0032,0.0115,0.0288,0.0097,0.0173,0.0007,0.0014,0.0160,0.0054,0.0060,0.0062,0.0174,0.0306,0.0238,0.0124,0.0047,0.0034,0.0044,0.0000,0.0063,0.0039,0.0000,0.0082,0.0161,0.0042,0.0131,0.0081
170,0.0095,0.0043,0.0046,0.0044,0.0070,0.0100,0.0005,0.0446,0.0032,0.0114,0.0288,0.0097,0.0173,0.0008,0.0014,0.0160,0.0054,0.0060,0.0063,0.0174,0.0306,0.0238,0.0124,0.0047,0.0034,0.0044,0.0000,0.0063,0.0039,0.0001,0.0082,0.0161,0.0042,0.0131,0.0081
171,0.0096,0.0043,0.0047,0.0044,0.0070,0.0100,0.0005,0.0446,0.0032,0.0114,0.0288,0.0097,0.0173,0.0008,0.0014,0.0160,0.0055,0.0061,0.0064,0.0174,0.0306,0.0238,0.0124,0.0047,0.0034,0.0044,0.0000,0.0063,0.0039,0.0001,0.0082,0.0161,0.0043,0.0131,0.0081
172,0.0096,0.0043,0.0047,0.0044,0.0070,0.0100,0.0005,0.0446,0.0033,0.0114,0.0288,0.0097,0.0173,0.0008,0.0014,0.0160,0.0055,0.0061,0.0066,0.0174,0.0306,0.0238,0.0124,0.0048,0.0034,0.0044,0.0000,0.0063,0.0039,0.0001,0.0083,0.0162,0.0043,0.0131,0.0082
173,0.0096,0.0043,0.0047,0.0044,0.0070,0.0100,0.0005,0.0447,0.0033,0.0114,0.0288,0.0097,0.0173,0.0008,0.0014,0.0160,0.0056,0.0061,0.0067,0.0174,0.0306,0.0238,0.0124,0.0048,0.0034,0.0044,0.0000,0.0063,0.0039,0.0001,0.0083,0.0162,0.0043,0.0131,0.0082
174,0.0096,0.0043,0.0047,0.0044,0.0070,0.0100,0.0005,0.0447,0.0033,0.0114,0.0288,0.0097,0.0173,0.0008,0.0014,0.0160,0.0056,0.0061,0.0068,0.0174,0.0306,0.0238,0.0124,0.0049,0.0034,0.0044,0.0000,0.0063,0.0039,0.0001,0.0083,0.0162,0.0043,0.0131,0.0082
175,0.0097,0.0043,0.0047,0.0044,0.0070,0.0100,0.0005,0.0447,0.0033,0.0114,0.0288,0.0097,0.0173,0.0009,0.0014,0.0160,0.0056,0.0061,0.0070,0.0174,0.0306,0.0239,0.0124,0.0049,0.0034,0.0044,0.0000,0.0063,0.0039,0.0001,0.0083,0.0162,0.0043,0.0131,0.0082
176,0.0097,0.0042,0.0048,0.0044,0.0070,0.0100,0.0005,0.0447,0.0033,0.0114,0.0288,0.0097,0.0173,0.0009,0.0014,0.0160,0.0057,0.0061,0.0071,0.0174,0.0306,0.0239,0.0124,0.0049,0.0034,0.0044,0.0000,0.0063,0.0039,0.0001,0.0083,0.0163,0.0043,0.0131,0.0082
177,0.0097,0.0042,0.0048,0.0044,0.0070,0.0100,0.0005,0.0448,0.0033,0.0114,0.0288,0.0097,0.0173,0.0009,0.0014,0.0160,0.0057,0.0062,0.0072,0.0174,0.0306,0.0239,0.0124,0.0050,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0084,0.0163,0.0043,0.0131,0.0082
178,0.0098,0.0042,0.0048,0.0044,0.0071,0.0100,0.0005,0.0448,0.0033,0.0114,0.0288,0.0097,0.0173,0.0009,0.0014,0.0160,0.0057,0.0062,0.0074,0.0174,0.0306,0.0239,0.0124,0.0050,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0084,0.0163,0.0043,0.0131,0.0082
179,0.0098,0.0042,0.0048,0.0044,0.0071,0.0100,0.0005,0.0448,0.0033,0.0114,0.0288,0.0097,0.0173,0.0010,0.0014,0.0160,0.0058,0.0062,0.0075,0.0174,0.0306,0.0239,0.0124,0.0050,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0084,0.0163,0.0043,0.0131,0.0083
180,0.0098,0.0042,0.0048,0.0044,0.0071,0.0100,0.0005,0.0448,0.0033,0.0114,0.0288,0.0097,0.0173,0.0010,0.0014,0.0160,0.0058,0.0062,0.0077,0.0174,0.0306,0.0239,0.0124,0.0051,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0084,0.0163,0.0043,0.0131,0.0083
181,0.0098,0.0042,0.0048,0.0044,0.0071,0.0100,0.0005,0.0448,0.0033,0.0114,0.0288,0.0097,0.0173,0.0010,0.0014,0.0160,0.0058,0.0062,0.0078,0.0174,0.0306,0.0239,0.0124,0.0051,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0084,0.0164,0.0043,0.0131,0.0083
182,0.0099,0.0042,0.0049,0.0044,0.0071,0.0100,0.0005,0.0449,0.0033,0.0114,0.0288,0.0097,0.0173,0.0011,0.0014,0.0160,0.0059,0.0062,0.0080,0.0174,0.0306,0.0239,0.0124,0.0051,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0084,0.0164,0.0043,0.0131,0.0083
183,0.0099,0.0042,0.0049,0.0044,0.0071,0.0100,0.0005,0.0449,0.0033,0.0114,0.0288,0.0097,0.0173,0.0011,0.0014,0.0160,0.0059,0.0062,0.0081,0.0174,0.0306,0.0239,0.0124,0.0052,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0085,0.0164,0.0043,0.0131,0.0083
184,0.0099,0.0042,0.0049,0.0044,0.0071,0.0100,0.0005,0.0449,0.0033,0.0114,0.0288,0.0097,0.0173,0.0011,0.0014,0.0160,0.0059,0.0062,0.0083,0.0174,0.0306,0.0239,0.0124,0.0052,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0085,0.0164,0.0043,0.0131,0.0083
185,0.0100,0.0042,0.0049,0.0044,0.0071,0.0100,0.0005,0.0449,0.0033,0.0114,0.0288,0.0097,0.0173,0.0012,0.0014,0.0160,0.0060,0.0063,0.0085,0.0174,0.0306,0.0239,0.0124,0.0052,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0085,0.0164,0.0043,0.0131,0.0083
186,0.0100,0.0042,0.0049,0.0044,0.0071,0.0100,0.0005,0.0449,0.0033,0.0114,0.0288,0.0096,0.0173,0.0012,0.0014,0.0160,0.0060,0.0063,0.0086,0.0174,0.0306,0.0239,0.0124,0.0053,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0085,0.0164,0.0043,0.0131,0.0084
187,0.0100,0.0042,0.0049,0.0044,0.0071,0.0100,0.0005,0.0449,0.0033,0.0114,0.0288,0.0096,0.0173,0.0012,0.0014,0.0160,0.0060,0.0063,0.0088,0.0174,0.0306,0.0239,0.0124,0.0053,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0085,0.0165,0.0043,0.0131,0.0084
188,0.0100,0.0042,0.0050,0.0044,0.0072,0.0100,0.0005,0.0450,0.0033,0.0113,0.0288,0.0096,0.0173,0.0013,0.0014,0.0160,0.0061,0.0063,0.0090,0.0174,0.0306,0.0239,0.0124,0.0053,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0085,0.0165,0.0043,0.0131,0.0084
189,0.0101,0.0042,0.0050,0.0044,0.0072,0.0100,0.0005,0.0450,0.0033,0.0113,0.0288,0.0096,0.0173,0.0013,0.0014,0.0160,0.0061,0.0063,0.0091,0.0174,0.0306,0.0239,0.0124,0.0054,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0086,0.0165,0.0043,0.0131,0.0084
190,0.0101,0.0042,0.0050,0.0044,0.0072,0.0100,0.0005,0.0450,0.0033,0.0113,0.0288,0.0096,0.0173,0.0013,0.0014,0.0160,0.0061,0.0063,0.0093,0.0174,0.0306,0.0239,0.0124,0.0054,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0086,0.0165,0.0043,0.0131,0.0084
191,0.0101,0.0042,0.0050,0.0044,0.0072,0.0100,0.0005,0.0450,0.0033,0.0113,0.0288,0.0096,0.0173,0.0014,0.0014,0.0160,0.0062,0.0063,0.0095,0.0174,0.0306,0.0239,0.0124,0.0054,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0086,0.0165,0.0043,0.0131,0.0084
192,0.0101,0.0042,0.0050,0.0044,0.0072,0.0100,0.0005,0.0450,0.0033,0.0113,0.0288,0.0096,0.0173,0.0014,0.0014,0.0160,0.0062,0.0064,0.0097,0.0174,0.0306,0.0239,0.0124,0.0055,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0086,0.0165,0.0043,0.0131,0.0084
193,0.0102,0.0042,0.0050,0.0044,0.0072,0.0100,0.0005,0.0450,0.0033,0.0113,0.0288,0.0096,0.0173,0.0014,0.0014,0.0160,0.0062,0.0064,0.0099,0.0174,0.0306,0.0240,0.0124,0.0055,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0086,0.0166,0.0043,0.0131,0.0084
194,0.0102,0.0042,0.0050,0.0044,0.0072,0.0100,0.0005,0.0450,0.0033,0.0113,0.0288,0.0096,0.0173,0.0015,0.0014,0.0160,0.0062,0.0064,0.0100,0.0174,0.0306,0.0240,0.0124,0.0056,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0086,0.0166,0.0043,0.0131,0.0085
195,0.0102,0.0042,0.0050,0.0044,0.0072,0.0100,0.0005,0.0451,0.0033,0.0113,0.0288,0.0096,0.0173,0.0015,0.0014,0.0160,0.0063,0.0064,0.0102,0.0174,0.0306,0.0240,0.0124,0.0056,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0086,0.0166,0.0043,0.0131,0.0085
196,0.0103,0.0042,0.0051,0.0044,0.0073,0.0100,0.0005,0.0451,0.0033,0.0113,0.0288,0.0096,0.0173,0.0015,0.0014,0.0160,0.0063,0.0064,0.0104,0.0174,0.0306,0.0240,0.0124,0.0056,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0087,0.0166,0.0043,0.0131,0.0085
197,0.0103,0.0042,0.0051,0.0044,0.0073,0.0100,0.0005,0.0451,0.0033,0.0113,0.0288,0.0096,0.0173,0.0016,0.0014,0.0160,0.0063,0.0064,0.0106,0.0174,0.0306,0.0240,0.0124,0.0057,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0087,0.0166,0.0043,0.0131,0.0085
198,0.0103,0.0042,0.0051,0.0044,0.0073,0.0100,0.0005,0.0451,0.0033,0.0113,0.0288,0.0096,0.0173,0.0016,0.0014,0.0160,0.0064,0.0064,0.0108,0.0174,0.0306,0.0240,0.0124,0.0057,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0087,0.0166,0.0043,0.0131,0.0085
199,0.0103,0.0042,0.0051,0.0044,0.0073,0.0100,0.0005,0.0451,0.0033,0.0113,0.0288,0.0096,0.0173,0.0017,0.0014,0.0160,0.0064,0.0064,0.0110,0.0174,0.0306,0.0240,0.0124,0.0057,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0087,0.0166,0.0043,0.0131,0.0085
200,0.0104,0.0042,0.0051,0.0044,0.0073,0.0100,0.0005,0.0451,0.0033,0.0113,0.0288,0.0096,0.0173,0.0017,0.0014,0.0160,0.0064,0.0064,0.0112,0.0174,0.0306,0.0240,0.0124,0.0058,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0087,0.0166,0.0043,0.0131,0.0085
201,0.0104,0.0042,0.0051,0.0044,0.0073,0.0100,0.0005,0.0451,0.0034,0.0113,0.0288,0.0096,0.0173,0.0018,0.0014,0.0160,0.0065,0.0065,0.0114,0.0174,0.0306,0.0240,0.0124,0.0058,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0087,0.0167,0.0043,0.0131,0.0085
202,0.0104,0.0042,0.0051,0.0044,0.0073,0.0100,0.0005,0.0451,0.0034,0.0113,0.0288,0.0096,0.0173,0.0018,0.0014,0.0160,0.0065,0.0065,0.0116,0.0174,0.0306,0.0240,0.0124,0.0058,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0087,0.0167,0.0043,0.0131,0.0086
203,0.0105,0.0042,0.0051,0.0044,0.0074,0.0100,0.0005,0.0452,0.0034,0.0113,0.0288,0.0096,0.0173,0.0018,0.0014,0.0160,0.0065,0.0065,0.0118,0.0174,0.0306,0.0240,0.0124,0.0059,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0088,0.0167,0.0043,0.0131,0.0086
204,0.0105,0.0042,0.0052,0.0044,0.0074,0.0100,0.0005,0.0452,0.0034,0.0113,0.0288,0.0096,0.0173,0.0019,0.0014,0.0160,0.0066,0.0065,0.0120,0.0174,0.0306,0.0240,0.0124,0.0059,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0088,0.0167,0.0043,0.0131,0.0086
205,0.0105,0.0042,0.0052,0.0044,0.0074,0.0100,0.0005,0.0452,0.0034,0.0113,0.0288,0.0096,0.0173,0.0019,0.0014,0.0160,0.0066,0.0065,0.0122,0.0174,0.0306,0.0240,0.0124,0.0059,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0088,0.0167,0.0043,0.0131,0.0086
206,0.0105,0.0042,0.0052,0.0044,0.0074,0.0100,0.0005,0.0452,0.0034,0.0113,0.0288,0.0096,0.0173,0.0020,0.0014,0.0160,0.0066,0.0065,0.0125,0.0174,0.0306,0.0240,0.0124,0.0060,0.0034,0.0044,0.0000,0.0064,0.0039,0.0001,0.0088,0.0167,0.0043,0.0131,0.0086
207,0.0106,0.0042,0.0052,0.0044,0.0074,0.0100,0.0005,0.0452,0.0034,0.0113,0.0288,0.0096,0.0173,0.0020,0.0014,0.0160,0.0067,0.0065,0.0127,0.0174,0.0306,0.0240,0.0124,0.0060,0.0034,0.0044,0.0000,0.0064,0.0039,0.0002,0.0088,0.0167,0.0043,0.0131,0.0086
208,0.0106,0.0042,0.0052,0.0044,0.0074,0.0100,0.0005,0.0452,0.0034,0.0113,0.0288,0.0096,0.0173,0.0021,0.0014,0.0160,0.0067,0.0065,0.0129,0.0174,0.0306,0.0240,0.0124,0.0060,0.0034,0.0044,0.0000,0.0064,0.0039,0.0002,0.0088,0.0167,0.0043,0.0131,0.0086
209,0.0106,0.0042,0.0052,0.0044,0.0075,0.0100,0.0005,0.0452,0.0034,0.0113,0.0288,0.0096,0.0173,0.0021,0.0014,0.0160,0.0067,0.0065,0.0131,0.0174,0.0306,0.0240,0.0124,0.0061,0.0034,0.0044,0.0000,0.0064,0.0039,0.0002,0.0088,0.0167,0.0043,0.0131,0.0086
210,0.0107,0.0042,0.0052,0.0044,0.0075,0.0100,0.0005,0.0452,0.0034,0.0113,0.0288,0.0096,0.0173,0.0022,0.0014,0.0160,0.0067,0.0066,0.0133,0.0175,0.0306,0.0240,0.0124,0.0061,0.0034,0.0044,0.0000,0.0064,0.0039,0.0002,0.0088,0.0167,0.0043,0.0131,0.0087
211,0.0107,0.0042,0.0052,0.0044,0.0075,0.0100,0.0005,0.0452,0.0034,0.0113,0.0288,0.0096,0.0173,0.0022,0.0014,0.0160,0.0068,0.0066,0.0135,0.0175,0.0306,0.0240,0.0124,0.0061,0.0034,0.0044,0.0000,0.0064,0.0039,0.0002,0.0089,0.0168,0.0043,0.0131,0.0087
212,0.0107,0.0042,0.0052,0.0044,0.0075,0.0100,0.0005,0.0452,0.0034,0.0113,0.0288,0.0096,0.0173,0.0023,0.0014,0.0160,0.0068,0.0066,0.0137,0.0175,0.0306,0.0240,0.0124,0.0062,0.0034,0.0044,0.0000,0.0064,0.0039,0.0002,0.0089,0.0168,0.0043,0.0131,0.0087
213,0.0107,0.0042,0.0053,0.0044,0.0075,0.0100,0.0005,0.0452,0.0034,0.0113,0.0288,0.0096,0.0173,0.0023,0.0014,0.0160,0.0068,0.0066,0.0139,0.0175,0.0306,0.0240,0.0124,0.0062,0.0034,0.0045,0.0000,0.0064,0.0039,0.0002,0.0089,0.0168,0.0043,0.0131,0.0087
214,0.0108,0.0042,0.0053,0.0044,0.0076,0.0100,0.0005,0.0452,0.0034,0.0113,0.0288,0.0096,0.0173,0.0024,0.0014,0.0160,0.0069,0.0066,0.0142,0.0175,0.0306,0.0240,0.0124,0.0062,0.0034,0.0045,0.0000,0.0064,0.0039,0.0002,0.0089,0.0168,0.0043,0.0131,0.0087
215,0.0108,0.0042,0.0053,0.0044,0.0076,0.0100,0.0005,0.0453,0.0034,0.0113,0.0288,0.0096,0.0173,0.0025,0.0014,0.0160,0.0069,0.0066,0.0144,0.0175,0.0306,0.0240,0.0124,0.0063,0.0034,0.0045,0.0000,0.0064,0.0039,0.0002,0.0089,0.0168,0.0043,0.0131,0.0087
216,0.0108,0.0042,0.0053,0.0044,0.0076,0.0100,0.0005,0.0453,0.0034,0.0113,0.0288,0.0095,0.0173,0.0025,0.0014,0.0159,0.0069,0.0066,0.0146,0.0175,0.0306,0.0240,0.0124,0.0063,0.0034,0.0045,0.0000,0.0064,0.0039,0.0002,0.0089,0.0168,0.0043,0.0131,0.0087
217,0.0108,0.0042,0.0053,0.0043,0.0076,0.0100,0.0005,0.0453,0.0034,0.0113,0.0288,0.0095,0.0173,0.0026,0.0014,0.0159,0.0069,0.0066,0.0148,0.0175,0.0306,0.0240,0.0124,0.0063,0.0034,0.0045,0.0000,0.0064,0.0039,0.0002,0.0089,0.0168,0.0043,0.0131,0.0087
218,0.0109,0.0042,0.0053,0.0043,0.0076,0.0100,0.0005,0.0453,0.0034,0.0113,0.0288,0.0095,0.0173,0.0026,0.0014,0.0159,0.0070,0.0066,0.0150,0.0175,0.0306,0.0240,0.0124,0.0064,0.0034,0.0045,0.0000,0.0064,0.0039,0.0002,0.0089,0.0168,0.0043,0.0131,0.0087
219,0.0109,0.0042,0.0053,0.0043,0.0077,0.0100,0.0005,0.0453,0.0034,0.0113,0.0288,0.0095,0.0173,0.0027,0.0014,0.0159,0.0070,0.0066,0.0152,0.0175,0.0306,0.0240,0.0124,0.0064,0.0034,0.0045,0.0000,0.0064,0.0039,0.0002,0.0089,0.0168,0.0043,0.0131,0.0088
220,0.0109,0.0042,0.0053,0.0043,0.0077,0.0100,0.0005,0.0453,0.0034,0.0113,0.0288,0.0095,0.0173,0.0027,0.0014,0.0159,0.0070,0.0067,0.0155,0.0175,0.0306,0.0240,0.0124,0.0064,0.0034,0.0045,0.0000,0.0064,0.0039,0.0002,0.0090,0.0168,0.0043,0.0131,0.0088
221,0.0110,0.0042,0.0053,0.0043,0.0077,0.0100,0.0005,0.0453,0.0034,0.0113,0.0288,0.0095,0.0173,0.0028,0.0014,0.0159,0.0071,0.0067,0.0157,0.0175,0.0306,0.0240,0.0124,0.0065,0.0034,0.0045,0.0000,0.0064,0.0039,0.0002,0.0090,0.0168,0.0043,0.0131,0.0088
222,0.0110,0.0042,0.0053,0.0043,0.0077,0.0100,0.0005,0.0453,0.0034,0.0113,0.0288,0.0095,0.0173,0.0029,0.0014,0.0159,0.0071,0.0067,0.0159,0.0175,0.0306,0.0240,0.0124,0.0065,0.0034,0.0045,0.0000,0.0064,0.0039,0.0002,0.0090,0.0168,0.0043,0.0131,0.0088
223,0.0110,0.0042,0.0054,0.0043,0.0077,0.0100,0.0005,0.0453,0.0034,0.0113,0.0288,0.0095,0.0173,0.0029,0.0014,0.0159,0.0071,0.0067,0.0161,0.0175,0.0306,0.0240,0.0124,0.0065,0.0034,0.0045,0.0000,0.0064,0.0039,0.0002,0.0090,0.0169,0.0043,0.0131,0.0088
