step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0386,0.0885,0.0034,0.0034,241,-0.0517,239,0.0492,0.0000,-0.0044,0.0007,-0.0051
1,0.0401,0.0859,0.0031,0.0030,240,-0.0478,240,0.0479,0.0000,-0.0012,0.0010,-0.0022
2,0.0415,0.0838,0.0029,0.0027,236,-0.0447,244,0.0464,0.0000,0.0020,0.0013,0.0007
3,0.0430,0.0824,0.0028,0.0025,231,-0.0426,249,0.0455,0.0000,0.0050,0.0017,0.0034
4,0.0445,0.0813,0.0027,0.0023,229,-0.0402,251,0.0456,0.0000,0.0081,0.0021,0.0060
5,0.0459,0.0805,0.0028,0.0022,226,-0.0382,254,0.0457,0.0000,0.0110,0.0025,0.0085
6,0.0474,0.0798,0.0029,0.0020,223,-0.0363,257,0.0459,0.0000,0.0139,0.0030,0.0109
7,0.0489,0.0792,0.0031,0.0020,222,-0.0341,258,0.0466,0.0000,0.0168,0.0036,0.0132
8,0.0504,0.0787,0.0033,0.0019,221,-0.0320,259,0.0474,0.0000,0.0196,0.0042,0.0154
9,0.0519,0.0783,0.0035,0.0019,218,-0.0303,262,0.0479,0.0000,0.0224,0.0048,0.0175
10,0.0534,0.0781,0.0038,0.0018,215,-0.0287,265,0.0486,0.0000,0.0251,0.0055,0.0195
11,0.0549,0.0780,0.0042,0.0018,207,-0.0279,273,0.0485,0.0000,0.0277,0.0063,0.0214
12,0.0564,0.0781,0.0045,0.0018,206,-0.0262,274,0.0497,0.0000,0.0303,0.0071,0.0232
13,0.0580,0.0782,0.0049,0.0019,203,-0.0249,277,0.0507,0.0000,0.0329,0.0080,0.0248
14,0.0595,0.0784,0.0053,0.0019,200,-0.0236,280,0.0518,0.0000,0.0354,0.0090,0.0264
15,0.0611,0.0788,0.0057,0.0019,192,-0.0230,288,0.0520,0.0000,0.0378,0.0100,0.0278
16,0.0627,0.0793,0.0061,0.0019,189,-0.0220,291,0.0533,0.0000,0.0402,0.0112,0.0290
17,0.0644,0.0800,0.0065,0.0020,186,-0.0210,294,0.0547,0.0000,0.0426,0.0124,0.0302
18,0.0660,0.0807,0.0070,0.0020,182,-0.0202,298,0.0560,0.0000,0.0449,0.0137,0.0312
19,0.0677,0.0816,0.0074,0.0021,181,-0.0192,299,0.0580,0.0000,0.0471,0.0150,0.0321
20,0.0695,0.0826,0.0079,0.0021,178,-0.0184,302,0.0596,0.0000,0.0494,0.0165,0.0329
21,0.0712,0.0836,0.0083,0.0022,177,-0.0175,303,0.0617,0.0000,0.0516,0.0181,0.0335
22,0.0730,0.0847,0.0088,0.0022,177,-0.0165,303,0.0641,0.0000,0.0537,0.0198,0.0339
23,0.0749,0.0859,0.0093,0.0023,168,-0.0164,312,0.0647,0.0000,0.0558,0.0215,0.0343
24,0.0767,0.0872,0.0098,0.0024,165,-0.0158,315,0.0666,0.0000,0.0579,0.0234,0.0345
25,0.0787,0.0886,0.0103,0.0024,160,-0.0155,320,0.0682,0.0000,0.0599,0.0254,0.0346
26,0.0806,0.0901,0.0109,0.0025,157,-0.0150,323,0.0702,0.0000,0.0619,0.0275,0.0345
27,0.0826,0.0916,0.0114,0.0025,155,-0.0144,325,0.0725,0.0000,0.0639,0.0296,0.0343
28,0.0847,0.0932,0.0119,0.0026,153,-0.0139,327,0.0748,0.0000,0.0659,0.0319,0.0340
29,0.0868,0.0948,0.0125,0.0027,151,-0.0133,329,0.0772,0.0000,0.0678,0.0343,0.0335
