step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0418,0.0911,0.0037,0.0035,239,-0.0515,241,0.0548,0.0000,0.0012,0.0026,-0.0014
1,0.0425,0.0908,0.0037,0.0033,234,-0.0515,246,0.0542,0.0000,0.0050,0.0003,0.0048
2,0.0433,0.0938,0.0044,0.0035,234,-0.0540,246,0.0580,0.0253,0.0095,-0.0026,0.0121
3,0.0438,0.0993,0.0057,0.0041,235,-0.0590,245,0.0644,0.1115,0.0140,-0.0059,0.0199
4,0.0443,0.1067,0.0076,0.0049,235,-0.0664,245,0.0724,0.1322,0.0186,-0.0095,0.0281
5,0.0444,0.1154,0.0099,0.0060,241,-0.0737,239,0.0834,0.4486,0.0228,-0.0134,0.0362
6,0.0441,0.1250,0.0126,0.0073,241,-0.0840,239,0.0933,0.7818,0.0263,-0.0174,0.0437
7,0.0439,0.1348,0.0156,0.0087,241,-0.0942,239,0.1032,1.5884,0.0296,-0.0210,0.0506
8,0.0437,0.1441,0.0188,0.0102,238,-0.1055,242,0.1113,2.4234,0.0327,-0.0246,0.0573
9,0.0436,0.1530,0.0222,0.0118,239,-0.1144,241,0.1209,3.0529,0.0357,-0.0278,0.0635
10,0.0432,0.1615,0.0258,0.0134,236,-0.1253,244,0.1278,3.8636,0.0385,-0.0312,0.0697
11,0.0428,0.1697,0.0295,0.0151,237,-0.1338,243,0.1363,4.4212,0.0410,-0.0345,0.0755
12,0.0425,0.1775,0.0332,0.0167,235,-0.1437,245,0.1429,5.1668,0.0436,-0.0378,0.0813
13,0.0422,0.1851,0.0370,0.0184,238,-0.1501,242,0.1522,6.0251,0.0462,-0.0409,0.0871
14,0.0419,0.1925,0.0408,0.0200,243,-0.1548,237,0.1629,7.1843,0.0487,-0.0439,0.0926
15,0.0417,0.1996,0.0446,0.0216,243,-0.1625,237,0.1701,8.3816,0.0511,-0.0468,0.0979
16,0.0413,0.2064,0.0483,0.0232,241,-0.1713,239,0.1755,9.4184,0.0534,-0.0497,0.1031
17,0.0411,0.2130,0.0520,0.0247,242,-0.1776,238,0.1828,10.2536,0.0556,-0.0525,0.1080
18,0.0407,0.2192,0.0556,0.0262,242,-0.1844,238,0.1889,10.8374,0.0575,-0.0551,0.1126
19,0.0403,0.2251,0.0591,0.0276,243,-0.1901,237,0.1956,11.9383,0.0592,-0.0577,0.1169
20,0.0399,0.2307,0.0626,0.0291,242,-0.1971,238,0.2002,13.0509,0.0609,-0.0601,0.1211
21,0.0394,0.2361,0.0659,0.0304,242,-0.2032,238,0.2054,13.6206,0.0625,-0.0627,0.1252
22,0.0389,0.2413,0.0692,0.0317,243,-0.2081,237,0.2112,13.8747,0.0640,-0.0651,0.1291
23,0.0384,0.2462,0.0724,0.0330,242,-0.2146,238,0.2149,14.4113,0.0654,-0.0676,0.1330
24,0.0380,0.2509,0.0755,0.0342,241,-0.2208,239,0.2186,15.7219,0.0667,-0.0697,0.1364
25,0.0376,0.2555,0.0785,0.0354,242,-0.2251,238,0.2238,16.6791,0.0680,-0.0718,0.1398
26,0.0371,0.2599,0.0814,0.0366,244,-0.2284,236,0.2299,17.1289,0.0692,-0.0741,0.1432
27,0.0365,0.2642,0.0843,0.0377,244,-0.2333,236,0.2337,17.6512,0.0703,-0.0764,0.1466
28,0.0359,0.2682,0.0870,0.0388,248,-0.2342,232,0.2415,18.9833,0.0713,-0.0786,0.1499
29,0.0353,0.2721,0.0897,0.0398,248,-0.2387,232,0.2451,19.1490,0.0723,-0.0807,0.1530
30,0.0347,0.2758,0.0923,0.0408,247,-0.2440,233,0.2474,20.1077,0.0732,-0.0828,0.1560
31,0.0342,0.2794,0.0948,0.0418,245,-0.2503,235,0.2485,20.7671,0.0740,-0.0849,0.1589
32,0.0335,0.2828,0.0973,0.0427,244,-0.2554,236,0.2504,21.0357,0.0749,-0.0870,0.1619
33,0.0329,0.2861,0.0996,0.0435,245,-0.2584,235,0.2543,21.5057,0.0757,-0.0891,0.1648
34,0.0323,0.2893,0.1019,0.0444,245,-0.2622,235,0.2570,22.6588,0.0765,-0.0911,0.1676
35,0.0317,0.2923,0.1042,0.0452,244,-0.2670,236,0.2585,23.0333,0.0773,-0.0931,0.1704
36,0.0313,0.2955,0.1064,0.0460,246,-0.2685,234,0.2636,23.6472,0.0780,-0.0948,0.1727
37,0.0308,0.2985,0.1085,0.0467,246,-0.2721,234,0.2664,24.2549,0.0787,-0.0964,0.1751
38,0.0303,0.3015,0.1105,0.0475,246,-0.2756,234,0.2690,24.3331,0.0793,-0.0980,0.1773
39,0.0298,0.3043,0.1125,0.0482,247,-0.2778,233,0.2727,24.6610,0.0799,-0.0996,0.1796
40,0.0294,0.3070,0.1145,0.0489,248,-0.2799,232,0.2763,25.1057,0.0805,-0.1012,0.1817
41,0.0289,0.3096,0.1164,0.0495,248,-0.2830,232,0.2786,25.6027,0.0811,-0.1027,0.1838
42,0.0284,0.3121,0.1182,0.0502,247,-0.2871,233,0.2795,25.8901,0.0816,-0.1042,0.1858
43,0.0280,0.3145,0.1200,0.0508,248,-0.2888,232,0.2828,25.9394,0.0821,-0.1056,0.1877
44,0.0275,0.3167,0.1217,0.0514,247,-0.2927,233,0.2836,26.3839,0.0826,-0.1070,0.1896
45,0.0271,0.3189,0.1233,0.0519,246,-0.2965,234,0.2843,27.0939,0.0831,-0.1083,0.1914
46,0.0268,0.3210,0.1249,0.0524,247,-0.2978,233,0.2874,27.2296,0.0837,-0.1095,0.1932
47,0.0265,0.3230,0.1264,0.0529,246,-0.3013,234,0.2880,27.8095,0.0842,-0.1107,0.1949
48,0.0262,0.3249,0.1279,0.0534,246,-0.3036,234,0.2897,27.9690,0.0847,-0.1119,0.1966
49,0.0259,0.3268,0.1294,0.0538,247,-0.3046,233,0.2925,27.9690,0.0852,-0.1130,0.1983
50,0.0254,0.3286,0.1307,0.0543,248,-0.3057,232,0.2953,28.1285,0.0854,-0.1142,0.1996
51,0.0249,0.3305,0.1321,0.0548,248,-0.3081,232,0.2968,28.1792,0.0855,-0.1153,0.2007
52,0.0244,0.3323,0.1334,0.0552,250,-0.3079,230,0.3008,28.5338,0.0855,-0.1163,0.2019
53,0.0239,0.3340,0.1347,0.0556,251,-0.3089,229,0.3034,28.5785,0.0855,-0.1173,0.2029
54,0.0234,0.3357,0.1359,0.0560,251,-0.3110,229,0.3046,28.7913,0.0854,-0.1184,0.2038
55,0.0229,0.3372,0.1371,0.0564,251,-0.3131,229,0.3058,29.2757,0.0853,-0.1193,0.2047
56,0.0223,0.3387,0.1382,0.0568,251,-0.3151,229,0.3068,29.2757,0.0852,-0.1203,0.2055
57,0.0219,0.3401,0.1393,0.0571,252,-0.3158,228,0.3092,29.3785,0.0851,-0.1212,0.2064
58,0.0214,0.3415,0.1404,0.0575,252,-0.3176,228,0.3102,29.8629,0.0851,-0.1221,0.2072
59,0.0209,0.3428,0.1414,0.0578,252,-0.3194,228,0.3111,30.3951,0.0850,-0.1230,0.2080
60,0.0205,0.3441,0.1424,0.0581,252,-0.3210,228,0.3120,30.5568,0.0849,-0.1238,0.2088
61,0.0201,0.3453,0.1434,0.0584,252,-0.3227,228,0.3129,30.7189,0.0849,-0.1247,0.2095
