step,community_0,community_1,community_2,community_3,community_4,community_6,community_7,community_8,community_9,community_10,community_11,community_14,community_15,community_17,community_18,community_19,community_20,community_21,community_22,community_27,community_28,community_29,community_30,community_31,community_38,community_39,community_40,community_52,community_57
0,0.0041,0.0033,0.0033,0.0044,0.0037,0.0039,0.0036,0.0032,0.0027,0.0041,0.0036,0.0028,0.0037,0.0038,0.0038,0.0028,0.0042,0.0026,0.0037,0.0023,0.0044,0.0039,0.0033,0.0032,0.0032,0.0036,0.0041,0.0026,0.0032
1,0.0036,0.0035,0.0038,0.0036,0.0035,0.0035,0.0032,0.0029,0.0029,0.0045,0.0034,0.0024,0.0032,0.0042,0.0040,0.0021,0.0036,0.0023,0.0030,0.0028,0.0041,0.0029,0.0030,0.0036,0.0027,0.0034,0.0036,0.0026,0.0030
2,0.0035,0.0037,0.0047,0.0031,0.0035,0.0034,0.0031,0.0030,0.0035,0.0060,0.0033,0.0029,0.0034,0.0049,0.0051,0.0023,0.0034,0.0024,0.0025,0.0036,0.0041,0.0028,0.0030,0.0044,0.0023,0.0035,0.0034,0.0030,0.0033
3,0.0037,0.0040,0.0060,0.0032,0.0037,0.0038,0.0030,0.0031,0.0044,0.0080,0.0034,0.0038,0.0043,0.0061,0.0064,0.0028,0.0035,0.0025,0.0025,0.0046,0.0044,0.0036,0.0032,0.0056,0.0020,0.0040,0.0033,0.0036,0.0038
4,0.0042,0.0043,0.0075,0.0035,0.0040,0.0044,0.0033,0.0029,0.0055,0.0104,0.0036,0.0048,0.0057,0.0075,0.0080,0.0036,0.0039,0.0027,0.0027,0.0059,0.0049,0.0051,0.0036,0.0070,0.0018,0.0047,0.0035,0.0042,0.0049
5,0.0049,0.0046,0.0093,0.0040,0.0044,0.0052,0.0040,0.0028,0.0071,0.0133,0.0038,0.0060,0.0077,0.0090,0.0096,0.0046,0.0045,0.0030,0.0032,0.0072,0.0055,0.0071,0.0041,0.0087,0.0016,0.0056,0.0039,0.0049,0.0060
6,0.0059,0.0050,0.0113,0.0042,0.0047,0.0061,0.0049,0.0027,0.0089,0.0164,0.0042,0.0072,0.0101,0.0108,0.0113,0.0058,0.0053,0.0033,0.0038,0.0087,0.0062,0.0094,0.0047,0.0106,0.0016,0.0066,0.0046,0.0057,0.0073
7,0.0070,0.0053,0.0136,0.0046,0.0051,0.0071,0.0061,0.0026,0.0108,0.0198,0.0046,0.0085,0.0128,0.0125,0.0130,0.0071,0.0061,0.0036,0.0046,0.0099,0.0070,0.0120,0.0054,0.0125,0.0016,0.0078,0.0051,0.0066,0.0088
8,0.0083,0.0057,0.0160,0.0052,0.0055,0.0082,0.0074,0.0026,0.0128,0.0235,0.0051,0.0098,0.0156,0.0144,0.0148,0.0085,0.0069,0.0040,0.0056,0.0112,0.0078,0.0148,0.0061,0.0145,0.0017,0.0091,0.0057,0.0075,0.0103
9,0.0096,0.0061,0.0185,0.0059,0.0060,0.0094,0.0089,0.0026,0.0149,0.0272,0.0056,0.0111,0.0174,0.0163,0.0166,0.0100,0.0077,0.0043,0.0068,0.0125,0.0087,0.0178,0.0069,0.0159,0.0018,0.0105,0.0065,0.0084,0.0119
10,0.0109,0.0065,0.0210,0.0067,0.0065,0.0101,0.0104,0.0026,0.0168,0.0310,0.0062,0.0124,0.0194,0.0182,0.0184,0.0116,0.0086,0.0048,0.0081,0.0139,0.0097,0.0209,0.0077,0.0174,0.0019,0.0119,0.0074,0.0093,0.0136
11,0.0123,0.0069,0.0235,0.0075,0.0070,0.0108,0.0119,0.0026,0.0187,0.0348,0.0067,0.0137,0.0215,0.0201,0.0202,0.0132,0.0095,0.0052,0.0096,0.0152,0.0106,0.0241,0.0084,0.0188,0.0021,0.0133,0.0078,0.0103,0.0153
12,0.0137,0.0073,0.0260,0.0084,0.0076,0.0115,0.0134,0.0027,0.0205,0.0385,0.0073,0.0149,0.0236,0.0220,0.0219,0.0148,0.0101,0.0056,0.0110,0.0166,0.0116,0.0273,0.0092,0.0202,0.0023,0.0147,0.0083,0.0112,0.0170
13,0.0151,0.0077,0.0285,0.0093,0.0082,0.0121,0.0149,0.0027,0.0224,0.0423,0.0078,0.0161,0.0257,0.0239,0.0236,0.0164,0.0108,0.0061,0.0125,0.0179,0.0126,0.0304,0.0100,0.0215,0.0025,0.0161,0.0081,0.0121,0.0186
14,0.0165,0.0081,0.0309,0.0102,0.0088,0.0128,0.0164,0.0028,0.0243,0.0460,0.0084,0.0172,0.0278,0.0258,0.0253,0.0179,0.0113,0.0065,0.0141,0.0192,0.0136,0.0336,0.0108,0.0229,0.0028,0.0176,0.0080,0.0130,0.0203
15,0.0179,0.0085,0.0333,0.0111,0.0093,0.0135,0.0179,0.0028,0.0261,0.0496,0.0089,0.0182,0.0299,0.0276,0.0270,0.0195,0.0119,0.0070,0.0156,0.0204,0.0146,0.0368,0.0116,0.0233,0.0030,0.0190,0.0081,0.0139,0.0219
16,0.0193,0.0089,0.0356,0.0120,0.0099,0.0142,0.0193,0.0029,0.0279,0.0531,0.0094,0.0192,0.0320,0.0293,0.0286,0.0210,0.0127,0.0074,0.0171,0.0216,0.0155,0.0399,0.0117,0.0239,0.0033,0.0203,0.0082,0.0147,0.0235
17,0.0206,0.0093,0.0378,0.0130,0.0103,0.0148,0.0207,0.0030,0.0296,0.0566,0.0099,0.0201,0.0340,0.0311,0.0301,0.0225,0.0136,0.0078,0.0186,0.0228,0.0165,0.0429,0.0118,0.0245,0.0036,0.0217,0.0084,0.0155,0.0250
18,0.0219,0.0097,0.0399,0.0139,0.0102,0.0154,0.0220,0.0031,0.0313,0.0599,0.0104,0.0210,0.0359,0.0327,0.0316,0.0239,0.0145,0.0082,0.0201,0.0239,0.0174,0.0458,0.0121,0.0251,0.0038,0.0230,0.0087,0.0163,0.0265
19,0.0232,0.0100,0.0420,0.0147,0.0103,0.0161,0.0233,0.0031,0.0329,0.0631,0.0109,0.0218,0.0378,0.0343,0.0330,0.0253,0.0154,0.0087,0.0215,0.0249,0.0183,0.0486,0.0123,0.0258,0.0041,0.0242,0.0090,0.0170,0.0279
20,0.0245,0.0104,0.0440,0.0156,0.0104,0.0167,0.0245,0.0032,0.0345,0.0662,0.0114,0.0226,0.0396,0.0359,0.0343,0.0267,0.0164,0.0091,0.0229,0.0259,0.0192,0.0513,0.0127,0.0265,0.0044,0.0254,0.0093,0.0177,0.0293
21,0.0257,0.0107,0.0459,0.0164,0.0107,0.0172,0.0257,0.0033,0.0360,0.0692,0.0118,0.0233,0.0414,0.0374,0.0356,0.0270,0.0173,0.0094,0.0243,0.0268,0.0201,0.0538,0.0130,0.0272,0.0047,0.0266,0.0097,0.0184,0.0307
22,0.0269,0.0111,0.0477,0.0172,0.0110,0.0178,0.0268,0.0034,0.0375,0.0721,0.0122,0.0239,0.0430,0.0388,0.0369,0.0274,0.0182,0.0098,0.0256,0.0277,0.0209,0.0563,0.0134,0.0277,0.0049,0.0278,0.0101,0.0190,0.0319
23,0.0280,0.0114,0.0494,0.0180,0.0114,0.0183,0.0278,0.0035,0.0389,0.0749,0.0126,0.0245,0.0446,0.0402,0.0380,0.0277,0.0191,0.0102,0.0269,0.0286,0.0219,0.0586,0.0138,0.0283,0.0052,0.0288,0.0105,0.0196,0.0332
24,0.0291,0.0118,0.0510,0.0187,0.0119,0.0188,0.0288,0.0035,0.0402,0.0775,0.0130,0.0250,0.0461,0.0415,0.0392,0.0280,0.0199,0.0106,0.0281,0.0293,0.0229,0.0609,0.0142,0.0289,0.0055,0.0299,0.0109,0.0202,0.0343
25,0.0302,0.0121,0.0526,0.0194,0.0123,0.0193,0.0298,0.0036,0.0415,0.0800,0.0134,0.0255,0.0475,0.0413,0.0402,0.0284,0.0206,0.0109,0.0293,0.0301,0.0239,0.0630,0.0147,0.0294,0.0058,0.0309,0.0113,0.0207,0.0355
26,0.0312,0.0124,0.0541,0.0200,0.0128,0.0198,0.0307,0.0037,0.0428,0.0824,0.0137,0.0259,0.0489,0.0412,0.0413,0.0287,0.0213,0.0113,0.0304,0.0308,0.0249,0.0645,0.0151,0.0300,0.0061,0.0318,0.0117,0.0212,0.0365
27,0.0322,0.0127,0.0555,0.0206,0.0133,0.0203,0.0315,0.0037,0.0440,0.0848,0.0141,0.0263,0.0502,0.0412,0.0422,0.0290,0.0220,0.0116,0.0308,0.0314,0.0254,0.0660,0.0155,0.0306,0.0063,0.0328,0.0121,0.0217,0.0376
28,0.0331,0.0130,0.0568,0.0212,0.0138,0.0207,0.0323,0.0038,0.0451,0.0870,0.0144,0.0267,0.0514,0.0413,0.0431,0.0293,0.0226,0.0119,0.0312,0.0320,0.0260,0.0674,0.0158,0.0311,0.0066,0.0336,0.0125,0.0221,0.0385
29,0.0341,0.0133,0.0581,0.0217,0.0144,0.0204,0.0330,0.0039,0.0462,0.0891,0.0147,0.0270,0.0525,0.0415,0.0440,0.0296,0.0231,0.0122,0.0316,0.0326,0.0266,0.0687,0.0162,0.0317,0.0069,0.0345,0.0129,0.0225,0.0395
30,0.0349,0.0136,0.0593,0.0222,0.0149,0.0201,0.0337,0.0039,0.0472,0.0911,0.0149,0.0273,0.0536,0.0418,0.0448,0.0299,0.0236,0.0125,0.0320,0.0326,0.0271,0.0700,0.0166,0.0322,0.0071,0.0352,0.0133,0.0229,0.0403
31,0.0358,0.0138,0.0604,0.0227,0.0154,0.0199,0.0344,0.0040,0.0482,0.0930,0.0152,0.0276,0.0546,0.0421,0.0456,0.0302,0.0240,0.0128,0.0324,0.0326,0.0277,0.0712,0.0169,0.0327,0.0074,0.0360,0.0137,0.0233,0.0412
32,0.0366,0.0141,0.0614,0.0231,0.0160,0.0197,0.0350,0.0041,0.0492,0.0948,0.0155,0.0278,0.0556,0.0424,0.0463,0.0304,0.0244,0.0130,0.0328,0.0327,0.0283,0.0724,0.0172,0.0332,0.0077,0.0367,0.0141,0.0236,0.0420
33,0.0373,0.0143,0.0624,0.0235,0.0165,0.0195,0.0356,0.0041,0.0501,0.0962,0.0157,0.0280,0.0565,0.0427,0.0470,0.0307,0.0248,0.0133,0.0331,0.0328,0.0289,0.0735,0.0175,0.0336,0.0079,0.0374,0.0144,0.0239,0.0427
34,0.0381,0.0146,0.0634,0.0239,0.0170,0.0194,0.0361,0.0042,0.0510,0.0975,0.0159,0.0282,0.0573,0.0430,0.0476,0.0309,0.0251,0.0135,0.0335,0.0328,0.0295,0.0746,0.0178,0.0341,0.0081,0.0380,0.0148,0.0242,0.0435
35,0.0388,0.0148,0.0643,0.0243,0.0175,0.0193,0.0367,0.0042,0.0518,0.0989,0.0161,0.0283,0.0581,0.0433,0.0483,0.0311,0.0253,0.0138,0.0338,0.0329,0.0301,0.0756,0.0181,0.0335,0.0084,0.0386,0.0151,0.0245,0.0441
36,0.0395,0.0151,0.0651,0.0246,0.0180,0.0192,0.0371,0.0043,0.0526,0.1001,0.0163,0.0285,0.0589,0.0436,0.0488,0.0314,0.0255,0.0140,0.0342,0.0330,0.0307,0.0766,0.0183,0.0330,0.0086,0.0392,0.0154,0.0247,0.0448
37,0.0401,0.0153,0.0659,0.0249,0.0184,0.0192,0.0376,0.0043,0.0533,0.1013,0.0165,0.0286,0.0596,0.0440,0.0494,0.0316,0.0257,0.0142,0.0345,0.0331,0.0313,0.0775,0.0185,0.0326,0.0089,0.0397,0.0157,0.0250,0.0454
38,0.0407,0.0155,0.0667,0.0252,0.0189,0.0191,0.0380,0.0044,0.0541,0.1025,0.0167,0.0287,0.0602,0.0444,0.0499,0.0318,0.0259,0.0144,0.0348,0.0332,0.0318,0.0783,0.0187,0.0323,0.0091,0.0403,0.0160,0.0252,0.0460
39,0.0413,0.0157,0.0674,0.0254,0.0193,0.0181,0.0384,0.0044,0.0548,0.1036,0.0168,0.0288,0.0608,0.0445,0.0504,0.0319,0.0260,0.0147,0.0351,0.0317,0.0324,0.0791,0.0189,0.0321,0.0093,0.0408,0.0163,0.0254,0.0465
40,0.0419,0.0159,0.0681,0.0257,0.0198,0.0173,0.0388,0.0045,0.0554,0.1046,0.0170,0.0288,0.0614,0.0447,0.0508,0.0321,0.0261,0.0149,0.0354,0.0303,0.0329,0.0799,0.0191,0.0319,0.0095,0.0412,0.0165,0.0256,0.0471
41,0.0424,0.0161,0.0687,0.0259,0.0202,0.0166,0.0391,0.0045,0.0560,0.1056,0.0171,0.0289,0.0620,0.0450,0.0512,0.0323,0.0261,0.0150,0.0357,0.0292,0.0334,0.0806,0.0192,0.0307,0.0097,0.0417,0.0168,0.0258,0.0476
42,0.0429,0.0163,0.0693,0.0261,0.0206,0.0162,0.0394,0.0045,0.0566,0.1066,0.0172,0.0290,0.0625,0.0453,0.0516,0.0324,0.0262,0.0152,0.0359,0.0283,0.0339,0.0813,0.0194,0.0296,0.0099,0.0421,0.0170,0.0259,0.0480
43,0.0434,0.0165,0.0699,0.0263,0.0210,0.0158,0.0397,0.0046,0.0572,0.1075,0.0173,0.0290,0.0629,0.0456,0.0520,0.0325,0.0262,0.0154,0.0362,0.0276,0.0343,0.0819,0.0195,0.0287,0.0101,0.0425,0.0172,0.0261,0.0485
44,0.0438,0.0167,0.0704,0.0264,0.0214,0.0155,0.0400,0.0046,0.0578,0.1084,0.0175,0.0290,0.0634,0.0459,0.0524,0.0327,0.0262,0.0156,0.0364,0.0271,0.0347,0.0825,0.0196,0.0272,0.0103,0.0428,0.0174,0.0262,0.0489
45,0.0443,0.0169,0.0709,0.0266,0.0217,0.0154,0.0402,0.0046,0.0583,0.1092,0.0176,0.0290,0.0638,0.0462,0.0527,0.0328,0.0262,0.0157,0.0367,0.0267,0.0353,0.0831,0.0197,0.0260,0.0105,0.0432,0.0176,0.0264,0.0493
46,0.0447,0.0170,0.0714,0.0267,0.0221,0.0152,0.0405,0.0047,0.0588,0.1100,0.0177,0.0290,0.0642,0.0466,0.0530,0.0329,0.0262,0.0159,0.0369,0.0264,0.0359,0.0836,0.0198,0.0250,0.0107,0.0435,0.0178,0.0265,0.0497
47,0.0451,0.0172,0.0719,0.0268,0.0224,0.0152,0.0407,0.0047,0.0593,0.1107,0.0178,0.0290,0.0645,0.0469,0.0533,0.0330,0.0261,0.0161,0.0371,0.0262,0.0366,0.0841,0.0199,0.0241,0.0109,0.0438,0.0180,0.0266,0.0501
48,0.0455,0.0174,0.0723,0.0270,0.0227,0.0152,0.0409,0.0047,0.0597,0.1114,0.0178,0.0290,0.0648,0.0472,0.0536,0.0331,0.0261,0.0162,0.0373,0.0261,0.0374,0.0846,0.0199,0.0234,0.0110,0.0441,0.0181,0.0267,0.0504
49,0.0459,0.0175,0.0727,0.0271,0.0230,0.0152,0.0411,0.0048,0.0602,0.1121,0.0179,0.0290,0.0652,0.0475,0.0538,0.0332,0.0260,0.0164,0.0375,0.0261,0.0382,0.0850,0.0200,0.0229,0.0112,0.0444,0.0183,0.0268,0.0507
50,0.0462,0.0177,0.0731,0.0272,0.0233,0.0153,0.0412,0.0048,0.0606,0.1127,0.0180,0.0290,0.0654,0.0479,0.0541,0.0333,0.0259,0.0165,0.0377,0.0262,0.0389,0.0854,0.0200,0.0224,0.0114,0.0446,0.0185,0.0269,0.0510
51,0.0465,0.0178,0.0735,0.0272,0.0236,0.0154,0.0414,0.0048,0.0610,0.1133,0.0181,0.0290,0.0657,0.0482,0.0543,0.0334,0.0259,0.0166,0.0378,0.0262,0.0397,0.0858,0.0201,0.0220,0.0115,0.0449,0.0186,0.0270,0.0513
52,0.0468,0.0180,0.0739,0.0273,0.0238,0.0155,0.0416,0.0048,0.0614,0.1139,0.0181,0.0290,0.0660,0.0485,0.0545,0.0316,0.0258,0.0168,0.0380,0.0263,0.0405,0.0861,0.0201,0.0217,0.0117,0.0451,0.0187,0.0271,0.0516
53,0.0471,0.0181,0.0742,0.0274,0.0241,0.0156,0.0417,0.0049,0.0617,0.1144,0.0182,0.0289,0.0662,0.0488,0.0547,0.0297,0.0257,0.0169,0.0381,0.0265,0.0413,0.0865,0.0201,0.0215,0.0118,0.0453,0.0189,0.0272,0.0519
54,0.0474,0.0183,0.0746,0.0274,0.0243,0.0157,0.0418,0.0049,0.0621,0.1149,0.0182,0.0289,0.0664,0.0490,0.0549,0.0280,0.0256,0.0170,0.0383,0.0266,0.0421,0.0868,0.0201,0.0213,0.0119,0.0455,0.0190,0.0272,0.0521
55,0.0477,0.0184,0.0749,0.0275,0.0246,0.0159,0.0419,0.0049,0.0624,0.1154,0.0183,0.0289,0.0666,0.0493,0.0551,0.0267,0.0255,0.0171,0.0384,0.0268,0.0430,0.0871,0.0201,0.0212,0.0121,0.0457,0.0191,0.0273,0.0524
56,0.0479,0.0185,0.0752,0.0275,0.0248,0.0160,0.0420,0.0049,0.0627,0.1158,0.0183,0.0288,0.0668,0.0496,0.0552,0.0255,0.0255,0.0172,0.0385,0.0270,0.0438,0.0873,0.0202,0.0211,0.0122,0.0459,0.0192,0.0273,0.0526
57,0.0482,0.0187,0.0755,0.0276,0.0250,0.0162,0.0421,0.0049,0.0630,0.1163,0.0184,0.0288,0.0670,0.0498,0.0554,0.0245,0.0254,0.0173,0.0387,0.0272,0.0446,0.0876,0.0202,0.0210,0.0123,0.0461,0.0193,0.0274,0.0528
58,0.0484,0.0188,0.0758,0.0276,0.0252,0.0163,0.0422,0.0049,0.0633,0.1167,0.0184,0.0288,0.0672,0.0501,0.0555,0.0237,0.0253,0.0174,0.0388,0.0274,0.0454,0.0878,0.0202,0.0210,0.0125,0.0462,0.0194,0.0274,0.0530
59,0.0486,0.0189,0.0761,0.0277,0.0254,0.0165,0.0423,0.0050,0.0636,0.1171,0.0184,0.0287,0.0673,0.0503,0.0557,0.0230,0.0252,0.0175,0.0389,0.0276,0.0461,0.0881,0.0201,0.0209,0.0126,0.0464,0.0195,0.0275,0.0532
60,0.0488,0.0190,0.0764,0.0277,0.0256,0.0167,0.0424,0.0050,0.0639,0.1174,0.0185,0.0287,0.0675,0.0505,0.0558,0.0224,0.0251,0.0176,0.0390,0.0278,0.0469,0.0883,0.0201,0.0209,0.0127,0.0465,0.0195,0.0275,0.0534
61,0.0490,0.0191,0.0767,0.0277,0.0258,0.0168,0.0425,0.0050,0.0641,0.1178,0.0185,0.0286,0.0676,0.0507,0.0559,0.0219,0.0250,0.0177,0.0391,0.0280,0.0476,0.0885,0.0201,0.0209,0.0128,0.0467,0.0196,0.0276,0.0536
62,0.0492,0.0193,0.0769,0.0277,0.0259,0.0170,0.0425,0.0050,0.0644,0.1181,0.0185,0.0286,0.0677,0.0509,0.0560,0.0214,0.0249,0.0178,0.0392,0.0282,0.0483,0.0886,0.0201,0.0209,0.0129,0.0468,0.0197,0.0276,0.0537
63,0.0494,0.0194,0.0772,0.0277,0.0261,0.0172,0.0426,0.0050,0.0646,0.1185,0.0186,0.0286,0.0678,0.0511,0.0561,0.0211,0.0248,0.0179,0.0393,0.0284,0.0490,0.0888,0.0201,0.0209,0.0130,0.0469,0.0198,0.0276,0.0539
64,0.0496,0.0195,0.0775,0.0278,0.0262,0.0174,0.0427,0.0050,0.0649,0.1188,0.0186,0.0285,0.0679,0.0513,0.0562,0.0208,0.0247,0.0179,0.0394,0.0286,0.0496,0.0890,0.0201,0.0210,0.0131,0.0470,0.0198,0.0277,0.0540
65,0.0497,0.0196,0.0777,0.0278,0.0264,0.0175,0.0427,0.0050,0.0651,0.1190,0.0186,0.0285,0.0680,0.0514,0.0563,0.0205,0.0246,0.0180,0.0394,0.0288,0.0502,0.0891,0.0200,0.0210,0.0132,0.0471,0.0199,0.0277,0.0542
66,0.0499,0.0197,0.0780,0.0278,0.0265,0.0177,0.0428,0.0050,0.0653,0.1193,0.0186,0.0284,0.0681,0.0516,0.0564,0.0203,0.0246,0.0181,0.0395,0.0289,0.0508,0.0892,0.0200,0.0210,0.0133,0.0472,0.0199,0.0277,0.0543
67,0.0500,0.0198,0.0775,0.0278,0.0266,0.0179,0.0428,0.0050,0.0655,0.1196,0.0181,0.0284,0.0682,0.0517,0.0565,0.0201,0.0245,0.0182,0.0396,0.0291,0.0514,0.0894,0.0200,0.0211,0.0134,0.0473,0.0200,0.0278,0.0545
68,0.0502,0.0199,0.0770,0.0278,0.0268,0.0180,0.0429,0.0051,0.0657,0.1198,0.0176,0.0283,0.0683,0.0519,0.0566,0.0199,0.0244,0.0182,0.0397,0.0292,0.0519,0.0895,0.0200,0.0211,0.0135,0.0474,0.0200,0.0278,0.0546
69,0.0503,0.0200,0.0766,0.0278,0.0269,0.0182,0.0429,0.0051,0.0659,0.1201,0.0171,0.0283,0.0684,0.0520,0.0566,0.0198,0.0243,0.0183,0.0397,0.0294,0.0524,0.0896,0.0199,0.0211,0.0136,0.0475,0.0201,0.0278,0.0547
70,0.0504,0.0201,0.0762,0.0278,0.0270,0.0184,0.0429,0.0051,0.0660,0.1203,0.0167,0.0283,0.0685,0.0521,0.0567,0.0197,0.0242,0.0184,0.0398,0.0295,0.0529,0.0897,0.0199,0.0212,0.0136,0.0476,0.0201,0.0278,0.0548
71,0.0505,0.0202,0.0759,0.0278,0.0271,0.0185,0.0430,0.0051,0.0662,0.1205,0.0163,0.0282,0.0685,0.0523,0.0568,0.0196,0.0241,0.0184,0.0398,0.0296,0.0534,0.0898,0.0199,0.0212,0.0137,0.0477,0.0201,0.0278,0.0549
72,0.0507,0.0203,0.0756,0.0278,0.0272,0.0187,0.0430,0.0051,0.0664,0.1207,0.0160,0.0282,0.0686,0.0524,0.0568,0.0195,0.0241,0.0185,0.0399,0.0298,0.0539,0.0898,0.0198,0.0212,0.0138,0.0477,0.0202,0.0279,0.0550
73,0.0508,0.0204,0.0753,0.0278,0.0273,0.0188,0.0430,0.0051,0.0665,0.1209,0.0157,0.0281,0.0687,0.0525,0.0569,0.0194,0.0240,0.0185,0.0399,0.0299,0.0543,0.0899,0.0198,0.0213,0.0139,0.0478,0.0202,0.0279,0.0551
74,0.0509,0.0205,0.0751,0.0278,0.0274,0.0190,0.0430,0.0051,0.0667,0.1211,0.0154,0.0281,0.0687,0.0526,0.0569,0.0193,0.0239,0.0186,0.0400,0.0300,0.0547,0.0900,0.0198,0.0213,0.0139,0.0479,0.0202,0.0279,0.0552
75,0.0510,0.0206,0.0749,0.0277,0.0275,0.0191,0.0431,0.0051,0.0668,0.1212,0.0151,0.0281,0.0688,0.0527,0.0570,0.0192,0.0239,0.0186,0.0400,0.0300,0.0551,0.0901,0.0197,0.0213,0.0140,0.0479,0.0203,0.0279,0.0553
76,0.0510,0.0207,0.0747,0.0277,0.0275,0.0193,0.0431,0.0051,0.0669,0.1214,0.0149,0.0280,0.0688,0.0528,0.0570,0.0192,0.0238,0.0187,0.0401,0.0301,0.0555,0.0901,0.0197,0.0214,0.0141,0.0480,0.0203,0.0279,0.0554
77,0.0511,0.0208,0.0746,0.0277,0.0276,0.0194,0.0431,0.0051,0.0671,0.1216,0.0147,0.0280,0.0689,0.0528,0.0571,0.0191,0.0237,0.0187,0.0401,0.0302,0.0558,0.0902,0.0197,0.0214,0.0141,0.0480,0.0203,0.0279,0.0554
78,0.0512,0.0208,0.0744,0.0277,0.0277,0.0196,0.0431,0.0051,0.0672,0.1217,0.0144,0.0280,0.0689,0.0529,0.0571,0.0190,0.0237,0.0188,0.0401,0.0303,0.0562,0.0902,0.0196,0.0214,0.0142,0.0481,0.0204,0.0279,0.0555
79,0.0513,0.0209,0.0743,0.0277,0.0278,0.0197,0.0432,0.0051,0.0673,0.1219,0.0143,0.0279,0.0689,0.0530,0.0571,0.0190,0.0236,0.0188,0.0402,0.0303,0.0565,0.0903,0.0196,0.0215,0.0142,0.0481,0.0204,0.0279,0.0556
80,0.0514,0.0210,0.0742,0.0277,0.0278,0.0199,0.0432,0.0051,0.0674,0.1220,0.0141,0.0279,0.0690,0.0531,0.0572,0.0189,0.0236,0.0188,0.0402,0.0304,0.0568,0.0903,0.0196,0.0215,0.0143,0.0482,0.0204,0.0280,0.0556
81,0.0514,0.0211,0.0741,0.0277,0.0279,0.0200,0.0432,0.0051,0.0675,0.1221,0.0139,0.0279,0.0690,0.0531,0.0572,0.0189,0.0235,0.0189,0.0403,0.0304,0.0571,0.0904,0.0195,0.0215,0.0143,0.0482,0.0204,0.0280,0.0557
82,0.0515,0.0212,0.0741,0.0277,0.0279,0.0201,0.0432,0.0051,0.0676,0.1223,0.0138,0.0278,0.0690,0.0532,0.0572,0.0188,0.0234,0.0189,0.0403,0.0305,0.0574,0.0904,0.0195,0.0215,0.0144,0.0482,0.0204,0.0280,0.0558
83,0.0516,0.0213,0.0740,0.0277,0.0280,0.0203,0.0432,0.0051,0.0677,0.1224,0.0136,0.0278,0.0691,0.0532,0.0573,0.0188,0.0234,0.0189,0.0403,0.0305,0.0576,0.0904,0.0195,0.0216,0.0144,0.0483,0.0204,0.0280,0.0558
84,0.0516,0.0214,0.0737,0.0277,0.0280,0.0204,0.0432,0.0051,0.0678,0.1225,0.0135,0.0278,0.0691,0.0533,0.0573,0.0187,0.0233,0.0190,0.0403,0.0306,0.0579,0.0905,0.0194,0.0216,0.0145,0.0483,0.0205,0.0280,0.0559
85,0.0517,0.0214,0.0734,0.0276,0.0281,0.0205,0.0432,0.0051,0.0679,0.1226,0.0134,0.0277,0.0691,0.0533,0.0573,0.0187,0.0233,0.0190,0.0404,0.0306,0.0581,0.0905,0.0194,0.0216,0.0145,0.0483,0.0205,0.0280,0.0559
86,0.0518,0.0215,0.0731,0.0276,0.0281,0.0206,0.0432,0.0051,0.0680,0.1227,0.0133,0.0277,0.0692,0.0534,0.0573,0.0186,0.0232,0.0190,0.0404,0.0306,0.0583,0.0905,0.0194,0.0216,0.0146,0.0484,0.0205,0.0280,0.0560
87,0.0518,0.0216,0.0729,0.0276,0.0282,0.0207,0.0432,0.0051,0.0681,0.1228,0.0132,0.0277,0.0692,0.0534,0.0574,0.0186,0.0232,0.0191,0.0404,0.0306,0.0586,0.0905,0.0193,0.0216,0.0146,0.0484,0.0205,0.0280,0.0560
88,0.0519,0.0217,0.0727,0.0276,0.0282,0.0209,0.0433,0.0051,0.0682,0.1229,0.0131,0.0276,0.0692,0.0535,0.0574,0.0185,0.0232,0.0191,0.0404,0.0306,0.0588,0.0906,0.0193,0.0216,0.0146,0.0484,0.0205,0.0280,0.0561
89,0.0513,0.0218,0.0724,0.0276,0.0283,0.0210,0.0433,0.0051,0.0683,0.1230,0.0130,0.0276,0.0692,0.0535,0.0574,0.0185,0.0231,0.0191,0.0405,0.0306,0.0590,0.0906,0.0193,0.0217,0.0147,0.0484,0.0205,0.0280,0.0561
90,0.0508,0.0219,0.0722,0.0276,0.0283,0.0211,0.0433,0.0051,0.0684,0.1231,0.0129,0.0276,0.0692,0.0536,0.0574,0.0184,0.0231,0.0191,0.0405,0.0307,0.0591,0.0906,0.0192,0.0217,0.0147,0.0485,0.0205,0.0280,0.0562
91,0.0504,0.0220,0.0721,0.0276,0.0283,0.0212,0.0433,0.0051,0.0684,0.1232,0.0128,0.0276,0.0693,0.0536,0.0574,0.0184,0.0230,0.0192,0.0405,0.0307,0.0593,0.0906,0.0192,0.0217,0.0147,0.0485,0.0205,0.0280,0.0562
92,0.0501,0.0220,0.0722,0.0275,0.0284,0.0213,0.0433,0.0052,0.0685,0.1232,0.0128,0.0275,0.0693,0.0536,0.0574,0.0183,0.0230,0.0192,0.0405,0.0307,0.0595,0.0906,0.0192,0.0217,0.0148,0.0485,0.0206,0.0280,0.0563
93,0.0498,0.0221,0.0723,0.0275,0.0284,0.0214,0.0433,0.0052,0.0686,0.1233,0.0127,0.0275,0.0693,0.0537,0.0575,0.0183,0.0230,0.0192,0.0405,0.0307,0.0597,0.0906,0.0192,0.0217,0.0148,0.0485,0.0206,0.0280,0.0563
