step,community_0,community_1,community_2,community_3,community_4,community_6,community_7,community_8,community_9,community_10,community_11,community_14,community_15,community_17,community_18,community_19,community_20,community_21,community_22,community_27,community_28,community_29,community_30,community_31,community_38,community_39,community_40,community_52,community_57
94,0.0497,0.0222,0.0725,0.0275,0.0284,0.0215,0.0433,0.0052,0.0686,0.1234,0.0126,0.0275,0.0693,0.0537,0.0575,0.0182,0.0229,0.0192,0.0405,0.0307,0.0598,0.0906,0.0191,0.0217,0.0148,0.0485,0.0206,0.0280,0.0563
95,0.0495,0.0223,0.0727,0.0275,0.0285,0.0216,0.0433,0.0052,0.0687,0.1235,0.0126,0.0275,0.0693,0.0537,0.0575,0.0182,0.0229,0.0192,0.0406,0.0307,0.0600,0.0906,0.0191,0.0217,0.0148,0.0485,0.0206,0.0280,0.0564
96,0.0494,0.0224,0.0729,0.0275,0.0285,0.0217,0.0433,0.0052,0.0688,0.1235,0.0125,0.0274,0.0693,0.0538,0.0575,0.0181,0.0229,0.0192,0.0406,0.0306,0.0601,0.0907,0.0191,0.0217,0.0149,0.0486,0.0206,0.0280,0.0564
97,0.0493,0.0226,0.0732,0.0275,0.0285,0.0218,0.0433,0.0052,0.0688,0.1236,0.0125,0.0274,0.0693,0.0538,0.0575,0.0181,0.0228,0.0193,0.0406,0.0306,0.0602,0.0907,0.0190,0.0217,0.0149,0.0486,0.0206,0.0280,0.0564
98,0.0493,0.0227,0.0731,0.0275,0.0285,0.0218,0.0433,0.0052,0.0689,0.1237,0.0124,0.0274,0.0694,0.0538,0.0575,0.0181,0.0228,0.0193,0.0406,0.0306,0.0604,0.0907,0.0190,0.0217,0.0149,0.0486,0.0206,0.0280,0.0564
99,0.0493,0.0228,0.0730,0.0275,0.0286,0.0219,0.0433,0.0052,0.0689,0.1237,0.0124,0.0274,0.0694,0.0539,0.0575,0.0180,0.0228,0.0193,0.0406,0.0306,0.0605,0.0907,0.0190,0.0217,0.0149,0.0486,0.0206,0.0280,0.0565
100,0.0493,0.0229,0.0730,0.0275,0.0286,0.0220,0.0433,0.0052,0.0690,0.1238,0.0123,0.0273,0.0694,0.0539,0.0575,0.0180,0.0228,0.0193,0.0406,0.0306,0.0606,0.0907,0.0190,0.0217,0.0149,0.0486,0.0206,0.0280,0.0565
101,0.0493,0.0230,0.0730,0.0274,0.0286,0.0221,0.0433,0.0052,0.0690,0.1238,0.0123,0.0273,0.0694,0.0539,0.0575,0.0179,0.0227,0.0193,0.0406,0.0306,0.0607,0.0907,0.0189,0.0218,0.0150,0.0486,0.0206,0.0280,0.0565
102,0.0494,0.0231,0.0730,0.0274,0.0286,0.0222,0.0433,0.0052,0.0691,0.1239,0.0122,0.0273,0.0694,0.0539,0.0576,0.0179,0.0227,0.0193,0.0406,0.0306,0.0608,0.0907,0.0189,0.0218,0.0150,0.0486,0.0206,0.0281,0.0566
103,0.0494,0.0233,0.0731,0.0274,0.0286,0.0222,0.0433,0.0052,0.0691,0.1239,0.0122,0.0273,0.0694,0.0540,0.0576,0.0178,0.0227,0.0194,0.0406,0.0305,0.0609,0.0907,0.0189,0.0218,0.0150,0.0486,0.0206,0.0281,0.0566
104,0.0495,0.0234,0.0732,0.0274,0.0287,0.0223,0.0433,0.0052,0.0692,0.1240,0.0122,0.0273,0.0694,0.0540,0.0576,0.0178,0.0227,0.0194,0.0407,0.0305,0.0610,0.0907,0.0189,0.0218,0.0150,0.0486,0.0206,0.0281,0.0566
105,0.0496,0.0235,0.0733,0.0274,0.0287,0.0224,0.0433,0.0052,0.0692,0.1240,0.0121,0.0273,0.0694,0.0540,0.0576,0.0178,0.0226,0.0194,0.0407,0.0305,0.0611,0.0907,0.0189,0.0218,0.0150,0.0487,0.0206,0.0281,0.0566
106,0.0497,0.0236,0.0734,0.0274,0.0287,0.0224,0.0433,0.0052,0.0692,0.1241,0.0121,0.0272,0.0694,0.0540,0.0576,0.0177,0.0226,0.0194,0.0407,0.0305,0.0612,0.0907,0.0188,0.0218,0.0150,0.0487,0.0206,0.0281,0.0566
107,0.0498,0.0238,0.0735,0.0274,0.0287,0.0225,0.0433,0.0052,0.0693,0.1241,0.0121,0.0272,0.0694,0.0540,0.0576,0.0177,0.0226,0.0194,0.0407,0.0305,0.0613,0.0907,0.0188,0.0218,0.0150,0.0487,0.0206,0.0281,0.0567
108,0.0497,0.0239,0.0735,0.0274,0.0287,0.0226,0.0433,0.0052,0.0693,0.1242,0.0120,0.0272,0.0694,0.0541,0.0576,0.0177,0.0226,0.0194,0.0407,0.0304,0.0614,0.0907,0.0188,0.0218,0.0150,0.0487,0.0206,0.0281,0.0567
109,0.0496,0.0240,0.0735,0.0274,0.0287,0.0226,0.0433,0.0052,0.0694,0.1242,0.0120,0.0272,0.0694,0.0541,0.0576,0.0176,0.0226,0.0194,0.0407,0.0304,0.0615,0.0907,0.0188,0.0218,0.0151,0.0487,0.0206,0.0281,0.0567
110,0.0496,0.0242,0.0735,0.0273,0.0287,0.0227,0.0433,0.0052,0.0694,0.1242,0.0120,0.0272,0.0695,0.0541,0.0576,0.0176,0.0226,0.0194,0.0407,0.0304,0.0615,0.0907,0.0188,0.0218,0.0151,0.0487,0.0206,0.0281,0.0567
111,0.0496,0.0243,0.0735,0.0273,0.0288,0.0227,0.0433,0.0052,0.0694,0.1243,0.0120,0.0272,0.0695,0.0541,0.0576,0.0176,0.0225,0.0194,0.0407,0.0304,0.0616,0.0907,0.0187,0.0218,0.0151,0.0487,0.0206,0.0281,0.0567
112,0.0496,0.0244,0.0714,0.0273,0.0288,0.0228,0.0433,0.0052,0.0695,0.1243,0.0119,0.0272,0.0695,0.0541,0.0576,0.0175,0.0225,0.0194,0.0407,0.0303,0.0617,0.0907,0.0187,0.0218,0.0151,0.0487,0.0206,0.0281,0.0568
113,0.0497,0.0246,0.0695,0.0273,0.0288,0.0228,0.0433,0.0052,0.0695,0.1244,0.0119,0.0271,0.0695,0.0541,0.0576,0.0175,0.0225,0.0194,0.0407,0.0303,0.0618,0.0907,0.0187,0.0218,0.0151,0.0487,0.0206,0.0281,0.0568
114,0.0498,0.0247,0.0670,0.0273,0.0288,0.0229,0.0433,0.0052,0.0695,0.1244,0.0119,0.0271,0.0695,0.0542,0.0576,0.0175,0.0225,0.0195,0.0407,0.0303,0.0618,0.0907,0.0187,0.0218,0.0151,0.0487,0.0206,0.0281,0.0568
115,0.0499,0.0248,0.0648,0.0273,0.0288,0.0229,0.0433,0.0052,0.0695,0.1244,0.0119,0.0271,0.0695,0.0542,0.0576,0.0174,0.0225,0.0195,0.0407,0.0303,0.0619,0.0906,0.0187,0.0218,0.0151,0.0487,0.0206,0.0281,0.0568
116,0.0500,0.0250,0.0629,0.0273,0.0288,0.0230,0.0433,0.0052,0.0696,0.1245,0.0119,0.0271,0.0695,0.0542,0.0576,0.0174,0.0225,0.0195,0.0407,0.0302,0.0619,0.0906,0.0187,0.0218,0.0151,0.0487,0.0206,0.0281,0.0568
117,0.0501,0.0251,0.0611,0.0273,0.0288,0.0230,0.0433,0.0052,0.0696,0.1245,0.0118,0.0271,0.0695,0.0542,0.0576,0.0174,0.0225,0.0195,0.0407,0.0302,0.0620,0.0906,0.0186,0.0218,0.0151,0.0487,0.0206,0.0281,0.0568
118,0.0502,0.0253,0.0595,0.0273,0.0288,0.0231,0.0433,0.0052,0.0696,0.1245,0.0118,0.0271,0.0695,0.0542,0.0576,0.0174,0.0224,0.0195,0.0407,0.0302,0.0621,0.0906,0.0186,0.0218,0.0151,0.0487,0.0206,0.0281,0.0569
119,0.0504,0.0254,0.0581,0.0273,0.0288,0.0231,0.0433,0.0052,0.0696,0.1245,0.0118,0.0271,0.0695,0.0542,0.0576,0.0173,0.0224,0.0195,0.0407,0.0302,0.0621,0.0906,0.0186,0.0218,0.0151,0.0487,0.0206,0.0281,0.0569
120,0.0505,0.0256,0.0569,0.0273,0.0289,0.0232,0.0433,0.0052,0.0697,0.1246,0.0118,0.0271,0.0695,0.0542,0.0576,0.0173,0.0224,0.0195,0.0408,0.0301,0.0622,0.0906,0.0186,0.0218,0.0151,0.0487,0.0206,0.0281,0.0569
121,0.0507,0.0257,0.0558,0.0273,0.0289,0.0232,0.0433,0.0052,0.0697,0.1246,0.0118,0.0271,0.0695,0.0543,0.0576,0.0173,0.0224,0.0195,0.0408,0.0301,0.0622,0.0906,0.0186,0.0218,0.0151,0.0487,0.0206,0.0281,0.0569
122,0.0508,0.0258,0.0547,0.0273,0.0289,0.0232,0.0433,0.0052,0.0697,0.1246,0.0118,0.0270,0.0695,0.0543,0.0576,0.0173,0.0224,0.0195,0.0408,0.0301,0.0623,0.0906,0.0186,0.0218,0.0151,0.0487,0.0206,0.0281,0.0569
123,0.0510,0.0260,0.0529,0.0272,0.0289,0.0233,0.0433,0.0052,0.0697,0.1246,0.0118,0.0270,0.0695,0.0543,0.0576,0.0172,0.0224,0.0195,0.0408,0.0301,0.0623,0.0906,0.0185,0.0218,0.0151,0.0487,0.0206,0.0281,0.0569
124,0.0511,0.0261,0.0502,0.0272,0.0289,0.0233,0.0433,0.0052,0.0698,0.1247,0.0117,0.0270,0.0695,0.0543,0.0576,0.0172,0.0224,0.0195,0.0408,0.0300,0.0624,0.0906,0.0185,0.0218,0.0151,0.0487,0.0206,0.0281,0.0569
125,0.0513,0.0263,0.0478,0.0272,0.0289,0.0233,0.0433,0.0052,0.0698,0.1247,0.0117,0.0270,0.0695,0.0543,0.0576,0.0172,0.0224,0.0195,0.0408,0.0300,0.0624,0.0906,0.0185,0.0218,0.0151,0.0487,0.0206,0.0281,0.0569
126,0.0514,0.0264,0.0458,0.0272,0.0289,0.0234,0.0433,0.0052,0.0698,0.1247,0.0117,0.0270,0.0695,0.0543,0.0576,0.0172,0.0224,0.0195,0.0408,0.0300,0.0624,0.0906,0.0185,0.0218,0.0151,0.0487,0.0206,0.0281,0.0570
127,0.0516,0.0265,0.0441,0.0272,0.0289,0.0234,0.0433,0.0052,0.0698,0.1247,0.0117,0.0270,0.0695,0.0543,0.0576,0.0172,0.0224,0.0195,0.0408,0.0300,0.0625,0.0906,0.0185,0.0218,0.0151,0.0487,0.0206,0.0281,0.0570
128,0.0517,0.0267,0.0426,0.0272,0.0289,0.0234,0.0433,0.0052,0.0698,0.1247,0.0117,0.0270,0.0695,0.0543,0.0577,0.0171,0.0224,0.0195,0.0408,0.0299,0.0625,0.0906,0.0185,0.0218,0.0151,0.0487,0.0206,0.0281,0.0570
129,0.0519,0.0268,0.0413,0.0272,0.0289,0.0235,0.0433,0.0052,0.0698,0.1248,0.0117,0.0270,0.0695,0.0543,0.0577,0.0171,0.0223,0.0195,0.0408,0.0299,0.0626,0.0906,0.0185,0.0218,0.0151,0.0487,0.0206,0.0281,0.0570
130,0.0521,0.0269,0.0402,0.0272,0.0289,0.0235,0.0433,0.0052,0.0699,0.1248,0.0117,0.0270,0.0695,0.0544,0.0577,0.0171,0.0223,0.0195,0.0408,0.0299,0.0626,0.0906,0.0185,0.0218,0.0151,0.0487,0.0206,0.0281,0.0570
131,0.0522,0.0271,0.0392,0.0272,0.0289,0.0235,0.0433,0.0052,0.0699,0.1248,0.0117,0.0270,0.0695,0.0544,0.0577,0.0171,0.0223,0.0195,0.0408,0.0299,0.0626,0.0906,0.0185,0.0218,0.0151,0.0487,0.0206,0.0281,0.0570
132,0.0524,0.0272,0.0384,0.0272,0.0289,0.0235,0.0433,0.0052,0.0699,0.1248,0.0117,0.0270,0.0695,0.0544,0.0577,0.0171,0.0223,0.0195,0.0408,0.0299,0.0627,0.0906,0.0184,0.0218,0.0151,0.0487,0.0206,0.0281,0.0570
133,0.0525,0.0273,0.0377,0.0272,0.0289,0.0236,0.0433,0.0052,0.0699,0.1248,0.0117,0.0270,0.0695,0.0544,0.0577,0.0171,0.0223,0.0195,0.0408,0.0298,0.0627,0.0906,0.0184,0.0218,0.0151,0.0487,0.0206,0.0281,0.0570
134,0.0527,0.0274,0.0370,0.0272,0.0289,0.0236,0.0433,0.0052,0.0699,0.1249,0.0116,0.0270,0.0695,0.0544,0.0577,0.0170,0.0223,0.0195,0.0408,0.0298,0.0627,0.0906,0.0184,0.0218,0.0151,0.0487,0.0206,0.0281,0.0570
135,0.0528,0.0275,0.0365,0.0272,0.0289,0.0236,0.0433,0.0052,0.0699,0.1249,0.0116,0.0270,0.0695,0.0544,0.0577,0.0170,0.0223,0.0195,0.0408,0.0298,0.0628,0.0905,0.0184,0.0218,0.0151,0.0487,0.0206,0.0281,0.0571
136,0.0529,0.0277,0.0360,0.0272,0.0290,0.0236,0.0433,0.0052,0.0699,0.1249,0.0116,0.0269,0.0695,0.0544,0.0577,0.0170,0.0223,0.0195,0.0408,0.0298,0.0628,0.0905,0.0184,0.0218,0.0151,0.0487,0.0206,0.0281,0.0571
137,0.0531,0.0278,0.0356,0.0272,0.0290,0.0237,0.0433,0.0052,0.0700,0.1249,0.0116,0.0269,0.0695,0.0544,0.0577,0.0170,0.0223,0.0195,0.0408,0.0297,0.0628,0.0905,0.0184,0.0218,0.0151,0.0487,0.0206,0.0281,0.0571
138,0.0532,0.0279,0.0352,0.0272,0.0290,0.0237,0.0433,0.0052,0.0700,0.1249,0.0116,0.0269,0.0695,0.0544,0.0577,0.0170,0.0223,0.0195,0.0408,0.0297,0.0628,0.0905,0.0184,0.0218,0.0150,0.0487,0.0206,0.0281,0.0571
139,0.0534,0.0280,0.0349,0.0272,0.0290,0.0237,0.0433,0.0052,0.0700,0.1249,0.0116,0.0269,0.0695,0.0544,0.0577,0.0170,0.0223,0.0196,0.0408,0.0297,0.0629,0.0905,0.0184,0.0218,0.0150,0.0487,0.0206,0.0281,0.0571
140,0.0535,0.0281,0.0346,0.0272,0.0290,0.0237,0.0433,0.0052,0.0700,0.1249,0.0116,0.0269,0.0695,0.0544,0.0577,0.0170,0.0223,0.0196,0.0408,0.0297,0.0629,0.0905,0.0184,0.0218,0.0150,0.0487,0.0206,0.0281,0.0571
141,0.0536,0.0282,0.0344,0.0272,0.0290,0.0237,0.0433,0.0052,0.0700,0.1250,0.0116,0.0269,0.0695,0.0544,0.0577,0.0169,0.0223,0.0196,0.0408,0.0297,0.0629,0.0905,0.0184,0.0218,0.0150,0.0487,0.0206,0.0281,0.0571
142,0.0537,0.0283,0.0342,0.0272,0.0290,0.0238,0.0433,0.0052,0.0700,0.1250,0.0116,0.0269,0.0695,0.0544,0.0577,0.0169,0.0223,0.0196,0.0408,0.0296,0.0629,0.0905,0.0184,0.0218,0.0150,0.0487,0.0206,0.0281,0.0571
143,0.0539,0.0284,0.0340,0.0271,0.0290,0.0238,0.0433,0.0052,0.0700,0.1250,0.0116,0.0269,0.0695,0.0544,0.0577,0.0169,0.0223,0.0196,0.0408,0.0296,0.0630,0.0905,0.0183,0.0218,0.0150,0.0487,0.0206,0.0281,0.0571
144,0.0540,0.0285,0.0339,0.0271,0.0290,0.0238,0.0433,0.0052,0.0700,0.1250,0.0116,0.0269,0.0695,0.0545,0.0577,0.0169,0.0223,0.0196,0.0408,0.0296,0.0630,0.0905,0.0183,0.0218,0.0150,0.0487,0.0206,0.0281,0.0571
145,0.0541,0.0286,0.0337,0.0271,0.0290,0.0238,0.0433,0.0052,0.0700,0.1250,0.0116,0.0269,0.0695,0.0545,0.0577,0.0169,0.0223,0.0196,0.0408,0.0296,0.0630,0.0905,0.0183,0.0218,0.0150,0.0487,0.0206,0.0281,0.0571
146,0.0542,0.0286,0.0336,0.0271,0.0290,0.0238,0.0433,0.0052,0.0701,0.1250,0.0116,0.0269,0.0695,0.0545,0.0577,0.0169,0.0223,0.0196,0.0408,0.0296,0.0630,0.0905,0.0183,0.0218,0.0150,0.0487,0.0206,0.0281,0.0572
147,0.0544,0.0287,0.0335,0.0271,0.0290,0.0238,0.0433,0.0052,0.0701,0.1250,0.0116,0.0269,0.0695,0.0545,0.0577,0.0169,0.0223,0.0196,0.0408,0.0295,0.0630,0.0905,0.0183,0.0218,0.0150,0.0487,0.0206,0.0281,0.0572
148,0.0545,0.0288,0.0334,0.0271,0.0290,0.0238,0.0433,0.0052,0.0701,0.1250,0.0116,0.0269,0.0695,0.0545,0.0577,0.0169,0.0223,0.0196,0.0408,0.0295,0.0631,0.0905,0.0183,0.0218,0.0150,0.0487,0.0206,0.0281,0.0572
149,0.0546,0.0289,0.0333,0.0271,0.0290,0.0239,0.0433,0.0052,0.0701,0.1250,0.0116,0.0269,0.0695,0.0545,0.0577,0.0169,0.0223,0.0196,0.0408,0.0295,0.0631,0.0905,0.0183,0.0218,0.0150,0.0487,0.0206,0.0281,0.0572
150,0.0547,0.0290,0.0332,0.0271,0.0290,0.0239,0.0433,0.0052,0.0701,0.1251,0.0116,0.0269,0.0696,0.0545,0.0577,0.0168,0.0223,0.0196,0.0408,0.0295,0.0631,0.0905,0.0183,0.0218,0.0150,0.0487,0.0206,0.0281,0.0572
151,0.0548,0.0290,0.0331,0.0271,0.0290,0.0239,0.0433,0.0052,0.0701,0.1251,0.0115,0.0269,0.0696,0.0545,0.0577,0.0168,0.0223,0.0196,0.0408,0.0295,0.0631,0.0905,0.0183,0.0218,0.0150,0.0487,0.0206,0.0281,0.0572
152,0.0549,0.0291,0.0331,0.0271,0.0290,0.0239,0.0433,0.0052,0.0701,0.1251,0.0115,0.0269,0.0696,0.0545,0.0577,0.0168,0.0223,0.0196,0.0408,0.0295,0.0631,0.0905,0.0183,0.0218,0.0150,0.0487,0.0206,0.0281,0.0572
153,0.0550,0.0292,0.0330,0.0271,0.0290,0.0239,0.0433,0.0052,0.0701,0.1251,0.0115,0.0269,0.0696,0.0545,0.0577,0.0168,0.0222,0.0196,0.0408,0.0294,0.0632,0.0905,0.0183,0.0218,0.0150,0.0487,0.0206,0.0281,0.0572
154,0.0551,0.0292,0.0330,0.0271,0.0290,0.0239,0.0433,0.0052,0.0701,0.1251,0.0115,0.0269,0.0696,0.0545,0.0577,0.0168,0.0222,0.0196,0.0408,0.0294,0.0632,0.0905,0.0183,0.0218,0.0150,0.0487,0.0206,0.0281,0.0572
155,0.0552,0.0293,0.0329,0.0271,0.0290,0.0239,0.0433,0.0052,0.0701,0.1251,0.0115,0.0269,0.0696,0.0545,0.0577,0.0168,0.0222,0.0196,0.0408,0.0294,0.0632,0.0905,0.0183,0.0218,0.0150,0.0487,0.0206,0.0281,0.0572
156,0.0553,0.0294,0.0329,0.0271,0.0290,0.0239,0.0433,0.0052,0.0701,0.1251,0.0115,0.0269,0.0696,0.0545,0.0577,0.0168,0.0222,0.0196,0.0408,0.0294,0.0625,0.0905,0.0183,0.0218,0.0149,0.0487,0.0206,0.0281,0.0572
157,0.0554,0.0294,0.0328,0.0271,0.0290,0.0239,0.0433,0.0052,0.0701,0.1251,0.0115,0.0269,0.0696,0.0545,0.0577,0.0168,0.0222,0.0196,0.0408,0.0294,0.0619,0.0905,0.0183,0.0218,0.0149,0.0487,0.0206,0.0281,0.0572
158,0.0555,0.0295,0.0328,0.0271,0.0290,0.0235,0.0433,0.0052,0.0701,0.1251,0.0115,0.0269,0.0696,0.0545,0.0577,0.0168,0.0222,0.0196,0.0408,0.0294,0.0614,0.0904,0.0183,0.0218,0.0149,0.0487,0.0206,0.0281,0.0572
159,0.0556,0.0295,0.0328,0.0271,0.0290,0.0230,0.0433,0.0052,0.0701,0.1251,0.0115,0.0269,0.0696,0.0545,0.0577,0.0168,0.0222,0.0196,0.0408,0.0294,0.0609,0.0904,0.0182,0.0218,0.0149,0.0487,0.0206,0.0281,0.0572
160,0.0557,0.0296,0.0327,0.0271,0.0290,0.0226,0.0433,0.0052,0.0701,0.1251,0.0115,0.0269,0.0696,0.0545,0.0577,0.0168,0.0222,0.0196,0.0408,0.0293,0.0604,0.0904,0.0182,0.0218,0.0149,0.0487,0.0206,0.0281,0.0573
161,0.0558,0.0297,0.0327,0.0271,0.0290,0.0223,0.0433,0.0052,0.0702,0.1251,0.0115,0.0269,0.0696,0.0545,0.0577,0.0168,0.0222,0.0196,0.0408,0.0293,0.0600,0.0904,0.0182,0.0218,0.0149,0.0487,0.0206,0.0281,0.0573
162,0.0559,0.0297,0.0327,0.0271,0.0291,0.0220,0.0433,0.0052,0.0702,0.1251,0.0115,0.0269,0.0696,0.0545,0.0577,0.0168,0.0222,0.0196,0.0408,0.0293,0.0596,0.0904,0.0182,0.0218,0.0149,0.0487,0.0206,0.0281,0.0573
163,0.0560,0.0298,0.0327,0.0271,0.0291,0.0217,0.0433,0.0052,0.0702,0.1252,0.0115,0.0269,0.0696,0.0545,0.0577,0.0168,0.0222,0.0196,0.0408,0.0293,0.0593,0.0904,0.0182,0.0218,0.0149,0.0487,0.0206,0.0281,0.0573
164,0.0560,0.0298,0.0326,0.0271,0.0291,0.0214,0.0433,0.0052,0.0702,0.1252,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0293,0.0590,0.0904,0.0182,0.0218,0.0149,0.0487,0.0206,0.0281,0.0573
165,0.0561,0.0299,0.0326,0.0271,0.0291,0.0212,0.0433,0.0052,0.0702,0.1252,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0293,0.0587,0.0904,0.0182,0.0218,0.0149,0.0487,0.0206,0.0281,0.0573
166,0.0562,0.0299,0.0326,0.0271,0.0291,0.0210,0.0433,0.0052,0.0702,0.1252,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0293,0.0584,0.0904,0.0182,0.0218,0.0149,0.0487,0.0206,0.0281,0.0573
167,0.0563,0.0299,0.0326,0.0271,0.0291,0.0208,0.0433,0.0052,0.0702,0.1252,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0292,0.0581,0.0904,0.0182,0.0218,0.0149,0.0487,0.0206,0.0281,0.0573
168,0.0564,0.0300,0.0326,0.0271,0.0291,0.0206,0.0433,0.0052,0.0702,0.1252,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0292,0.0579,0.0904,0.0182,0.0218,0.0149,0.0487,0.0206,0.0281,0.0573
169,0.0564,0.0300,0.0326,0.0271,0.0291,0.0204,0.0433,0.0052,0.0702,0.1252,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0292,0.0577,0.0904,0.0182,0.0218,0.0149,0.0487,0.0206,0.0281,0.0573
170,0.0565,0.0301,0.0325,0.0271,0.0291,0.0203,0.0433,0.0052,0.0702,0.1252,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0292,0.0575,0.0904,0.0182,0.0218,0.0149,0.0487,0.0206,0.0281,0.0573
171,0.0566,0.0301,0.0325,0.0271,0.0291,0.0201,0.0433,0.0052,0.0702,0.1252,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0292,0.0573,0.0904,0.0182,0.0218,0.0149,0.0487,0.0206,0.0281,0.0573
172,0.0567,0.0301,0.0325,0.0271,0.0291,0.0200,0.0433,0.0052,0.0702,0.1252,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0292,0.0572,0.0904,0.0182,0.0218,0.0149,0.0487,0.0206,0.0281,0.0573
173,0.0567,0.0302,0.0325,0.0271,0.0291,0.0199,0.0433,0.0052,0.0702,0.1252,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0292,0.0570,0.0904,0.0182,0.0218,0.0149,0.0487,0.0206,0.0281,0.0573
174,0.0568,0.0302,0.0325,0.0271,0.0291,0.0198,0.0433,0.0052,0.0702,0.1252,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0292,0.0569,0.0904,0.0182,0.0218,0.0148,0.0487,0.0206,0.0281,0.0573
175,0.0569,0.0302,0.0325,0.0271,0.0291,0.0197,0.0433,0.0052,0.0702,0.1252,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0292,0.0567,0.0904,0.0182,0.0218,0.0148,0.0487,0.0206,0.0281,0.0573
176,0.0569,0.0303,0.0325,0.0271,0.0291,0.0196,0.0433,0.0052,0.0702,0.1252,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0291,0.0566,0.0904,0.0182,0.0218,0.0148,0.0487,0.0206,0.0281,0.0573
177,0.0570,0.0303,0.0325,0.0271,0.0291,0.0195,0.0433,0.0052,0.0702,0.1252,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0291,0.0565,0.0904,0.0182,0.0218,0.0148,0.0487,0.0206,0.0281,0.0573
178,0.0571,0.0303,0.0325,0.0271,0.0291,0.0195,0.0433,0.0052,0.0702,0.1252,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0291,0.0564,0.0904,0.0182,0.0218,0.0148,0.0487,0.0206,0.0281,0.0573
179,0.0571,0.0304,0.0325,0.0271,0.0291,0.0194,0.0433,0.0052,0.0702,0.1252,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0291,0.0563,0.0904,0.0182,0.0218,0.0148,0.0487,0.0206,0.0281,0.0573
180,0.0572,0.0304,0.0324,0.0271,0.0291,0.0193,0.0433,0.0052,0.0702,0.1252,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0291,0.0562,0.0904,0.0182,0.0218,0.0148,0.0487,0.0206,0.0281,0.0573
181,0.0573,0.0304,0.0324,0.0271,0.0291,0.0193,0.0433,0.0052,0.0702,0.1252,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0291,0.0561,0.0904,0.0182,0.0218,0.0148,0.0487,0.0206,0.0281,0.0573
182,0.0573,0.0304,0.0324,0.0271,0.0291,0.0192,0.0433,0.0052,0.0702,0.1252,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0291,0.0560,0.0904,0.0182,0.0218,0.0148,0.0487,0.0206,0.0281,0.0573
183,0.0574,0.0305,0.0324,0.0271,0.0291,0.0192,0.0433,0.0052,0.0702,0.1252,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0291,0.0560,0.0904,0.0182,0.0218,0.0148,0.0487,0.0206,0.0281,0.0574
184,0.0574,0.0305,0.0324,0.0271,0.0291,0.0191,0.0433,0.0052,0.0702,0.1253,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0291,0.0559,0.0904,0.0182,0.0218,0.0148,0.0487,0.0206,0.0281,0.0574
185,0.0575,0.0305,0.0324,0.0271,0.0291,0.0191,0.0433,0.0052,0.0702,0.1253,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0291,0.0558,0.0904,0.0182,0.0218,0.0148,0.0487,0.0206,0.0281,0.0574
186,0.0575,0.0305,0.0324,0.0271,0.0291,0.0191,0.0433,0.0052,0.0702,0.1253,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0291,0.0558,0.0904,0.0182,0.0218,0.0148,0.0487,0.0206,0.0281,0.0574
187,0.0576,0.0306,0.0324,0.0271,0.0291,0.0190,0.0433,0.0052,0.0702,0.1253,0.0115,0.0269,0.0696,0.0545,0.0577,0.0167,0.0222,0.0196,0.0408,0.0291,0.0557,0.0904,0.0182,0.0218,0.0148,0.0487,0.0206,0.0281,0.0574
