step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0386,0.0885,0.0034,0.0034,241,-0.0517,239,0.0492,0.0000,-0.0044,0.0007,-0.0051
1,0.0395,0.0881,0.0035,0.0034,245,-0.0496,235,0.0506,0.0000,-0.0049,0.0027,-0.0076
2,0.0405,0.0909,0.0040,0.0038,241,-0.0522,239,0.0537,0.0000,-0.0052,0.0049,-0.0101
3,0.0421,0.0963,0.0050,0.0045,239,-0.0567,241,0.0606,0.0732,-0.0053,0.0079,-0.0132
4,0.0438,0.1032,0.0065,0.0055,241,-0.0616,239,0.0701,0.1046,-0.0054,0.0111,-0.0165
5,0.0456,0.1110,0.0082,0.0067,241,-0.0678,239,0.0801,0.1696,-0.0057,0.0145,-0.0202
6,0.0475,0.1187,0.0101,0.0080,243,-0.0733,237,0.0909,0.5197,-0.0058,0.0181,-0.0239
7,0.0493,0.1262,0.0123,0.0094,239,-0.0804,241,0.0990,0.8441,-0.0061,0.0217,-0.0278
8,0.0512,0.1332,0.0146,0.0109,234,-0.0877,246,0.1061,1.1838,-0.0063,0.0252,-0.0315
9,0.0532,0.1401,0.0171,0.0124,235,-0.0924,245,0.1156,1.5339,-0.0060,0.0288,-0.0349
10,0.0553,0.1467,0.0196,0.0140,232,-0.0984,248,0.1230,2.0702,-0.0058,0.0325,-0.0382
11,0.0577,0.1531,0.0222,0.0155,228,-0.1046,252,0.1297,2.7307,-0.0053,0.0364,-0.0417
12,0.0602,0.1595,0.0248,0.0170,227,-0.1094,253,0.1380,3.0231,-0.0048,0.0406,-0.0453
13,0.0626,0.1660,0.0276,0.0186,224,-0.1154,256,0.1450,3.4429,-0.0044,0.0447,-0.0491
14,0.0650,0.1722,0.0303,0.0201,221,-0.1213,259,0.1517,4.1152,-0.0039,0.0487,-0.0526
15,0.0674,0.1782,0.0331,0.0216,219,-0.1265,261,0.1586,4.7811,-0.0034,0.0527,-0.0561
16,0.0699,0.1840,0.0359,0.0231,213,-0.1340,267,0.1628,5.2493,-0.0028,0.0569,-0.0597
17,0.0725,0.1898,0.0387,0.0245,212,-0.1383,268,0.1700,5.6490,-0.0023,0.0612,-0.0636
18,0.0753,0.1954,0.0415,0.0258,212,-0.1417,268,0.1779,6.3599,-0.0018,0.0660,-0.0677
19,0.0779,0.2010,0.0442,0.0270,209,-0.1472,271,0.1834,6.7474,-0.0016,0.0705,-0.0721
20,0.0805,0.2064,0.0470,0.0282,208,-0.1513,272,0.1901,7.4697,-0.0013,0.0752,-0.0765
21,0.0831,0.2116,0.0497,0.0292,208,-0.1544,272,0.1973,8.3183,-0.0011,0.0798,-0.0809
22,0.0857,0.2166,0.0523,0.0303,207,-0.1581,273,0.2035,9.4963,-0.0008,0.0843,-0.0852
23,0.0882,0.2213,0.0550,0.0313,210,-0.1585,270,0.2125,10.1620,-0.0006,0.0887,-0.0893
24,0.0906,0.2259,0.0575,0.0323,211,-0.1603,269,0.2199,11.1053,-0.0003,0.0930,-0.0933
25,0.0926,0.2305,0.0601,0.0332,207,-0.1665,273,0.2227,12.2073,-0.0009,0.0971,-0.0980
26,0.0946,0.2350,0.0627,0.0340,204,-0.1721,276,0.2261,13.0396,-0.0016,0.1012,-0.1028
27,0.0966,0.2394,0.0653,0.0348,203,-0.1758,277,0.2311,13.7401,-0.0022,0.1054,-0.1076
28,0.0986,0.2437,0.0677,0.0355,204,-0.1777,276,0.2376,14.4125,-0.0027,0.1095,-0.1122
29,0.1005,0.2479,0.0702,0.0363,203,-0.1815,277,0.2422,14.9926,-0.0034,0.1135,-0.1169
