step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0388,0.0904,0.0036,0.0034,240,-0.0538,240,0.0512,0.0000,0.0029,-0.0048,0.0077
1,0.0400,0.0908,0.0037,0.0033,230,-0.0552,250,0.0508,0.0000,0.0073,-0.0061,0.0135
2,0.0422,0.0946,0.0045,0.0036,225,-0.0581,255,0.0557,0.0000,0.0138,-0.0073,0.0211
3,0.0439,0.1008,0.0058,0.0043,230,-0.0618,250,0.0648,0.0523,0.0204,-0.0096,0.0300
4,0.0453,0.1085,0.0076,0.0053,226,-0.0700,254,0.0726,0.1523,0.0270,-0.0126,0.0396
5,0.0467,0.1168,0.0099,0.0064,225,-0.0778,255,0.0819,0.4486,0.0339,-0.0156,0.0496
6,0.0484,0.1258,0.0126,0.0078,224,-0.0864,256,0.0920,0.8910,0.0407,-0.0181,0.0588
7,0.0502,0.1350,0.0157,0.0092,225,-0.0943,255,0.1032,1.4823,0.0479,-0.0206,0.0685
8,0.0518,0.1442,0.0190,0.0108,222,-0.1040,258,0.1124,2.5254,0.0549,-0.0234,0.0783
9,0.0535,0.1531,0.0225,0.0124,219,-0.1138,261,0.1213,3.0512,0.0619,-0.0261,0.0881
10,0.0553,0.1619,0.0263,0.0140,218,-0.1222,262,0.1309,3.6582,0.0691,-0.0287,0.0979
11,0.0570,0.1703,0.0301,0.0156,218,-0.1299,262,0.1405,4.2627,0.0761,-0.0314,0.1075
12,0.0586,0.1784,0.0341,0.0173,222,-0.1349,258,0.1521,5.3082,0.0828,-0.0338,0.1166
13,0.0602,0.1862,0.0381,0.0188,222,-0.1419,258,0.1612,6.0501,0.0892,-0.0362,0.1255
14,0.0616,0.1937,0.0421,0.0204,225,-0.1467,255,0.1719,6.7428,0.0954,-0.0386,0.1340
15,0.0631,0.2008,0.0461,0.0219,225,-0.1530,255,0.1803,7.5920,0.1013,-0.0408,0.1421
16,0.0645,0.2077,0.0501,0.0234,224,-0.1598,256,0.1876,8.5506,0.1070,-0.0429,0.1498
17,0.0655,0.2144,0.0541,0.0248,227,-0.1639,253,0.1976,9.1448,0.1124,-0.0454,0.1577
18,0.0663,0.2209,0.0581,0.0262,231,-0.1673,249,0.2081,10.2575,0.1175,-0.0482,0.1657
19,0.0670,0.2272,0.0620,0.0275,232,-0.1726,248,0.2159,11.3860,0.1224,-0.0510,0.1734
20,0.0676,0.2331,0.0659,0.0287,230,-0.1799,250,0.2207,11.7540,0.1271,-0.0538,0.1809
21,0.0681,0.2387,0.0697,0.0300,230,-0.1855,250,0.2268,11.9828,0.1315,-0.0566,0.1881
22,0.0685,0.2441,0.0734,0.0311,230,-0.1908,250,0.2326,13.3430,0.1357,-0.0592,0.1949
23,0.0690,0.2491,0.0771,0.0323,228,-0.1976,252,0.2362,14.2149,0.1397,-0.0618,0.2015
24,0.0694,0.2540,0.0806,0.0333,232,-0.1990,248,0.2454,14.6560,0.1435,-0.0641,0.2076
25,0.0697,0.2587,0.0840,0.0344,232,-0.2037,248,0.2504,15.2388,0.1471,-0.0666,0.2137
26,0.0699,0.2632,0.0873,0.0353,232,-0.2082,248,0.2551,16.4597,0.1506,-0.0690,0.2196
27,0.0702,0.2674,0.0905,0.0363,231,-0.2135,249,0.2586,16.9539,0.1539,-0.0714,0.2253
28,0.0703,0.2714,0.0936,0.0372,233,-0.2158,247,0.2650,17.3323,0.1570,-0.0736,0.2307
29,0.0703,0.2755,0.0967,0.0379,233,-0.2202,247,0.2689,17.7537,0.1600,-0.0763,0.2363
30,0.0702,0.2793,0.0997,0.0386,232,-0.2253,248,0.2716,18.3076,0.1629,-0.0789,0.2417
31,0.0700,0.2829,0.1026,0.0393,233,-0.2284,247,0.2763,19.1552,0.1655,-0.0813,0.2469
32,0.0699,0.2864,0.1053,0.0399,234,-0.2313,246,0.2808,19.6400,0.1681,-0.0838,0.2519
33,0.0697,0.2897,0.1080,0.0405,235,-0.2341,245,0.2851,20.1212,0.1705,-0.0862,0.2567
34,0.0694,0.2928,0.1105,0.0410,237,-0.2357,243,0.2904,20.4925,0.1727,-0.0886,0.2613
35,0.0691,0.2959,0.1130,0.0416,237,-0.2392,243,0.2932,21.5018,0.1748,-0.0908,0.2656
36,0.0689,0.2988,0.1154,0.0421,238,-0.2415,242,0.2972,21.6531,0.1767,-0.0930,0.2698
37,0.0685,0.3016,0.1177,0.0425,238,-0.2448,242,0.2997,22.4005,0.1786,-0.0952,0.2737
38,0.0682,0.3043,0.1199,0.0430,238,-0.2480,242,0.3022,22.5593,0.1803,-0.0972,0.2775
39,0.0679,0.3068,0.1220,0.0435,237,-0.2520,243,0.3032,22.8611,0.1819,-0.0992,0.2811
40,0.0676,0.3093,0.1241,0.0439,238,-0.2539,242,0.3066,23.0201,0.1834,-0.1011,0.2845
41,0.0673,0.3116,0.1261,0.0443,239,-0.2556,241,0.3100,23.1288,0.1849,-0.1029,0.2878
42,0.0669,0.3138,0.1279,0.0446,240,-0.2572,240,0.3133,23.3203,0.1862,-0.1047,0.2909
43,0.0664,0.3160,0.1297,0.0449,240,-0.2599,240,0.3150,23.2476,0.1875,-0.1067,0.2942
44,0.0660,0.3180,0.1315,0.0452,240,-0.2625,240,0.3167,23.6357,0.1887,-0.1086,0.2973
45,0.0655,0.3200,0.1332,0.0455,240,-0.2651,240,0.3182,23.7643,0.1898,-0.1104,0.3002
46,0.0651,0.3219,0.1348,0.0458,240,-0.2675,240,0.3197,24.2117,0.1909,-0.1121,0.3030
47,0.0647,0.3237,0.1364,0.0460,239,-0.2709,241,0.3198,24.6615,0.1919,-0.1138,0.3056
48,0.0642,0.3254,0.1379,0.0463,239,-0.2732,241,0.3212,24.6615,0.1928,-0.1154,0.3082
49,0.0638,0.3270,0.1393,0.0465,239,-0.2753,241,0.3224,24.9545,0.1937,-0.1169,0.3106
50,0.0634,0.3286,0.1407,0.0467,239,-0.2774,241,0.3236,25.0876,0.1945,-0.1184,0.3129
51,0.0630,0.3301,0.1420,0.0470,239,-0.2794,241,0.3248,25.2877,0.1953,-0.1198,0.3150
52,0.0626,0.3315,0.1433,0.0472,240,-0.2802,240,0.3272,25.5844,0.1960,-0.1211,0.3171
53,0.0622,0.3329,0.1445,0.0473,241,-0.2809,239,0.3296,25.8540,0.1966,-0.1225,0.3192
54,0.0617,0.3342,0.1457,0.0475,242,-0.2815,238,0.3318,25.9109,0.1972,-0.1240,0.3212
55,0.0611,0.3355,0.1468,0.0476,243,-0.2822,237,0.3340,25.8148,0.1978,-0.1255,0.3233
56,0.0604,0.3367,0.1480,0.0476,245,-0.2819,235,0.3374,25.8537,0.1983,-0.1272,0.3255
57,0.0597,0.3380,0.1491,0.0477,245,-0.2839,235,0.3380,25.9110,0.1988,-0.1290,0.3278
58,0.0590,0.3392,0.1501,0.0477,245,-0.2859,235,0.3385,26.5410,0.1993,-0.1307,0.3300
59,0.0583,0.3406,0.1512,0.0477,245,-0.2881,235,0.3392,26.7634,0.1997,-0.1326,0.3323
60,0.0575,0.3419,0.1523,0.0478,247,-0.2879,233,0.3427,26.9284,0.2001,-0.1344,0.3344
61,0.0568,0.3433,0.1533,0.0478,248,-0.2889,232,0.3449,27.0933,0.2005,-0.1361,0.3366
62,0.0560,0.3447,0.1543,0.0478,249,-0.2899,231,0.3471,27.4232,0.2008,-0.1379,0.3387
63,0.0550,0.3463,0.1553,0.0477,249,-0.2925,231,0.3476,27.5881,0.2011,-0.1401,0.3412
64,0.0540,0.3477,0.1563,0.0477,249,-0.2949,231,0.3482,27.7314,0.2014,-0.1421,0.3435
65,0.0531,0.3491,0.1573,0.0477,250,-0.2960,230,0.3502,28.1207,0.2016,-0.1441,0.3457
66,0.0522,0.3504,0.1583,0.0477,250,-0.2981,230,0.3507,28.6180,0.2019,-0.1460,0.3478
67,0.0514,0.3516,0.1593,0.0477,249,-0.3014,231,0.3496,29.2150,0.2021,-0.1477,0.3498
68,0.0508,0.3529,0.1602,0.0477,249,-0.3033,231,0.3504,29.3817,0.2023,-0.1490,0.3512
69,0.0503,0.3542,0.1611,0.0477,249,-0.3051,231,0.3511,29.3817,0.2024,-0.1502,0.3526
70,0.0498,0.3553,0.1620,0.0477,250,-0.3056,230,0.3534,29.5483,0.2026,-0.1513,0.3539
71,0.0492,0.3566,0.1629,0.0477,250,-0.3074,230,0.3541,29.8817,0.2027,-0.1524,0.3552
72,0.0487,0.3577,0.1637,0.0477,250,-0.3091,230,0.3548,29.7150,0.2028,-0.1535,0.3564
73,0.0482,0.3589,0.1646,0.0477,250,-0.3107,230,0.3555,29.8676,0.2029,-0.1546,0.3575
74,0.0477,0.3599,0.1654,0.0478,250,-0.3122,230,0.3562,30.0351,0.2030,-0.1555,0.3586
75,0.0473,0.3610,0.1663,0.0478,250,-0.3137,230,0.3568,30.0351,0.2031,-0.1565,0.3596
76,0.0469,0.3619,0.1671,0.0479,250,-0.3151,230,0.3574,30.3570,0.2032,-0.1573,0.3605
77,0.0465,0.3629,0.1678,0.0479,250,-0.3164,230,0.3580,30.3421,0.2032,-0.1581,0.3613
78,0.0461,0.3638,0.1686,0.0480,249,-0.3190,231,0.3569,30.4007,0.2032,-0.1589,0.3621
79,0.0457,0.3646,0.1693,0.0480,250,-0.3188,230,0.3590,30.4007,0.2033,-0.1596,0.3628
80,0.0454,0.3654,0.1700,0.0480,250,-0.3199,230,0.3595,30.4593,0.2033,-0.1602,0.3635
81,0.0451,0.3661,0.1706,0.0480,250,-0.3210,230,0.3600,30.4593,0.2033,-0.1608,0.3641
82,0.0448,0.3668,0.1712,0.0481,250,-0.3220,230,0.3605,30.7457,0.2033,-0.1613,0.3646
83,0.0446,0.3675,0.1719,0.0481,251,-0.3217,229,0.3625,30.8508,0.2033,-0.1618,0.3651
84,0.0442,0.3682,0.1724,0.0481,251,-0.3227,229,0.3629,30.6954,0.2032,-0.1624,0.3657
85,0.0439,0.3688,0.1730,0.0480,252,-0.3223,228,0.3648,30.8508,0.2031,-0.1630,0.3662
86,0.0435,0.3694,0.1735,0.0480,251,-0.3245,229,0.3634,30.8508,0.2031,-0.1636,0.3667
87,0.0433,0.3699,0.1740,0.0479,252,-0.3241,228,0.3653,31.0063,0.2030,-0.1641,0.3671
88,0.0430,0.3705,0.1745,0.0479,252,-0.3249,228,0.3656,30.8508,0.2029,-0.1646,0.3675
89,0.0427,0.3710,0.1750,0.0479,252,-0.3257,228,0.3659,30.8508,0.2028,-0.1651,0.3679
90,0.0424,0.3715,0.1755,0.0478,252,-0.3265,228,0.3662,30.9097,0.2027,-0.1655,0.3682
91,0.0422,0.3720,0.1760,0.0478,252,-0.3273,228,0.3664,31.2949,0.2027,-0.1659,0.3686
92,0.0419,0.3725,0.1764,0.0478,252,-0.3280,228,0.3667,31.3422,0.2026,-0.1663,0.3688
93,0.0417,0.3730,0.1768,0.0478,252,-0.3286,228,0.3670,31.5127,0.2025,-0.1666,0.3691
