agent_id,identity,morality,opinion,self_activation,social_influence,total_activation
0,-1,0,0.5869,0.2348,0.4381,0.6729
1,1,0,0.6397,0.2559,0.5018,0.7577
2,-1,0,-0.4566,-0.1826,-0.3106,-0.4932
3,1,0,0.5050,0.2020,0.3540,0.5560
4,1,0,0.6339,0.2536,0.4944,0.7479
5,-1,0,0.2816,0.1126,0.1768,0.2894
6,1,0,0.2635,0.1054,0.1644,0.2698
7,1,0,-0.1878,-0.0751,-0.1149,-0.1900
8,-1,0,0.5045,0.2018,0.3535,0.5553
9,-1,0,0.7897,0.3159,0.7548,1.0707
10,-1,1,0.2328,0.0931,0.1440,0.2371
11,-1,0,0.7030,0.2812,0.5921,0.8733
12,-1,0,0.5428,0.2171,0.3911,0.6083
13,-1,0,0.1718,0.0687,0.1052,0.1739
14,1,0,0.6620,0.2648,0.5316,0.7964
15,1,0,-0.4820,-0.1928,-0.3328,-0.5256
16,1,0,0.1488,0.0595,0.0906,0.1501
17,-1,0,0.4476,0.1790,0.3026,0.4817
18,-1,0,-0.6274,-0.2510,-0.4862,-0.7371
19,-1,0,0.6442,0.2577,0.5076,0.7653
20,1,0,0.5944,0.2377,0.4467,0.6844
21,1,0,0.1425,0.0570,0.0870,0.1440
22,-1,1,0.3371,0.1349,0.2160,0.3509
23,-1,0,-0.0898,-0.0359,-0.0542,-0.0901
24,-1,0,0.3677,0.1471,0.2391,0.3861
25,1,0,0.4769,0.1908,0.3282,0.5190
26,-1,0,-0.2328,-0.0931,-0.1440,-0.2371
27,1,1,0.3371,0.1349,0.2160,0.3509
28,-1,0,0.2427,0.0971,0.1506,0.2477
29,1,0,-0.3747,-0.1499,-0.2440,-0.3939
30,-1,0,0.5383,0.2153,0.3865,0.6018
31,1,0,0.5092,0.2037,0.3582,0.5619
32,-1,0,0.5432,0.2173,0.3914,0.6087
33,1,0,0.3381,0.1352,0.2167,0.3520
34,-1,0,0.6374,0.2549,0.4988,0.7537
35,-1,0,0.4539,0.1816,0.3081,0.4896
36,1,0,0.1621,0.0649,0.0989,0.1637
37,-1,1,0.7737,0.3095,0.7200,1.0295
38,1,0,0.2884,0.1154,0.1815,0.2969
39,-1,0,0.5437,0.2175,0.3919,0.6093
40,-1,0,0.5472,0.2189,0.3955,0.6144
41,1,1,-0.3772,-0.1509,-0.2460,-0.3969
42,-1,0,0.6330,0.2532,0.4933,0.7465
43,1,0,-0.5014,-0.2006,-0.3506,-0.5512
44,-1,0,-0.3290,-0.1316,-0.2102,-0.3418
45,-1,1,0.2628,0.1051,0.1640,0.2691
46,-1,1,-0.3371,-0.1349,-0.2160,-0.3509
47,1,0,-0.1657,-0.0663,-0.1009,-0.1672
48,-1,0,0.6238,0.2495,0.4817,0.7312
49,1,0,0.5188,0.2075,0.3672,0.5747
50,-1,0,0.6546,0.2618,0.5214,0.7832
51,1,1,-0.1191,-0.0476,-0.0720,-0.1196
52,1,0,-0.1329,-0.0531,-0.0805,-0.1337
53,1,1,-0.3371,-0.1349,-0.2160,-0.3509
54,-1,0,-0.0550,-0.0220,-0.0329,-0.0549
55,1,0,-0.3801,-0.1521,-0.2482,-0.4002
56,1,0,-0.0586,-0.0234,-0.0352,-0.0586
57,-1,1,0.4301,0.1720,0.2880,0.4600
58,1,0,0.6390,0.2556,0.5009,0.7565
59,-1,1,0.4301,0.1720,0.2880,0.4600
60,-1,1,0.2328,0.0931,0.1440,0.2371
61,1,0,-0.0355,-0.0142,-0.0213,-0.0355
62,-1,0,0.8704,0.3482,0.9866,1.3348
63,-1,0,0.7092,0.2837,0.6019,0.8856
64,1,1,0.5418,0.2167,0.3900,0.6067
65,1,1,-0.2328,-0.0931,-0.1440,-0.2371
66,-1,0,0.4443,0.1777,0.2998,0.4775
67,-1,0,-0.1839,-0.0736,-0.1125,-0.1861
68,1,0,-0.7395,-0.2958,-0.6536,-0.9494
69,-1,0,0.3451,0.1380,0.2218,0.3598
70,-1,0,0.5160,0.2064,0.3644,0.5708
71,1,0,-0.4991,-0.1996,-0.3485,-0.5481
72,1,0,0.3744,0.1498,0.2438,0.3936
73,1,0,0.4657,0.1863,0.3183,0.5046
74,-1,0,-0.5697,-0.2279,-0.4192,-0.6470
75,-1,0,0.2644,0.1057,0.1651,0.2708
76,1,1,0.2328,0.0931,0.1440,0.2371
77,1,1,-0.3371,-0.1349,-0.2160,-0.3509
78,1,0,0.2475,0.0990,0.1537,0.2527
79,-1,0,0.4812,0.1925,0.3320,0.5245
80,-1,0,-0.0182,-0.0073,-0.0108,-0.0182
81,-1,1,0.1191,0.0476,0.0720,0.1196
82,-1,0,-0.0520,-0.0208,-0.0312,-0.0520
83,-1,0,-0.2399,-0.0959,-0.1487,-0.2446
84,1,1,0.5113,0.2045,0.3600,0.5645
85,-1,0,0.0457,0.0183,0.0275,0.0457
86,-1,0,0.0023,0.0009,0.0015,0.0024
87,1,0,0.1556,0.0622,0.0946,0.1568
88,-1,1,-0.3371,-0.1349,-0.2160,-0.3509
89,1,0,0.5061,0.2024,0.3550,0.5575
90,-1,0,-0.4168,-0.1667,-0.2768,-0.4435
91,-1,0,0.3457,0.1383,0.2224,0.3607
92,1,0,0.3325,0.1330,0.2127,0.3457
93,1,1,0.2328,0.0931,0.1440,0.2371
94,-1,0,0.7291,0.2916,0.6351,0.9267
95,-1,0,0.2361,0.0944,0.1464,0.2408
96,-1,0,0.2444,0.0977,0.1518,0.2495
97,1,0,0.2947,0.1179,0.1858,0.3037
98,-1,0,0.3437,0.1375,0.2208,0.3583
99,-1,0,0.0785,0.0314,0.0473,0.0787
100,1,0,0.2702,0.1081,0.1690,0.2771
101,-1,0,0.0768,0.0307,0.0463,0.0770
102,1,0,0.2539,0.1015,0.1581,0.2596
103,-1,0,0.6275,0.2510,0.4863,0.7373
104,-1,0,0.5301,0.2120,0.3782,0.5902
105,1,0,0.0291,0.0116,0.0177,0.0294
106,-1,1,-0.2328,-0.0931,-0.1440,-0.2371
107,1,0,-0.4533,-0.1813,-0.3076,-0.4889
108,-1,0,0.5523,0.2209,0.4008,0.6217
109,-1,0,0.2456,0.0982,0.1525,0.2507
