step,community_0,community_1,community_2,community_3,community_4,community_5,community_6,community_7,community_8,community_9,community_12,community_14,community_16,community_17,community_22,community_23,community_24,community_26,community_33,community_34,community_37,community_41,community_42,community_43,community_45,community_54,community_68
201,0.0082,0.0178,0.0280,0.0203,0.0186,0.0192,0.0044,0.0009,0.0168,0.0244,0.0062,0.0090,0.0047,0.0127,0.0051,0.0323,0.0037,0.0002,0.0087,0.0059,0.0083,0.0065,0.0153,0.0138,0.0256,0.0321,0.0077
202,0.0082,0.0178,0.0280,0.0203,0.0186,0.0192,0.0044,0.0009,0.0168,0.0244,0.0063,0.0091,0.0047,0.0127,0.0051,0.0323,0.0037,0.0002,0.0087,0.0059,0.0082,0.0066,0.0153,0.0138,0.0256,0.0321,0.0077
203,0.0082,0.0178,0.0280,0.0203,0.0186,0.0192,0.0044,0.0009,0.0168,0.0244,0.0063,0.0092,0.0047,0.0127,0.0051,0.0323,0.0037,0.0002,0.0087,0.0059,0.0082,0.0066,0.0153,0.0138,0.0256,0.0321,0.0077
204,0.0082,0.0178,0.0280,0.0203,0.0186,0.0192,0.0044,0.0009,0.0168,0.0244,0.0063,0.0093,0.0047,0.0127,0.0051,0.0323,0.0037,0.0002,0.0087,0.0059,0.0082,0.0066,0.0153,0.0138,0.0256,0.0321,0.0077
205,0.0082,0.0178,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0244,0.0063,0.0094,0.0047,0.0127,0.0051,0.0323,0.0038,0.0002,0.0088,0.0059,0.0082,0.0066,0.0153,0.0138,0.0256,0.0321,0.0077
206,0.0082,0.0178,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0244,0.0063,0.0095,0.0047,0.0127,0.0051,0.0323,0.0038,0.0002,0.0088,0.0059,0.0082,0.0066,0.0153,0.0138,0.0256,0.0321,0.0078
207,0.0082,0.0178,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0244,0.0063,0.0096,0.0047,0.0127,0.0051,0.0323,0.0038,0.0002,0.0088,0.0059,0.0082,0.0066,0.0153,0.0138,0.0256,0.0321,0.0078
208,0.0082,0.0178,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0244,0.0063,0.0097,0.0048,0.0127,0.0051,0.0323,0.0038,0.0002,0.0088,0.0059,0.0082,0.0066,0.0153,0.0138,0.0256,0.0321,0.0078
209,0.0082,0.0178,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0244,0.0064,0.0098,0.0048,0.0127,0.0051,0.0323,0.0039,0.0002,0.0088,0.0059,0.0082,0.0066,0.0153,0.0138,0.0256,0.0321,0.0078
210,0.0082,0.0178,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0244,0.0064,0.0099,0.0048,0.0127,0.0051,0.0323,0.0039,0.0002,0.0088,0.0059,0.0082,0.0066,0.0154,0.0138,0.0256,0.0321,0.0078
211,0.0082,0.0178,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0064,0.0100,0.0048,0.0127,0.0051,0.0323,0.0039,0.0002,0.0088,0.0059,0.0082,0.0066,0.0154,0.0138,0.0256,0.0321,0.0078
212,0.0082,0.0178,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0064,0.0102,0.0048,0.0127,0.0051,0.0322,0.0039,0.0002,0.0089,0.0059,0.0082,0.0066,0.0154,0.0138,0.0256,0.0321,0.0078
213,0.0082,0.0178,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0064,0.0103,0.0048,0.0127,0.0051,0.0322,0.0040,0.0002,0.0089,0.0059,0.0082,0.0066,0.0154,0.0138,0.0256,0.0321,0.0078
214,0.0082,0.0178,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0064,0.0104,0.0048,0.0127,0.0051,0.0322,0.0040,0.0002,0.0089,0.0059,0.0082,0.0066,0.0154,0.0138,0.0256,0.0321,0.0078
215,0.0082,0.0178,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0064,0.0105,0.0048,0.0127,0.0051,0.0322,0.0040,0.0002,0.0089,0.0059,0.0082,0.0066,0.0154,0.0138,0.0256,0.0322,0.0078
216,0.0082,0.0178,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0064,0.0107,0.0048,0.0127,0.0051,0.0322,0.0040,0.0002,0.0089,0.0059,0.0082,0.0066,0.0154,0.0137,0.0256,0.0322,0.0078
217,0.0082,0.0178,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0064,0.0108,0.0048,0.0127,0.0051,0.0322,0.0041,0.0002,0.0089,0.0059,0.0081,0.0066,0.0154,0.0137,0.0256,0.0322,0.0078
218,0.0082,0.0178,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0065,0.0109,0.0048,0.0127,0.0051,0.0322,0.0041,0.0002,0.0089,0.0059,0.0081,0.0066,0.0155,0.0137,0.0256,0.0322,0.0079
219,0.0082,0.0178,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0065,0.0111,0.0048,0.0127,0.0051,0.0322,0.0041,0.0002,0.0089,0.0059,0.0081,0.0066,0.0155,0.0137,0.0256,0.0322,0.0079
220,0.0082,0.0178,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0065,0.0112,0.0048,0.0127,0.0051,0.0322,0.0042,0.0002,0.0090,0.0059,0.0081,0.0066,0.0155,0.0137,0.0256,0.0322,0.0079
221,0.0082,0.0178,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0065,0.0113,0.0048,0.0127,0.0051,0.0322,0.0042,0.0002,0.0090,0.0059,0.0081,0.0066,0.0155,0.0137,0.0256,0.0322,0.0079
222,0.0082,0.0178,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0065,0.0115,0.0048,0.0127,0.0051,0.0322,0.0042,0.0002,0.0090,0.0059,0.0081,0.0066,0.0155,0.0137,0.0256,0.0322,0.0079
223,0.0082,0.0178,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0065,0.0116,0.0048,0.0127,0.0051,0.0322,0.0042,0.0002,0.0090,0.0059,0.0081,0.0066,0.0155,0.0137,0.0256,0.0322,0.0079
224,0.0082,0.0178,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0065,0.0118,0.0048,0.0127,0.0051,0.0322,0.0043,0.0002,0.0090,0.0059,0.0081,0.0067,0.0155,0.0137,0.0256,0.0322,0.0079
225,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0065,0.0119,0.0048,0.0127,0.0051,0.0322,0.0043,0.0002,0.0090,0.0059,0.0081,0.0067,0.0156,0.0137,0.0256,0.0322,0.0079
226,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0065,0.0121,0.0048,0.0127,0.0051,0.0322,0.0043,0.0002,0.0090,0.0059,0.0081,0.0067,0.0156,0.0137,0.0256,0.0322,0.0079
227,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0065,0.0123,0.0048,0.0127,0.0051,0.0322,0.0044,0.0002,0.0090,0.0059,0.0081,0.0067,0.0156,0.0137,0.0256,0.0322,0.0079
228,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0065,0.0124,0.0048,0.0127,0.0051,0.0322,0.0044,0.0002,0.0090,0.0059,0.0081,0.0067,0.0156,0.0137,0.0256,0.0322,0.0079
229,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0065,0.0126,0.0048,0.0127,0.0051,0.0322,0.0044,0.0002,0.0091,0.0058,0.0081,0.0067,0.0156,0.0137,0.0256,0.0323,0.0079
230,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0065,0.0128,0.0048,0.0127,0.0051,0.0322,0.0044,0.0002,0.0091,0.0058,0.0081,0.0067,0.0156,0.0137,0.0256,0.0323,0.0079
231,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0066,0.0129,0.0048,0.0127,0.0051,0.0322,0.0045,0.0002,0.0091,0.0058,0.0081,0.0067,0.0157,0.0137,0.0256,0.0323,0.0079
232,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0066,0.0131,0.0048,0.0127,0.0051,0.0322,0.0045,0.0002,0.0091,0.0058,0.0081,0.0067,0.0157,0.0137,0.0256,0.0323,0.0079
233,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0066,0.0133,0.0048,0.0127,0.0051,0.0322,0.0045,0.0002,0.0091,0.0058,0.0081,0.0067,0.0157,0.0137,0.0256,0.0323,0.0079
234,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0044,0.0009,0.0168,0.0243,0.0066,0.0135,0.0048,0.0127,0.0051,0.0322,0.0046,0.0002,0.0091,0.0058,0.0081,0.0067,0.0157,0.0137,0.0256,0.0323,0.0080
235,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0045,0.0009,0.0168,0.0243,0.0066,0.0136,0.0048,0.0127,0.0051,0.0322,0.0046,0.0002,0.0091,0.0058,0.0081,0.0067,0.0157,0.0137,0.0256,0.0323,0.0080
236,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0045,0.0009,0.0168,0.0243,0.0066,0.0138,0.0048,0.0127,0.0051,0.0322,0.0046,0.0002,0.0091,0.0058,0.0080,0.0067,0.0158,0.0137,0.0256,0.0323,0.0080
237,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0045,0.0009,0.0168,0.0243,0.0066,0.0140,0.0048,0.0127,0.0051,0.0322,0.0046,0.0002,0.0091,0.0058,0.0080,0.0067,0.0158,0.0137,0.0256,0.0323,0.0080
238,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0045,0.0009,0.0168,0.0243,0.0066,0.0142,0.0048,0.0127,0.0051,0.0322,0.0047,0.0002,0.0091,0.0058,0.0080,0.0067,0.0158,0.0137,0.0256,0.0323,0.0080
239,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0045,0.0009,0.0168,0.0243,0.0066,0.0144,0.0048,0.0127,0.0051,0.0322,0.0047,0.0002,0.0091,0.0058,0.0080,0.0067,0.0158,0.0137,0.0256,0.0324,0.0080
240,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0045,0.0009,0.0168,0.0243,0.0066,0.0146,0.0048,0.0127,0.0051,0.0322,0.0047,0.0002,0.0092,0.0058,0.0080,0.0067,0.0158,0.0137,0.0256,0.0324,0.0080
241,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0045,0.0009,0.0168,0.0243,0.0066,0.0148,0.0048,0.0127,0.0051,0.0322,0.0048,0.0002,0.0092,0.0058,0.0080,0.0067,0.0158,0.0137,0.0256,0.0324,0.0080
242,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0045,0.0009,0.0168,0.0243,0.0066,0.0150,0.0048,0.0127,0.0051,0.0322,0.0048,0.0002,0.0092,0.0058,0.0080,0.0067,0.0159,0.0137,0.0256,0.0324,0.0080
243,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0045,0.0009,0.0168,0.0243,0.0066,0.0152,0.0048,0.0127,0.0051,0.0322,0.0048,0.0002,0.0092,0.0058,0.0080,0.0067,0.0159,0.0137,0.0256,0.0324,0.0080
244,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0045,0.0009,0.0168,0.0243,0.0066,0.0154,0.0048,0.0127,0.0051,0.0321,0.0049,0.0002,0.0092,0.0058,0.0080,0.0067,0.0159,0.0137,0.0256,0.0324,0.0080
245,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0045,0.0009,0.0168,0.0243,0.0066,0.0156,0.0048,0.0127,0.0051,0.0321,0.0049,0.0002,0.0092,0.0058,0.0080,0.0067,0.0159,0.0137,0.0256,0.0324,0.0080
246,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0045,0.0009,0.0168,0.0243,0.0066,0.0158,0.0048,0.0127,0.0051,0.0321,0.0049,0.0002,0.0092,0.0058,0.0080,0.0067,0.0160,0.0137,0.0256,0.0324,0.0080
247,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0045,0.0009,0.0168,0.0243,0.0066,0.0160,0.0048,0.0127,0.0051,0.0321,0.0049,0.0002,0.0092,0.0058,0.0080,0.0067,0.0160,0.0136,0.0256,0.0325,0.0080
248,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0045,0.0009,0.0168,0.0243,0.0066,0.0162,0.0048,0.0127,0.0051,0.0321,0.0050,0.0002,0.0092,0.0058,0.0080,0.0067,0.0160,0.0136,0.0256,0.0325,0.0080
249,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0045,0.0009,0.0168,0.0243,0.0066,0.0165,0.0048,0.0127,0.0051,0.0321,0.0050,0.0002,0.0092,0.0058,0.0080,0.0067,0.0160,0.0136,0.0256,0.0325,0.0080
250,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0046,0.0009,0.0168,0.0243,0.0066,0.0167,0.0048,0.0127,0.0051,0.0321,0.0050,0.0002,0.0092,0.0058,0.0080,0.0067,0.0160,0.0136,0.0256,0.0325,0.0080
251,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0046,0.0009,0.0168,0.0243,0.0066,0.0169,0.0048,0.0127,0.0051,0.0321,0.0051,0.0002,0.0092,0.0058,0.0080,0.0067,0.0161,0.0136,0.0256,0.0325,0.0080
252,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0046,0.0009,0.0168,0.0243,0.0067,0.0171,0.0048,0.0127,0.0051,0.0321,0.0051,0.0002,0.0092,0.0058,0.0080,0.0068,0.0161,0.0136,0.0256,0.0325,0.0080
253,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0046,0.0009,0.0168,0.0243,0.0067,0.0173,0.0048,0.0127,0.0051,0.0321,0.0051,0.0002,0.0092,0.0058,0.0080,0.0068,0.0161,0.0136,0.0256,0.0325,0.0080
254,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0046,0.0009,0.0168,0.0243,0.0067,0.0176,0.0048,0.0127,0.0051,0.0321,0.0052,0.0002,0.0092,0.0058,0.0080,0.0068,0.0161,0.0136,0.0256,0.0325,0.0080
255,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0046,0.0009,0.0168,0.0242,0.0067,0.0178,0.0048,0.0127,0.0051,0.0321,0.0052,0.0002,0.0093,0.0058,0.0080,0.0068,0.0162,0.0136,0.0256,0.0326,0.0080
256,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0046,0.0009,0.0168,0.0242,0.0067,0.0180,0.0048,0.0127,0.0051,0.0321,0.0052,0.0002,0.0093,0.0058,0.0080,0.0068,0.0162,0.0136,0.0256,0.0326,0.0080
257,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0046,0.0009,0.0168,0.0242,0.0067,0.0182,0.0048,0.0127,0.0051,0.0321,0.0053,0.0002,0.0093,0.0058,0.0080,0.0068,0.0162,0.0136,0.0256,0.0326,0.0080
258,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0046,0.0009,0.0168,0.0242,0.0067,0.0185,0.0048,0.0127,0.0051,0.0321,0.0053,0.0002,0.0093,0.0058,0.0080,0.0068,0.0162,0.0136,0.0256,0.0326,0.0080
259,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0046,0.0009,0.0168,0.0242,0.0067,0.0187,0.0048,0.0127,0.0051,0.0321,0.0053,0.0002,0.0093,0.0058,0.0080,0.0068,0.0163,0.0136,0.0256,0.0326,0.0080
260,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0047,0.0009,0.0168,0.0242,0.0067,0.0189,0.0048,0.0127,0.0050,0.0321,0.0053,0.0002,0.0093,0.0058,0.0080,0.0068,0.0163,0.0136,0.0256,0.0326,0.0080
261,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0047,0.0009,0.0168,0.0242,0.0067,0.0192,0.0048,0.0127,0.0050,0.0321,0.0054,0.0002,0.0093,0.0058,0.0079,0.0068,0.0163,0.0136,0.0256,0.0327,0.0081
262,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0047,0.0009,0.0168,0.0242,0.0067,0.0194,0.0048,0.0127,0.0050,0.0321,0.0054,0.0002,0.0093,0.0058,0.0079,0.0068,0.0163,0.0136,0.0256,0.0327,0.0081
263,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0047,0.0009,0.0168,0.0242,0.0067,0.0196,0.0048,0.0127,0.0050,0.0321,0.0054,0.0002,0.0093,0.0058,0.0079,0.0068,0.0164,0.0136,0.0256,0.0327,0.0081
264,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0047,0.0009,0.0168,0.0242,0.0067,0.0199,0.0048,0.0127,0.0050,0.0321,0.0055,0.0002,0.0093,0.0058,0.0079,0.0068,0.0164,0.0136,0.0256,0.0327,0.0081
265,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0047,0.0009,0.0168,0.0242,0.0067,0.0201,0.0048,0.0127,0.0050,0.0321,0.0055,0.0002,0.0093,0.0058,0.0079,0.0068,0.0164,0.0136,0.0256,0.0327,0.0081
266,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0047,0.0009,0.0168,0.0242,0.0067,0.0203,0.0048,0.0127,0.0050,0.0321,0.0055,0.0002,0.0093,0.0058,0.0079,0.0068,0.0164,0.0136,0.0256,0.0327,0.0081
267,0.0082,0.0179,0.0280,0.0203,0.0186,0.0191,0.0047,0.0009,0.0168,0.0242,0.0067,0.0206,0.0048,0.0127,0.0050,0.0321,0.0056,0.0002,0.0093,0.0058,0.0079,0.0068,0.0165,0.0136,0.0256,0.0328,0.0081
268,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0048,0.0009,0.0168,0.0242,0.0067,0.0208,0.0048,0.0127,0.0050,0.0321,0.0056,0.0002,0.0093,0.0058,0.0079,0.0068,0.0165,0.0136,0.0256,0.0328,0.0081
269,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0048,0.0009,0.0168,0.0242,0.0067,0.0210,0.0048,0.0127,0.0050,0.0321,0.0056,0.0002,0.0093,0.0058,0.0079,0.0068,0.0165,0.0136,0.0256,0.0328,0.0081
270,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0048,0.0009,0.0168,0.0242,0.0067,0.0213,0.0048,0.0127,0.0050,0.0321,0.0056,0.0002,0.0093,0.0058,0.0079,0.0068,0.0165,0.0136,0.0256,0.0328,0.0081
271,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0048,0.0009,0.0168,0.0242,0.0067,0.0215,0.0048,0.0127,0.0050,0.0321,0.0057,0.0002,0.0093,0.0058,0.0079,0.0068,0.0166,0.0136,0.0256,0.0328,0.0081
272,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0048,0.0009,0.0168,0.0242,0.0067,0.0217,0.0048,0.0127,0.0050,0.0321,0.0057,0.0002,0.0093,0.0058,0.0079,0.0068,0.0166,0.0136,0.0256,0.0329,0.0081
273,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0048,0.0009,0.0168,0.0242,0.0067,0.0220,0.0048,0.0127,0.0050,0.0321,0.0057,0.0002,0.0093,0.0058,0.0079,0.0068,0.0166,0.0136,0.0256,0.0329,0.0081
274,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0048,0.0009,0.0168,0.0242,0.0067,0.0222,0.0048,0.0127,0.0050,0.0321,0.0058,0.0002,0.0094,0.0058,0.0079,0.0068,0.0167,0.0136,0.0256,0.0329,0.0081
275,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0048,0.0009,0.0168,0.0242,0.0067,0.0224,0.0048,0.0127,0.0050,0.0321,0.0058,0.0002,0.0094,0.0058,0.0079,0.0068,0.0167,0.0136,0.0256,0.0329,0.0081
276,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0049,0.0009,0.0168,0.0242,0.0067,0.0226,0.0048,0.0127,0.0050,0.0321,0.0058,0.0002,0.0094,0.0058,0.0079,0.0068,0.0167,0.0136,0.0256,0.0329,0.0081
277,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0049,0.0009,0.0168,0.0242,0.0067,0.0229,0.0048,0.0127,0.0050,0.0321,0.0059,0.0002,0.0094,0.0058,0.0079,0.0068,0.0167,0.0136,0.0256,0.0329,0.0081
278,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0049,0.0009,0.0168,0.0242,0.0067,0.0231,0.0048,0.0127,0.0050,0.0321,0.0059,0.0002,0.0094,0.0058,0.0079,0.0068,0.0168,0.0136,0.0256,0.0330,0.0081
279,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0049,0.0009,0.0168,0.0242,0.0067,0.0233,0.0048,0.0127,0.0050,0.0321,0.0059,0.0002,0.0094,0.0058,0.0079,0.0068,0.0168,0.0136,0.0256,0.0330,0.0081
280,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0049,0.0009,0.0168,0.0242,0.0067,0.0235,0.0048,0.0127,0.0050,0.0321,0.0060,0.0002,0.0094,0.0058,0.0079,0.0068,0.0168,0.0136,0.0256,0.0330,0.0081
281,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0049,0.0009,0.0168,0.0242,0.0067,0.0238,0.0048,0.0127,0.0050,0.0321,0.0060,0.0002,0.0094,0.0058,0.0079,0.0068,0.0168,0.0136,0.0256,0.0330,0.0081
282,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0050,0.0009,0.0168,0.0242,0.0067,0.0240,0.0048,0.0127,0.0050,0.0321,0.0060,0.0002,0.0094,0.0058,0.0079,0.0068,0.0169,0.0136,0.0256,0.0330,0.0081
283,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0050,0.0009,0.0168,0.0242,0.0067,0.0242,0.0048,0.0127,0.0050,0.0321,0.0060,0.0002,0.0094,0.0058,0.0079,0.0068,0.0169,0.0136,0.0256,0.0331,0.0081
284,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0050,0.0009,0.0168,0.0242,0.0067,0.0244,0.0048,0.0127,0.0050,0.0321,0.0061,0.0002,0.0094,0.0058,0.0079,0.0068,0.0169,0.0136,0.0256,0.0331,0.0081
285,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0050,0.0009,0.0168,0.0242,0.0067,0.0246,0.0048,0.0127,0.0050,0.0321,0.0061,0.0002,0.0094,0.0058,0.0079,0.0068,0.0169,0.0136,0.0256,0.0331,0.0081
286,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0050,0.0009,0.0168,0.0242,0.0067,0.0248,0.0048,0.0127,0.0050,0.0321,0.0061,0.0002,0.0094,0.0058,0.0079,0.0068,0.0170,0.0136,0.0256,0.0331,0.0081
287,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0050,0.0009,0.0168,0.0242,0.0067,0.0250,0.0048,0.0127,0.0050,0.0321,0.0062,0.0002,0.0094,0.0058,0.0079,0.0068,0.0170,0.0136,0.0256,0.0332,0.0081
288,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0051,0.0009,0.0168,0.0242,0.0067,0.0252,0.0048,0.0127,0.0050,0.0321,0.0062,0.0002,0.0094,0.0058,0.0079,0.0068,0.0170,0.0136,0.0256,0.0332,0.0081
289,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0051,0.0009,0.0168,0.0242,0.0067,0.0254,0.0047,0.0127,0.0050,0.0321,0.0062,0.0002,0.0094,0.0058,0.0079,0.0068,0.0171,0.0136,0.0256,0.0332,0.0081
290,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0051,0.0009,0.0168,0.0242,0.0067,0.0256,0.0047,0.0127,0.0050,0.0321,0.0062,0.0002,0.0094,0.0058,0.0079,0.0068,0.0171,0.0136,0.0256,0.0332,0.0081
291,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0051,0.0009,0.0168,0.0242,0.0067,0.0258,0.0047,0.0127,0.0050,0.0321,0.0063,0.0002,0.0094,0.0058,0.0079,0.0068,0.0171,0.0136,0.0256,0.0332,0.0081
292,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0051,0.0009,0.0168,0.0242,0.0067,0.0260,0.0047,0.0127,0.0050,0.0321,0.0063,0.0002,0.0094,0.0058,0.0079,0.0068,0.0171,0.0136,0.0256,0.0333,0.0081
293,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0051,0.0009,0.0168,0.0242,0.0067,0.0262,0.0047,0.0127,0.0050,0.0321,0.0063,0.0002,0.0094,0.0058,0.0079,0.0069,0.0172,0.0136,0.0256,0.0333,0.0081
294,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0052,0.0009,0.0168,0.0242,0.0067,0.0264,0.0047,0.0127,0.0050,0.0321,0.0064,0.0002,0.0094,0.0058,0.0079,0.0069,0.0172,0.0136,0.0256,0.0333,0.0081
295,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0052,0.0009,0.0168,0.0242,0.0067,0.0266,0.0047,0.0127,0.0050,0.0321,0.0064,0.0002,0.0094,0.0058,0.0079,0.0069,0.0172,0.0136,0.0256,0.0333,0.0081
296,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0052,0.0009,0.0168,0.0242,0.0067,0.0268,0.0047,0.0127,0.0050,0.0321,0.0064,0.0002,0.0094,0.0058,0.0079,0.0069,0.0172,0.0136,0.0256,0.0333,0.0081
297,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0052,0.0009,0.0168,0.0242,0.0067,0.0270,0.0047,0.0127,0.0050,0.0321,0.0065,0.0002,0.0094,0.0058,0.0079,0.0069,0.0173,0.0136,0.0256,0.0334,0.0081
298,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0052,0.0009,0.0168,0.0242,0.0067,0.0271,0.0047,0.0127,0.0050,0.0321,0.0065,0.0002,0.0094,0.0058,0.0079,0.0069,0.0173,0.0136,0.0256,0.0334,0.0081
299,0.0083,0.0179,0.0280,0.0203,0.0186,0.0191,0.0053,0.0009,0.0168,0.0242,0.0067,0.0273,0.0047,0.0127,0.0050,0.0321,0.0065,0.0002,0.0094,0.0058,0.0078,0.0069,0.0173,0.0136,0.0256,0.0334,0.0081
