step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0388,0.0904,0.0036,0.0034,240,-0.0538,240,0.0512,0.0000,0.0029,-0.0048,0.0077
1,0.0404,0.0880,0.0033,0.0030,236,-0.0505,244,0.0496,0.0000,0.0064,-0.0047,0.0111
2,0.0422,0.0866,0.0032,0.0028,229,-0.0484,251,0.0486,0.0000,0.0104,-0.0045,0.0148
3,0.0442,0.0856,0.0033,0.0026,225,-0.0460,255,0.0488,0.0000,0.0146,-0.0042,0.0189
4,0.0463,0.0850,0.0036,0.0025,226,-0.0427,254,0.0505,0.0000,0.0191,-0.0040,0.0231
5,0.0485,0.0847,0.0039,0.0025,225,-0.0402,255,0.0522,0.0000,0.0239,-0.0037,0.0275
6,0.0508,0.0848,0.0045,0.0024,224,-0.0379,256,0.0543,0.0000,0.0287,-0.0033,0.0321
7,0.0532,0.0852,0.0051,0.0024,219,-0.0366,261,0.0559,0.0000,0.0337,-0.0030,0.0366
8,0.0556,0.0859,0.0058,0.0024,219,-0.0346,261,0.0589,0.0000,0.0387,-0.0026,0.0413
9,0.0580,0.0868,0.0066,0.0024,218,-0.0330,262,0.0618,0.0000,0.0437,-0.0022,0.0459
10,0.0605,0.0878,0.0075,0.0025,216,-0.0316,264,0.0646,0.0000,0.0488,-0.0017,0.0505
11,0.0629,0.0889,0.0085,0.0025,213,-0.0305,267,0.0672,0.0000,0.0538,-0.0013,0.0550
12,0.0653,0.0900,0.0095,0.0025,209,-0.0296,271,0.0695,0.0000,0.0587,-0.0008,0.0595
13,0.0677,0.0913,0.0106,0.0025,207,-0.0285,273,0.0724,0.0000,0.0636,-0.0003,0.0639
14,0.0701,0.0926,0.0117,0.0026,203,-0.0277,277,0.0747,0.0000,0.0684,0.0003,0.0681
15,0.0724,0.0940,0.0129,0.0026,200,-0.0269,280,0.0772,0.0000,0.0731,0.0008,0.0722
16,0.0748,0.0954,0.0141,0.0026,196,-0.0263,284,0.0794,0.0000,0.0776,0.0014,0.0762
17,0.0770,0.0969,0.0153,0.0026,195,-0.0254,285,0.0824,0.0000,0.0821,0.0020,0.0801
18,0.0792,0.0983,0.0165,0.0026,195,-0.0245,285,0.0856,0.0000,0.0864,0.0026,0.0838
19,0.0814,0.0998,0.0177,0.0027,192,-0.0239,288,0.0879,0.0000,0.0906,0.0033,0.0873
20,0.0835,0.1013,0.0189,0.0027,186,-0.0238,294,0.0891,0.0000,0.0947,0.0040,0.0908
21,0.0856,0.1028,0.0201,0.0027,184,-0.0233,296,0.0915,0.0000,0.0986,0.0046,0.0940
22,0.0877,0.1042,0.0212,0.0027,184,-0.0225,296,0.0945,0.0000,0.1025,0.0053,0.0971
23,0.0896,0.1057,0.0224,0.0027,183,-0.0219,297,0.0971,0.0000,0.1061,0.0061,0.1001
24,0.0916,0.1071,0.0235,0.0028,178,-0.0219,302,0.0983,0.0000,0.1097,0.0068,0.1029
25,0.0935,0.1086,0.0246,0.0028,174,-0.0217,306,0.0997,0.0000,0.1131,0.0075,0.1056
26,0.0953,0.1101,0.0256,0.0028,171,-0.0215,309,0.1015,0.0000,0.1164,0.0083,0.1081
27,0.0972,0.1115,0.0267,0.0029,167,-0.0215,313,0.1028,0.0000,0.1196,0.0091,0.1105
28,0.0989,0.1130,0.0276,0.0029,166,-0.0212,314,0.1050,0.0000,0.1227,0.0099,0.1128
29,0.1007,0.1144,0.0286,0.0029,162,-0.0212,318,0.1062,0.0000,0.1257,0.0108,0.1149
30,0.1024,0.1159,0.0295,0.0030,161,-0.0210,319,0.1083,0.0000,0.1286,0.0116,0.1170
31,0.1040,0.1173,0.0304,0.0030,159,-0.0208,321,0.1100,0.0000,0.1313,0.0125,0.1189
32,0.1057,0.1187,0.0312,0.0030,160,-0.0203,320,0.1127,0.0000,0.1340,0.0133,0.1207
33,0.1073,0.1200,0.0320,0.0031,158,-0.0202,322,0.1144,0.0000,0.1366,0.0142,0.1224
34,0.1088,0.1214,0.0328,0.0031,154,-0.0204,326,0.1152,0.0000,0.1391,0.0152,0.1239
