step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0414,0.0891,0.0034,0.0030,243,-0.0490,237,0.0532,0.0000,-0.0010,0.0038,-0.0048
1,0.0433,0.0866,0.0031,0.0027,234,-0.0462,246,0.0507,0.0000,0.0031,0.0038,-0.0008
2,0.0452,0.0845,0.0029,0.0025,230,-0.0427,250,0.0497,0.0000,0.0071,0.0038,0.0033
3,0.0472,0.0830,0.0027,0.0023,223,-0.0401,257,0.0488,0.0000,0.0112,0.0039,0.0073
4,0.0491,0.0820,0.0027,0.0022,213,-0.0386,267,0.0479,0.0000,0.0153,0.0039,0.0114
5,0.0511,0.0814,0.0026,0.0021,208,-0.0365,272,0.0483,0.0000,0.0194,0.0040,0.0154
6,0.0531,0.0812,0.0027,0.0021,204,-0.0344,276,0.0491,0.0000,0.0235,0.0041,0.0194
7,0.0551,0.0811,0.0028,0.0020,200,-0.0325,280,0.0501,0.0000,0.0276,0.0042,0.0235
8,0.0571,0.0812,0.0029,0.0021,198,-0.0304,282,0.0517,0.0000,0.0318,0.0043,0.0275
9,0.0591,0.0814,0.0031,0.0021,193,-0.0289,287,0.0527,0.0000,0.0360,0.0044,0.0316
10,0.0612,0.0818,0.0033,0.0022,187,-0.0276,293,0.0537,0.0000,0.0401,0.0045,0.0356
11,0.0632,0.0824,0.0036,0.0023,183,-0.0262,297,0.0552,0.0000,0.0443,0.0047,0.0397
12,0.0653,0.0832,0.0039,0.0024,177,-0.0252,303,0.0565,0.0000,0.0486,0.0049,0.0437
13,0.0674,0.0841,0.0042,0.0025,172,-0.0242,308,0.0580,0.0000,0.0528,0.0050,0.0478
14,0.0695,0.0851,0.0045,0.0026,171,-0.0227,309,0.0603,0.0000,0.0571,0.0052,0.0519
15,0.0716,0.0862,0.0049,0.0027,169,-0.0215,311,0.0626,0.0000,0.0614,0.0055,0.0559
16,0.0738,0.0874,0.0052,0.0029,164,-0.0207,316,0.0642,0.0000,0.0657,0.0057,0.0600
17,0.0760,0.0887,0.0056,0.0030,160,-0.0199,320,0.0661,0.0000,0.0701,0.0059,0.0641
18,0.0781,0.0902,0.0061,0.0032,154,-0.0195,326,0.0677,0.0000,0.0744,0.0062,0.0682
