step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,-0.0030,0.0502,0.0033,0.0031,265,-0.0502,235,0.0502,0.0000,-0.0012,-0.0076,0.0064
1,-0.0048,0.0499,0.0033,0.0030,265,-0.0516,235,0.0480,0.0000,-0.0025,-0.0106,0.0081
2,-0.0064,0.0526,0.0039,0.0033,263,-0.0561,237,0.0487,0.0000,-0.0033,-0.0141,0.0108
3,-0.0074,0.0574,0.0049,0.0038,273,-0.0594,227,0.0550,0.0043,-0.0037,-0.0169,0.0132
4,-0.0094,0.0643,0.0063,0.0046,272,-0.0677,228,0.0602,0.0086,-0.0052,-0.0199,0.0147
5,-0.0111,0.0721,0.0081,0.0055,274,-0.0759,226,0.0675,0.0588,-0.0064,-0.0229,0.0165
6,-0.0129,0.0807,0.0102,0.0065,267,-0.0877,233,0.0728,0.2257,-0.0078,-0.0257,0.0179
7,-0.0144,0.0897,0.0127,0.0077,268,-0.0971,232,0.0812,0.5292,-0.0089,-0.0282,0.0193
8,-0.0154,0.0986,0.0154,0.0090,265,-0.1076,235,0.0885,0.7626,-0.0095,-0.0303,0.0208
9,-0.0161,0.1074,0.0184,0.0103,266,-0.1161,234,0.0975,1.1690,-0.0098,-0.0322,0.0224
10,-0.0170,0.1159,0.0215,0.0117,266,-0.1248,234,0.1057,1.9195,-0.0102,-0.0341,0.0240
11,-0.0178,0.1241,0.0247,0.0131,270,-0.1315,230,0.1156,2.3752,-0.0106,-0.0360,0.0253
12,-0.0188,0.1322,0.0281,0.0144,273,-0.1382,227,0.1249,2.9307,-0.0113,-0.0377,0.0264
13,-0.0197,0.1401,0.0315,0.0157,276,-0.1448,224,0.1343,3.5939,-0.0120,-0.0394,0.0274
14,-0.0207,0.1478,0.0350,0.0170,273,-0.1543,227,0.1399,4.4917,-0.0127,-0.0409,0.0282
15,-0.0217,0.1552,0.0385,0.0183,276,-0.1602,224,0.1490,5.2265,-0.0134,-0.0426,0.0292
16,-0.0228,0.1625,0.0421,0.0196,277,-0.1673,223,0.1566,6.3934,-0.0144,-0.0442,0.0298
17,-0.0242,0.1697,0.0456,0.0207,276,-0.1756,224,0.1624,7.4370,-0.0157,-0.0457,0.0300
18,-0.0254,0.1767,0.0492,0.0219,278,-0.1818,222,0.1705,8.4872,-0.0167,-0.0471,0.0304
19,-0.0265,0.1836,0.0528,0.0229,275,-0.1910,225,0.1745,9.2472,-0.0178,-0.0486,0.0308
20,-0.0276,0.1901,0.0564,0.0240,273,-0.1994,227,0.1789,10.1176,-0.0188,-0.0499,0.0311
21,-0.0287,0.1964,0.0599,0.0250,272,-0.2069,228,0.1839,11.0684,-0.0198,-0.0511,0.0313
22,-0.0297,0.2025,0.0634,0.0260,274,-0.2119,226,0.1911,12.0486,-0.0207,-0.0524,0.0317
23,-0.0308,0.2085,0.0668,0.0269,273,-0.2192,227,0.1957,13.1851,-0.0218,-0.0536,0.0318
24,-0.0321,0.2145,0.0703,0.0277,276,-0.2233,224,0.2036,14.2893,-0.0231,-0.0547,0.0316
25,-0.0333,0.2203,0.0736,0.0285,274,-0.2314,226,0.2068,14.7956,-0.0245,-0.0557,0.0313
26,-0.0345,0.2259,0.0770,0.0293,273,-0.2384,227,0.2108,15.5895,-0.0257,-0.0566,0.0309
27,-0.0355,0.2313,0.0802,0.0300,270,-0.2471,230,0.2128,16.6366,-0.0268,-0.0575,0.0306
28,-0.0365,0.2365,0.0834,0.0307,269,-0.2537,231,0.2164,17.6527,-0.0279,-0.0582,0.0303
29,-0.0374,0.2415,0.0865,0.0313,269,-0.2592,231,0.2208,18.0102,-0.0289,-0.0589,0.0300
30,-0.0383,0.2462,0.0895,0.0320,269,-0.2645,231,0.2250,18.2931,-0.0299,-0.0595,0.0296
31,-0.0391,0.2508,0.0925,0.0326,268,-0.2705,232,0.2281,18.6569,-0.0308,-0.0601,0.0293
32,-0.0399,0.2552,0.0954,0.0332,267,-0.2763,233,0.2310,19.3950,-0.0317,-0.0606,0.0289
33,-0.0407,0.2594,0.0982,0.0337,266,-0.2820,234,0.2337,20.4576,-0.0326,-0.0611,0.0286
34,-0.0413,0.2635,0.1009,0.0342,267,-0.2855,233,0.2384,20.6129,-0.0333,-0.0616,0.0283
35,-0.0419,0.2675,0.1035,0.0347,267,-0.2898,233,0.2420,21.1036,-0.0340,-0.0620,0.0280
36,-0.0425,0.2713,0.1061,0.0352,267,-0.2938,233,0.2455,21.7431,-0.0346,-0.0622,0.0276
37,-0.0430,0.2749,0.1086,0.0356,267,-0.2977,233,0.2489,22.1661,-0.0353,-0.0624,0.0272
38,-0.0435,0.2784,0.1110,0.0360,266,-0.3026,234,0.2510,22.3191,-0.0359,-0.0626,0.0267
39,-0.0439,0.2820,0.1133,0.0363,264,-0.3085,236,0.2522,22.8493,-0.0365,-0.0625,0.0260
40,-0.0442,0.2853,0.1156,0.0366,264,-0.3120,236,0.2554,23.0596,-0.0370,-0.0624,0.0254
41,-0.0445,0.2885,0.1178,0.0369,263,-0.3166,237,0.2574,23.6170,-0.0375,-0.0622,0.0247
42,-0.0448,0.2916,0.1199,0.0372,263,-0.3198,237,0.2603,24.0994,-0.0380,-0.0621,0.0241
43,-0.0451,0.2945,0.1220,0.0375,263,-0.3228,237,0.2631,24.2223,-0.0384,-0.0619,0.0235
44,-0.0454,0.2973,0.1240,0.0377,262,-0.3270,238,0.2647,24.5160,-0.0389,-0.0617,0.0229
45,-0.0456,0.3000,0.1259,0.0380,262,-0.3298,238,0.2672,24.5511,-0.0393,-0.0616,0.0223
46,-0.0458,0.3026,0.1278,0.0383,262,-0.3325,238,0.2697,25.0559,-0.0397,-0.0614,0.0217
47,-0.0460,0.3051,0.1296,0.0385,262,-0.3351,238,0.2721,25.2169,-0.0400,-0.0612,0.0211
48,-0.0462,0.3075,0.1314,0.0387,262,-0.3375,238,0.2744,25.7342,-0.0404,-0.0610,0.0206
49,-0.0464,0.3098,0.1330,0.0390,261,-0.3412,239,0.2755,25.7873,-0.0407,-0.0608,0.0201
50,-0.0466,0.3120,0.1347,0.0392,263,-0.3409,237,0.2799,26.0007,-0.0411,-0.0606,0.0195
51,-0.0468,0.3141,0.1362,0.0394,264,-0.3418,236,0.2831,26.1274,-0.0414,-0.0604,0.0189
52,-0.0472,0.3162,0.1377,0.0395,264,-0.3442,236,0.2850,26.4545,-0.0421,-0.0602,0.0181
53,-0.0476,0.3183,0.1391,0.0397,264,-0.3465,236,0.2868,26.5091,-0.0427,-0.0599,0.0173
54,-0.0479,0.3203,0.1406,0.0398,264,-0.3487,236,0.2885,26.5091,-0.0433,-0.0597,0.0165
55,-0.0483,0.3222,0.1419,0.0400,264,-0.3508,236,0.2902,27.0349,-0.0438,-0.0595,0.0157
56,-0.0486,0.3240,0.1433,0.0401,263,-0.3542,237,0.2905,27.2012,-0.0443,-0.0593,0.0149
57,-0.0488,0.3258,0.1445,0.0403,263,-0.3561,237,0.2921,27.3856,-0.0448,-0.0590,0.0142
58,-0.0491,0.3275,0.1458,0.0404,264,-0.3566,236,0.2949,27.6432,-0.0452,-0.0588,0.0136
59,-0.0494,0.3291,0.1470,0.0405,264,-0.3584,236,0.2963,27.7721,-0.0457,-0.0586,0.0129
60,-0.0496,0.3306,0.1481,0.0406,264,-0.3601,236,0.2977,28.1429,-0.0461,-0.0584,0.0122
61,-0.0498,0.3321,0.1492,0.0407,264,-0.3617,236,0.2990,28.4423,-0.0466,-0.0581,0.0116
62,-0.0501,0.3335,0.1503,0.0408,264,-0.3632,236,0.3003,28.7611,-0.0470,-0.0579,0.0110
63,-0.0503,0.3349,0.1513,0.0410,264,-0.3648,236,0.3015,29.1951,-0.0473,-0.0577,0.0103
64,-0.0505,0.3363,0.1524,0.0411,265,-0.3649,235,0.3041,29.5197,-0.0477,-0.0575,0.0098
65,-0.0507,0.3376,0.1533,0.0412,265,-0.3663,235,0.3053,29.7115,-0.0481,-0.0572,0.0092
66,-0.0509,0.3390,0.1543,0.0413,266,-0.3664,234,0.3078,29.8453,-0.0484,-0.0570,0.0086
67,-0.0510,0.3402,0.1552,0.0414,266,-0.3677,234,0.3090,30.0370,-0.0488,-0.0568,0.0080
68,-0.0512,0.3414,0.1561,0.0415,266,-0.3690,234,0.3101,30.1336,-0.0491,-0.0566,0.0075
69,-0.0514,0.3426,0.1570,0.0416,266,-0.3703,234,0.3112,30.6937,-0.0494,-0.0563,0.0070
70,-0.0515,0.3437,0.1579,0.0417,266,-0.3715,234,0.3122,30.9449,-0.0497,-0.0561,0.0065
71,-0.0516,0.3448,0.1587,0.0418,266,-0.3726,234,0.3133,31.1424,-0.0499,-0.0559,0.0060
72,-0.0517,0.3459,0.1595,0.0418,266,-0.3737,234,0.3143,31.7162,-0.0502,-0.0557,0.0055
73,-0.0518,0.3469,0.1602,0.0419,266,-0.3748,234,0.3152,31.5212,-0.0504,-0.0555,0.0051
74,-0.0519,0.3479,0.1610,0.0420,266,-0.3758,234,0.3162,31.7988,-0.0506,-0.0553,0.0046
75,-0.0520,0.3488,0.1617,0.0421,266,-0.3767,234,0.3171,32.3889,-0.0508,-0.0551,0.0042
