step,community_0,community_1,community_2,community_3,community_4,community_5,community_6,community_7,community_8,community_10,community_11,community_12,community_20,community_21,community_23,community_32,community_37,community_38,community_57
285,0.0190,0.0051,0.0218,0.0082,0.0169,0.0140,0.0338,0.0359,0.0291,0.0147,0.0265,0.0147,0.0286,0.0151,0.0278,0.0075,0.0108,0.0347,0.0081
286,0.0190,0.0051,0.0218,0.0082,0.0169,0.0141,0.0338,0.0359,0.0291,0.0147,0.0265,0.0147,0.0286,0.0151,0.0278,0.0075,0.0108,0.0347,0.0081
287,0.0190,0.0051,0.0218,0.0082,0.0169,0.0141,0.0338,0.0359,0.0291,0.0147,0.0265,0.0147,0.0286,0.0151,0.0278,0.0075,0.0109,0.0347,0.0081
288,0.0190,0.0051,0.0218,0.0082,0.0170,0.0142,0.0338,0.0359,0.0292,0.0147,0.0265,0.0147,0.0286,0.0151,0.0278,0.0075,0.0109,0.0347,0.0081
289,0.0191,0.0051,0.0219,0.0083,0.0170,0.0142,0.0338,0.0359,0.0292,0.0147,0.0265,0.0147,0.0286,0.0151,0.0278,0.0075,0.0109,0.0347,0.0081
290,0.0191,0.0051,0.0219,0.0083,0.0170,0.0143,0.0338,0.0359,0.0292,0.0148,0.0265,0.0147,0.0286,0.0151,0.0278,0.0075,0.0109,0.0347,0.0081
291,0.0191,0.0051,0.0219,0.0083,0.0170,0.0143,0.0338,0.0359,0.0292,0.0148,0.0265,0.0147,0.0286,0.0151,0.0278,0.0075,0.0109,0.0347,0.0081
292,0.0191,0.0051,0.0219,0.0084,0.0170,0.0144,0.0338,0.0359,0.0292,0.0148,0.0265,0.0147,0.0286,0.0151,0.0278,0.0075,0.0109,0.0347,0.0081
293,0.0191,0.0051,0.0219,0.0084,0.0171,0.0144,0.0338,0.0359,0.0292,0.0148,0.0264,0.0147,0.0286,0.0151,0.0278,0.0076,0.0110,0.0347,0.0081
294,0.0192,0.0051,0.0219,0.0084,0.0171,0.0144,0.0337,0.0359,0.0293,0.0148,0.0264,0.0147,0.0286,0.0151,0.0278,0.0076,0.0110,0.0347,0.0081
295,0.0192,0.0051,0.0219,0.0085,0.0171,0.0145,0.0337,0.0359,0.0293,0.0149,0.0264,0.0147,0.0286,0.0151,0.0278,0.0076,0.0110,0.0347,0.0082
296,0.0192,0.0051,0.0219,0.0085,0.0171,0.0145,0.0337,0.0359,0.0293,0.0149,0.0264,0.0148,0.0286,0.0151,0.0278,0.0076,0.0110,0.0347,0.0082
297,0.0192,0.0051,0.0219,0.0085,0.0171,0.0146,0.0337,0.0359,0.0293,0.0149,0.0264,0.0148,0.0286,0.0151,0.0278,0.0076,0.0110,0.0347,0.0082
298,0.0192,0.0051,0.0219,0.0086,0.0171,0.0146,0.0337,0.0359,0.0293,0.0149,0.0264,0.0148,0.0286,0.0151,0.0278,0.0076,0.0110,0.0347,0.0082
299,0.0193,0.0051,0.0219,0.0086,0.0172,0.0146,0.0337,0.0359,0.0293,0.0149,0.0264,0.0148,0.0286,0.0151,0.0278,0.0076,0.0110,0.0347,0.0082
