step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,-0.0000,0.0513,0.0035,0.0033,239,-0.0537,261,0.0491,0.0000,-0.0012,0.0004,-0.0016
1,0.0000,0.0483,0.0031,0.0030,239,-0.0505,261,0.0463,0.0000,-0.0011,0.0004,-0.0015
2,0.0001,0.0455,0.0027,0.0026,239,-0.0475,261,0.0437,0.0000,-0.0009,0.0004,-0.0014
3,0.0002,0.0430,0.0024,0.0023,240,-0.0446,260,0.0415,0.0000,-0.0008,0.0005,-0.0013
4,0.0002,0.0406,0.0022,0.0021,243,-0.0416,257,0.0397,0.0000,-0.0007,0.0005,-0.0012
5,0.0003,0.0385,0.0020,0.0018,245,-0.0389,255,0.0380,0.0000,-0.0005,0.0006,-0.0011
6,0.0004,0.0365,0.0018,0.0016,243,-0.0371,257,0.0358,0.0000,-0.0004,0.0006,-0.0010
7,0.0005,0.0346,0.0016,0.0015,243,-0.0351,257,0.0341,0.0000,-0.0002,0.0007,-0.0009
8,0.0005,0.0329,0.0015,0.0013,244,-0.0332,256,0.0327,0.0000,-0.0001,0.0008,-0.0009
9,0.0006,0.0314,0.0013,0.0012,244,-0.0315,256,0.0312,0.0000,0.0000,0.0008,-0.0008
10,0.0007,0.0299,0.0012,0.0011,243,-0.0300,257,0.0298,0.0000,0.0002,0.0009,-0.0007
11,0.0008,0.0285,0.0011,0.0010,243,-0.0285,257,0.0286,0.0000,0.0003,0.0010,-0.0006
12,0.0009,0.0273,0.0010,0.0009,243,-0.0271,257,0.0274,0.0000,0.0005,0.0010,-0.0006
13,0.0010,0.0261,0.0009,0.0008,241,-0.0261,259,0.0262,0.0000,0.0006,0.0011,-0.0005
14,0.0011,0.0251,0.0009,0.0007,240,-0.0249,260,0.0252,0.0000,0.0008,0.0012,-0.0004
15,0.0012,0.0241,0.0008,0.0007,234,-0.0244,266,0.0238,0.0000,0.0010,0.0013,-0.0004
