step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0416,0.0907,0.0036,0.0034,241,-0.0509,239,0.0547,0.0000,0.0008,0.0026,-0.0018
1,0.0422,0.0898,0.0035,0.0032,238,-0.0499,242,0.0537,0.0000,0.0043,0.0003,0.0040
2,0.0428,0.0922,0.0042,0.0034,240,-0.0515,240,0.0573,0.0253,0.0083,-0.0024,0.0107
3,0.0432,0.0976,0.0054,0.0040,238,-0.0572,242,0.0628,0.0836,0.0123,-0.0056,0.0179
4,0.0435,0.1054,0.0072,0.0048,242,-0.0639,238,0.0724,0.0914,0.0165,-0.0089,0.0254
5,0.0433,0.1145,0.0096,0.0060,248,-0.0718,232,0.0839,0.4302,0.0197,-0.0125,0.0322
6,0.0429,0.1247,0.0124,0.0073,249,-0.0822,231,0.0948,0.7974,0.0226,-0.0162,0.0388
7,0.0424,0.1352,0.0155,0.0088,248,-0.0935,232,0.1052,1.5884,0.0249,-0.0195,0.0445
8,0.0419,0.1452,0.0190,0.0103,246,-0.1050,234,0.1144,2.4784,0.0272,-0.0228,0.0500
9,0.0413,0.1547,0.0227,0.0120,248,-0.1143,232,0.1250,3.3102,0.0292,-0.0260,0.0552
10,0.0405,0.1638,0.0265,0.0137,246,-0.1253,234,0.1328,4.4733,0.0310,-0.0294,0.0604
11,0.0396,0.1726,0.0305,0.0154,248,-0.1340,232,0.1425,5.1668,0.0326,-0.0328,0.0654
12,0.0387,0.1809,0.0345,0.0171,250,-0.1422,230,0.1518,6.1712,0.0340,-0.0361,0.0701
13,0.0378,0.1889,0.0386,0.0189,252,-0.1499,228,0.1609,6.8027,0.0353,-0.0393,0.0746
14,0.0369,0.1966,0.0426,0.0206,255,-0.1566,225,0.1706,7.7100,0.0366,-0.0424,0.0790
15,0.0360,0.2040,0.0467,0.0223,258,-0.1628,222,0.1801,8.7476,0.0378,-0.0454,0.0832
16,0.0350,0.2110,0.0507,0.0239,257,-0.1712,223,0.1861,9.8623,0.0388,-0.0484,0.0872
17,0.0341,0.2177,0.0546,0.0255,258,-0.1780,222,0.1935,10.6763,0.0397,-0.0513,0.0910
18,0.0330,0.2242,0.0584,0.0270,260,-0.1838,220,0.2014,11.5052,0.0404,-0.0541,0.0945
19,0.0319,0.2303,0.0622,0.0285,261,-0.1901,219,0.2080,12.6719,0.0408,-0.0569,0.0978
