agent_id,identity,morality,opinion,self_activation,social_influence,total_activation
0,1,1,1.0000,0.4000,0.8520,1.2520
1,1,0,0.0329,0.0131,0.0202,0.0333
2,-1,0,0.4652,0.1861,0.3184,0.5044
3,1,0,0.2520,0.1005,0.1655,0.2660
4,1,0,0.5211,0.2084,0.3694,0.5779
5,-1,0,0.1776,0.0708,0.1131,0.1840
6,-1,0,0.3581,0.1432,0.2320,0.3752
7,-1,0,0.4733,0.1893,0.3253,0.5146
8,-1,0,0.3333,0.1333,0.2137,0.3470
9,-1,0,0.3704,0.1479,0.2469,0.3948
10,-1,0,0.2296,0.0917,0.1444,0.2361
11,-1,0,0.4721,0.1888,0.3249,0.5137
12,1,0,0.2180,0.0872,0.1346,0.2218
13,-1,0,0.1673,0.0669,0.1032,0.1701
14,1,0,0.0942,0.0376,0.0576,0.0952
15,-1,0,0.4859,0.1943,0.3382,0.5325
16,1,0,0.3333,0.1333,0.2136,0.3469
17,-1,0,0.1517,0.0606,0.0936,0.1542
18,-1,0,0.3035,0.1212,0.1981,0.3193
19,1,0,0.4010,0.1604,0.2644,0.4248
20,-1,0,0.8519,0.3408,0.9229,1.2637
21,1,1,1.0000,0.4000,3.9840,4.3840
22,-1,0,0.4619,0.1845,0.3221,0.5066
23,1,0,0.7086,0.2834,0.6009,0.8844
24,-1,0,0.2528,0.1011,0.1578,0.2589
25,1,0,0.2386,0.0954,0.1479,0.2433
26,-1,0,0.3288,0.1315,0.2101,0.3416
27,1,0,0.5321,0.2128,0.3802,0.5931
28,1,0,0.7299,0.2920,0.6365,0.9285
29,-1,0,0.3901,0.1560,0.2561,0.4121
30,-1,0,0.3168,0.1265,0.2079,0.3344
31,1,0,0.5550,0.2220,0.4038,0.6258
32,-1,0,0.0892,0.0354,0.0599,0.0954
33,1,0,0.2906,0.1162,0.1835,0.2997
34,-1,0,0.3032,0.1212,0.1943,0.3154
35,-1,0,0.5288,0.2115,0.3771,0.5886
36,1,0,0.4619,0.1848,0.3150,0.4998
37,1,0,0.0621,0.0248,0.0386,0.0634
38,-1,0,0.8038,0.3215,0.7889,1.1104
39,1,0,0.3499,0.1400,0.2254,0.3653
40,-1,0,0.2821,0.1128,0.1785,0.2913
41,-1,0,0.7068,0.2827,0.5989,0.8816
42,-1,0,0.8048,0.3219,0.7908,1.1127
43,-1,0,0.0872,0.0347,0.0557,0.0905
44,-1,0,0.6142,0.2457,0.4710,0.7166
45,-1,0,0.5735,0.2294,0.4235,0.6529
46,1,0,0.2798,0.1118,0.1789,0.2907
47,-1,0,0.4183,0.1673,0.2795,0.4468
48,-1,0,0.4486,0.1794,0.3040,0.4834
49,-1,0,0.5530,0.2212,0.4019,0.6231
50,-1,0,0.1688,0.0674,0.1064,0.1738
51,-1,0,0.4088,0.1635,0.2711,0.4346
52,-1,0,0.3639,0.1456,0.2359,0.3814
53,-1,0,0.1644,0.0658,0.1005,0.1662
54,-1,0,0.4858,0.1943,0.3372,0.5314
55,1,0,0.1422,0.0567,0.0911,0.1478
56,-1,0,0.0979,0.0392,0.0594,0.0986
57,1,0,0.1789,0.0715,0.1118,0.1832
58,1,0,0.2902,0.1159,0.1863,0.3022
59,-1,0,0.2836,0.1134,0.1786,0.2921
60,1,1,1.0000,0.4000,0.8640,1.2640
61,-1,0,0.7174,0.2869,0.6167,0.9037
62,1,0,0.0891,0.0356,0.0538,0.0894
63,1,0,0.7515,0.3006,0.6757,0.9763
64,-1,0,0.4714,0.1885,0.3238,0.5124
65,1,0,0.5463,0.2185,0.3946,0.6131
66,1,0,0.8044,0.3217,0.7894,1.1112
67,-1,0,0.5337,0.2135,0.3824,0.5959
68,1,1,1.0000,0.4000,0.5040,0.9040
69,1,0,0.2699,0.1079,0.1692,0.2771
70,-1,0,0.2457,0.0983,0.1527,0.2509
71,1,0,0.4205,0.1682,0.2801,0.4483
72,1,0,0.4911,0.1965,0.3411,0.5376
73,1,0,0.0494,0.0197,0.0302,0.0499
