step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0374,0.0898,0.0035,0.0031,256,-0.0512,224,0.0526,0.0000,-0.0052,0.0005,-0.0057
1,0.0393,0.0867,0.0031,0.0028,255,-0.0465,225,0.0511,0.0000,-0.0019,0.0007,-0.0026
2,0.0412,0.0843,0.0028,0.0025,246,-0.0438,234,0.0486,0.0000,0.0014,0.0010,0.0005
3,0.0431,0.0825,0.0027,0.0023,234,-0.0421,246,0.0464,0.0000,0.0048,0.0012,0.0036
4,0.0451,0.0816,0.0026,0.0022,231,-0.0395,249,0.0468,0.0000,0.0082,0.0015,0.0067
5,0.0470,0.0810,0.0026,0.0022,222,-0.0382,258,0.0465,0.0000,0.0116,0.0017,0.0098
6,0.0490,0.0807,0.0026,0.0021,221,-0.0359,259,0.0480,0.0000,0.0150,0.0020,0.0130
7,0.0510,0.0807,0.0027,0.0022,216,-0.0343,264,0.0489,0.0000,0.0184,0.0022,0.0162
8,0.0530,0.0808,0.0028,0.0022,214,-0.0325,266,0.0506,0.0000,0.0219,0.0025,0.0193
9,0.0550,0.0810,0.0030,0.0023,214,-0.0304,266,0.0527,0.0000,0.0253,0.0028,0.0225
10,0.0571,0.0814,0.0032,0.0024,204,-0.0298,276,0.0530,0.0000,0.0288,0.0031,0.0258
11,0.0591,0.0819,0.0035,0.0025,200,-0.0285,280,0.0545,0.0000,0.0324,0.0034,0.0290
12,0.0612,0.0826,0.0038,0.0026,199,-0.0268,281,0.0567,0.0000,0.0359,0.0037,0.0322
13,0.0633,0.0833,0.0041,0.0028,195,-0.0256,285,0.0584,0.0000,0.0395,0.0040,0.0355
14,0.0654,0.0841,0.0045,0.0029,189,-0.0248,291,0.0597,0.0000,0.0431,0.0043,0.0388
15,0.0675,0.0851,0.0049,0.0031,183,-0.0241,297,0.0611,0.0000,0.0467,0.0046,0.0421
16,0.0696,0.0862,0.0053,0.0033,180,-0.0231,300,0.0632,0.0000,0.0503,0.0049,0.0454
17,0.0717,0.0875,0.0057,0.0034,177,-0.0222,303,0.0654,0.0000,0.0540,0.0053,0.0487
18,0.0739,0.0887,0.0062,0.0036,178,-0.0208,302,0.0684,0.0000,0.0576,0.0056,0.0520
19,0.0761,0.0901,0.0067,0.0038,176,-0.0199,304,0.0708,0.0000,0.0613,0.0060,0.0553
20,0.0782,0.0914,0.0073,0.0039,172,-0.0192,308,0.0728,0.0000,0.0650,0.0063,0.0586
21,0.0804,0.0929,0.0078,0.0041,165,-0.0190,315,0.0740,0.0000,0.0687,0.0067,0.0620
22,0.0825,0.0945,0.0084,0.0043,162,-0.0184,318,0.0763,0.0000,0.0723,0.0071,0.0653
23,0.0847,0.0961,0.0090,0.0045,156,-0.0182,324,0.0778,0.0000,0.0760,0.0074,0.0686
24,0.0869,0.0978,0.0096,0.0046,150,-0.0181,330,0.0793,0.0000,0.0797,0.0078,0.0718
25,0.0890,0.0995,0.0103,0.0048,145,-0.0180,335,0.0810,0.0000,0.0833,0.0082,0.0751
26,0.0912,0.1013,0.0110,0.0050,144,-0.0175,336,0.0837,0.0000,0.0869,0.0086,0.0783
27,0.0933,0.1030,0.0116,0.0051,145,-0.0167,335,0.0868,0.0000,0.0906,0.0090,0.0815
28,0.0955,0.1048,0.0123,0.0053,141,-0.0165,339,0.0887,0.0000,0.0941,0.0094,0.0847
29,0.0976,0.1066,0.0130,0.0054,139,-0.0162,341,0.0910,0.0000,0.0977,0.0099,0.0878
30,0.0997,0.1083,0.0138,0.0056,137,-0.0158,343,0.0933,0.0000,0.1012,0.0103,0.0909
31,0.1018,0.1101,0.0145,0.0057,133,-0.0157,347,0.0950,0.0000,0.1047,0.0107,0.0940
32,0.1038,0.1119,0.0152,0.0059,130,-0.0156,350,0.0970,0.0000,0.1081,0.0111,0.0969
33,0.1059,0.1137,0.0159,0.0060,128,-0.0153,352,0.0991,0.0000,0.1115,0.0116,0.0999
34,0.1079,0.1155,0.0167,0.0061,127,-0.0149,353,0.1015,0.0000,0.1148,0.0120,0.1028
35,0.1099,0.1172,0.0174,0.0062,123,-0.0149,357,0.1030,0.0000,0.1181,0.0125,0.1056
36,0.1118,0.1190,0.0181,0.0064,121,-0.0147,359,0.1050,0.0000,0.1214,0.0129,0.1084
37,0.1138,0.1207,0.0188,0.0065,119,-0.0145,361,0.1070,0.0000,0.1246,0.0134,0.1111
38,0.1157,0.1224,0.0195,0.0066,115,-0.0145,365,0.1083,0.0000,0.1277,0.0139,0.1138
39,0.1176,0.1241,0.0202,0.0067,112,-0.0145,368,0.1098,0.0000,0.1308,0.0144,0.1164
40,0.1194,0.1257,0.0209,0.0068,108,-0.0146,372,0.1110,0.0000,0.1338,0.0148,0.1190
41,0.1213,0.1274,0.0216,0.0069,108,-0.0142,372,0.1134,0.0000,0.1368,0.0153,0.1215
42,0.1231,0.1290,0.0223,0.0070,104,-0.0143,376,0.1144,0.0000,0.1397,0.0158,0.1239
43,0.1249,0.1307,0.0229,0.0071,102,-0.0142,378,0.1161,0.0000,0.1426,0.0163,0.1263
44,0.1266,0.1323,0.0236,0.0072,100,-0.0141,380,0.1177,0.0000,0.1454,0.0168,0.1286
45,0.1283,0.1338,0.0242,0.0073,99,-0.0138,381,0.1195,0.0000,0.1482,0.0173,0.1309
46,0.1300,0.1354,0.0248,0.0074,96,-0.0139,384,0.1207,0.0000,0.1509,0.0178,0.1331
47,0.1317,0.1369,0.0254,0.0075,95,-0.0137,385,0.1225,0.0000,0.1536,0.0183,0.1353
48,0.1334,0.1385,0.0260,0.0076,94,-0.0135,386,0.1242,0.0000,0.1562,0.0188,0.1374
49,0.1350,0.1400,0.0265,0.0076,90,-0.0138,390,0.1250,0.0000,0.1588,0.0194,0.1394
50,0.1366,0.1415,0.0271,0.0077,88,-0.0137,392,0.1263,0.0000,0.1613,0.0199,0.1414
51,0.1382,0.1429,0.0276,0.0078,87,-0.0136,393,0.1279,0.0000,0.1638,0.0204,0.1434
52,0.1398,0.1444,0.0281,0.0079,85,-0.0136,395,0.1292,0.0000,0.1663,0.0210,0.1453
53,0.1413,0.1458,0.0286,0.0080,82,-0.0137,398,0.1301,0.0000,0.1687,0.0215,0.1471
54,0.1428,0.1472,0.0291,0.0080,80,-0.0138,400,0.1313,0.0000,0.1710,0.0221,0.1489
55,0.1443,0.1486,0.0296,0.0081,75,-0.0144,405,0.1314,0.0000,0.1733,0.0226,0.1507
56,0.1458,0.1500,0.0300,0.0082,71,-0.0149,409,0.1319,0.0000,0.1756,0.0232,0.1524
57,0.1472,0.1514,0.0305,0.0083,66,-0.0157,414,0.1320,0.0000,0.1778,0.0238,0.1541
58,0.1487,0.1527,0.0309,0.0083,65,-0.0157,415,0.1334,0.0000,0.1800,0.0243,0.1557
59,0.1501,0.1541,0.0313,0.0084,65,-0.0154,415,0.1351,0.0000,0.1822,0.0249,0.1573
60,0.1515,0.1554,0.0317,0.0085,65,-0.0151,415,0.1367,0.0000,0.1843,0.0255,0.1588
61,0.1529,0.1567,0.0321,0.0085,64,-0.0151,416,0.1380,0.0000,0.1864,0.0261,0.1603
62,0.1542,0.1580,0.0325,0.0086,64,-0.0148,416,0.1396,0.0000,0.1884,0.0267,0.1617
63,0.1556,0.1593,0.0329,0.0087,64,-0.0145,416,0.1412,0.0000,0.1904,0.0273,0.1632
64,0.1569,0.1606,0.0332,0.0087,61,-0.0150,419,0.1417,0.0000,0.1924,0.0279,0.1645
65,0.1583,0.1619,0.0336,0.0088,61,-0.0147,419,0.1433,0.0000,0.1944,0.0285,0.1659
66,0.1596,0.1631,0.0339,0.0089,60,-0.0147,420,0.1444,0.0000,0.1963,0.0291,0.1672
67,0.1609,0.1643,0.0343,0.0089,59,-0.0147,421,0.1456,0.0000,0.1982,0.0298,0.1684
68,0.1621,0.1655,0.0346,0.0090,56,-0.0153,424,0.1460,0.0000,0.2000,0.0304,0.1696
69,0.1634,0.1668,0.0349,0.0091,54,-0.0156,426,0.1468,0.0000,0.2018,0.0310,0.1708
70,0.1646,0.1680,0.0352,0.0091,53,-0.0156,427,0.1479,0.0000,0.2036,0.0317,0.1720
71,0.1659,0.1691,0.0355,0.0092,52,-0.0157,428,0.1490,0.0000,0.2054,0.0323,0.1731
72,0.1671,0.1703,0.0358,0.0092,52,-0.0155,428,0.1504,0.0000,0.2072,0.0330,0.1742
73,0.1683,0.1715,0.0361,0.0093,52,-0.0153,428,0.1518,0.0000,0.2089,0.0336,0.1752
74,0.1695,0.1726,0.0364,0.0094,51,-0.0153,429,0.1528,0.0000,0.2106,0.0343,0.1762
75,0.1707,0.1738,0.0366,0.0094,49,-0.0157,431,0.1534,0.0000,0.2122,0.0350,0.1772
76,0.1719,0.1749,0.0369,0.0095,49,-0.0155,431,0.1548,0.0000,0.2139,0.0357,0.1782
77,0.1731,0.1761,0.0371,0.0095,49,-0.0153,431,0.1561,0.0000,0.2155,0.0364,0.1791
78,0.1742,0.1772,0.0374,0.0096,49,-0.0150,431,0.1574,0.0000,0.2171,0.0371,0.1800
79,0.1754,0.1783,0.0376,0.0096,49,-0.0148,431,0.1587,0.0000,0.2186,0.0378,0.1809
80,0.1765,0.1794,0.0379,0.0097,47,-0.0152,433,0.1593,0.0000,0.2202,0.0385,0.1817
81,0.1776,0.1804,0.0381,0.0097,47,-0.0150,433,0.1606,0.0000,0.2217,0.0392,0.1825
82,0.1787,0.1815,0.0383,0.0098,46,-0.0151,434,0.1614,0.0000,0.2232,0.0399,0.1833
83,0.1799,0.1826,0.0386,0.0099,46,-0.0149,434,0.1627,0.0000,0.2247,0.0406,0.1840
84,0.1810,0.1837,0.0388,0.0099,45,-0.0150,435,0.1636,0.0000,0.2261,0.0414,0.1847
85,0.1820,0.1847,0.0390,0.0100,44,-0.0151,436,0.1644,0.0000,0.2275,0.0421,0.1854
86,0.1831,0.1858,0.0392,0.0100,43,-0.0152,437,0.1653,0.0000,0.2290,0.0429,0.1861
87,0.1842,0.1868,0.0394,0.0101,43,-0.0150,437,0.1665,0.0000,0.2303,0.0436,0.1867
88,0.1853,0.1878,0.0396,0.0101,43,-0.0148,437,0.1677,0.0000,0.2317,0.0444,0.1873
