step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,0.0012,0.0497,0.0033,0.0032,249,-0.0488,251,0.0507,0.0000,0.0022,-0.0001,0.0022
1,0.0005,0.0491,0.0033,0.0030,254,-0.0479,246,0.0505,0.0000,0.0027,-0.0024,0.0051
2,0.0008,0.0520,0.0040,0.0033,255,-0.0502,245,0.0538,0.0017,0.0057,-0.0058,0.0115
3,0.0002,0.0587,0.0052,0.0040,253,-0.0577,247,0.0596,0.0104,0.0075,-0.0093,0.0168
4,0.0002,0.0673,0.0069,0.0051,251,-0.0669,249,0.0678,0.0467,0.0102,-0.0129,0.0231
5,0.0001,0.0771,0.0091,0.0064,251,-0.0767,249,0.0776,0.1574,0.0133,-0.0171,0.0303
6,0.0001,0.0876,0.0118,0.0079,253,-0.0865,247,0.0888,0.3995,0.0167,-0.0216,0.0383
7,-0.0002,0.0984,0.0148,0.0096,256,-0.0963,244,0.1006,0.8819,0.0200,-0.0268,0.0468
8,-0.0010,0.1090,0.0181,0.0113,253,-0.1086,247,0.1093,1.2762,0.0231,-0.0326,0.0558
9,-0.0015,0.1195,0.0218,0.0132,253,-0.1196,247,0.1194,1.7818,0.0266,-0.0384,0.0650
10,-0.0019,0.1300,0.0257,0.0150,253,-0.1303,247,0.1297,3.1036,0.0303,-0.0442,0.0744
11,-0.0023,0.1403,0.0298,0.0169,252,-0.1414,248,0.1391,4.4405,0.0341,-0.0501,0.0842
12,-0.0028,0.1503,0.0340,0.0188,249,-0.1538,251,0.1469,5.1103,0.0378,-0.0562,0.0940
13,-0.0034,0.1600,0.0385,0.0207,252,-0.1621,248,0.1579,5.9230,0.0413,-0.0621,0.1034
14,-0.0039,0.1693,0.0430,0.0226,250,-0.1732,250,0.1653,7.1377,0.0447,-0.0678,0.1124
15,-0.0044,0.1782,0.0475,0.0244,248,-0.1841,252,0.1723,8.8146,0.0479,-0.0732,0.1211
16,-0.0048,0.1868,0.0521,0.0262,245,-0.1956,255,0.1784,10.3751,0.0512,-0.0786,0.1298
17,-0.0051,0.1953,0.0568,0.0279,243,-0.2061,257,0.1850,11.5695,0.0544,-0.0834,0.1378
18,-0.0052,0.2035,0.0614,0.0296,241,-0.2165,259,0.1914,12.7142,0.0576,-0.0879,0.1455
