step,mean_opinion,mean_abs_opinion,non_zealot_variance,cluster_variance,negative_count,negative_mean,positive_count,positive_mean,polarization_index,identity_1_mean_opinion,identity_neg1_mean_opinion,identity_opinion_difference
0,-0.0002,0.0526,0.0036,0.0035,245,-0.0538,255,0.0514,0.0000,0.0042,-0.0026,0.0068
1,-0.0002,0.0492,0.0031,0.0030,245,-0.0503,255,0.0480,0.0000,0.0042,-0.0026,0.0068
2,-0.0002,0.0460,0.0027,0.0026,243,-0.0475,257,0.0446,0.0000,0.0042,-0.0027,0.0069
3,-0.0002,0.0432,0.0024,0.0023,244,-0.0444,256,0.0419,0.0000,0.0042,-0.0027,0.0069
4,-0.0002,0.0406,0.0021,0.0020,244,-0.0418,256,0.0394,0.0000,0.0043,-0.0027,0.0070
5,-0.0002,0.0382,0.0019,0.0018,249,-0.0385,251,0.0378,0.0000,0.0043,-0.0028,0.0071
6,-0.0002,0.0360,0.0017,0.0016,249,-0.0364,251,0.0356,0.0000,0.0044,-0.0028,0.0072
7,-0.0002,0.0340,0.0015,0.0014,251,-0.0341,249,0.0339,0.0000,0.0045,-0.0029,0.0074
8,-0.0002,0.0321,0.0014,0.0013,250,-0.0324,250,0.0319,0.0000,0.0046,-0.0030,0.0075
9,-0.0003,0.0305,0.0012,0.0011,250,-0.0307,250,0.0302,0.0000,0.0047,-0.0030,0.0077
10,-0.0003,0.0290,0.0011,0.0010,253,-0.0289,247,0.0290,0.0000,0.0048,-0.0031,0.0079
11,-0.0003,0.0276,0.0010,0.0009,254,-0.0274,246,0.0277,0.0000,0.0049,-0.0032,0.0081
12,-0.0003,0.0263,0.0009,0.0008,253,-0.0263,247,0.0263,0.0000,0.0050,-0.0033,0.0083
13,-0.0003,0.0251,0.0009,0.0007,257,-0.0248,243,0.0255,0.0000,0.0051,-0.0034,0.0085
14,-0.0004,0.0241,0.0008,0.0007,261,-0.0234,239,0.0248,0.0000,0.0052,-0.0035,0.0087
15,-0.0004,0.0231,0.0008,0.0006,265,-0.0222,235,0.0242,0.0000,0.0054,-0.0036,0.0090
16,-0.0004,0.0223,0.0007,0.0006,267,-0.0212,233,0.0235,0.0000,0.0055,-0.0037,0.0092
17,-0.0004,0.0215,0.0007,0.0005,267,-0.0205,233,0.0226,0.0000,0.0057,-0.0039,0.0095
18,-0.0005,0.0208,0.0006,0.0005,267,-0.0199,233,0.0218,0.0000,0.0058,-0.0040,0.0098
19,-0.0005,0.0201,0.0006,0.0004,266,-0.0194,234,0.0209,0.0000,0.0060,-0.0041,0.0101
20,-0.0005,0.0195,0.0006,0.0004,267,-0.0188,233,0.0204,0.0000,0.0061,-0.0043,0.0104
21,-0.0006,0.0190,0.0006,0.0004,264,-0.0185,236,0.0195,0.0000,0.0063,-0.0044,0.0108
22,-0.0006,0.0186,0.0005,0.0003,259,-0.0185,241,0.0186,0.0000,0.0065,-0.0046,0.0111
23,-0.0007,0.0182,0.0005,0.0003,257,-0.0183,243,0.0180,0.0000,0.0067,-0.0048,0.0115
24,-0.0007,0.0178,0.0005,0.0003,256,-0.0181,244,0.0175,0.0000,0.0069,-0.0050,0.0119
25,-0.0008,0.0175,0.0005,0.0003,255,-0.0179,245,0.0171,0.0000,0.0071,-0.0052,0.0123
26,-0.0008,0.0173,0.0005,0.0003,255,-0.0177,245,0.0168,0.0000,0.0073,-0.0054,0.0127
27,-0.0009,0.0171,0.0005,0.0003,255,-0.0176,245,0.0165,0.0000,0.0075,-0.0056,0.0131
28,-0.0009,0.0169,0.0005,0.0002,253,-0.0176,247,0.0161,0.0000,0.0077,-0.0058,0.0136
29,-0.0010,0.0167,0.0005,0.0002,263,-0.0169,237,0.0166,0.0000,0.0080,-0.0061,0.0140
30,-0.0011,0.0167,0.0005,0.0002,262,-0.0169,238,0.0163,0.0000,0.0082,-0.0063,0.0145
31,-0.0012,0.0166,0.0005,0.0002,264,-0.0168,236,0.0164,0.0000,0.0084,-0.0066,0.0150
32,-0.0013,0.0166,0.0005,0.0002,266,-0.0168,234,0.0164,0.0000,0.0087,-0.0069,0.0156
33,-0.0013,0.0167,0.0005,0.0002,268,-0.0168,232,0.0165,0.0000,0.0090,-0.0071,0.0161
34,-0.0014,0.0167,0.0005,0.0002,270,-0.0168,230,0.0166,0.0000,0.0092,-0.0074,0.0167
35,-0.0015,0.0168,0.0006,0.0002,274,-0.0168,226,0.0169,0.0000,0.0095,-0.0078,0.0173
36,-0.0017,0.0169,0.0006,0.0002,275,-0.0169,225,0.0170,0.0000,0.0098,-0.0081,0.0179
37,-0.0018,0.0171,0.0006,0.0002,272,-0.0173,228,0.0168,0.0000,0.0101,-0.0084,0.0185
38,-0.0019,0.0173,0.0006,0.0002,272,-0.0176,228,0.0169,0.0000,0.0104,-0.0088,0.0192
39,-0.0020,0.0175,0.0007,0.0002,271,-0.0180,229,0.0169,0.0000,0.0107,-0.0092,0.0199
40,-0.0022,0.0177,0.0007,0.0002,270,-0.0184,230,0.0169,0.0000,0.0110,-0.0096,0.0206
41,-0.0023,0.0180,0.0007,0.0002,269,-0.0189,231,0.0170,0.0000,0.0113,-0.0100,0.0213
42,-0.0025,0.0183,0.0007,0.0002,267,-0.0194,233,0.0170,0.0000,0.0117,-0.0104,0.0221
43,-0.0026,0.0186,0.0008,0.0002,267,-0.0199,233,0.0171,0.0000,0.0120,-0.0109,0.0229
44,-0.0028,0.0189,0.0008,0.0002,265,-0.0205,235,0.0171,0.0000,0.0124,-0.0114,0.0237
45,-0.0030,0.0193,0.0009,0.0002,266,-0.0210,234,0.0174,0.0000,0.0127,-0.0119,0.0246
46,-0.0032,0.0197,0.0009,0.0002,264,-0.0217,236,0.0174,0.0009,0.0131,-0.0124,0.0255
47,-0.0034,0.0201,0.0010,0.0002,264,-0.0222,236,0.0176,0.0009,0.0135,-0.0129,0.0264
48,-0.0036,0.0205,0.0010,0.0003,263,-0.0229,237,0.0178,0.0009,0.0139,-0.0135,0.0273
